2.000000e+07	  3	  3000	  2580	1.539028624162911e-03	9.999999999999991e+00	5.261033038708302e-01
2.100000e+07	  3	  3000	  1927	1.185650813411151e-03	9.999999999999991e+00	1.055145131182365e+00
2.200000e+07	  3	  3000	    98	1.549433802392507e-03	9.999999999999991e+00	1.584397522435454e+00
2.300000e+07	  3	  3000	  1366	1.476132670122209e-03	9.999999999999991e+00	2.112916888213058e+00
2.400000e+07	  3	  3000	  2742	1.193634633432157e-03	9.999999999999991e+00	2.641731201992286e+00
2.500000e+07	  3	  3000	  1000	1.145646860738652e-03	9.999999999999991e+00	3.169389735038735e+00
2.600000e+07	  3	  3000	  2191	1.250935943789081e-03	1.333521432163323e+01	3.623575463039087e-01
2.700000e+07	  3	  3000	  2301	1.801913341986206e-03	1.333521432163323e+01	8.908477759129424e-01
2.800000e+07	  3	  3000	  2768	1.215048423013613e-03	1.333521432163323e+01	1.419748945685584e+00
2.900000e+07	  3	  3000	   460	1.809342909197244e-03	1.333521432163323e+01	1.948643442139870e+00
3.000000e+07	  3	  3000	  2097	1.748106707026297e-03	1.333521432163323e+01	2.476672136857051e+00
3.100000e+07	  3	  3000	   220	1.619195808570141e-03	1.333521432163323e+01	3.005022542867914e+00
3.200000e+07	  3	  3000	   427	1.409901607183403e-03	1.333521432163323e+01	3.534919714705472e+00
3.300000e+07	  3	  3000	   906	1.162009203509980e-03	1.333521432163323e+01	4.062447913238170e+00
3.400000e+07	  3	  3000	  2321	1.539442634300779e-03	1.778279410038921e+01	1.438730980346641e-01
3.500000e+07	  3	  3000	  2498	1.611156075906617e-03	1.778279410038921e+01	6.717914316253850e-01
3.600000e+07	  3	  3000	  1821	1.390015656720075e-03	1.778279410038921e+01	1.199655440951008e+00
3.700000e+07	  3	  3000	   823	1.196044105270168e-03	1.778279410038921e+01	1.728308974227252e+00
3.800000e+07	  3	  3000	  2949	1.744795372014478e-03	1.778279410038921e+01	2.256866519496612e+00
3.900000e+07	  3	  3000	  1073	1.537161513360369e-03	1.778279410038921e+01	2.784688963751246e+00
4.000000e+07	  3	  3000	  2237	1.728530604704363e-03	1.778279410038921e+01	3.313930621733115e+00
collision No.1	2.121003e+01[yr]	i=2, j=143	r_ij=6.295299335686189e-05	radius[2]+radius[143]=6.338481524341289e-05
4.100000e+07	  3	  3000	   523	1.165036554202223e-03	1.778279410038921e+01	3.842191563750248e+00
4.200000e+07	  3	  3000	  1611	1.297376970325078e-03	1.778279410038921e+01	4.370620315434195e+00
4.300000e+07	  3	  3000	  2923	1.511549979511860e-03	1.778279410038921e+01	4.898741469261879e+00
4.400000e+07	  3	  3000	  1688	1.417400480219125e-03	1.778279410038921e+01	5.426896034340121e+00
4.500000e+07	  3	  3000	  2728	1.901212623642268e-03	2.371373705661653e+01	2.189899192437958e-02
4.600000e+07	  3	  3000	   329	1.411778425880327e-03	2.371373705661653e+01	5.510257634357413e-01
4.700000e+07	  3	  3000	   705	1.373564107925037e-03	2.371373705661653e+01	1.079035127712465e+00
4.800000e+07	  3	  3000	  2507	1.933941234482145e-03	2.371373705661653e+01	1.606887242443824e+00
collision No.2	2.546198e+01[yr]	i=3, j=491	r_ij=6.330190048184094e-05	radius[3]+radius[491]=6.338481524341289e-05
4.900000e+07	  3	  3000	  1521	1.339150727518688e-03	2.371373705661653e+01	2.135372287325002e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  3000	   612	1.339844397119450e-03	2.371373705661653e+01	2.663118228539915e+00
5.100000e+07	  3	  3000	   152	1.930714487806564e-03	2.371373705661653e+01	3.191115536908876e+00
5.200000e+07	  3	  3000	  1881	1.196718460811295e-03	2.371373705661653e+01	3.719664121108290e+00
5.300000e+07	  3	  3000	   753	1.303179520365329e-03	2.371373705661653e+01	4.247783597475898e+00
5.400000e+07	  3	  3000	  2997	1.303067524515242e-03	2.371373705661653e+01	4.776362668386164e+00
5.500000e+07	  3	  3000	  2115	1.412892335715985e-03	2.371373705661653e+01	5.304645953028562e+00
5.600000e+07	  3	  3000	  1647	1.598664658221428e-03	2.371373705661653e+01	5.831897209711661e+00
5.700000e+07	  3	  3000	  2089	1.673482601066191e-03	2.371373705661653e+01	6.360207995967470e+00
5.800000e+07	  3	  3000	   463	1.625633468802884e-03	2.371373705661653e+01	6.887485814579024e+00
collision No.3	3.071840e+01[yr]	i=2, j=1606	r_ij=6.330592073631413e-05	radius[2]+radius[1606]=6.338481524341289e-05
5.900000e+07	  3	  3000	  2485	1.286284993082681e-03	2.371373705661653e+01	7.415145151082581e+00
6.000000e+07	  3	  3000	  1075	1.764039031787578e-03	3.162277660168376e+01	3.483805186957258e-02
6.100000e+07	  3	  3000	  2550	1.937048663597673e-03	3.162277660168376e+01	5.635716434860443e-01
6.200000e+07	  3	  3000	  1058	1.815667182563087e-03	3.162277660168376e+01	1.092005338854545e+00
6.300000e+07	  3	  3000	   830	1.567834253668033e-03	3.162277660168376e+01	1.620726205089552e+00
6.400000e+07	  3	  3000	   991	1.514176092899602e-03	3.162277660168376e+01	2.148431456363502e+00
6.500000e+07	  3	  3000	  2309	1.184195059520408e-03	3.162277660168376e+01	2.677165350369497e+00
6.600000e+07	  3	  3000	  2397	1.531319913666508e-03	3.162277660168376e+01	3.204783894496246e+00
6.700000e+07	  3	  3000	  1298	1.478830251353033e-03	3.162277660168376e+01	3.734053820662050e+00
6.800000e+07	  3	  3000	  1784	2.169265149537177e-03	3.162277660168376e+01	4.261097600813203e+00
6.900000e+07	  3	  3000	  2146	1.306875543703813e-03	3.162277660168376e+01	4.789872354293398e+00
7.000000e+07	  3	  3000	   882	1.280723139105540e-03	3.162277660168376e+01	5.318268450613528e+00
7.100000e+07	  3	  3000	   577	1.197661666733757e-03	3.162277660168376e+01	5.846810215908631e+00
7.200000e+07	  3	  3000	   109	1.358698340862696e-03	3.162277660168376e+01	6.374202647305924e+00
collision No.4	3.845384e+01[yr]	i=1, j=2514	r_ij=6.331136650565416e-05	radius[1]+radius[2514]=6.338481524341289e-05
7.300000e+07	  3	  3000	  1007	1.322257485391971e-03	3.162277660168376e+01	6.901831705599513e+00
7.400000e+07	  3	  3000	   417	1.505792749284435e-03	3.162277660168376e+01	7.430453850205804e+00
7.500000e+07	  3	  3000	   524	2.024609495784362e-03	3.162277660168376e+01	7.958617306772191e+00
7.600000e+07	  3	  3000	  1611	1.276870678046110e-03	3.162277660168376e+01	8.485888509270934e+00
7.700000e+07	  3	  3000	  2170	1.263368148105993e-03	3.162277660168376e+01	9.014662198353795e+00
7.800000e+07	  3	  3000	    15	1.647754227703400e-03	3.162277660168376e+01	9.541612403999885e+00
7.900000e+07	  3	  3000	  1600	1.434349489450067e-03	3.162277660168376e+01	1.007076673754022e+01
8.000000e+07	  3	  3000	  1708	1.731570487153541e-03	4.216965034285818e+01	5.112413613948124e-02
8.100000e+07	  3	  3000	  2969	1.418867683827772e-03	4.216965034285818e+01	5.799452180303146e-01
8.200000e+07	  3	  3000	   505	1.633103402116543e-03	4.216965034285818e+01	1.108039227763987e+00
8.300000e+07	  3	  3000	  2285	1.370103428672636e-03	4.216965034285818e+01	1.636395180304498e+00
8.400000e+07	  3	  3000	  2482	1.677033279348123e-03	4.216965034285818e+01	2.164298998914283e+00
8.500000e+07	  3	  3000	  2542	1.526581792265178e-03	4.216965034285818e+01	2.692185375647208e+00
8.600000e+07	  3	  3000	  1589	1.474668238411086e-03	4.216965034285818e+01	3.220542134772461e+00
8.700000e+07	  3	  3000	   237	1.226577417676723e-03	4.216965034285818e+01	3.747684252336842e+00
8.800000e+07	  3	  3000	  1630	1.415780639669430e-03	4.216965034285818e+01	4.276182325793831e+00
8.900000e+07	  3	  3000	  1394	2.406206974687859e-03	4.216965034285818e+01	4.804608779861773e+00
9.000000e+07	  3	  3000	  2259	1.907870074428316e-03	4.216965034285818e+01	5.332829117633967e+00
9.100000e+07	  3	  3000	  2541	2.216057400561609e-03	4.216965034285818e+01	5.861458734502652e+00
9.200000e+07	  3	  3000	  2568	1.185273096636463e-03	4.216965034285818e+01	6.389234648053693e+00
9.300000e+07	  3	  3000	   272	1.800698049162219e-03	4.216965034285818e+01	6.918168671068018e+00
9.400000e+07	  3	  3000	  2351	1.221056955440855e-03	4.216965034285818e+01	7.445174186400089e+00
9.500000e+07	  3	  3000	  1164	1.645170779450282e-03	4.216965034285818e+01	7.973129227533238e+00
9.600000e+07	  3	  3000	  2930	1.766504948081035e-03	4.216965034285818e+01	8.501025047087035e+00
9.700000e+07	  3	  3000	  1141	1.447338799782188e-03	4.216965034285818e+01	9.028594501378086e+00
9.800000e+07	  3	  3000	   274	1.898932112253780e-03	4.216965034285818e+01	9.554192295424544e+00
9.900000e+07	  3	  3000	  2112	1.684620180761195e-03	4.216965034285818e+01	1.008215887570528e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  3	  3000	  2867	2.164420899084822e-03	4.216965034285818e+01	1.060868867009568e+01
1.010000e+08	  3	  3000	    26	1.780976972179706e-03	4.216965034285818e+01	1.113745301114949e+01
1.020000e+08	  3	  3000	  2667	1.239740015619134e-03	4.216965034285818e+01	1.166335098203612e+01
1.030000e+08	  3	  3000	  1564	1.480918648178227e-03	4.216965034285818e+01	1.219056657011044e+01
1.040000e+08	  3	  3000	  1384	1.791073467297579e-03	4.216965034285818e+01	1.271867292592979e+01
1.050000e+08	  3	  3000	  2152	1.568495620779013e-03	4.216965034285818e+01	1.324653974950734e+01
1.060000e+08	  3	  3000	   674	1.247622769456126e-03	4.216965034285818e+01	1.377479688817437e+01
1.070000e+08	  3	  3000	  1249	1.483327299401894e-03	5.623413251903484e+01	2.378018230868658e-01
1.080000e+08	  3	  3000	    88	1.495464935076596e-03	5.623413251903484e+01	7.658165792022446e-01
1.090000e+08	  3	  3000	  2443	1.510824673220418e-03	5.623413251903484e+01	1.293404982855524e+00
1.100000e+08	  3	  3000	  2411	1.705654037635847e-03	5.623413251903484e+01	1.822345117579821e+00
1.110000e+08	  3	  3000	  2244	1.954930399674166e-03	5.623413251903484e+01	2.349385050434830e+00
1.120000e+08	  3	  3000	  2382	1.612196760708547e-03	5.623413251903484e+01	2.878252869017497e+00
1.130000e+08	  3	  3000	   445	1.483857961511015e-03	5.623413251903484e+01	3.405678138154255e+00
collision No.5	6.009725e+01[yr]	i=3, j=1195	r_ij=6.334639732094713e-05	radius[3]+radius[1195]=6.338481524341289e-05
1.140000e+08	  3	  3000	  1995	1.245459852381526e-03	5.623413251903484e+01	3.934638246434784e+00
1.150000e+08	  3	  3000	  1033	1.634421735713260e-03	5.623413251903484e+01	4.462945430891417e+00
1.160000e+08	  3	  3000	   697	1.332163600178992e-03	5.623413251903484e+01	4.991609767680322e+00
1.170000e+08	  3	  3000	  2100	1.369784775771750e-03	5.623413251903484e+01	5.519208963306779e+00
1.180000e+08	  3	  3000	  2679	2.042632562727058e-03	5.623413251903484e+01	6.046471133151273e+00
1.190000e+08	  3	  3000	  2065	1.831761382012965e-03	5.623413251903484e+01	6.575210037500899e+00
1.200000e+08	  3	  3000	  2444	2.052909489202274e-03	5.623413251903484e+01	7.100629891841160e+00
1.210000e+08	  3	  3000	    24	1.223208490581950e-03	5.623413251903484e+01	7.627790234456497e+00
1.220000e+08	  3	  3000	   810	1.793053324483235e-03	5.623413251903484e+01	8.155724974588374e+00
1.230000e+08	  3	  3000	   655	1.261983609708615e-03	5.623413251903484e+01	8.682996478595491e+00
1.240000e+08	  3	  3000	   733	1.842968643103393e-03	5.623413251903484e+01	9.211912619480719e+00
1.250000e+08	  3	  3000	  1912	1.682020569843234e-03	5.623413251903484e+01	9.739385925120246e+00
1.260000e+08	  3	  3000	   823	1.289582356363514e-03	5.623413251903484e+01	1.026824011387068e+01
1.270000e+08	  3	  3000	  2778	1.231136364998777e-03	5.623413251903484e+01	1.079517323562617e+01
1.280000e+08	  3	  3000	  2868	1.068206271839420e-03	5.623413251903484e+01	1.132378784557383e+01
1.290000e+08	  3	  3000	   416	1.660187765283538e-03	5.623413251903484e+01	1.185027137733382e+01
1.300000e+08	  3	  3000	  1178	1.667405547216514e-03	5.623413251903484e+01	1.237847093935694e+01
1.310000e+08	  3	  3000	  2638	1.785689249158059e-03	5.623413251903484e+01	1.290717774592827e+01
1.320000e+08	  3	  3000	   100	1.443909477382020e-03	5.623413251903484e+01	1.343335716925406e+01
1.330000e+08	  3	  3000	  2170	1.294436522269400e-03	5.623413251903484e+01	1.396096330442337e+01
1.340000e+08	  3	  3000	    29	1.265736895212452e-03	5.623413251903484e+01	1.448882835917947e+01
collision No.6	7.108103e+01[yr]	i=2, j=2131	r_ij=6.325605644080867e-05	radius[2]+radius[2131]=6.338481524341289e-05
1.350000e+08	  3	  3000	  2617	1.640905993473402e-03	5.623413251903484e+01	1.501592980483868e+01
1.360000e+08	  3	  3000	   493	2.293514291080811e-03	5.623413251903484e+01	1.554486184679848e+01
1.370000e+08	  3	  3000	  2989	1.600712338226063e-03	5.623413251903484e+01	1.607070464959395e+01
1.380000e+08	  3	  3000	  2406	1.430128927789787e-03	5.623413251903484e+01	1.659933917912099e+01
1.390000e+08	  3	  3000	  1381	1.494628778153564e-03	5.623413251903484e+01	1.712424315995070e+01
1.400000e+08	  3	  3000	  1910	1.434912355225667e-03	5.623413251903484e+01	1.765260788745133e+01
1.410000e+08	  3	  3000	  2932	1.074872584328664e-03	5.623413251903484e+01	1.818111597671557e+01
1.420000e+08	  3	  3000	  1957	1.941490083365883e-03	5.623413251903484e+01	1.870819744485223e+01
1.430000e+08	  3	  3000	  1781	1.601624889657856e-03	7.498942093324548e+01	4.817977723923301e-01
collision No.7	7.585639e+01[yr]	i=1, j=229	r_ij=6.210089532051001e-05	radius[1]+radius[229]=6.338481524341289e-05
1.440000e+08	  3	  3000	  1089	1.814467452648292e-03	7.498942093324548e+01	1.008357369476265e+00
1.450000e+08	  3	  3000	   878	1.772130352295478e-03	7.498942093324548e+01	1.537418661948186e+00
1.460000e+08	  3	  3000	  2188	1.733312182545683e-03	7.498942093324548e+01	2.063776006084419e+00
1.470000e+08	  3	  3000	   654	1.548113103157197e-03	7.498942093324548e+01	2.592741920436713e+00
1.480000e+08	  3	  3000	  1145	1.665040101391382e-03	7.498942093324548e+01	3.119052380022323e+00
1.490000e+08	  3	  3000	   858	1.680209606831186e-03	7.498942093324548e+01	3.648159001339057e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  3	  3000	   343	1.210660280036244e-03	7.498942093324548e+01	4.175393992279892e+00
1.510000e+08	  3	  3000	  2523	1.806796623360021e-03	7.498942093324548e+01	4.704232323211293e+00
1.520000e+08	  3	  3000	  2580	1.783733072333188e-03	7.498942093324548e+01	5.232517802505574e+00
1.530000e+08	  3	  3000	  1904	1.296738222914456e-03	7.498942093324548e+01	5.758809499866477e+00
1.540000e+08	  3	  3000	  1330	1.566174867678791e-03	7.498942093324548e+01	6.287503955404704e+00
1.550000e+08	  3	  3000	  2061	1.557932948953323e-03	7.498942093324548e+01	6.815183048929331e+00
1.560000e+08	  3	  3000	  2443	1.649368796478826e-03	7.498942093324548e+01	7.343672777264045e+00
1.570000e+08	  3	  3000	  2839	1.450528401094193e-03	7.498942093324548e+01	7.871536024414838e+00
-----
real time > 14100 [s]
Timer expired. Ending this program.
-----
dt_[2839]	= 9.113939e-03
E_error	= 9.022533323678907e-01
L_error	= -nan
dE_correct	= 0.000000000000000e+00
step	= 1.570000000000000e+08
dt_ene	= 1.000000e-01[yr]
geometric ratio	= (sqrt(sqrt(sqrt(10.0))))
-----
real time	= 14158.888986[s]
user time	= 41695.552000[s]
system time	= 752.416000[s]
Execution Time	(total	= 1.415889e+04 [s])
Corrector		= 5.958963e+03 [s]	42.09 [%]
Predictor		= 3.204357e+03 [s]	22.63 [%]
Iteration		= 2.498752e+03 [s]	17.65 [%]
Fragmentation		= 1.567743e+03 [s]	11.07 [%]
Orbital_Elements	= 3.457615e+01 [s]	 0.24 [%]
Collision_Judgement	= 3.443829e+00 [s]	 0.02 [%]
Energy			= 2.696938e+00 [s]	 0.02 [%]
Others			= 8.883569e+02 [s]	 6.27 [%]
-----
myid = 2	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_noacc/rand03/tempread.dat' exists.
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_noacc/rand03/tempfragread.dat' exists.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.570000e+08	  3	  3000	  2839	1.450528401094193e-03	7.498942093324548e+01	7.871536024414838e+00
1.580000e+08	  3	  3000	  1399	2.270293045940921e-03	7.498942093324548e+01	8.397262359080287e+00
1.590000e+08	  3	  3000	   816	1.819546832314969e-03	7.498942093324548e+01	8.925097261203057e+00
1.600000e+08	  3	  3000	  2570	1.554796982606531e-03	7.498942093324548e+01	9.452077038765324e+00
1.610000e+08	  3	  3000	  1142	1.244453769995899e-03	7.498942093324548e+01	9.978625094055459e+00
1.620000e+08	  3	  3000	   996	1.836506464473393e-03	7.498942093324548e+01	1.050881189660211e+01
1.630000e+08	  3	  3000	  1762	1.759371835460360e-03	7.498942093324548e+01	1.103537746794964e+01
1.640000e+08	  3	  3000	  1654	1.770162169606239e-03	7.498942093324548e+01	1.156262652084019e+01
1.650000e+08	  3	  3000	  1308	1.702044830714466e-03	7.498942093324548e+01	1.208961888469342e+01
1.660000e+08	  3	  3000	  2347	1.969470008885668e-03	7.498942093324548e+01	1.261796725442155e+01
1.670000e+08	  3	  3000	   311	1.781537105004022e-03	7.498942093324548e+01	1.314394309606587e+01
1.680000e+08	  3	  3000	   512	1.293258593020437e-03	7.498942093324548e+01	1.367215647146576e+01
1.690000e+08	  3	  3000	  1025	2.053104205851649e-03	7.498942093324548e+01	1.419963785072458e+01
1.700000e+08	  3	  3000	  1428	1.999610636442337e-03	7.498942093324548e+01	1.472733823433343e+01
1.710000e+08	  3	  3000	   840	1.601289840750578e-03	7.498942093324548e+01	1.525418126859172e+01
1.720000e+08	  3	  3000	  2995	1.577740574584454e-03	7.498942093324548e+01	1.577934184477435e+01
1.730000e+08	  3	  3000	   104	1.503364135262471e-03	7.498942093324548e+01	1.630642998452927e+01
1.740000e+08	  3	  3000	  2364	1.272066893535445e-03	7.498942093324548e+01	1.683280138714752e+01
1.750000e+08	  3	  3000	  1058	1.719746377737481e-03	7.498942093324548e+01	1.735775175053739e+01
1.760000e+08	  3	  3000	  1836	1.616607260899127e-03	7.498942093324548e+01	1.788629882934082e+01
1.770000e+08	  3	  3000	  2904	1.466342370256795e-03	7.498942093324548e+01	1.841360709957169e+01
1.780000e+08	  3	  3000	  2723	1.798008656670355e-03	7.498942093324548e+01	1.894065602185000e+01
1.790000e+08	  3	  3000	  2547	1.598429420524535e-03	7.498942093324548e+01	1.946804329234388e+01
1.800000e+08	  3	  3000	   459	1.445740663266006e-03	7.498942093324548e+01	1.999621766472111e+01
1.810000e+08	  3	  3000	  2423	1.792834371819511e-03	7.498942093324548e+01	2.052378729413684e+01
1.820000e+08	  3	  3000	  1510	1.378394628988170e-03	7.498942093324548e+01	2.105272870431195e+01
1.830000e+08	  3	  3000	  2563	1.379260385182881e-03	7.498942093324548e+01	2.158097120781346e+01
1.840000e+08	  3	  3000	  2110	1.652602923830111e-03	7.498942093324548e+01	2.210896663646349e+01
1.850000e+08	  3	  3000	  2102	1.670312990846349e-03	7.498942093324548e+01	2.263741028741082e+01
1.860000e+08	  3	  3000	   978	1.476637847322665e-03	7.498942093324548e+01	2.316491781327317e+01
1.870000e+08	  3	  3000	  2724	1.276901557728708e-03	7.498942093324548e+01	2.369353497584076e+01
1.880000e+08	  3	  3000	   951	1.831191327022401e-03	7.498942093324548e+01	2.422072897654043e+01
1.890000e+08	  3	  3000	  1165	1.534603307549890e-03	7.498942093324548e+01	2.474910891656329e+01
1.900000e+08	  3	  3000	  1406	1.287226174855603e-03	9.999999999999986e+01	2.650890138073317e-01
1.910000e+08	  3	  3000	   629	1.209561184737557e-03	9.999999999999986e+01	7.930391563731775e-01
1.920000e+08	  3	  3000	  1201	1.132469629574288e-03	9.999999999999986e+01	1.319901686076099e+00
1.930000e+08	  3	  3000	  1904	1.483040243600238e-03	9.999999999999986e+01	1.849272711650504e+00
1.940000e+08	  3	  3000	  2733	1.397653495695983e-03	9.999999999999986e+01	2.374945310813507e+00
1.950000e+08	  3	  3000	    98	1.644812411116322e-03	9.999999999999986e+01	2.903738598954928e+00
1.960000e+08	  3	  3000	  2610	1.342432720245797e-03	9.999999999999986e+01	3.432418980019208e+00
1.970000e+08	  3	  3000	  2695	1.608035227857277e-03	9.999999999999986e+01	3.960022453931822e+00
1.980000e+08	  3	  3000	  1870	1.419610370295183e-03	9.999999999999986e+01	4.489007750179010e+00
1.990000e+08	  3	  3000	  2805	1.361202669384469e-03	9.999999999999986e+01	5.016266455908165e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  3	  3000	  2024	1.951013314916846e-03	9.999999999999986e+01	5.545147848077113e+00
2.010000e+08	  3	  3000	  2975	1.364469462570059e-03	9.999999999999986e+01	6.072534461931236e+00
2.020000e+08	  3	  3000	  2559	1.374289880709476e-03	9.999999999999986e+01	6.601841577037320e+00
2.030000e+08	  3	  3000	  1222	1.470051557021374e-03	9.999999999999986e+01	7.129567232606264e+00
2.040000e+08	  3	  3000	   937	1.445501858625841e-03	9.999999999999986e+01	7.657213755972976e+00
2.050000e+08	  3	  3000	  1886	1.325329876370992e-03	9.999999999999986e+01	8.185913643994766e+00
2.060000e+08	  3	  3000	   680	1.425707570012461e-03	9.999999999999986e+01	8.712484655204234e+00
collision No.8	1.087502e+02[yr]	i=1, j=882	r_ij=5.374648336323726e-05	radius[1]+radius[882]=5.406741035059315e-05
2.070000e+08	  3	  3000	  1366	1.246052940446847e-03	9.999999999999986e+01	9.241835581765901e+00
2.080000e+08	  3	  3000	  1803	1.449477747343769e-03	9.999999999999986e+01	9.768875622426309e+00
2.090000e+08	  3	  3000	  1115	1.576379151686517e-03	9.999999999999986e+01	1.029696998394437e+01
2.100000e+08	  3	  3000	  2716	1.293139658470238e-03	9.999999999999986e+01	1.082490548273011e+01
2.110000e+08	  3	  3000	   745	1.655519754076512e-03	9.999999999999986e+01	1.135070267901332e+01
2.120000e+08	  3	  3000	  2296	1.765730614239160e-03	9.999999999999986e+01	1.187961502629448e+01
2.130000e+08	  3	  3000	   271	1.588638547979722e-03	9.999999999999986e+01	1.240512107850913e+01
2.140000e+08	  3	  3000	  2189	1.349978229362277e-03	9.999999999999986e+01	1.293337767755727e+01
2.150000e+08	  3	  3000	   329	1.398218035397103e-03	9.999999999999986e+01	1.346113148729398e+01
2.160000e+08	  3	  3000	  1863	1.108037221825004e-03	9.999999999999986e+01	1.398890290963129e+01
2.170000e+08	  3	  3000	    47	1.463385877101241e-03	9.999999999999986e+01	1.451682692526965e+01
2.180000e+08	  3	  3000	  2519	1.537470364201189e-03	9.999999999999986e+01	1.504367699962614e+01
2.190000e+08	  3	  3000	  1423	1.338619882192593e-03	9.999999999999986e+01	1.557145828485831e+01
2.200000e+08	  3	  3000	  1247	1.735950262625197e-03	9.999999999999986e+01	1.609758048625927e+01
2.210000e+08	  3	  3000	  1873	1.393535523717024e-03	9.999999999999986e+01	1.662569347714890e+01
