myid = 5	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_nofrag_acc/rand06/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc3E-2_nofrag_acc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
collision No.3	1.624361e+01[yr]	i=1, j=907	r_ij=6.358254906511729e-05	radius[1]+radius[907]=6.373018648657143e-05
dE_heat=-1.437210e-09	dE_grav=1.443792e-09	dE_c=1.155413e-16	v_imp=3.110520e-01
1.100000e+07	  1	   997	   414	1.708262388189514e-03	1.333521432163323e+01	4.033631358682118e+00
1.200000e+07	  1	   997	   787	1.429141154728707e-03	1.778279410038921e+01	1.167975966389237e+00
1.300000e+07	  1	   997	   208	1.548693486059296e-03	1.778279410038921e+01	2.756745125231380e+00
1.400000e+07	  1	   997	    95	1.374620794286191e-03	1.778279410038921e+01	4.337317272659525e+00
collision No.4	2.300702e+01[yr]	i=1, j=441	r_ij=6.374045153545205e-05	radius[1]+radius[441]=6.390118088350256e-05
dE_heat=-1.464602e-09	dE_grav=1.454335e-09	dE_c=-5.925061e-17	v_imp=3.139874e-01
1.500000e+07	  1	   996	   150	1.482425531619191e-03	1.778279410038921e+01	5.920603193312501e+00
1.600000e+07	  1	   996	   759	1.433035925242598e-03	2.371373705661653e+01	1.574801779554137e+00
1.700000e+07	  1	   996	   846	1.657976961810123e-03	2.371373705661653e+01	3.162727270793882e+00
1.800000e+07	  1	   996	   553	1.466801395491491e-03	2.371373705661653e+01	4.752147083850901e+00
1.900000e+07	  1	   996	   239	1.547300021416147e-03	2.371373705661653e+01	6.328910309375357e+00
2.000000e+07	  1	   996	    86	1.442607067650051e-03	3.162277660168376e+01	5.130843591397153e-03
2.100000e+07	  1	   996	   903	1.577854623236551e-03	3.162277660168376e+01	1.553696302095824e+00
2.200000e+07	  1	   996	   239	1.760651487069909e-03	3.162277660168376e+01	3.077195631841732e+00
2.300000e+07	  1	   996	    30	1.700155867546212e-03	3.162277660168376e+01	4.622663394712225e+00
2.400000e+07	  1	   996	   914	1.445067821144745e-03	3.162277660168376e+01	6.139753513444848e+00
2.500000e+07	  1	   996	   890	1.529735669497844e-03	3.162277660168376e+01	7.669526355895382e+00
collision No.5	4.061895e+01[yr]	i=1, j=529	r_ij=6.405371399414337e-05	radius[1]+radius[529]=6.407107207158070e-05
dE_heat=-1.459285e-09	dE_grav=1.461274e-09	dE_c=-3.555218e-17	v_imp=3.134024e-01
2.600000e+07	  1	   995	   667	1.809987420928473e-03	3.162277660168376e+01	9.202611537464099e+00
2.700000e+07	  1	   995	   813	1.537755818918792e-03	4.216965034285818e+01	1.720386300590347e-01
2.800000e+07	  1	   995	   286	1.478948982605996e-03	4.216965034285818e+01	1.733623522820541e+00
2.900000e+07	  1	   995	   365	1.483862025584888e-03	4.216965034285818e+01	3.299760899740459e+00
3.000000e+07	  1	   995	   277	1.385083458662452e-03	4.216965034285818e+01	4.880134184353805e+00
3.100000e+07	  1	   995	   489	1.502877876448814e-03	4.216965034285818e+01	6.462877607473984e+00
3.200000e+07	  1	   995	   123	1.801276448699619e-03	4.216965034285818e+01	8.049340708259056e+00
3.300000e+07	  1	   995	   318	1.744377844218426e-03	4.216965034285818e+01	9.637525768169809e+00
3.400000e+07	  1	   995	   746	1.363768346020465e-03	4.216965034285818e+01	1.121956241980077e+01
collision No.6	5.383044e+01[yr]	i=1, j=125	r_ij=6.423198358524082e-05	radius[1]+radius[125]=6.423987767443396e-05
dE_heat=-1.466719e-09	dE_grav=1.471230e-09	dE_c=-5.368625e-17	v_imp=3.141855e-01
collision No.7	5.443144e+01[yr]	i=1, j=142	r_ij=6.423342678668948e-05	radius[1]+radius[142]=6.440761486950623e-05
dE_heat=-1.478033e-09	dE_grav=1.485208e-09	dE_c=8.953651e-17	v_imp=3.153809e-01
3.500000e+07	  1	   993	   337	1.440542896038682e-03	4.216965034285818e+01	1.280465707993172e+01
3.600000e+07	  1	   993	   596	1.692239365038375e-03	5.623413251903484e+01	3.275055725730159e-01
3.700000e+07	  1	   993	   340	1.564723495630136e-03	5.623413251903484e+01	1.910242535455938e+00
3.800000e+07	  1	   993	   716	1.298416253863801e-03	5.623413251903484e+01	3.501056562735433e+00
3.900000e+07	  1	   993	   970	1.787441093621155e-03	5.623413251903484e+01	5.090856086383946e+00
4.000000e+07	  1	   993	   884	1.714316691625062e-03	5.623413251903484e+01	6.683271883283343e+00
4.100000e+07	  1	   993	   639	1.498922613964788e-03	5.623413251903484e+01	8.273393117275621e+00
4.200000e+07	  1	   993	   137	1.779793803315070e-03	5.623413251903484e+01	9.864424101033258e+00
4.300000e+07	  1	   993	    14	1.779183312340895e-03	5.623413251903484e+01	1.145670018714533e+01
4.400000e+07	  1	   993	   149	1.647599558947722e-03	5.623413251903484e+01	1.304524600185261e+01
4.500000e+07	  1	   993	   480	1.608052472326506e-03	5.623413251903484e+01	1.463440274353514e+01
4.600000e+07	  1	   993	   118	1.967114006416677e-03	5.623413251903484e+01	1.622286775425936e+01
4.700000e+07	  1	   993	   587	1.890010306558777e-03	5.623413251903484e+01	1.780751773409983e+01
4.800000e+07	  1	   993	   269	1.535534940456938e-03	7.498942093324548e+01	6.398097119543119e-01
4.900000e+07	  1	   993	   821	1.474052846464236e-03	7.498942093324548e+01	2.224485954404511e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  1	   993	    16	1.790895000370683e-03	7.498942093324548e+01	3.813124569922958e+00
5.100000e+07	  1	   993	   475	1.546491835792664e-03	7.498942093324548e+01	5.401206427696262e+00
5.200000e+07	  1	   993	    13	1.735186863011185e-03	7.498942093324548e+01	6.993413866916907e+00
5.300000e+07	  1	   993	    70	1.982006623268780e-03	7.498942093324548e+01	8.582570563130236e+00
5.400000e+07	  1	   993	   360	1.718720143509541e-03	7.498942093324548e+01	1.017404839671772e+01
5.500000e+07	  1	   993	   979	1.526980550730996e-03	7.498942093324548e+01	1.176439564512641e+01
5.600000e+07	  1	   993	   291	1.328546131306865e-03	7.498942093324548e+01	1.335330289266520e+01
5.700000e+07	  1	   993	   544	2.154507596946403e-03	7.498942093324548e+01	1.494240025285767e+01
5.800000e+07	  1	   993	   316	1.615358784557983e-03	7.498942093324548e+01	1.653079921916044e+01
5.900000e+07	  1	   993	   153	1.660882112987893e-03	7.498942093324548e+01	1.811981624422484e+01
6.000000e+07	  1	   993	   206	1.604456698942940e-03	7.498942093324548e+01	1.970209199561290e+01
6.100000e+07	  1	   993	   600	1.405128852491695e-03	7.498942093324548e+01	2.128590108174963e+01
6.200000e+07	  1	   993	   243	1.545147754167714e-03	7.498942093324548e+01	2.286914259003500e+01
6.300000e+07	  1	   993	   374	1.597523073186742e-03	7.498942093324548e+01	2.446059563518942e+01
6.400000e+07	  1	   993	   255	1.720039340145324e-03	9.999999999999986e+01	1.033960817389519e+00
6.500000e+07	  1	   993	   212	1.106170399136441e-03	9.999999999999986e+01	2.622545151334331e+00
6.600000e+07	  1	   993	    25	1.633217733193101e-03	9.999999999999986e+01	4.211597282586289e+00
6.700000e+07	  1	   993	   759	1.431652608490070e-03	9.999999999999986e+01	5.800814909438352e+00
6.800000e+07	  1	   993	    43	1.526141955404855e-03	9.999999999999986e+01	7.391251303279394e+00
6.900000e+07	  1	   993	    63	1.370140151612767e-03	9.999999999999986e+01	8.982660885554878e+00
7.000000e+07	  1	   993	   523	1.442962497629503e-03	9.999999999999986e+01	1.057172061788640e+01
7.100000e+07	  1	   993	    30	1.505089744641724e-03	9.999999999999986e+01	1.215378485919022e+01
7.200000e+07	  1	   993	   304	1.635143239594456e-03	9.999999999999986e+01	1.374353939243263e+01
7.300000e+07	  1	   993	     4	1.844891329563221e-03	9.999999999999986e+01	1.533165448940326e+01
7.400000e+07	  1	   993	   165	2.090761030735610e-03	9.999999999999986e+01	1.691882888544452e+01
7.500000e+07	  1	   993	   742	1.422018394110451e-03	9.999999999999986e+01	1.851024992704797e+01
7.600000e+07	  1	   993	   717	1.580995794650852e-03	9.999999999999986e+01	2.009529144204135e+01
7.700000e+07	  1	   993	   557	1.270360846114043e-03	9.999999999999986e+01	2.167863454184662e+01
7.800000e+07	  1	   993	   908	1.624334123660670e-03	9.999999999999986e+01	2.326396737036320e+01
7.900000e+07	  1	   993	   275	1.485038353123777e-03	9.999999999999986e+01	2.485222569421342e+01
8.000000e+07	  1	   993	   478	1.835027580203455e-03	9.999999999999986e+01	2.643951628218673e+01
8.100000e+07	  1	   993	   637	1.714600712439804e-03	9.999999999999986e+01	2.803232609476814e+01
8.200000e+07	  1	   993	   229	1.647896482618690e-03	9.999999999999986e+01	2.962008075480355e+01
8.300000e+07	  1	   993	   861	1.608201795684518e-03	9.999999999999986e+01	3.120784776801462e+01
8.400000e+07	  1	   993	   788	1.468255205471201e-03	9.999999999999986e+01	3.279253304942608e+01
8.500000e+07	  1	   993	    37	1.391808396531609e-03	1.333521432163322e+02	1.025345313181512e+00
8.600000e+07	  1	   993	   503	2.177069861291732e-03	1.333521432163322e+02	2.615960159003769e+00
8.700000e+07	  1	   993	   980	1.823984703305566e-03	1.333521432163322e+02	4.199092412742081e+00
8.800000e+07	  1	   993	   679	1.440913738479718e-03	1.333521432163322e+02	5.791471298302806e+00
8.900000e+07	  1	   993	   641	1.670270429973399e-03	1.333521432163322e+02	7.378098329201941e+00
9.000000e+07	  1	   993	   306	1.743847475861417e-03	1.333521432163322e+02	8.969763397734161e+00
collision No.8	1.428771e+02[yr]	i=1, j=194	r_ij=6.455731860106912e-05	radius[1]+radius[194]=6.457430040344326e-05
dE_heat=-1.485117e-09	dE_grav=1.491698e-09	dE_c=2.910749e-17	v_imp=3.161220e-01
9.100000e+07	  1	   992	   785	1.656698965075643e-03	1.333521432163322e+02	1.054123949561066e+01
9.200000e+07	  1	   992	   567	1.771026591125239e-03	1.333521432163322e+02	1.212714666770454e+01
9.300000e+07	  1	   992	   569	1.456334973694906e-03	1.333521432163322e+02	1.371493183696690e+01
9.400000e+07	  1	   992	   371	1.999715209735214e-03	1.333521432163322e+02	1.530304494910759e+01
9.500000e+07	  1	   992	   479	1.592926417845841e-03	1.333521432163322e+02	1.688867502968915e+01
9.600000e+07	  1	   992	   976	1.399319178989027e-03	1.333521432163322e+02	1.847656109408409e+01
9.700000e+07	  1	   992	   639	1.425976942012888e-03	1.333521432163322e+02	2.005934353047812e+01
9.800000e+07	  1	   992	   121	1.408638334994381e-03	1.333521432163322e+02	2.165021378913818e+01
9.900000e+07	  1	   992	   195	1.724139718305065e-03	1.333521432163322e+02	2.323830326047366e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  1	   992	   195	1.495599339675495e-03	1.333521432163322e+02	2.482974532129549e+01
1.010000e+08	  1	   992	   838	1.760237294094086e-03	1.333521432163322e+02	2.641928956614206e+01
1.020000e+08	  1	   992	   467	1.401060265700015e-03	1.333521432163322e+02	2.800825541583066e+01
1.030000e+08	  1	   992	   675	1.507132525983910e-03	1.333521432163322e+02	2.959497936439922e+01
1.040000e+08	  1	   992	   889	1.414674758996041e-03	1.333521432163322e+02	3.118015627940263e+01
1.050000e+08	  1	   992	   458	1.473488521002641e-03	1.333521432163322e+02	3.276371597409545e+01
1.060000e+08	  1	   992	    31	1.432095305840715e-03	1.333521432163322e+02	3.435213069439203e+01
1.070000e+08	  1	   992	   157	1.529979447482446e-03	1.333521432163322e+02	3.594423265284786e+01
1.080000e+08	  1	   992	   643	1.869532955121730e-03	1.333521432163322e+02	3.753216528095849e+01
1.090000e+08	  1	   992	   155	1.463661011040950e-03	1.333521432163322e+02	3.912241324585498e+01
1.100000e+08	  1	   992	    98	1.408671599530191e-03	1.333521432163322e+02	4.071084620247613e+01
1.110000e+08	  1	   992	   675	1.685181401660957e-03	1.333521432163322e+02	4.229991478279646e+01
1.120000e+08	  1	   992	   485	1.453483168566881e-03	1.333521432163322e+02	4.388715279078059e+01
1.130000e+08	  1	   992	   812	1.632654268267218e-03	1.778279410038920e+02	1.003349317423137e+00
1.140000e+08	  1	   992	   199	1.980556724297532e-03	1.778279410038920e+02	2.589461391129151e+00
1.150000e+08	  1	   992	    50	1.236157335773977e-03	1.778279410038920e+02	4.177938436884577e+00
1.160000e+08	  1	   992	   603	1.433235105850514e-03	1.778279410038920e+02	5.762349890454413e+00
1.170000e+08	  1	   992	   578	1.478809043776032e-03	1.778279410038920e+02	7.352254608732163e+00
1.180000e+08	  1	   992	   721	1.621050303289212e-03	1.778279410038920e+02	8.939334798189641e+00
1.190000e+08	  1	   992	   740	1.691491169228111e-03	1.778279410038920e+02	1.053002006715324e+01
1.200000e+08	  1	   992	   422	1.545408680079967e-03	1.778279410038920e+02	1.212041350748744e+01
1.210000e+08	  1	   992	   888	1.534287334386098e-03	1.778279410038920e+02	1.370963358280482e+01
1.220000e+08	  1	   992	   346	1.709079286327616e-03	1.778279410038920e+02	1.530130033117342e+01
1.230000e+08	  1	   992	   453	4.673441371823076e-04	1.778279410038920e+02	1.689014179503073e+01
1.240000e+08	  1	   992	   340	1.612650557516158e-03	1.778279410038920e+02	1.847868109460093e+01
1.250000e+08	  1	   992	   920	1.254827567181697e-03	1.778279410038920e+02	2.006451192519462e+01
1.260000e+08	  1	   992	   176	1.659666715937395e-03	1.778279410038920e+02	2.165526506573749e+01
1.270000e+08	  1	   992	   617	1.406474663868057e-03	1.778279410038920e+02	2.324515554800828e+01
1.280000e+08	  1	   992	   709	1.498606384421841e-03	1.778279410038920e+02	2.483402102161289e+01
1.290000e+08	  1	   992	   181	1.668648565283150e-03	1.778279410038920e+02	2.642541238038834e+01
1.300000e+08	  1	   992	   947	1.237007389598096e-03	1.778279410038920e+02	2.801548738265742e+01
1.310000e+08	  1	   992	    42	1.591178196306649e-03	1.778279410038920e+02	2.960421224973780e+01
1.320000e+08	  1	   992	   983	1.497664996272809e-03	1.778279410038920e+02	3.119231268959450e+01
1.330000e+08	  1	   992	   316	1.513978674082930e-03	1.778279410038920e+02	3.277945829905315e+01
1.340000e+08	  1	   992	   367	1.470705406242297e-03	1.778279410038920e+02	3.436856872267420e+01
1.350000e+08	  1	   992	   755	1.571817374427548e-03	1.778279410038920e+02	3.595807470847031e+01
1.360000e+08	  1	   992	   936	1.698137027391504e-03	1.778279410038920e+02	3.754442513974541e+01
1.370000e+08	  1	   992	   400	1.482952729429990e-03	1.778279410038920e+02	3.912724878287534e+01
1.380000e+08	  1	   992	    29	1.570009927983179e-03	1.778279410038920e+02	4.071747514239174e+01
1.390000e+08	  1	   992	   199	1.253912205137818e-03	1.778279410038920e+02	4.229432973652799e+01
1.400000e+08	  1	   992	   417	1.631193446408502e-03	1.778279410038920e+02	4.388297107976125e+01
1.410000e+08	  1	   992	   283	1.414705702614905e-03	1.778279410038920e+02	4.546572649887625e+01
1.420000e+08	  1	   992	   301	1.588617222373816e-03	1.778279410038920e+02	4.705550886747349e+01
1.430000e+08	  1	   992	   406	1.796281647672145e-03	1.778279410038920e+02	4.864650735160538e+01
1.440000e+08	  1	   992	   306	1.450467512576472e-03	1.778279410038920e+02	5.023428095223430e+01
1.450000e+08	  1	   992	   743	1.405041683982306e-03	1.778279410038920e+02	5.181990282227930e+01
1.460000e+08	  1	   992	   166	1.598510819763307e-03	1.778279410038920e+02	5.340828641845383e+01
1.470000e+08	  1	   992	   988	1.406662444569998e-03	1.778279410038920e+02	5.499931601093233e+01
1.480000e+08	  1	   992	   427	1.660262156483039e-03	1.778279410038920e+02	5.658973370456374e+01
1.490000e+08	  1	   992	   568	1.631719417508008e-03	1.778279410038920e+02	5.817834723663071e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  1	   992	   858	1.623302854068554e-03	2.371373705661651e+02	4.571403918849883e-01
1.510000e+08	  1	   992	   128	1.798536723080002e-03	2.371373705661651e+02	2.046360282864422e+00
1.520000e+08	  1	   992	   629	1.771932385566161e-03	2.371373705661651e+02	3.630355196979969e+00
1.530000e+08	  1	   992	   785	1.789487840238450e-03	2.371373705661651e+02	5.216332128167044e+00
1.540000e+08	  1	   992	   755	1.483990910706888e-03	2.371373705661651e+02	6.806802113255031e+00
1.550000e+08	  1	   992	   721	1.356079555683594e-03	2.371373705661651e+02	8.387669266547318e+00
1.560000e+08	  1	   992	   550	1.718127556906118e-03	2.371373705661651e+02	9.978648314850737e+00
1.570000e+08	  1	   992	   918	1.700910154558894e-03	2.371373705661651e+02	1.156139634243312e+01
1.580000e+08	  1	   992	   524	1.528679947868149e-03	2.371373705661651e+02	1.314356185199566e+01
1.590000e+08	  1	   992	   219	1.733139240132215e-03	2.371373705661651e+02	1.472558157906882e+01
1.600000e+08	  1	   992	   184	1.834129079127066e-03	2.371373705661651e+02	1.631176029868659e+01
1.610000e+08	  1	   992	   231	1.933627241758150e-03	2.371373705661651e+02	1.789919578852858e+01
1.620000e+08	  1	   992	   722	1.358491352163294e-03	2.371373705661651e+02	1.948242751397644e+01
1.630000e+08	  1	   992	   390	1.371830581146183e-03	2.371373705661651e+02	2.106710960050358e+01
1.640000e+08	  1	   992	   303	1.533005725883201e-03	2.371373705661651e+02	2.264728346605131e+01
1.650000e+08	  1	   992	   439	1.507828610088059e-03	2.371373705661651e+02	2.423636969050271e+01
1.660000e+08	  1	   992	   650	1.596962764566269e-03	2.371373705661651e+02	2.582105496231591e+01
1.670000e+08	  1	   992	   453	1.560649183578791e-03	2.371373705661651e+02	2.740269426635139e+01
1.680000e+08	  1	   992	   792	1.577718534339679e-03	2.371373705661651e+02	2.899097364425886e+01
1.690000e+08	  1	   992	    23	1.396375566018929e-03	2.371373705661651e+02	3.057598911619535e+01
1.700000e+08	  1	   992	   984	1.599778891290910e-03	2.371373705661651e+02	3.216462349457791e+01
1.710000e+08	  1	   992	   639	1.466139227903278e-03	2.371373705661651e+02	3.375241901202766e+01
1.720000e+08	  1	   992	   150	1.579226199717606e-03	2.371373705661651e+02	3.533278602368636e+01
1.730000e+08	  1	   992	    88	1.382933569306467e-03	2.371373705661651e+02	3.691553226789865e+01
1.740000e+08	  1	   992	   897	1.481086929145458e-03	2.371373705661651e+02	3.850155405271105e+01
1.750000e+08	  1	   992	   456	1.582098637368469e-03	2.371373705661651e+02	4.008919617446713e+01
1.760000e+08	  1	   992	   596	1.489480885201704e-03	2.371373705661651e+02	4.167618242237813e+01
1.770000e+08	  1	   992	   591	1.543023322297203e-03	2.371373705661651e+02	4.325366572301791e+01
1.780000e+08	  1	   992	   255	1.539941572777726e-03	2.371373705661651e+02	4.484239307611003e+01
1.790000e+08	  1	   992	   101	1.573600358560052e-03	2.371373705661651e+02	4.642727668142293e+01
1.800000e+08	  1	   992	    37	1.606149206748340e-03	2.371373705661651e+02	4.801425267942364e+01
1.810000e+08	  1	   992	   678	1.321882563637624e-03	2.371373705661651e+02	4.960247152218120e+01
1.820000e+08	  1	   992	   972	1.765301027782845e-03	2.371373705661651e+02	5.119084421328503e+01
1.830000e+08	  1	   992	   424	1.646376157282960e-03	2.371373705661651e+02	5.277836106911937e+01
1.840000e+08	  1	   992	   914	1.336344212431438e-03	2.371373705661651e+02	5.436047900834055e+01
1.850000e+08	  1	   992	   470	1.402234914219351e-03	2.371373705661651e+02	5.594691113072849e+01
1.860000e+08	  1	   992	   557	1.358258313906120e-03	2.371373705661651e+02	5.753392030782447e+01
1.870000e+08	  1	   992	   429	1.554055045800346e-03	2.371373705661651e+02	5.911965929713764e+01
1.880000e+08	  1	   992	   420	1.575498614978394e-03	2.371373705661651e+02	6.070545452627383e+01
1.890000e+08	  1	   992	   154	1.570461165083940e-03	2.371373705661651e+02	6.228746586595922e+01
1.900000e+08	  1	   992	   566	1.693525461869752e-03	2.371373705661651e+02	6.386369126182677e+01
1.910000e+08	  1	   992	   696	2.047197180558455e-03	2.371373705661651e+02	6.545054674388686e+01
1.920000e+08	  1	   992	   265	1.784710341748877e-03	2.371373705661651e+02	6.703890994666907e+01
1.930000e+08	  1	   992	   499	1.457950367248214e-03	2.371373705661651e+02	6.861776432475376e+01
1.940000e+08	  1	   992	   873	1.511374673407250e-03	2.371373705661651e+02	7.020572162985790e+01
1.950000e+08	  1	   992	   924	1.474007132791751e-03	2.371373705661651e+02	7.179251459322700e+01
1.960000e+08	  1	   992	   767	2.017628875169160e-03	2.371373705661651e+02	7.337594031752491e+01
1.970000e+08	  1	   992	   374	1.498932610690947e-03	2.371373705661651e+02	7.496114900040726e+01
1.980000e+08	  1	   992	   733	1.577022642397110e-03	2.371373705661651e+02	7.654923242525581e+01
1.990000e+08	  1	   992	    60	1.649428797883964e-03	2.371373705661651e+02	7.813486757839260e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  1	   992	   720	1.787097507781989e-03	3.162277660168374e+02	6.287900656216332e-01
2.010000e+08	  1	   992	   111	1.635805015282726e-03	3.162277660168374e+02	2.213831470137308e+00
2.020000e+08	  1	   992	   740	2.035756013882338e-03	3.162277660168374e+02	3.800093769352133e+00
2.030000e+08	  1	   992	   121	1.809241797453177e-03	3.162277660168374e+02	5.386674998759744e+00
2.040000e+08	  1	   992	   192	1.398107974271901e-03	3.162277660168374e+02	6.974057828014883e+00
2.050000e+08	  1	   992	   242	1.181720548802421e-03	3.162277660168374e+02	8.557103617924293e+00
2.060000e+08	  1	   992	    21	1.499859478719899e-03	3.162277660168374e+02	1.014638274355001e+01
2.070000e+08	  1	   992	   404	1.897582618618000e-03	3.162277660168374e+02	1.173502414965328e+01
2.080000e+08	  1	   992	   394	1.834857379565155e-03	3.162277660168374e+02	1.332498074008349e+01
2.090000e+08	  1	   992	    19	1.492729045308868e-03	3.162277660168374e+02	1.491174733805468e+01
2.100000e+08	  1	   992	   356	1.569836482921348e-03	3.162277660168374e+02	1.649113259897866e+01
2.110000e+08	  1	   992	   696	1.664460788105895e-03	3.162277660168374e+02	1.807830692070420e+01
2.120000e+08	  1	   992	   469	1.472908660945072e-03	3.162277660168374e+02	1.966300866931976e+01
2.130000e+08	  1	   992	   824	1.866539920916189e-03	3.162277660168374e+02	2.125138475579277e+01
2.140000e+08	  1	   992	   390	1.380406793374085e-03	3.162277660168374e+02	2.283893386035743e+01
2.150000e+08	  1	   992	   185	1.854510866886421e-03	3.162277660168374e+02	2.442408488119539e+01
2.160000e+08	  1	   992	   246	1.708916582842477e-03	3.162277660168374e+02	2.601155428924778e+01
2.170000e+08	  1	   992	   616	1.470601950335557e-03	3.162277660168374e+02	2.759460679455605e+01
2.180000e+08	  1	   992	   680	1.169540205166306e-03	3.162277660168374e+02	2.917505769019012e+01
2.190000e+08	  1	   992	   687	1.657947254105233e-03	3.162277660168374e+02	3.076160168773515e+01
2.200000e+08	  1	   992	   732	1.612945779661649e-03	3.162277660168374e+02	3.234879935061162e+01
collision No.9	3.491959e+02[yr]	i=1, j=840	r_ij=6.459606158901158e-05	radius[1]+radius[840]=6.473995060681027e-05
dE_heat=-1.503614e-09	dE_grav=1.504736e-09	dE_c=-5.360750e-17	v_imp=3.180708e-01
2.210000e+08	  1	   991	   630	1.509957783468138e-03	3.162277660168374e+02	3.393519242729440e+01
