myid = 5	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand06/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
collision No.5	1.502920e+01[yr]	i=1, j=502	r_ij=6.338189062062228e-05	radius[1]+radius[502]=6.338481524341289e-05
1.000000e+07	  1	  1000	   711	1.548667005378588e-03	1.333521432163323e+01	2.390249314105962e+00
1.100000e+07	  1	  1000	   487	1.552138215338452e-03	1.333521432163323e+01	3.959817001158001e+00
1.200000e+07	  1	  1000	   580	1.571023490489714e-03	1.778279410038921e+01	1.082513174159053e+00
1.300000e+07	  1	  1000	   656	1.510923522525288e-03	1.778279410038921e+01	2.649477634237447e+00
1.400000e+07	  1	  1000	   173	1.595022623897533e-03	1.778279410038921e+01	4.217608748323341e+00
1.500000e+07	  1	  1000	   941	1.521555248339175e-03	1.778279410038921e+01	5.789316519480557e+00
1.600000e+07	  1	  1000	  1001	1.535758022338687e-03	2.371373705661653e+01	1.435006274155174e+00
1.700000e+07	  1	  1000	   583	1.699774198088002e-03	2.371373705661653e+01	3.007913224959857e+00
collision No.6	2.803062e+01[yr]	i=1, j=463	r_ij=6.329123011336369e-05	radius[1]+radius[463]=6.338481524341289e-05
1.800000e+07	  1	  1000	   758	1.584792592396495e-03	2.371373705661653e+01	4.572138476161064e+00
1.900000e+07	  1	  1000	   811	1.520052129191578e-03	2.371373705661653e+01	6.148615657315517e+00
2.000000e+07	  1	  1000	   498	1.478161177376020e-03	2.371373705661653e+01	7.718032837683422e+00
2.100000e+07	  1	  1000	   259	1.653060164564360e-03	3.162277660168376e+01	1.386210107418559e+00
2.200000e+07	  1	  1000	   717	1.731880396945073e-03	3.162277660168376e+01	2.959277360870419e+00
collision No.7	3.586444e+01[yr]	i=1, j=644	r_ij=6.326400272721348e-05	radius[1]+radius[644]=6.338481524341289e-05
2.300000e+07	  1	  1000	   789	1.678660227217903e-03	3.162277660168376e+01	4.530913799745974e+00
collision No.8	3.636409e+01[yr]	i=1, j=613	r_ij=6.337857298882989e-05	radius[1]+radius[613]=6.338481524341289e-05
2.400000e+07	  1	  1000	   472	1.575474512705964e-03	3.162277660168376e+01	6.085885996006147e+00
collision No.9	3.838174e+01[yr]	i=1, j=954	r_ij=6.324552101066078e-05	radius[1]+radius[954]=6.338481524341289e-05
2.500000e+07	  1	  1000	   145	1.318179806151408e-03	3.162277660168376e+01	7.664787519587716e+00
2.600000e+07	  1	  1000	   511	1.540718158522888e-03	3.162277660168376e+01	9.251019562979121e+00
collision No.10	4.216447e+01[yr]	i=1, j=278	r_ij=6.334027251876244e-05	radius[1]+radius[278]=6.338481524341289e-05
2.700000e+07	  1	  1000	   961	1.305471709153329e-03	4.216965034285818e+01	2.746340924306013e-01
2.800000e+07	  1	  1000	   872	1.694817358918178e-03	4.216965034285818e+01	1.853173865691677e+00
2.900000e+07	  1	  1000	   399	1.459331463547103e-03	4.216965034285818e+01	3.436777771795047e+00
collision No.11	4.587942e+01[yr]	i=1, j=967	r_ij=6.330828667059435e-05	radius[1]+radius[967]=6.338481524341289e-05
3.000000e+07	  1	  1000	   334	1.532618188642416e-03	4.216965034285818e+01	5.017985233310193e+00
3.100000e+07	  1	  1000	   814	1.406098843111584e-03	4.216965034285818e+01	6.590363010645574e+00
collision No.12	4.886670e+01[yr]	i=1, j=540	r_ij=6.319725112939110e-05	radius[1]+radius[540]=6.338481524341289e-05
3.200000e+07	  1	  1000	   494	1.593005815476014e-03	4.216965034285818e+01	8.153525571742582e+00
collision No.13	5.130381e+01[yr]	i=1, j=796	r_ij=6.331909873353134e-05	radius[1]+radius[796]=6.338481524341289e-05
3.300000e+07	  1	  1000	   946	1.751492980825400e-03	4.216965034285818e+01	9.731896573235252e+00
3.400000e+07	  1	  1000	   530	1.516213647535766e-03	4.216965034285818e+01	1.131312660246270e+01
collision No.14	5.411929e+01[yr]	i=1, j=108	r_ij=6.331323128140333e-05	radius[1]+radius[108]=6.338481524341289e-05
3.500000e+07	  1	  1000	   757	1.621982427755843e-03	4.216965034285818e+01	1.288911953582210e+01
3.600000e+07	  1	  1000	   192	1.771293777420144e-03	5.623413251903484e+01	4.078725945554810e-01
3.700000e+07	  1	  1000	    35	1.502879271179481e-03	5.623413251903484e+01	1.994617256059340e+00
3.800000e+07	  1	  1000	   605	1.507926079338320e-03	5.623413251903484e+01	3.565816929825948e+00
3.900000e+07	  1	  1000	   415	1.608332165858433e-03	5.623413251903484e+01	5.115851224528623e+00
4.000000e+07	  1	  1000	   734	1.646949953305273e-03	5.623413251903484e+01	6.691215297579661e+00
4.100000e+07	  1	  1000	   299	1.640690279709960e-03	5.623413251903484e+01	8.268824242129146e+00
4.200000e+07	  1	  1000	   142	1.698554984381852e-03	5.623413251903484e+01	9.855557295180189e+00
collision No.15	6.746107e+01[yr]	i=1, j=85	r_ij=6.335921753114036e-05	radius[1]+radius[85]=6.338481524341289e-05
4.300000e+07	  1	  1000	   989	1.547817858719868e-03	5.623413251903484e+01	1.144185056227536e+01
4.400000e+07	  1	  1000	   492	1.679042286534945e-03	5.623413251903484e+01	1.303175045662054e+01
4.500000e+07	  1	  1000	   820	1.414672358381194e-03	5.623413251903484e+01	1.460555008626095e+01
4.600000e+07	  1	  1000	   743	1.475865234791431e-03	5.623413251903484e+01	1.619008973428324e+01
4.700000e+07	  1	  1000	   972	1.741650765859304e-03	5.623413251903484e+01	1.778023059856287e+01
4.800000e+07	  1	  1000	   438	1.425403143675514e-03	7.498942093324548e+01	6.157910581128950e-01
4.900000e+07	  1	  1000	   508	1.722941857376955e-03	7.498942093324548e+01	2.202589453383272e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  1	  1000	   176	1.485583576795472e-03	7.498942093324548e+01	3.790078910440073e+00
5.100000e+07	  1	  1000	   330	1.243752290641993e-03	7.498942093324548e+01	5.373970488248339e+00
5.200000e+07	  1	  1000	   134	1.637852181482271e-03	7.498942093324548e+01	6.962389401864277e+00
5.300000e+07	  1	  1000	   363	1.399265120423583e-03	7.498942093324548e+01	8.546157990558518e+00
5.400000e+07	  1	  1000	   765	1.652205870507188e-03	7.498942093324548e+01	1.012641724505437e+01
5.500000e+07	  1	  1000	   129	1.466711969554215e-03	7.498942093324548e+01	1.171127113889363e+01
5.600000e+07	  1	  1000	   492	1.734927149291018e-03	7.498942093324548e+01	1.329573407902297e+01
5.700000e+07	  1	  1000	    38	1.682852892090890e-03	7.498942093324548e+01	1.487776278988832e+01
5.800000e+07	  1	  1000	   424	1.616903193312995e-03	7.498942093324548e+01	1.645992721097382e+01
5.900000e+07	  1	  1000	   337	1.527268931432446e-03	7.498942093324548e+01	1.804471498795931e+01
6.000000e+07	  1	  1000	   338	1.596387776001617e-03	7.498942093324548e+01	1.963181290711209e+01
6.100000e+07	  1	  1000	   545	2.309919361884995e-03	7.498942093324548e+01	2.121680963384865e+01
6.200000e+07	  1	  1000	   813	1.356882893164405e-03	7.498942093324548e+01	2.279674039414403e+01
6.300000e+07	  1	  1000	   717	1.639131116421035e-03	7.498942093324548e+01	2.437909790238047e+01
6.400000e+07	  1	  1000	   490	1.664799768921953e-03	9.999999999999986e+01	9.582856601613732e-01
6.500000e+07	  1	  1000	   454	1.752420385021484e-03	9.999999999999986e+01	2.539402823530301e+00
6.600000e+07	  1	  1000	   694	1.738776943611293e-03	9.999999999999986e+01	4.118187052140286e+00
6.700000e+07	  1	  1000	   453	1.722471998631100e-03	9.999999999999986e+01	5.702052953162745e+00
6.800000e+07	  1	  1000	   968	1.665846894028106e-03	9.999999999999986e+01	7.285351283121109e+00
6.900000e+07	  1	  1000	   268	1.681709551052260e-03	9.999999999999986e+01	8.874273939865343e+00
7.000000e+07	  1	  1000	    82	1.469421008700638e-03	9.999999999999986e+01	1.046121407391836e+01
7.100000e+07	  1	  1000	   504	1.646685063388805e-03	9.999999999999986e+01	1.204854457273412e+01
7.200000e+07	  1	  1000	   472	1.473376588336746e-03	9.999999999999986e+01	1.363664606383151e+01
7.300000e+07	  1	  1000	   928	1.468310158839692e-03	9.999999999999986e+01	1.522222606126052e+01
7.400000e+07	  1	  1000	   579	1.451176902061959e-03	9.999999999999986e+01	1.680934114120383e+01
7.500000e+07	  1	  1000	   549	1.750602557340791e-03	9.999999999999986e+01	1.840037135654257e+01
7.600000e+07	  1	  1000	   929	1.552229275092613e-03	9.999999999999986e+01	1.997764820746151e+01
7.700000e+07	  1	  1000	   743	1.225854476445119e-03	9.999999999999986e+01	2.156321670745305e+01
7.800000e+07	  1	  1000	   158	1.433044705538225e-03	9.999999999999986e+01	2.314498595461534e+01
7.900000e+07	  1	  1000	   382	1.550064400566753e-03	9.999999999999986e+01	2.472919175291974e+01
8.000000e+07	  1	  1000	   649	1.642145130961336e-03	9.999999999999986e+01	2.631365532908192e+01
8.100000e+07	  1	  1000	    25	1.656767859675849e-03	9.999999999999986e+01	2.789694515898805e+01
8.200000e+07	  1	  1000	    99	1.469904609489986e-03	9.999999999999986e+01	2.948370823274229e+01
8.300000e+07	  1	  1000	   788	1.577885510862514e-03	9.999999999999986e+01	3.106336972914626e+01
8.400000e+07	  1	  1000	   991	1.728035098352320e-03	9.999999999999986e+01	3.265123947627941e+01
8.500000e+07	  1	  1000	   268	1.740120585069553e-03	1.333521432163322e+02	8.836008157002588e-01
8.600000e+07	  1	  1000	    59	1.714822918930718e-03	1.333521432163322e+02	2.473129322990213e+00
collision No.16	1.368330e+02[yr]	i=1, j=93	r_ij=6.335642804555459e-05	radius[1]+radius[93]=6.338481524341289e-05
8.700000e+07	  1	  1000	   115	1.598125593965230e-03	1.333521432163322e+02	4.051418758085759e+00
8.800000e+07	  1	  1000	   993	1.665064292970385e-03	1.333521432163322e+02	5.640888086182180e+00
8.900000e+07	  1	  1000	   966	1.730130291377748e-03	1.333521432163322e+02	7.228806419430494e+00
9.000000e+07	  1	  1000	   761	1.532529319058844e-03	1.333521432163322e+02	8.814695052056805e+00
9.100000e+07	  1	  1000	   448	1.377880719333049e-03	1.333521432163322e+02	1.040331803344146e+01
9.200000e+07	  1	  1000	   842	1.641843013618950e-03	1.333521432163322e+02	1.199122517497835e+01
collision No.17	1.464042e+02[yr]	i=1, j=979	r_ij=6.326840978728769e-05	radius[1]+radius[979]=6.338481524341289e-05
9.300000e+07	  1	  1000	   486	1.585614733390711e-03	1.333521432163322e+02	1.357715322431071e+01
9.400000e+07	  1	  1000	   253	1.156429789801317e-03	1.333521432163322e+02	1.516315785844848e+01
9.500000e+07	  1	  1000	   413	1.764865222799757e-03	1.333521432163322e+02	1.675232144693665e+01
9.600000e+07	  1	  1000	    13	1.178661351836012e-03	1.333521432163322e+02	1.833562705653123e+01
collision No.18	1.530031e+02[yr]	i=1, j=657	r_ij=6.328517249908163e-05	radius[1]+radius[657]=6.338481524341289e-05
9.700000e+07	  1	  1000	   209	1.581776964664453e-03	1.333521432163322e+02	1.992228182217439e+01
9.800000e+07	  1	  1000	    81	1.308227992704174e-03	1.333521432163322e+02	2.150617462147326e+01
collision No.19	1.562752e+02[yr]	i=1, j=205	r_ij=6.325025428777230e-05	radius[1]+radius[205]=6.338481524341289e-05
9.900000e+07	  1	  1000	   847	1.595418179829608e-03	1.333521432163322e+02	2.308962051921322e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  1	  1000	   980	1.613997692312206e-03	1.333521432163322e+02	2.466968620011920e+01
1.010000e+08	  1	  1000	   907	1.798699753260825e-03	1.333521432163322e+02	2.625443341248411e+01
1.020000e+08	  1	  1000	   494	1.540109004006745e-03	1.333521432163322e+02	2.783418831305250e+01
1.030000e+08	  1	  1000	   155	1.641565718615789e-03	1.333521432163322e+02	2.942149087922527e+01
1.040000e+08	  1	  1000	   782	1.832247216072932e-03	1.333521432163322e+02	3.100558232252166e+01
1.050000e+08	  1	  1000	    77	1.568118811463000e-03	1.333521432163322e+02	3.259426264903144e+01
1.060000e+08	  1	  1000	   851	1.852883133806521e-03	1.333521432163322e+02	3.417571037468669e+01
1.070000e+08	  1	  1000	   118	1.607738148912385e-03	1.333521432163322e+02	3.576508190784206e+01
1.080000e+08	  1	  1000	     8	1.515389628297900e-03	1.333521432163322e+02	3.734939382058509e+01
1.090000e+08	  1	  1000	   925	1.490718243225368e-03	1.333521432163322e+02	3.893937132857548e+01
1.100000e+08	  1	  1000	   313	1.702404557886039e-03	1.333521432163322e+02	4.052486526855780e+01
1.110000e+08	  1	  1000	   227	1.483311899272453e-03	1.333521432163322e+02	4.211426108043168e+01
1.120000e+08	  1	  1000	   643	1.730446669967434e-03	1.333521432163322e+02	4.370196212710233e+01
1.130000e+08	  1	  1000	   870	1.636816444960904e-03	1.778279410038920e+02	8.105528803579111e-01
1.140000e+08	  1	  1000	   396	1.711391027736759e-03	1.778279410038920e+02	2.398208667602197e+00
1.150000e+08	  1	  1000	   735	1.444683230675268e-03	1.778279410038920e+02	3.974775822045009e+00
1.160000e+08	  1	  1000	   661	1.521357082625161e-03	1.778279410038920e+02	5.558775737993681e+00
1.170000e+08	  1	  1000	   513	1.571488515371202e-03	1.778279410038920e+02	7.146229129615709e+00
1.180000e+08	  1	  1000	   355	1.725128154032884e-03	1.778279410038920e+02	8.728479153314868e+00
1.190000e+08	  1	  1000	   166	1.537095356343950e-03	1.778279410038920e+02	1.030212483053381e+01
1.200000e+08	  1	  1000	   589	1.819040565802438e-03	1.778279410038920e+02	1.189176263860176e+01
1.210000e+08	  1	  1000	   687	1.526240761031885e-03	1.778279410038920e+02	1.347514556931370e+01
1.220000e+08	  1	  1000	    24	1.429270719799497e-03	1.778279410038920e+02	1.506041474210570e+01
1.230000e+08	  1	  1000	   513	1.559153793144478e-03	1.778279410038920e+02	1.664737474339104e+01
1.240000e+08	  1	  1000	   255	1.587827982264496e-03	1.778279410038920e+02	1.823306009886999e+01
1.250000e+08	  1	  1000	   238	1.475282742362426e-03	1.778279410038920e+02	1.982038501224728e+01
1.260000e+08	  1	  1000	   913	1.440178538128112e-03	1.778279410038920e+02	2.140351048431803e+01
1.270000e+08	  1	  1000	   862	1.382927578990342e-03	1.778279410038920e+02	2.298544068845179e+01
1.280000e+08	  1	  1000	   215	1.636389379988893e-03	1.778279410038920e+02	2.457581417079772e+01
1.290000e+08	  1	  1000	   784	1.778205803813775e-03	1.778279410038920e+02	2.616210760034792e+01
1.300000e+08	  1	  1000	   494	1.676819306575384e-03	1.778279410038920e+02	2.775159570790253e+01
1.310000e+08	  1	  1000	   566	1.439514079220795e-03	1.778279410038920e+02	2.933950439272010e+01
1.320000e+08	  1	  1000	   762	1.479201882058967e-03	1.778279410038920e+02	3.092902259562632e+01
1.330000e+08	  1	  1000	   472	1.466797724495558e-03	1.778279410038920e+02	3.251737686378144e+01
1.340000e+08	  1	  1000	   247	1.740935560821059e-03	1.778279410038920e+02	3.410211196486335e+01
1.350000e+08	  1	  1000	   760	1.294499955598377e-03	1.778279410038920e+02	3.568878840183865e+01
1.360000e+08	  1	  1000	   273	1.549173021068694e-03	1.778279410038920e+02	3.727707883694789e+01
1.370000e+08	  1	  1000	   418	1.610304632450014e-03	1.778279410038920e+02	3.886708554605347e+01
1.380000e+08	  1	  1000	   297	1.391030421382712e-03	1.778279410038920e+02	4.045293615968021e+01
1.390000e+08	  1	  1000	   165	1.709451659497793e-03	1.778279410038920e+02	4.204224714184433e+01
1.400000e+08	  1	  1000	   968	1.721415924476811e-03	1.778279410038920e+02	4.362947522057068e+01
1.410000e+08	  1	  1000	   320	1.684247710778348e-03	1.778279410038920e+02	4.521798367599105e+01
1.420000e+08	  1	  1000	   122	1.664498262512710e-03	1.778279410038920e+02	4.680478262100232e+01
1.430000e+08	  1	  1000	   573	1.570589910918769e-03	1.778279410038920e+02	4.839320946032032e+01
1.440000e+08	  1	  1000	   286	1.509661811215843e-03	1.778279410038920e+02	4.997916716750498e+01
1.450000e+08	  1	  1000	   463	1.709465332145691e-03	1.778279410038920e+02	5.156299067676746e+01
1.460000e+08	  1	  1000	   771	1.734837288948462e-03	1.778279410038920e+02	5.315035242267324e+01
1.470000e+08	  1	  1000	   144	1.475657928471874e-03	1.778279410038920e+02	5.473650318675051e+01
1.480000e+08	  1	  1000	   263	1.738167382940592e-03	1.778279410038920e+02	5.631811356483845e+01
1.490000e+08	  1	  1000	   905	1.482840420870513e-03	1.778279410038920e+02	5.789433053312361e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  1	  1000	   861	1.670374974484562e-03	2.371373705661651e+02	1.572691473969952e-01
1.510000e+08	  1	  1000	   182	1.635214723716101e-03	2.371373705661651e+02	1.714513662901038e+00
1.520000e+08	  1	  1000	    63	1.660715926857438e-03	2.371373705661651e+02	3.272373857082176e+00
1.530000e+08	  1	  1000	   649	1.586138072522432e-03	2.371373705661651e+02	4.834500968036037e+00
1.540000e+08	  1	  1000	   554	1.487626638708591e-03	2.371373705661651e+02	6.399529990299889e+00
1.550000e+08	  1	  1000	   227	1.467883025616171e-03	2.371373705661651e+02	7.961332002211649e+00
1.560000e+08	  1	  1000	   544	1.522424299211288e-03	2.371373705661651e+02	9.522047562216233e+00
1.570000e+08	  1	  1000	   900	1.580031841403434e-03	2.371373705661651e+02	1.108349757854910e+01
1.580000e+08	  1	  1000	   773	1.478661356169666e-03	2.371373705661651e+02	1.264214949536920e+01
1.590000e+08	  1	  1000	   731	1.419016552734409e-03	2.371373705661651e+02	1.419264317743952e+01
collision No.20	2.521745e+02[yr]	i=1, j=336	r_ij=6.337347990695633e-05	radius[1]+radius[336]=6.338481524341289e-05
1.600000e+08	  1	  1000	   145	2.109919999892977e-03	2.371373705661651e+02	1.574897973350431e+01
1.610000e+08	  1	  1000	    16	1.666008718015039e-03	2.371373705661651e+02	1.731091598461074e+01
collision No.21	2.544877e+02[yr]	i=1, j=212	r_ij=6.337442376108210e-05	radius[1]+radius[212]=6.338481524341289e-05
1.620000e+08	  1	  1000	   824	1.524261279661364e-03	2.371373705661651e+02	1.888481049599268e+01
1.630000e+08	  1	  1000	   813	1.832656286748206e-03	2.371373705661651e+02	2.046318900525831e+01
1.640000e+08	  1	  1000	   768	1.454790501285761e-03	2.371373705661651e+02	2.204513061530644e+01
1.650000e+08	  1	  1000	   879	1.683617876799293e-03	2.371373705661651e+02	2.362608202340249e+01
collision No.22	2.612011e+02[yr]	i=1, j=241	r_ij=6.335982948703222e-05	radius[1]+radius[241]=6.338481524341289e-05
1.660000e+08	  1	  1000	   809	1.708810773119373e-03	2.371373705661651e+02	2.520580094908044e+01
1.670000e+08	  1	  1000	   811	1.578404476297776e-03	2.371373705661651e+02	2.677872044165076e+01
1.680000e+08	  1	  1000	   261	1.574060613889173e-03	2.371373705661651e+02	2.836699868941245e+01
1.690000e+08	  1	  1000	    94	1.735748959076122e-03	2.371373705661651e+02	2.995281753891585e+01
1.700000e+08	  1	  1000	   676	1.419888440990030e-03	2.371373705661651e+02	3.153081519776965e+01
1.710000e+08	  1	  1000	   642	1.370790091282074e-03	2.371373705661651e+02	3.311648920291474e+01
1.720000e+08	  1	  1000	   147	1.723623771375878e-03	2.371373705661651e+02	3.470024216507504e+01
1.730000e+08	  1	  1000	   989	1.089407535448139e-03	2.371373705661651e+02	3.628535801748701e+01
1.740000e+08	  1	  1000	   779	1.290636758716576e-03	2.371373705661651e+02	3.787070922238551e+01
1.750000e+08	  1	  1000	   837	1.618284543407689e-03	2.371373705661651e+02	3.945504278175692e+01
1.760000e+08	  1	  1000	   401	1.588431683644090e-03	2.371373705661651e+02	4.102932568505570e+01
1.770000e+08	  1	  1000	    30	1.651444353766729e-03	2.371373705661651e+02	4.260979504932661e+01
1.780000e+08	  1	  1000	   218	1.707404619124359e-03	2.371373705661651e+02	4.419049328938497e+01
1.790000e+08	  1	  1000	   224	1.519394146382125e-03	2.371373705661651e+02	4.577329257616928e+01
1.800000e+08	  1	  1000	   581	1.284176286034565e-03	2.371373705661651e+02	4.735712903441743e+01
1.810000e+08	  1	  1000	   697	1.767176652713926e-03	2.371373705661651e+02	4.894155904062331e+01
1.820000e+08	  1	  1000	   654	1.686928865079301e-03	2.371373705661651e+02	5.052666601887118e+01
1.830000e+08	  1	  1000	   815	1.766267444745872e-03	2.371373705661651e+02	5.210448136765699e+01
1.840000e+08	  1	  1000	   220	1.606494942975032e-03	2.371373705661651e+02	5.368871934622336e+01
1.850000e+08	  1	  1000	   178	1.745726256154777e-03	2.371373705661651e+02	5.527399025269290e+01
1.860000e+08	  1	  1000	   394	1.586827652901058e-03	2.371373705661651e+02	5.685967107178147e+01
1.870000e+08	  1	  1000	   885	1.734165875635510e-03	2.371373705661651e+02	5.844236027566787e+01
1.880000e+08	  1	  1000	   677	1.679856145362863e-03	2.371373705661651e+02	6.002809477376564e+01
1.890000e+08	  1	  1000	   792	2.021903642040828e-03	2.371373705661651e+02	6.160854489450715e+01
1.900000e+08	  1	  1000	   949	1.622472007631873e-03	2.371373705661651e+02	6.319379176593390e+01
1.910000e+08	  1	  1000	   246	1.443709984807871e-03	2.371373705661651e+02	6.477140325422994e+01
1.920000e+08	  1	  1000	   508	1.552533586886501e-03	2.371373705661651e+02	6.634460094574477e+01
1.930000e+08	  1	  1000	   770	1.253799140912127e-03	2.371373705661651e+02	6.792330090472740e+01
1.940000e+08	  1	  1000	    16	1.501248254555439e-03	2.371373705661651e+02	6.951008262037924e+01
1.950000e+08	  1	  1000	    11	1.614364386597626e-03	2.371373705661651e+02	7.109580378331081e+01
1.960000e+08	  1	  1000	   771	1.662980315202171e-03	2.371373705661651e+02	7.267882858153924e+01
1.970000e+08	  1	  1000	    92	1.490913914910500e-03	2.371373705661651e+02	7.426214225023307e+01
1.980000e+08	  1	  1000	   247	1.618263412276722e-03	2.371373705661651e+02	7.584689293647541e+01
collision No.23	3.133747e+02[yr]	i=1, j=891	r_ij=6.330457111551040e-05	radius[1]+radius[891]=6.338481524341289e-05
1.990000e+08	  1	  1000	   249	1.511035251712378e-03	2.371373705661651e+02	7.742349126981209e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  1	  1000	   470	1.929106587984092e-03	2.371373705661651e+02	7.900699141497508e+01
2.010000e+08	  1	  1000	    90	1.490772536643063e-03	3.162277660168374e+02	1.501493063981749e+00
2.020000e+08	  1	  1000	   839	1.870942514724841e-03	3.162277660168374e+02	3.084217130391549e+00
2.030000e+08	  1	  1000	   665	1.728297503017031e-03	3.162277660168374e+02	4.669392956327221e+00
2.040000e+08	  1	  1000	   874	1.476834350909894e-03	3.162277660168374e+02	6.249190948071091e+00
2.050000e+08	  1	  1000	   622	1.592493248817344e-03	3.162277660168374e+02	7.826755484839807e+00
2.060000e+08	  1	  1000	   829	1.955794848255027e-03	3.162277660168374e+02	9.402802452123584e+00
2.070000e+08	  1	  1000	   255	1.554182272875289e-03	3.162277660168374e+02	1.098693021138109e+01
2.080000e+08	  1	  1000	   930	1.563957983463358e-03	3.162277660168374e+02	1.255620525839404e+01
2.090000e+08	  1	  1000	   180	1.804733277630249e-03	3.162277660168374e+02	1.413291737305705e+01
