1.500000e+06	  3	  3000	   718	2.078020926780791e-03	7.498942093324554e-01	3.512098601230829e-02
1.600000e+06	  3	  3000	  2277	1.310077219357368e-03	7.498942093324554e-01	8.802852519225923e-02
1.700000e+06	  3	  3000	  2562	1.742766205868995e-03	7.498942093324554e-01	1.402844260117693e-01
1.800000e+06	  3	  3000	  1812	1.952304179286677e-03	7.498942093324554e-01	1.918774881457912e-01
1.900000e+06	  3	  3000	  2320	1.503409053806384e-03	7.498942093324554e-01	2.446729224735436e-01
2.000000e+06	  3	  3000	   702	1.351652689384220e-03	9.999999999999994e-01	4.656823033943814e-02
2.100000e+06	  3	  3000	  2156	1.568087719492882e-03	9.999999999999994e-01	9.879260749011018e-02
2.200000e+06	  3	  3000	  2326	1.566689620711881e-03	9.999999999999994e-01	1.514105755322685e-01
2.300000e+06	  3	  3000	   646	2.051988728236251e-03	9.999999999999994e-01	2.039479922075380e-01
2.400000e+06	  3	  3000	  2066	1.484621788161903e-03	9.999999999999994e-01	2.560880569628620e-01
2.500000e+06	  3	  3000	  1515	1.995204220777351e-03	9.999999999999994e-01	3.088902460230255e-01
collision No.1	1.315581e+00[yr]	i=2, j=2871	r_ij=6.331808066431901e-05	radius[2]+radius[2871]=6.338481524341289e-05
2.600000e+06	  3	  3000	   125	1.708471851194938e-03	1.333521432163323e+00	2.635012877898949e-02
2.700000e+06	  3	  3000	   319	1.948535456049351e-03	1.333521432163323e+00	7.885989712408868e-02
2.800000e+06	  3	  3000	  2678	1.639485584747990e-03	1.333521432163323e+00	1.313153915457138e-01
2.900000e+06	  3	  3000	   960	1.441491788596126e-03	1.333521432163323e+00	1.833075012766460e-01
3.000000e+06	  3	  3000	  2187	1.296711519880280e-03	1.333521432163323e+00	2.360509466516753e-01
3.100000e+06	  3	  3000	  2077	1.369819359410714e-03	1.333521432163323e+00	2.885389876112504e-01
3.200000e+06	  3	  3000	  1762	1.598588195581555e-03	1.333521432163323e+00	3.412354461278966e-01
3.300000e+06	  3	  3000	   757	1.855701227052948e-03	1.333521432163323e+00	3.936858678219403e-01
3.400000e+06	  3	  3000	   220	1.385011707242438e-03	1.778279410038922e+00	1.146469830776532e-03
3.500000e+06	  3	  3000	  1958	1.406053567209184e-03	1.778279410038922e+00	5.311947145489077e-02
3.600000e+06	  3	  3000	   611	1.566990899213243e-03	1.778279410038922e+00	1.053361433836057e-01
3.700000e+06	  3	  3000	   186	1.341359717542635e-03	1.778279410038922e+00	1.564915481572250e-01
3.800000e+06	  3	  3000	  2163	1.678617280657535e-03	1.778279410038922e+00	2.085893157878907e-01
3.900000e+06	  3	  3000	  2119	1.568890868860062e-03	1.778279410038922e+00	2.605278920381925e-01
4.000000e+06	  3	  3000	   574	1.764298969105826e-03	1.778279410038922e+00	3.127669955265719e-01
4.100000e+06	  3	  3000	  2084	1.631140832533534e-03	1.778279410038922e+00	3.650657116633539e-01
4.200000e+06	  3	  3000	   659	1.684900590353747e-03	1.778279410038922e+00	4.173377818563610e-01
4.300000e+06	  3	  3000	  1787	1.896621732561667e-03	1.778279410038922e+00	4.696745730583751e-01
4.400000e+06	  3	  3000	   865	2.094141960936393e-03	1.778279410038922e+00	5.207703684983452e-01
4.500000e+06	  3	  3000	  1369	1.757896088413955e-03	1.778279410038922e+00	5.729756450852453e-01
4.600000e+06	  3	  3000	  2630	1.205295751016795e-03	2.371373705661654e+00	3.008975955901013e-02
4.700000e+06	  3	  3000	  1943	1.233737529215408e-03	2.371373705661654e+00	8.156350014646466e-02
4.800000e+06	  3	  3000	  2377	1.914066442608116e-03	2.371373705661654e+00	1.334906430473610e-01
4.900000e+06	  3	  3000	  1931	2.006152114242616e-03	2.371373705661654e+00	1.857933586923553e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+06	  3	  3000	  1522	1.525998899570059e-03	2.371373705661654e+00	2.361267279814689e-01
5.100000e+06	  3	  3000	  1600	1.655123362254965e-03	2.371373705661654e+00	2.875806401610096e-01
5.200000e+06	  3	  3000	  1413	1.550123458033511e-03	2.371373705661654e+00	3.397809981210919e-01
5.300000e+06	  3	  3000	  2348	1.276137328572328e-03	2.371373705661654e+00	3.918855578087394e-01
5.400000e+06	  3	  3000	   882	1.241906093379553e-03	2.371373705661654e+00	4.442196051866629e-01
5.500000e+06	  3	  3000	  2152	1.617726992280112e-03	2.371373705661654e+00	4.962691732988738e-01
5.600000e+06	  3	  3000	  2193	1.334562998015485e-03	2.371373705661654e+00	5.483045482567985e-01
5.700000e+06	  3	  3000	     2	1.237839563265078e-04	2.371373705661654e+00	6.005767395218171e-01
collision No.2	2.989617e+00[yr]	i=1, j=359	r_ij=6.328754916880449e-05	radius[1]+radius[359]=6.338481524341289e-05
5.800000e+06	  3	  3000	  2187	1.258579580844554e-03	2.371373705661654e+00	6.524625859615779e-01
5.900000e+06	  3	  3000	  2203	1.995886747378962e-03	2.371373705661654e+00	7.041495500586707e-01
6.000000e+06	  3	  3000	  1729	1.304458164181770e-03	2.371373705661654e+00	7.558688896347349e-01
6.100000e+06	  3	  3000	  2077	1.340654745004812e-03	3.162277660168377e+00	1.474740957181036e-02
6.200000e+06	  3	  3000	   624	1.649882584954465e-03	3.162277660168377e+00	6.736791108151219e-02
6.300000e+06	  3	  3000	  1063	1.903910307056675e-03	3.162277660168377e+00	1.185061461115315e-01
6.400000e+06	  3	  3000	  2549	1.459715733844129e-03	3.162277660168377e+00	1.706049229720418e-01
6.500000e+06	  3	  3000	   751	1.386748510066039e-03	3.162277660168377e+00	2.227216399710785e-01
6.600000e+06	  3	  3000	   371	1.051959924519110e-05	3.162277660168377e+00	2.730878951804069e-01
6.700000e+06	  3	  3000	   887	1.191398789693118e-03	3.162277660168377e+00	3.242672511228714e-01
6.800000e+06	  3	  3000	  1172	1.495054938456318e-03	3.162277660168377e+00	3.756572409334662e-01
6.900000e+06	  3	  3000	  1065	1.701282111914233e-03	3.162277660168377e+00	4.275113523434032e-01
7.000000e+06	  3	  3000	   749	1.802511801168029e-03	3.162277660168377e+00	4.790119799139243e-01
7.100000e+06	  3	  3000	  2342	1.603710098841611e-03	3.162277660168377e+00	5.299001297980314e-01
7.200000e+06	  3	  3000	   926	1.364175202562177e-03	3.162277660168377e+00	5.818920691837851e-01
collision No.3	3.789172e+00[yr]	i=1, j=863	r_ij=6.319706539488547e-05	radius[1]+radius[863]=6.338481524341289e-05
7.300000e+06	  3	  3000	  1754	1.745846724380477e-03	3.162277660168377e+00	6.339114345146993e-01
7.400000e+06	  3	  3000	  2964	1.643470889168357e-03	3.162277660168377e+00	6.861431442209101e-01
7.500000e+06	  3	  3000	  2093	2.110831813381119e-03	3.162277660168377e+00	7.378826661048498e-01
7.600000e+06	  3	  3000	   963	1.592946678758512e-03	3.162277660168377e+00	7.880378513366427e-01
7.700000e+06	  3	  3000	  1281	1.601331504889358e-03	3.162277660168377e+00	8.401452590815663e-01
7.800000e+06	  3	  3000	   994	1.267476311182838e-03	3.162277660168377e+00	8.909761768611123e-01
7.900000e+06	  3	  3000	  1821	1.599193544487530e-03	3.162277660168377e+00	9.407875835375518e-01
8.000000e+06	  3	  3000	  1393	1.382115842380216e-03	3.162277660168377e+00	9.926537168063662e-01
collision No.4	4.177192e+00[yr]	i=1, j=2607	r_ij=6.336034194081437e-05	radius[1]+radius[2607]=6.338481524341289e-05
8.100000e+06	  3	  3000	  1627	1.593204102250807e-03	3.162277660168377e+00	1.043676469866230e+00
8.200000e+06	  3	  3000	  1867	1.246913747060633e-03	4.216965034285820e+00	4.063976869971774e-02
8.300000e+06	  3	  3000	  1980	1.552185590803460e-03	4.216965034285820e+00	9.280939775876697e-02
8.400000e+06	  3	  3000	  2466	1.531995009881661e-03	4.216965034285820e+00	1.447987195936652e-01
8.500000e+06	  3	  3000	   941	1.264521727429645e-03	4.216965034285820e+00	1.976963560030832e-01
8.600000e+06	  3	  3000	  2696	1.675149723539125e-03	4.216965034285820e+00	2.495055277140370e-01
8.700000e+06	  3	  3000	  2712	1.364707766319479e-03	4.216965034285820e+00	3.012153641838974e-01
8.800000e+06	  3	  3000	   666	1.782475599458720e-03	4.216965034285820e+00	3.539468650612260e-01
8.900000e+06	  3	  3000	  2839	1.296530149288772e-03	4.216965034285820e+00	4.054575035451495e-01
9.000000e+06	  3	  3000	   999	1.291675024018520e-03	4.216965034285820e+00	4.584085895504277e-01
9.100000e+06	  3	  3000	  2214	1.872639883607235e-03	4.216965034285820e+00	5.103091233992082e-01
9.200000e+06	  3	  3000	  2951	1.405706743263051e-03	4.216965034285820e+00	5.628866663835728e-01
9.300000e+06	  3	  3000	  2775	1.286840021393410e-03	4.216965034285820e+00	6.153256541267650e-01
9.400000e+06	  3	  3000	   798	1.317440085290042e-03	4.216965034285820e+00	6.673901946225315e-01
9.500000e+06	  3	  3000	  2839	1.218110237582660e-03	4.216965034285820e+00	7.201909438763173e-01
9.600000e+06	  3	  3000	   978	1.421375469084805e-03	4.216965034285820e+00	7.709568800393063e-01
9.700000e+06	  3	  3000	  1829	1.819298711437453e-03	4.216965034285820e+00	8.229754159687832e-01
9.800000e+06	  3	  3000	  1848	1.554186630409813e-03	4.216965034285820e+00	8.753785843581299e-01
9.900000e+06	  3	  3000	   688	1.613564241555229e-03	4.216965034285820e+00	9.265507253804194e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+07	  3	  3000	  1554	1.699612366306402e-03	4.216965034285820e+00	9.793467153495596e-01
1.010000e+07	  3	  3000	  2785	1.559453606172318e-03	4.216965034285820e+00	1.031076179336041e+00
1.020000e+07	  3	  3000	  1811	2.042139655650342e-03	4.216965034285820e+00	1.083519862483519e+00
1.030000e+07	  3	  3000	   270	1.492702604825000e-03	4.216965034285820e+00	1.136109256894186e+00
1.040000e+07	  3	  3000	  2204	1.230027201966465e-03	4.216965034285820e+00	1.188541210108839e+00
1.050000e+07	  3	  3000	  1611	1.576662576566905e-03	4.216965034285820e+00	1.241451265238166e+00
1.060000e+07	  3	  3000	   972	1.444220783087454e-03	4.216965034285820e+00	1.292596354315988e+00
1.070000e+07	  3	  3000	  1013	1.820375861240910e-03	4.216965034285820e+00	1.345109287741621e+00
1.080000e+07	  3	  3000	   103	1.628543722253470e-03	4.216965034285820e+00	1.396281555375791e+00
1.090000e+07	  3	  3000	  1729	1.234874315966320e-03	5.623413251903486e+00	4.165594552698958e-02
1.100000e+07	  3	  3000	   891	1.257886747960037e-03	5.623413251903486e+00	9.348792319795210e-02
1.110000e+07	  3	  3000	   761	1.838151521433528e-03	5.623413251903486e+00	1.454537585094354e-01
1.120000e+07	  3	  3000	   737	1.237771511953190e-03	5.623413251903486e+00	1.981792088414435e-01
1.130000e+07	  3	  3000	   749	1.820536840592445e-03	5.623413251903486e+00	2.508056859754460e-01
1.140000e+07	  3	  3000	  1181	1.482603426740085e-03	5.623413251903486e+00	3.035223097216581e-01
1.150000e+07	  3	  3000	   856	1.760304748207445e-03	5.623413251903486e+00	3.564638408486356e-01
1.160000e+07	  3	  3000	  1800	2.069751020218849e-03	5.623413251903486e+00	4.093278237359544e-01
1.170000e+07	  3	  3000	  2062	1.811944552579858e-03	5.623413251903486e+00	4.613353885532182e-01
1.180000e+07	  3	  3000	   522	1.535823862935545e-03	5.623413251903486e+00	5.142409747603937e-01
1.190000e+07	  3	  3000	   879	1.754486313788851e-03	5.623413251903486e+00	5.669577659330524e-01
collision No.5	6.240752e+00[yr]	i=2, j=2330	r_ij=6.336874107808214e-05	radius[2]+radius[2330]=6.338481524341289e-05
1.200000e+07	  3	  3000	  1472	1.706109921259062e-03	5.623413251903486e+00	6.190018674992401e-01
1.210000e+07	  3	  3000	  1554	1.700818213741052e-03	5.623413251903486e+00	6.719119549739287e-01
1.220000e+07	  3	  3000	   890	1.261429868310822e-03	5.623413251903486e+00	7.244186793215299e-01
1.230000e+07	  3	  3000	  2566	1.300613647796980e-03	5.623413251903486e+00	7.763913637514277e-01
1.240000e+07	  3	  3000	  2751	1.754760591773914e-03	5.623413251903486e+00	8.293519345229488e-01
1.250000e+07	  3	  3000	  1476	1.449866958482004e-03	5.623413251903486e+00	8.822679784028806e-01
1.260000e+07	  3	  3000	   509	1.856406955107288e-03	5.623413251903486e+00	9.351511046644370e-01
1.270000e+07	  3	  3000	   352	1.970177836357961e-03	5.623413251903486e+00	9.874529645139173e-01
1.280000e+07	  3	  3000	   321	1.603207081466643e-03	5.623413251903486e+00	1.039660361072504e+00
1.290000e+07	  3	  3000	  1738	1.344214397167794e-03	5.623413251903486e+00	1.092477087173465e+00
1.300000e+07	  3	  3000	  1319	1.805221460128907e-03	5.623413251903486e+00	1.145394233033112e+00
1.310000e+07	  3	  3000	  1971	1.513277468187186e-03	5.623413251903486e+00	1.198238549275010e+00
1.320000e+07	  3	  3000	  1115	1.764686097843668e-03	5.623413251903486e+00	1.251189828951414e+00
1.330000e+07	  3	  3000	   731	1.345920573966137e-03	5.623413251903486e+00	1.303911881205398e+00
1.340000e+07	  3	  3000	  2410	1.545589683021702e-03	5.623413251903486e+00	1.356165735172131e+00
1.350000e+07	  3	  3000	   106	1.791738070338988e-03	5.623413251903486e+00	1.409076564125844e+00
1.360000e+07	  3	  3000	   718	2.073771082828461e-03	5.623413251903486e+00	1.461961854793871e+00
1.370000e+07	  3	  3000	   177	1.678509620530508e-03	5.623413251903486e+00	1.514793534922005e+00
1.380000e+07	  3	  3000	  2880	1.284358257496478e-03	5.623413251903486e+00	1.567465900729343e+00
1.390000e+07	  3	  3000	  1157	1.595518582830696e-03	5.623413251903486e+00	1.616556850849642e+00
1.400000e+07	  3	  3000	  2897	1.946876317142633e-03	5.623413251903486e+00	1.669379016463579e+00
1.410000e+07	  3	  3000	  2960	1.584133599423734e-03	5.623413251903486e+00	1.722278879418488e+00
1.420000e+07	  3	  3000	  1868	1.732950008960182e-03	5.623413251903486e+00	1.775093782282109e+00
1.430000e+07	  3	  3000	  1477	1.915421836495221e-03	5.623413251903486e+00	1.828035757510410e+00
1.440000e+07	  3	  3000	   207	1.340985167282624e-03	7.498942093324552e+00	4.297670752302602e-03
collision No.6	7.518619e+00[yr]	i=3, j=408	r_ij=6.328098294279610e-05	radius[3]+radius[408]=6.338481524341289e-05
1.450000e+07	  3	  3000	   101	1.270780171553552e-03	7.498942093324552e+00	5.668223384145193e-02
1.460000e+07	  3	  3000	   806	1.225042637105408e-03	7.498942093324552e+00	1.091062529446388e-01
1.470000e+07	  3	  3000	  2688	1.474861679578290e-03	7.498942093324552e+00	1.589335363092573e-01
1.480000e+07	  3	  3000	  1824	1.393809761672437e-03	7.498942093324552e+00	2.113316922806899e-01
1.490000e+07	  3	  3000	  2246	1.682222120901775e-03	7.498942093324552e+00	2.638054936865953e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+07	  3	  3000	  2225	1.482868348502163e-03	7.498942093324552e+00	3.155938994826302e-01
1.510000e+07	  3	  3000	  1767	1.501955838467251e-03	7.498942093324552e+00	3.680782980475314e-01
1.520000e+07	  3	  3000	  2751	1.618216325820817e-03	7.498942093324552e+00	4.193100312448412e-01
1.530000e+07	  3	  3000	  2820	1.610889054571142e-03	7.498942093324552e+00	4.710041330922206e-01
1.540000e+07	  3	  3000	  1156	1.310164851347420e-03	7.498942093324552e+00	5.230411950954951e-01
1.550000e+07	  3	  3000	  1417	1.381781246896074e-03	7.498942093324552e+00	5.752515711320987e-01
1.560000e+07	  3	  3000	  2449	1.875833449947204e-03	7.498942093324552e+00	6.271575878006378e-01
1.570000e+07	  3	  3000	   466	1.384126453789237e-03	7.498942093324552e+00	6.772759653064422e-01
1.580000e+07	  3	  3000	  2288	2.144819824290821e-03	7.498942093324552e+00	7.297712112134849e-01
1.590000e+07	  3	  3000	     2	3.371304702336438e-04	7.498942093324552e+00	7.816841669312781e-01
1.600000e+07	  3	  3000	   401	1.444820958351333e-03	7.498942093324552e+00	8.316698474008745e-01
1.610000e+07	  3	  3000	  1050	1.521877070427940e-03	7.498942093324552e+00	8.816304257508228e-01
1.620000e+07	  3	  3000	  2211	1.792780092540621e-03	7.498942093324552e+00	9.330834966706086e-01
1.630000e+07	  3	  3000	  2083	1.671512039401546e-03	7.498942093324552e+00	9.849640002687839e-01
1.640000e+07	  3	  3000	  2132	1.453497447646060e-03	7.498942093324552e+00	1.037098554080507e+00
1.650000e+07	  3	  3000	  2251	1.512087832714326e-03	7.498942093324552e+00	1.089898239186580e+00
1.660000e+07	  3	  3000	  2598	1.584094713731670e-03	7.498942093324552e+00	1.141965273250013e+00
1.670000e+07	  3	  3000	   674	1.285883883301730e-03	7.498942093324552e+00	1.192368244554466e+00
1.680000e+07	  3	  3000	  2783	1.517841847440214e-03	7.498942093324552e+00	1.244425281449423e+00
1.690000e+07	  3	  3000	  1054	1.343792459626352e-03	7.498942093324552e+00	1.296877782794420e+00
1.700000e+07	  3	  3000	   138	1.357393235957910e-03	7.498942093324552e+00	1.348911819338665e+00
1.710000e+07	  3	  3000	  2402	1.270820140694162e-03	7.498942093324552e+00	1.400766339175252e+00
1.720000e+07	  3	  3000	   830	1.475748381747395e-03	7.498942093324552e+00	1.453538681098272e+00
1.730000e+07	  3	  3000	  1475	1.871495781850643e-03	7.498942093324552e+00	1.504698189996423e+00
1.740000e+07	  3	  3000	  2053	1.329855427055875e-03	7.498942093324552e+00	1.556160225671751e+00
1.750000e+07	  3	  3000	  2320	1.532212391602425e-03	7.498942093324552e+00	1.608858041827462e+00
1.760000e+07	  3	  3000	   221	1.768538569513444e-03	7.498942093324552e+00	1.660493521264001e+00
1.770000e+07	  3	  3000	  2468	1.847165617213841e-03	7.498942093324552e+00	1.712087276600747e+00
1.780000e+07	  3	  3000	  2225	1.450438415904656e-03	7.498942093324552e+00	1.763769916133625e+00
1.790000e+07	  3	  3000	  1374	1.668570644712964e-03	7.498942093324552e+00	1.816531224818361e+00
1.800000e+07	  3	  3000	  1661	1.267398271548579e-03	7.498942093324552e+00	1.867963607789651e+00
1.810000e+07	  3	  3000	   835	1.989117931250364e-03	7.498942093324552e+00	1.918888437948416e+00
1.820000e+07	  3	  3000	  2410	1.453183588620825e-03	7.498942093324552e+00	1.971507517277014e+00
1.830000e+07	  3	  3000	  2383	2.055955022856239e-03	7.498942093324552e+00	2.022010418630582e+00
1.840000e+07	  3	  3000	   855	1.766089635562072e-03	7.498942093324552e+00	2.072775561359221e+00
1.850000e+07	  3	  3000	    84	2.120725329537534e-03	7.498942093324552e+00	2.124210607313393e+00
1.860000e+07	  3	  3000	   422	1.710011068205683e-03	7.498942093324552e+00	2.176905561575050e+00
1.870000e+07	  3	  3000	  1919	2.191830161914253e-03	7.498942093324552e+00	2.227951599337195e+00
1.880000e+07	  3	  3000	  1114	1.389580812454783e-03	7.498942093324552e+00	2.279391533890032e+00
1.890000e+07	  3	  3000	  2194	1.629668810353683e-03	7.498942093324552e+00	2.331598577315391e+00
1.900000e+07	  3	  3000	  2912	1.227802741283431e-03	7.498942093324552e+00	2.381675422262703e+00
1.910000e+07	  3	  3000	   144	1.712602708999216e-03	7.498942093324552e+00	2.433272492490455e+00
1.920000e+07	  3	  3000	   413	1.357185886813700e-03	7.498942093324552e+00	2.486133550359110e+00
1.930000e+07	  3	  3000	   668	1.283552862163239e-03	9.999999999999991e+00	3.617036397731157e-02
1.940000e+07	  3	  3000	  1856	1.233440543459644e-03	9.999999999999991e+00	8.901963450566282e-02
1.950000e+07	  3	  3000	  1894	1.974288170064026e-03	9.999999999999991e+00	1.410477566323548e-01
1.960000e+07	  3	  3000	  1693	1.541523705504536e-03	9.999999999999991e+00	1.929754152914604e-01
1.970000e+07	  3	  3000	  2097	1.582913413488010e-03	9.999999999999991e+00	2.457597353158498e-01
1.980000e+07	  3	  3000	  2024	1.651301964643492e-03	9.999999999999991e+00	2.978566942784350e-01
1.990000e+07	  3	  3000	  2168	1.415224444869828e-03	9.999999999999991e+00	3.500324053402121e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+07	  3	  3000	  1288	1.304747335030269e-03	9.999999999999991e+00	4.021442953908518e-01
2.010000e+07	  3	  3000	   587	1.982188651517525e-03	9.999999999999991e+00	4.541672248865359e-01
2.020000e+07	  3	  3000	  1825	1.714942699681928e-03	9.999999999999991e+00	5.069018282549078e-01
2.030000e+07	  3	  3000	   154	1.324129559677270e-03	9.999999999999991e+00	5.590489801970461e-01
2.040000e+07	  3	  3000	   970	1.605725906616225e-03	9.999999999999991e+00	6.098329960264541e-01
2.050000e+07	  3	  3000	  1945	1.797380116298311e-03	9.999999999999991e+00	6.606704915651015e-01
2.060000e+07	  3	  3000	  1326	1.456161758045742e-03	9.999999999999991e+00	7.130419408619642e-01
2.070000e+07	  3	  3000	  1034	1.468042869540016e-03	9.999999999999991e+00	7.656322944003126e-01
2.080000e+07	  3	  3000	   767	1.381129457317284e-03	9.999999999999991e+00	8.182175862787744e-01
2.090000e+07	  3	  3000	  2077	1.344294703243902e-03	9.999999999999991e+00	8.685143252388239e-01
2.100000e+07	  3	  3000	  2055	1.274705893054830e-03	9.999999999999991e+00	9.198878622197878e-01
2.110000e+07	  3	  3000	   236	1.944511670061389e-03	9.999999999999991e+00	9.708939799354437e-01
2.120000e+07	  3	  3000	   292	1.993017022552291e-03	9.999999999999991e+00	1.023229649493399e+00
2.130000e+07	  3	  3000	   622	1.640103670326182e-03	9.999999999999991e+00	1.075809762945096e+00
2.140000e+07	  3	  3000	   938	1.852684404910615e-03	9.999999999999991e+00	1.127005053493685e+00
2.150000e+07	  3	  3000	    92	1.423478845629111e-03	9.999999999999991e+00	1.178502632195185e+00
2.160000e+07	  3	  3000	  1934	1.492831988654817e-03	9.999999999999991e+00	1.229303716556692e+00
2.170000e+07	  3	  3000	  2265	1.407803239540569e-03	9.999999999999991e+00	1.281767286003775e+00
2.180000e+07	  3	  3000	  1790	1.722440252841249e-03	9.999999999999991e+00	1.334271934267013e+00
2.190000e+07	  3	  3000	  1881	1.819697480169233e-03	9.999999999999991e+00	1.386303491720901e+00
2.200000e+07	  3	  3000	   678	1.772435357459177e-03	9.999999999999991e+00	1.437245483302492e+00
2.210000e+07	  3	  3000	  1578	1.756345913328702e-03	9.999999999999991e+00	1.488661135487162e+00
2.220000e+07	  3	  3000	    59	1.449587410158677e-03	9.999999999999991e+00	1.541336795029979e+00
2.230000e+07	  3	  3000	  2327	1.681681649216204e-03	9.999999999999991e+00	1.594019986951353e+00
2.240000e+07	  3	  3000	   975	1.410457976019390e-03	9.999999999999991e+00	1.646827382189128e+00
2.250000e+07	  3	  3000	   770	1.493636875551058e-03	9.999999999999991e+00	1.697726992912467e+00
2.260000e+07	  3	  3000	   433	1.659206775204798e-03	9.999999999999991e+00	1.746796814642068e+00
2.270000e+07	  3	  3000	   522	1.525809702037509e-03	9.999999999999991e+00	1.799335696470145e+00
2.280000e+07	  3	  3000	   695	1.754512545412498e-03	9.999999999999991e+00	1.851816360260196e+00
2.290000e+07	  3	  3000	  2429	1.593223886928770e-03	9.999999999999991e+00	1.903534719713419e+00
2.300000e+07	  3	  3000	  1282	1.338389233026556e-03	9.999999999999991e+00	1.955144431570556e+00
2.310000e+07	  3	  3000	  1420	1.265669798614633e-03	9.999999999999991e+00	2.005243540971435e+00
2.320000e+07	  3	  3000	   335	1.356403937915937e-03	9.999999999999991e+00	2.057259061474853e+00
2.330000e+07	  3	  3000	   199	2.052803258611987e-03	9.999999999999991e+00	2.109811172827623e+00
2.340000e+07	  3	  3000	   474	1.693608597959737e-03	9.999999999999991e+00	2.162356862565743e+00
2.350000e+07	  3	  3000	   101	1.363115131325392e-03	9.999999999999991e+00	2.214624454257228e+00
2.360000e+07	  3	  3000	  1880	1.300576884535832e-03	9.999999999999991e+00	2.264584406221455e+00
2.370000e+07	  3	  3000	   920	1.853551666522809e-03	9.999999999999991e+00	2.317247889699830e+00
2.380000e+07	  3	  3000	   303	1.579954427940931e-03	9.999999999999991e+00	2.368258288794899e+00
2.390000e+07	  3	  3000	   431	1.227847950398547e-03	9.999999999999991e+00	2.418001353175419e+00
2.400000e+07	  3	  3000	  2534	1.567729520114572e-03	9.999999999999991e+00	2.468912432573020e+00
2.410000e+07	  3	  3000	  2057	1.561871723523721e-03	9.999999999999991e+00	2.520545703863715e+00
2.420000e+07	  3	  3000	  2065	1.522654108382485e-03	9.999999999999991e+00	2.572422870893426e+00
2.430000e+07	  3	  3000	  2289	1.344850626003603e-03	9.999999999999991e+00	2.624963812481492e+00
