6.000000e+07	  3	  3000	  2375	1.432681248500384e-03	2.371373705661653e+01	7.682691416012796e+00
6.100000e+07	  3	  3000	  1520	1.343745611702970e-03	3.162277660168376e+01	2.980259535261587e-01
6.200000e+07	  3	  3000	  2330	1.084137302783375e-03	3.162277660168376e+01	8.206597166315646e-01
6.300000e+07	  3	  3000	   787	1.441198927294409e-03	3.162277660168376e+01	1.346060081796138e+00
6.400000e+07	  3	  3000	   505	1.432846729310882e-03	3.162277660168376e+01	1.869454738869966e+00
6.500000e+07	  3	  3000	  1922	1.863643959450243e-03	3.162277660168376e+01	2.393297947829935e+00
6.600000e+07	  3	  3000	  1071	1.269734134633269e-03	3.162277660168376e+01	2.917577815309504e+00
6.700000e+07	  3	  3000	  1511	1.796453772279347e-03	3.162277660168376e+01	3.441767377469144e+00
6.800000e+07	  3	  3000	  2160	1.290635986880888e-03	3.162277660168376e+01	3.966220821450825e+00
6.900000e+07	  3	  3000	  1186	1.636874904469544e-03	3.162277660168376e+01	4.490218075949519e+00
7.000000e+07	  3	  3000	   475	1.917904773783328e-03	3.162277660168376e+01	5.014660661548366e+00
7.100000e+07	  3	  3000	  1218	2.485582424325055e-03	3.162277660168376e+01	5.538458300288561e+00
7.200000e+07	  3	  3000	  1560	1.124827225766003e-03	3.162277660168376e+01	6.062934659913182e+00
7.300000e+07	  3	  3000	  2864	1.779419147832936e-03	3.162277660168376e+01	6.587176666958569e+00
7.400000e+07	  3	  3000	   669	1.977541921509141e-03	3.162277660168376e+01	7.110738999609219e+00
7.500000e+07	  3	  3000	   187	1.514332871640750e-03	3.162277660168376e+01	7.635509898053590e+00
7.600000e+07	  3	  3000	   172	1.206268015590849e-03	3.162277660168376e+01	8.158862673162242e+00
7.700000e+07	  3	  3000	  3001	1.573232375627304e-03	3.162277660168376e+01	8.683887998067682e+00
7.800000e+07	  3	  3000	  1733	1.642909427160745e-03	3.162277660168376e+01	9.207342837363450e+00
7.900000e+07	  3	  3000	   635	1.467140728324337e-03	3.162277660168376e+01	9.732002991884475e+00
8.000000e+07	  3	  3000	  1646	1.501759339415789e-03	3.162277660168376e+01	1.025471056517788e+01
8.100000e+07	  3	  3000	  1080	1.283862642521224e-03	4.216965034285818e+01	2.325120425975596e-01
8.200000e+07	  3	  3000	  2342	1.753929151652504e-03	4.216965034285818e+01	7.554285781329337e-01
8.300000e+07	  3	  3000	  2606	1.326157228314971e-03	4.216965034285818e+01	1.279876840726686e+00
8.400000e+07	  3	  3000	   965	1.437140127074367e-03	4.216965034285818e+01	1.803674552244234e+00
8.500000e+07	  3	  3000	  2117	1.182320543348994e-03	4.216965034285818e+01	2.328242386640379e+00
8.600000e+07	  3	  3000	  2955	1.197257420553807e-03	4.216965034285818e+01	2.851693474750948e+00
8.700000e+07	  3	  3000	    20	1.428857980121556e-03	4.216965034285818e+01	3.376887156196045e+00
8.800000e+07	  3	  3000	  2352	1.152145879136153e-03	4.216965034285818e+01	3.899451405619190e+00
8.900000e+07	  3	  3000	  1150	1.335132249870523e-03	4.216965034285818e+01	4.424185782637922e+00
9.000000e+07	  3	  3000	  2330	1.064368244257670e-03	4.216965034285818e+01	4.947508245875874e+00
9.100000e+07	  3	  3000	   902	1.510764417766389e-03	4.216965034285818e+01	5.471892130776406e+00
9.200000e+07	  3	  3000	  2471	1.776191900973189e-03	4.216965034285818e+01	5.996522050190864e+00
9.300000e+07	  3	  3000	   269	1.769449099323543e-03	4.216965034285818e+01	6.518552573954019e+00
9.400000e+07	  3	  3000	  2241	1.393970154474544e-03	4.216965034285818e+01	7.042732044805245e+00
9.500000e+07	  3	  3000	   183	1.305472861965398e-03	4.216965034285818e+01	7.566789127501026e+00
9.600000e+07	  3	  3000	  2005	1.604385806134549e-03	4.216965034285818e+01	8.089738816280166e+00
9.700000e+07	  3	  3000	  1420	1.655156816886535e-03	4.216965034285818e+01	8.614126467461871e+00
9.800000e+07	  3	  3000	  2853	1.294815189900395e-03	4.216965034285818e+01	9.137553948054631e+00
9.900000e+07	  3	  3000	    17	1.703440812701852e-03	4.216965034285818e+01	9.661158293105133e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  3	  3000	  2282	1.679130821549001e-03	4.216965034285818e+01	1.018524931369853e+01
1.010000e+08	  3	  3000	  2567	1.752685598333605e-03	4.216965034285818e+01	1.070831573854293e+01
1.020000e+08	  3	  3000	  1753	1.176124416386749e-03	4.216965034285818e+01	1.123209408432119e+01
1.030000e+08	  3	  3000	  2741	1.885049157773753e-03	4.216965034285818e+01	1.175608487203164e+01
1.040000e+08	  3	  3000	  2821	2.421154129470417e-03	4.216965034285818e+01	1.228104638480982e+01
1.050000e+08	  3	  3000	   157	1.116043716712504e-03	4.216965034285818e+01	1.280392159809072e+01
1.060000e+08	  3	  3000	   294	1.807673612324793e-03	4.216965034285818e+01	1.332843635674604e+01
1.070000e+08	  3	  3000	  2917	1.531457695197149e-03	4.216965034285818e+01	1.385312805081917e+01
1.080000e+08	  3	  3000	  2611	1.381117623051003e-03	5.623413251903484e+01	3.102768864894823e-01
1.090000e+08	  3	  3000	  2069	1.776117645839760e-03	5.623413251903484e+01	8.361096618746903e-01
1.100000e+08	  3	  3000	   127	1.521848981592051e-03	5.623413251903484e+01	1.358578269389958e+00
1.110000e+08	  3	  3000	  1113	1.701437248542374e-03	5.623413251903484e+01	1.883606062827497e+00
1.120000e+08	  3	  3000	  1903	1.626895616252764e-03	5.623413251903484e+01	2.407886620865656e+00
1.130000e+08	  3	  3000	   963	1.870558006122465e-03	5.623413251903484e+01	2.931045285123310e+00
1.140000e+08	  3	  3000	  2517	1.480850465629393e-03	5.623413251903484e+01	3.456865520171488e+00
1.150000e+08	  3	  3000	    65	1.689431005951531e-03	5.623413251903484e+01	3.980119104621342e+00
1.160000e+08	  3	  3000	   182	1.504341342803610e-03	5.623413251903484e+01	4.505264007863624e+00
1.170000e+08	  3	  3000	  1340	1.075426885216323e-03	5.623413251903484e+01	5.029232940996181e+00
1.180000e+08	  3	  3000	  1513	1.038207616539391e-03	5.623413251903484e+01	5.553140930803576e+00
1.190000e+08	  3	  3000	  1291	2.327276637753944e-03	5.623413251903484e+01	6.077835769511155e+00
1.200000e+08	  3	  3000	  1761	1.305078127631862e-03	5.623413251903484e+01	6.601003676868585e+00
1.210000e+08	  3	  3000	  2713	1.307410091960743e-03	5.623413251903484e+01	7.126120963869496e+00
1.220000e+08	  3	  3000	  1989	2.230343653625790e-03	5.623413251903484e+01	7.648649060984891e+00
1.230000e+08	  3	  3000	   870	1.156966708790266e-03	5.623413251903484e+01	8.174184763244954e+00
1.240000e+08	  3	  3000	  2830	2.263017284659284e-03	5.623413251903484e+01	8.697335824112937e+00
1.250000e+08	  3	  3000	   161	1.604908070982769e-03	5.623413251903484e+01	9.222561037752357e+00
1.260000e+08	  3	  3000	  2963	2.108276361764951e-03	5.623413251903484e+01	9.746409889932266e+00
1.270000e+08	  3	  3000	   675	1.455198246798800e-03	5.623413251903484e+01	1.027056806554910e+01
1.280000e+08	  3	  3000	   818	1.699555657730896e-03	5.623413251903484e+01	1.079439238803555e+01
1.290000e+08	  3	  3000	  1882	1.580048125265477e-03	5.623413251903484e+01	1.131884251636148e+01
1.300000e+08	  3	  3000	  2288	1.395169707351777e-03	5.623413251903484e+01	1.184290446498405e+01
1.310000e+08	  3	  3000	  1675	1.895065502990239e-03	5.623413251903484e+01	1.236535939126627e+01
1.320000e+08	  3	  3000	  2208	1.378658795099483e-03	5.623413251903484e+01	1.288991477870999e+01
1.330000e+08	  3	  3000	  2255	2.192809723151670e-03	5.623413251903484e+01	1.341210503201690e+01
1.340000e+08	  3	  3000	  2452	1.519383585437719e-03	5.623413251903484e+01	1.393756016206746e+01
1.350000e+08	  3	  3000	   139	1.867740956581605e-03	5.623413251903484e+01	1.446152842397722e+01
1.360000e+08	  3	  3000	   500	1.036030664473040e-03	5.623413251903484e+01	1.498550877552691e+01
1.370000e+08	  3	  3000	  1456	1.611366382955164e-03	5.623413251903484e+01	1.551103200443859e+01
1.380000e+08	  3	  3000	  1176	1.220329838480188e-03	5.623413251903484e+01	1.603354598256287e+01
1.390000e+08	  3	  3000	  2974	1.604051879265204e-03	5.623413251903484e+01	1.655860768098228e+01
1.400000e+08	  3	  3000	  2827	1.137031220073687e-03	5.623413251903484e+01	1.708118019380787e+01
1.410000e+08	  3	  3000	  1879	2.093032950185658e-03	5.623413251903484e+01	1.760583175496928e+01
1.420000e+08	  3	  3000	  2221	1.432629065642350e-03	5.623413251903484e+01	1.812945843226697e+01
1.430000e+08	  3	  3000	  2258	1.892406330042588e-03	5.623413251903484e+01	1.865333217756988e+01
1.440000e+08	  3	  3000	  1758	1.444851650961558e-03	7.498942093324548e+01	4.218530693383561e-01
1.450000e+08	  3	  3000	  1315	2.379987040849646e-03	7.498942093324548e+01	9.445662483209472e-01
1.460000e+08	  3	  3000	   187	1.721340877379045e-03	7.498942093324548e+01	1.470707115050537e+00
1.470000e+08	  3	  3000	  1123	1.923218934751306e-03	7.498942093324548e+01	1.993195153414741e+00
1.480000e+08	  3	  3000	   977	1.713452109818506e-03	7.498942093324548e+01	2.519365303285454e+00
1.490000e+08	  3	  3000	  1122	2.296686304191388e-03	7.498942093324548e+01	3.041798705616231e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  3	  3000	  2195	1.664141248154708e-03	7.498942093324548e+01	3.567116251535756e+00
1.510000e+08	  3	  3000	   887	2.221324141049045e-03	7.498942093324548e+01	4.089827695715060e+00
1.520000e+08	  3	  3000	   493	1.185701200186064e-03	7.498942093324548e+01	4.614352450050173e+00
1.530000e+08	  3	  3000	   897	2.064329249160525e-03	7.498942093324548e+01	5.138086916301247e+00
-----
real time > 14100 [s]
Timer expired. Ending this program.
-----
dt_[897]	= 1.297056e-02
E_error	= 9.048812277650257e-01
L_error	= -nan
dE_correct	= 0.000000000000000e+00
step	= 1.530000000000000e+08
dt_ene	= 1.000000e-01[yr]
geometric ratio	= (sqrt(sqrt(sqrt(10.0))))
-----
real time	= 14179.293187[s]
user time	= 41732.556000[s]
system time	= 776.580000[s]
Execution Time	(total	= 1.417929e+04 [s])
Corrector		= 5.853517e+03 [s]	41.28 [%]
Predictor		= 3.359019e+03 [s]	23.69 [%]
Iteration		= 2.431864e+03 [s]	17.15 [%]
Fragmentation		= 1.591932e+03 [s]	11.23 [%]
Orbital_Elements	= 3.459952e+01 [s]	 0.24 [%]
Collision_Judgement	= 3.501888e+00 [s]	 0.02 [%]
Energy			= 2.942137e+00 [s]	 0.02 [%]
Others			= 9.019181e+02 [s]	 6.36 [%]
-----
myid = 8	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_noacc/rand09/tempread.dat' exists.
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc5E-2_frag_noacc/rand09/tempfragread.dat' exists.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.530000e+08	  3	  3000	   897	2.064329249160525e-03	7.498942093324548e+01	5.138086916301247e+00
1.540000e+08	  3	  3000	   990	1.530348977624330e-03	7.498942093324548e+01	5.660360073677685e+00
1.550000e+08	  3	  3000	  1901	1.360935543619728e-03	7.498942093324548e+01	6.184849188676391e+00
1.560000e+08	  3	  3000	   353	1.630265007890719e-03	7.498942093324548e+01	6.709099382624121e+00
1.570000e+08	  3	  3000	  1867	1.838666376508924e-03	7.498942093324548e+01	7.232081678982098e+00
1.580000e+08	  3	  3000	  1856	1.989495092996947e-03	7.498942093324548e+01	7.756366135144310e+00
1.590000e+08	  3	  3000	   948	1.518948768529868e-03	7.498942093324548e+01	8.279503486152270e+00
1.600000e+08	  3	  3000	   359	1.329999774153417e-03	7.498942093324548e+01	8.804636277882919e+00
1.610000e+08	  3	  3000	  1868	1.376650904598628e-03	7.498942093324548e+01	9.327107983064979e+00
1.620000e+08	  3	  3000	  2185	1.235662947355033e-03	7.498942093324548e+01	9.851626553541031e+00
1.630000e+08	  3	  3000	  1706	1.287189276900446e-03	7.498942093324548e+01	1.037441157238792e+01
1.640000e+08	  3	  3000	  2350	1.183523902543823e-03	7.498942093324548e+01	1.089900982729748e+01
1.650000e+08	  3	  3000	  1382	1.915031452239175e-03	7.498942093324548e+01	1.142212235159698e+01
1.660000e+08	  3	  3000	   574	2.052736236679076e-03	7.498942093324548e+01	1.194593812956296e+01
1.670000e+08	  3	  3000	   670	1.699381317482320e-03	7.498942093324548e+01	1.247033361309458e+01
1.680000e+08	  3	  3000	   812	2.442478529793490e-03	7.498942093324548e+01	1.299401724260491e+01
1.690000e+08	  3	  3000	   684	1.074882305681836e-03	7.498942093324548e+01	1.351932579332424e+01
1.700000e+08	  3	  3000	  1237	1.062167622345178e-03	7.498942093324548e+01	1.404193557909273e+01
1.710000e+08	  3	  3000	  1529	1.368843639988622e-03	7.498942093324548e+01	1.456693630057540e+01
1.720000e+08	  3	  3000	  2849	1.798533897769095e-03	7.498942093324548e+01	1.509018211267026e+01
1.730000e+08	  3	  3000	  1088	1.501273632331348e-03	7.498942093324548e+01	1.561434171011346e+01
1.740000e+08	  3	  3000	  1559	1.032816258026002e-03	7.498942093324548e+01	1.613849002685423e+01
1.750000e+08	  3	  3000	  1569	1.227678339874007e-03	7.498942093324548e+01	1.666211501698460e+01
1.760000e+08	  3	  3000	  1039	1.770728424355025e-03	7.498942093324548e+01	1.718584169327092e+01
1.770000e+08	  3	  3000	    88	1.173400439045939e-03	7.498942093324548e+01	1.770961969351800e+01
1.780000e+08	  3	  3000	   521	1.270134849968967e-03	7.498942093324548e+01	1.823375609741858e+01
1.790000e+08	  3	  3000	    78	1.531764115107743e-03	7.498942093324548e+01	1.875722177005473e+01
1.800000e+08	  3	  3000	   382	1.920794018590986e-03	7.498942093324548e+01	1.928135624554202e+01
1.810000e+08	  3	  3000	   829	1.596044942170108e-03	7.498942093324548e+01	1.980443772712051e+01
1.820000e+08	  3	  3000	  2407	2.108864009889698e-03	7.498942093324548e+01	2.032824645015070e+01
1.830000e+08	  3	  3000	  2008	1.675163674842546e-03	7.498942093324548e+01	2.085260626478969e+01
1.840000e+08	  3	  3000	  1246	1.332967537995213e-03	7.498942093324548e+01	2.137548638904187e+01
1.850000e+08	  3	  3000	  2905	1.285973961449260e-03	7.498942093324548e+01	2.190015564033797e+01
1.860000e+08	  3	  3000	   328	1.864410285190169e-03	7.498942093324548e+01	2.242420726123339e+01
1.870000e+08	  3	  3000	  1479	1.487219652627271e-03	7.498942093324548e+01	2.294626124582067e+01
1.880000e+08	  3	  3000	    85	1.615176075066892e-03	7.498942093324548e+01	2.347160211847539e+01
1.890000e+08	  3	  3000	   854	1.393009728783092e-03	7.498942093324548e+01	2.399342338378167e+01
1.900000e+08	  3	  3000	  2301	1.876711147130078e-03	7.498942093324548e+01	2.451906793463216e+01
1.910000e+08	  3	  3000	  2912	1.695726628120247e-03	9.999999999999986e+01	2.885379089854566e-02
1.920000e+08	  3	  3000	  1611	1.020237693550054e-03	9.999999999999986e+01	5.533731420579463e-01
1.930000e+08	  3	  3000	  2221	1.528640572520934e-03	9.999999999999986e+01	1.074466938215688e+00
1.940000e+08	  3	  3000	  2887	1.162885092941189e-03	9.999999999999986e+01	1.600233480243874e+00
collision No.1	1.018823e+02[yr]	i=3, j=1845	r_ij=5.189817460196541e-05	radius[3]+radius[1845]=5.281308717787228e-05
1.950000e+08	  3	  3000	  2194	1.455878184826278e-03	9.999999999999986e+01	2.122478423133850e+00
1.960000e+08	  3	  3000	  2144	1.578003119272946e-03	9.999999999999986e+01	2.647647056454011e+00
1.970000e+08	  3	  3000	  1171	1.453017503433752e-03	9.999999999999986e+01	3.170422716195557e+00
1.980000e+08	  3	  3000	  2517	2.873370591719474e-03	9.999999999999986e+01	3.694153855603575e+00
1.990000e+08	  3	  3000	   883	1.517049101981376e-03	9.999999999999986e+01	4.218131622434049e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  3	  3000	  1437	1.264702352861303e-03	9.999999999999986e+01	4.741685235294683e+00
2.010000e+08	  3	  3000	  1266	1.538075607187183e-03	9.999999999999986e+01	5.265593649024876e+00
2.020000e+08	  3	  3000	  2622	1.379587490229765e-03	9.999999999999986e+01	5.790183369188538e+00
2.030000e+08	  3	  3000	  1931	1.343737822396225e-03	9.999999999999986e+01	6.313772714615975e+00
2.040000e+08	  3	  3000	   936	1.568972251816764e-03	9.999999999999986e+01	6.837723867597748e+00
2.050000e+08	  3	  3000	  1795	1.257203521219116e-03	9.999999999999986e+01	7.362159000382221e+00
2.060000e+08	  3	  3000	   236	1.497386380314259e-03	9.999999999999986e+01	7.885852655155414e+00
2.070000e+08	  3	  3000	   705	1.117724909387883e-03	9.999999999999986e+01	8.409654099243276e+00
2.080000e+08	  3	  3000	   478	1.290270416233411e-03	9.999999999999986e+01	8.933996084368449e+00
2.090000e+08	  3	  3000	  1369	1.854856600679484e-03	9.999999999999986e+01	9.456861334822237e+00
2.100000e+08	  3	  3000	  2434	1.591863220960381e-03	9.999999999999986e+01	9.981711763174225e+00
2.110000e+08	  3	  3000	   837	1.943599376634225e-03	9.999999999999986e+01	1.050444575889965e+01
2.120000e+08	  3	  3000	   796	1.306791464181911e-03	9.999999999999986e+01	1.102789355597439e+01
2.130000e+08	  3	  3000	   149	1.489556452146463e-03	9.999999999999986e+01	1.155237354387232e+01
2.140000e+08	  3	  3000	  2720	1.408098958994373e-03	9.999999999999986e+01	1.207562458570285e+01
2.150000e+08	  3	  3000	  2290	1.172800697237400e-03	9.999999999999986e+01	1.259922550862376e+01
2.160000e+08	  3	  3000	    64	1.338030777792342e-03	9.999999999999986e+01	1.312211924027994e+01
2.170000e+08	  3	  3000	  2887	1.324974169787285e-03	9.999999999999986e+01	1.364645876226970e+01
2.180000e+08	  3	  3000	  1129	1.710806260003012e-03	9.999999999999986e+01	1.417063209628997e+01
2.190000e+08	  3	  3000	   264	1.895071372600912e-03	9.999999999999986e+01	1.469498762370584e+01
2.200000e+08	  3	  3000	  2450	1.813774338000097e-03	9.999999999999986e+01	1.521859835823265e+01
2.210000e+08	  3	  3000	  1389	1.418261458833441e-03	9.999999999999986e+01	1.574206841195270e+01
2.220000e+08	  3	  3000	  2257	1.354255287507631e-03	9.999999999999986e+01	1.626685613209097e+01
2.230000e+08	  3	  3000	   601	1.709162524459807e-03	9.999999999999986e+01	1.679038284960789e+01
2.240000e+08	  3	  3000	  2113	1.577426246215581e-03	9.999999999999986e+01	1.731449134903872e+01
2.250000e+08	  3	  3000	    27	2.144319157940809e-03	9.999999999999986e+01	1.783842554649572e+01
2.260000e+08	  3	  3000	  1316	1.266335070199406e-03	9.999999999999986e+01	1.836167482179241e+01
2.270000e+08	  3	  3000	   783	1.351470133973847e-03	9.999999999999986e+01	1.888603480639066e+01
2.280000e+08	  3	  3000	   139	1.248736498453423e-03	9.999999999999986e+01	1.940976212612559e+01
2.290000e+08	  3	  3000	  2468	1.025448584096833e-03	9.999999999999986e+01	1.993388885263684e+01
2.300000e+08	  3	  3000	  2572	1.406090402851136e-03	9.999999999999986e+01	2.045732405902951e+01
