3.600000e+06	  3	  3000	  1898	1.459276258797655e-03	1.778279410038922e+00	5.612072007508818e-02
3.700000e+06	  3	  3000	  1154	1.260037313994601e-03	1.778279410038922e+00	1.031676040465683e-01
3.800000e+06	  3	  3000	   659	1.560414493188725e-03	1.778279410038922e+00	1.503038099550613e-01
3.900000e+06	  3	  3000	   146	1.437643539632489e-03	1.778279410038922e+00	1.979337717872376e-01
4.000000e+06	  3	  3000	   772	6.841180456840062e-06	1.778279410038922e+00	2.464557014128895e-01
4.100000e+06	  3	  3000	  1703	1.667347660689588e-03	1.778279410038922e+00	2.945070545401496e-01
4.200000e+06	  3	  3000	   462	1.921440012226015e-03	1.778279410038922e+00	3.425469305094083e-01
4.300000e+06	  3	  3000	  2588	1.677623411205626e-03	1.778279410038922e+00	3.904113784915674e-01
4.400000e+06	  3	  3000	    18	1.571152200646989e-03	1.778279410038922e+00	4.369607572758772e-01
4.500000e+06	  3	  3000	   311	1.357719720330064e-03	1.778279410038922e+00	4.854315720645759e-01
4.600000e+06	  3	  3000	  2738	2.019282681739999e-03	1.778279410038922e+00	5.330513645064159e-01
4.700000e+06	  3	  3000	   921	1.749232845566033e-03	1.778279410038922e+00	5.815881380308257e-01
4.800000e+06	  3	  3000	   615	1.631670823721915e-03	2.371373705661654e+00	3.602760070900084e-02
4.900000e+06	  3	  3000	    84	1.241301981315039e-03	2.371373705661654e+00	8.480470275355999e-02
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+06	  3	  3000	  1667	1.932436184855803e-03	2.371373705661654e+00	1.326127848331278e-01
5.100000e+06	  3	  3000	  2586	1.693769526319873e-03	2.371373705661654e+00	1.813716232250772e-01
5.200000e+06	  3	  3000	  2680	2.034145422205716e-03	2.371373705661654e+00	2.301704067134042e-01
5.300000e+06	  3	  3000	   586	1.517744854215238e-03	2.371373705661654e+00	2.790286520084457e-01
5.400000e+06	  3	  3000	     2	4.736719592210465e-06	2.371373705661654e+00	3.276968450073380e-01
5.500000e+06	  3	  3000	  2057	2.040733335710767e-03	2.371373705661654e+00	3.765340573338370e-01
5.600000e+06	  3	  3000	  1311	2.010070632706419e-03	2.371373705661654e+00	4.237963061610720e-01
5.700000e+06	  3	  3000	  2422	1.367401532976494e-03	2.371373705661654e+00	4.717094125658140e-01
5.800000e+06	  3	  3000	  1473	2.024418647907203e-03	2.371373705661654e+00	5.208225685915017e-01
5.900000e+06	  3	  3000	   773	1.267806918020577e-03	2.371373705661654e+00	5.695656903953236e-01
6.000000e+06	  3	  3000	   210	1.563293521932289e-03	2.371373705661654e+00	6.181785393459499e-01
6.100000e+06	  3	  3000	   863	1.342963825611068e-03	2.371373705661654e+00	6.665505052932545e-01
6.200000e+06	  3	  3000	   815	2.094607626347107e-03	2.371373705661654e+00	7.144199513122863e-01
6.300000e+06	  3	  3000	   880	1.963863868211008e-03	2.371373705661654e+00	7.631948638367183e-01
6.400000e+06	  3	  3000	  2697	1.375770373058068e-03	3.162277660168377e+00	1.943616223102754e-02
6.500000e+06	  3	  3000	   891	1.873623996531780e-03	3.162277660168377e+00	6.755078757990798e-02
6.600000e+06	  3	  3000	     2	5.940150824274553e-06	3.162277660168377e+00	1.169257743104511e-01
6.700000e+06	  3	  3000	  2073	1.488375869539888e-03	3.162277660168377e+00	1.664736463331709e-01
6.800000e+06	  3	  3000	  1116	1.331415774170887e-03	3.162277660168377e+00	2.156201359253709e-01
6.900000e+06	  3	  3000	   154	1.568332753118894e-03	3.162277660168377e+00	2.655825088088263e-01
7.000000e+06	  3	  3000	  2587	1.483172612353452e-03	3.162277660168377e+00	3.149444360314469e-01
7.100000e+06	  3	  3000	     2	4.763695649331252e-06	3.162277660168377e+00	3.646543461292675e-01
7.200000e+06	  3	  3000	    67	1.253623737743125e-03	3.162277660168377e+00	4.143541794037373e-01
7.300000e+06	  3	  3000	  1583	1.774654753248471e-03	3.162277660168377e+00	4.637299734085314e-01
7.400000e+06	  3	  3000	   718	2.009993847094285e-03	3.162277660168377e+00	5.136942541078385e-01
7.500000e+06	  3	  3000	  2453	1.716609493501717e-03	3.162277660168377e+00	5.625550602188266e-01
7.600000e+06	  3	  3000	   436	1.553364059079373e-03	3.162277660168377e+00	6.119812747004367e-01
7.700000e+06	  3	  3000	  2478	1.280134744233651e-03	3.162277660168377e+00	6.603902106996513e-01
7.800000e+06	  3	  3000	  1839	1.289671876845009e-03	3.162277660168377e+00	7.088936357040938e-01
7.900000e+06	  3	  3000	   301	1.898060141875318e-03	3.162277660168377e+00	7.585833035971363e-01
8.000000e+06	  3	  3000	  1439	1.465612599770147e-03	3.162277660168377e+00	8.077935718368930e-01
8.100000e+06	  3	  3000	  2509	2.130168043802114e-03	3.162277660168377e+00	8.572123363501276e-01
8.200000e+06	  3	  3000	  2894	1.602043416449942e-03	3.162277660168377e+00	9.065988968257955e-01
8.300000e+06	  3	  3000	   129	1.308644463312870e-03	3.162277660168377e+00	9.556473955139828e-01
8.400000e+06	  3	  3000	  1525	1.738595586396291e-03	3.162277660168377e+00	1.005398181669014e+00
8.500000e+06	  3	  3000	   594	1.990267793738047e-03	3.162277660168377e+00	1.054281428907164e+00
8.600000e+06	  3	  3000	  2632	1.942810947748001e-03	4.216965034285820e+00	4.813754502663483e-02
8.700000e+06	  3	  3000	  1751	1.346729515715526e-03	4.216965034285820e+00	9.797334880240187e-02
8.800000e+06	  3	  3000	  2071	1.221368033154787e-03	4.216965034285820e+00	1.473483684179492e-01
8.900000e+06	  3	  3000	  2302	1.267269494889202e-03	4.216965034285820e+00	1.969107848294647e-01
9.000000e+06	  3	  3000	  2644	1.652417237008694e-03	4.216965034285820e+00	2.461861059173963e-01
9.100000e+06	  3	  3000	   310	1.628015916739044e-03	4.216965034285820e+00	2.951332192482712e-01
9.200000e+06	  3	  3000	  2160	1.839179045555645e-03	4.216965034285820e+00	3.450565073815807e-01
9.300000e+06	  3	  3000	  2919	1.609058392371542e-03	4.216965034285820e+00	3.947289913185022e-01
9.400000e+06	  3	  3000	  2514	1.458286420780336e-03	4.216965034285820e+00	4.427224352041906e-01
9.500000e+06	  3	  3000	  2858	1.941207343721803e-03	4.216965034285820e+00	4.922313603212047e-01
9.600000e+06	  3	  3000	  1878	1.610554643606514e-03	4.216965034285820e+00	5.396524032863999e-01
9.700000e+06	  3	  3000	   398	1.715068485052944e-03	4.216965034285820e+00	5.894843805700873e-01
9.800000e+06	  3	  3000	  2898	1.852235173769725e-03	4.216965034285820e+00	6.381170645916768e-01
9.900000e+06	  3	  3000	  2838	1.430134065234542e-03	4.216965034285820e+00	6.858484177129048e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+07	  3	  3000	   325	1.736277939528453e-03	4.216965034285820e+00	7.352078859384248e-01
1.010000e+07	  3	  3000	   772	1.231165144518221e-05	4.216965034285820e+00	7.836819865579174e-01
1.020000e+07	  3	  3000	  1309	1.963606019777214e-03	4.216965034285820e+00	8.328381384158479e-01
1.030000e+07	  3	  3000	  2837	1.888047713523724e-03	4.216965034285820e+00	8.802398559301766e-01
1.040000e+07	  3	  3000	   727	1.704571988228660e-03	4.216965034285820e+00	9.285203336106601e-01
1.050000e+07	  3	  3000	  2405	1.840088838789619e-03	4.216965034285820e+00	9.780455671612519e-01
1.060000e+07	  3	  3000	  1083	1.512641673652843e-03	4.216965034285820e+00	1.027640122744694e+00
1.070000e+07	  3	  3000	  2736	1.576000027784900e-03	4.216965034285820e+00	1.077022233419803e+00
collision No.1	5.305753e+00[yr]	i=2, j=2085	r_ij=6.330254349350588e-05	radius[2]+radius[2085]=6.338481524341289e-05
1.080000e+07	  3	  3000	  1833	1.208210799220238e-03	4.216965034285820e+00	1.126569913818044e+00
1.090000e+07	  3	  3000	  2819	6.185615597167298e-05	4.216965034285820e+00	1.174307111907687e+00
1.100000e+07	  3	  3000	  2600	2.032581041527511e-03	4.216965034285820e+00	1.223844192348732e+00
1.110000e+07	  3	  3000	   972	1.968900347953746e-03	4.216965034285820e+00	1.273508593436537e+00
1.120000e+07	  3	  3000	   225	1.440903809515007e-03	4.216965034285820e+00	1.323114247170490e+00
1.130000e+07	  3	  3000	  2927	1.598354027078232e-03	4.216965034285820e+00	1.373041575767292e+00
1.140000e+07	  3	  3000	   111	1.956815280628127e-03	5.623413251903486e+00	1.598191988694568e-02
1.150000e+07	  3	  3000	   113	1.481358726080498e-03	5.623413251903486e+00	6.465908379838156e-02
1.160000e+07	  3	  3000	  2975	1.709117660113163e-03	5.623413251903486e+00	1.143564023399375e-01
1.170000e+07	  3	  3000	  2244	1.310540507384424e-03	5.623413251903486e+00	1.630695392081190e-01
1.180000e+07	  3	  3000	   489	1.801044854126786e-03	5.623413251903486e+00	2.126213800340473e-01
1.190000e+07	  3	  3000	  1325	1.489133113428768e-03	5.623413251903486e+00	2.605566612681741e-01
1.200000e+07	  3	  3000	   547	1.399477574331867e-03	5.623413251903486e+00	3.093306920164118e-01
1.210000e+07	  3	  3000	   772	8.956962636003557e-06	5.623413251903486e+00	3.585438264168087e-01
1.220000e+07	  3	  3000	  2033	1.334624848539413e-03	5.623413251903486e+00	4.051286638461091e-01
1.230000e+07	  3	  3000	  2610	1.543468074250607e-03	5.623413251903486e+00	4.548216227776034e-01
collision No.2	6.109262e+00[yr]	i=2, j=1166	r_ij=6.324963689554919e-05	radius[2]+radius[1166]=6.338481524341289e-05
1.240000e+07	  3	  3000	  1723	1.275387313008976e-03	5.623413251903486e+00	5.036969607564625e-01
1.250000e+07	  3	  3000	  1962	1.741118675803209e-03	5.623413251903486e+00	5.518208523750149e-01
1.260000e+07	  3	  3000	  2949	1.711618761037428e-03	5.623413251903486e+00	6.007405335354924e-01
1.270000e+07	  3	  3000	  1037	1.931645959270909e-03	5.623413251903486e+00	6.494102957072247e-01
1.280000e+07	  3	  3000	   614	1.359238926541288e-03	5.623413251903486e+00	6.989636339848204e-01
1.290000e+07	  3	  3000	  2092	1.274629634911694e-03	5.623413251903486e+00	7.467455685630443e-01
1.300000e+07	  3	  3000	  1502	1.676481015138697e-03	5.623413251903486e+00	7.962260114683942e-01
1.310000e+07	  3	  3000	  1008	2.127899082209949e-03	5.623413251903486e+00	8.455724435356596e-01
1.320000e+07	  3	  3000	  2225	1.963465617736636e-03	5.623413251903486e+00	8.946480614458445e-01
1.330000e+07	  3	  3000	  2693	1.244496815394465e-03	5.623413251903486e+00	9.418537584552834e-01
1.340000e+07	  3	  3000	   399	1.585429625744003e-03	5.623413251903486e+00	9.906471234589561e-01
1.350000e+07	  3	  3000	  2536	5.474147278705043e-04	5.623413251903486e+00	1.040169006944925e+00
1.360000e+07	  3	  3000	   665	1.319993527430664e-03	5.623413251903486e+00	1.089165719092726e+00
1.370000e+07	  3	  3000	  1898	1.495413057542368e-03	5.623413251903486e+00	1.137317185480420e+00
1.380000e+07	  3	  3000	  1472	1.499659185768258e-03	5.623413251903486e+00	1.185937585443496e+00
1.390000e+07	  3	  3000	  2110	1.313965099698088e-03	5.623413251903486e+00	1.234798978381387e+00
1.400000e+07	  3	  3000	  2214	1.194120445254848e-03	5.623413251903486e+00	1.283639630355266e+00
1.410000e+07	  3	  3000	  2394	1.878268844145303e-03	5.623413251903486e+00	1.332534500361082e+00
1.420000e+07	  3	  3000	  2454	1.829270980590262e-03	5.623413251903486e+00	1.380438519433386e+00
1.430000e+07	  3	  3000	  2969	1.502387675461807e-03	5.623413251903486e+00	1.429663112036590e+00
1.440000e+07	  3	  3000	  2960	1.699139114529902e-03	5.623413251903486e+00	1.478105728409266e+00
1.450000e+07	  3	  3000	  1135	1.703638220593407e-03	5.623413251903486e+00	1.527385581573156e+00
collision No.3	7.197890e+00[yr]	i=3, j=396	r_ij=6.333727511153032e-05	radius[3]+radius[396]=6.338481524341289e-05
1.460000e+07	  3	  3000	   121	1.786070343038704e-03	5.623413251903486e+00	1.576286797868176e+00
1.470000e+07	  3	  3000	   708	1.205795466161367e-03	5.623413251903486e+00	1.624170617516245e+00
1.480000e+07	  3	  3000	  1848	2.002741635325584e-03	5.623413251903486e+00	1.673259505967088e+00
1.490000e+07	  3	  3000	   803	1.992808021211805e-03	5.623413251903486e+00	1.722731734401107e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+07	  3	  3000	  2922	1.763655057919279e-03	5.623413251903486e+00	1.771401449952154e+00
1.510000e+07	  3	  3000	  2131	1.470411122345695e-03	5.623413251903486e+00	1.821008732052762e+00
1.520000e+07	  3	  3000	  2185	1.254961206150586e-03	5.623413251903486e+00	1.870195813369447e+00
1.530000e+07	  3	  3000	  1560	5.320652485191976e-05	7.498942093324552e+00	4.225060551542356e-02
1.540000e+07	  3	  3000	   395	1.704773795921140e-03	7.498942093324552e+00	9.121159795215303e-02
1.550000e+07	  3	  3000	   767	1.434295859719991e-03	7.498942093324552e+00	1.408094061500920e-01
collision No.4	7.663248e+00[yr]	i=2, j=1560	r_ij=6.338090257956247e-05	radius[2]+radius[1560]=6.338481524341289e-05
1.560000e+07	  3	  3000	  1546	1.509958788259592e-03	7.498942093324552e+00	1.899411566130425e-01
1.570000e+07	  3	  3000	  2728	1.526550725835165e-03	7.498942093324552e+00	2.385778879851341e-01
1.580000e+07	  3	  3000	  1911	2.228909416578677e-03	7.498942093324552e+00	2.878858114308131e-01
1.590000e+07	  3	  3000	   455	1.624000935658535e-03	7.498942093324552e+00	3.369343649947889e-01
1.600000e+07	  3	  3000	     2	3.855972710900830e-05	7.498942093324552e+00	3.861258398618620e-01
1.610000e+07	  3	  3000	   569	1.258541422119006e-03	7.498942093324552e+00	4.353886832136305e-01
collision No.5	7.970166e+00[yr]	i=2, j=275	r_ij=6.319721126789681e-05	radius[2]+radius[275]=6.338481524341289e-05
1.620000e+07	  3	  3000	  2498	1.953702193206923e-03	7.498942093324552e+00	4.829017895742870e-01
1.630000e+07	  3	  3000	  1626	1.337324214451938e-03	7.498942093324552e+00	5.325317643472509e-01
1.640000e+07	  3	  3000	  2778	1.414164159020464e-03	7.498942093324552e+00	5.820159682012966e-01
1.650000e+07	  3	  3000	  1788	2.109542086275746e-03	7.498942093324552e+00	6.310988700372961e-01
1.660000e+07	  3	  3000	  1211	1.309419349225560e-03	7.498942093324552e+00	6.781562874037207e-01
1.670000e+07	  3	  3000	  2230	1.469924028477777e-03	7.498942093324552e+00	7.281506117572240e-01
1.680000e+07	  3	  3000	  2892	1.745935316782328e-03	7.498942093324552e+00	7.778993905213250e-01
1.690000e+07	  3	  3000	   611	1.274013339032479e-03	7.498942093324552e+00	8.274538912207178e-01
1.700000e+07	  3	  3000	   652	1.765412513305160e-03	7.498942093324552e+00	8.770117143603801e-01
1.710000e+07	  3	  3000	   254	1.507621842921410e-03	7.498942093324552e+00	9.271079639915991e-01
1.720000e+07	  3	  3000	  1778	1.721704241281789e-03	7.498942093324552e+00	9.760689075527336e-01
1.730000e+07	  3	  3000	  1999	1.733266500802709e-03	7.498942093324552e+00	1.025392338560553e+00
1.740000e+07	  3	  3000	  2212	1.296805752675109e-03	7.498942093324552e+00	1.075437730290531e+00
1.750000e+07	  3	  3000	  2828	1.369987269510199e-03	7.498942093324552e+00	1.125227192922385e+00
1.760000e+07	  3	  3000	  1593	1.771401720054782e-03	7.498942093324552e+00	1.173495018554080e+00
1.770000e+07	  3	  3000	  1803	1.753110449632619e-03	7.498942093324552e+00	1.223471965550127e+00
1.780000e+07	  3	  3000	  1708	1.326722246065118e-03	7.498942093324552e+00	1.272841655795155e+00
1.790000e+07	  3	  3000	   652	1.660771816700973e-03	7.498942093324552e+00	1.321922139884705e+00
1.800000e+07	  3	  3000	  2287	2.100792598461319e-03	7.498942093324552e+00	1.370503513427370e+00
1.810000e+07	  3	  3000	  2050	1.865955675980679e-03	7.498942093324552e+00	1.419731749787834e+00
1.820000e+07	  3	  3000	  2099	1.996298629788107e-03	7.498942093324552e+00	1.467380430884784e+00
1.830000e+07	  3	  3000	  1275	1.533862654096956e-03	7.498942093324552e+00	1.517268437689584e+00
1.840000e+07	  3	  3000	   755	1.915582231391211e-03	7.498942093324552e+00	1.566809679130102e+00
1.850000e+07	  3	  3000	  1376	1.312365859823802e-03	7.498942093324552e+00	1.616615765096336e+00
1.860000e+07	  3	  3000	  1135	1.871950106795800e-03	7.498942093324552e+00	1.666369398696723e+00
1.870000e+07	  3	  3000	  1051	1.394606622149469e-03	7.498942093324552e+00	1.715855851805485e+00
1.880000e+07	  3	  3000	   860	2.072236233608771e-03	7.498942093324552e+00	1.765786132271059e+00
1.890000e+07	  3	  3000	  2102	1.770939485828517e-03	7.498942093324552e+00	1.815217561385633e+00
1.900000e+07	  3	  3000	  2577	1.251350880378433e-03	7.498942093324552e+00	1.865224077923709e+00
1.910000e+07	  3	  3000	  2730	1.292867345242469e-03	7.498942093324552e+00	1.914712696961371e+00
1.920000e+07	  3	  3000	  2579	1.209335945116611e-03	7.498942093324552e+00	1.964666838907934e+00
1.930000e+07	  3	  3000	  1498	1.625442934492502e-03	7.498942093324552e+00	2.012806837415764e+00
1.940000e+07	  3	  3000	   808	1.237715630857308e-03	7.498942093324552e+00	2.061954165322095e+00
collision No.6	9.563391e+00[yr]	i=1, j=1154	r_ij=6.333081827046012e-05	radius[1]+radius[1154]=6.338481524341289e-05
1.950000e+07	  3	  3000	   407	1.971846301611638e-03	7.498942093324552e+00	2.111474788484220e+00
1.960000e+07	  3	  3000	   772	3.446405650848232e-05	7.498942093324552e+00	2.161167729917963e+00
1.970000e+07	  3	  3000	  1082	1.588674085570004e-03	7.498942093324552e+00	2.210542612182063e+00
1.980000e+07	  3	  3000	  2946	2.062467464280876e-03	7.498942093324552e+00	2.260352125603948e+00
1.990000e+07	  3	  3000	   323	1.745550315541525e-03	7.498942093324552e+00	2.308949287513744e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+07	  3	  3000	    79	1.681487001344636e-03	7.498942093324552e+00	2.358347189481655e+00
collision No.7	9.867582e+00[yr]	i=2, j=1075	r_ij=6.330684598807080e-05	radius[2]+radius[1075]=6.338481524341289e-05
2.010000e+07	  3	  3000	  2887	1.501646474663373e-03	7.498942093324552e+00	2.407523580013455e+00
2.020000e+07	  3	  3000	  1334	1.457141592698053e-03	7.498942093324552e+00	2.456768088130591e+00
2.030000e+07	  3	  3000	  1909	1.276167763368111e-03	9.999999999999991e+00	4.080608312183175e-03
2.040000e+07	  3	  3000	  2647	1.672863448397039e-03	9.999999999999991e+00	5.327743634963891e-02
2.050000e+07	  3	  3000	  1413	1.987354257021236e-03	9.999999999999991e+00	1.025308468712350e-01
2.060000e+07	  3	  3000	  2093	1.518501942662589e-03	9.999999999999991e+00	1.517853394971257e-01
2.070000e+07	  3	  3000	  1267	1.620096073616526e-03	9.999999999999991e+00	2.010382638658658e-01
2.080000e+07	  3	  3000	  1076	1.694278794542324e-03	9.999999999999991e+00	2.502892261465062e-01
2.090000e+07	  3	  3000	  2318	1.884828166198382e-03	9.999999999999991e+00	2.996620560867808e-01
collision No.8	1.033924e+01[yr]	i=1, j=656	r_ij=6.332283773228492e-05	radius[1]+radius[656]=6.338481524341289e-05
2.100000e+07	  3	  3000	  2629	1.205557497805661e-03	9.999999999999991e+00	3.489075417503107e-01
2.110000e+07	  3	  3000	  2809	1.640116270834686e-03	9.999999999999991e+00	3.983578133802411e-01
2.120000e+07	  3	  3000	  1828	1.862157446210482e-03	9.999999999999991e+00	4.478030453330826e-01
2.130000e+07	  3	  3000	  1179	1.546722514138067e-03	9.999999999999991e+00	4.955935216640038e-01
2.140000e+07	  3	  3000	   695	1.679595471295075e-03	9.999999999999991e+00	5.449954859369548e-01
2.150000e+07	  3	  3000	    55	1.245358765034106e-03	9.999999999999991e+00	5.944866238527883e-01
2.160000e+07	  3	  3000	   266	1.864474365098991e-03	9.999999999999991e+00	6.438399248812474e-01
2.170000e+07	  3	  3000	   772	1.189274526803584e-05	9.999999999999991e+00	6.924426692068043e-01
2.180000e+07	  3	  3000	  2032	1.523187318587566e-03	9.999999999999991e+00	7.416962484255522e-01
2.190000e+07	  3	  3000	  2615	1.694287105757801e-03	9.999999999999991e+00	7.909791707059408e-01
2.200000e+07	  3	  3000	  2660	1.589919823866382e-03	9.999999999999991e+00	8.395949308970069e-01
2.210000e+07	  3	  3000	  1474	1.407424366054351e-03	9.999999999999991e+00	8.887044631340064e-01
2.220000e+07	  3	  3000	  2263	1.889159464582009e-03	9.999999999999991e+00	9.360263002868766e-01
2.230000e+07	  3	  3000	  2030	1.235903830012230e-03	9.999999999999991e+00	9.852182745214040e-01
2.240000e+07	  3	  3000	     3	6.599884762838457e-06	9.999999999999991e+00	1.033895105339453e+00
2.250000e+07	  3	  3000	  1831	1.598520782886303e-03	9.999999999999991e+00	1.081645333270009e+00
2.260000e+07	  3	  3000	   772	2.070982884590767e-05	9.999999999999991e+00	1.128339688148145e+00
2.270000e+07	  3	  3000	  1938	1.559631875067567e-03	9.999999999999991e+00	1.177096751186184e+00
2.280000e+07	  3	  3000	  2234	1.329481355838806e-03	9.999999999999991e+00	1.225767683752516e+00
2.290000e+07	  3	  3000	  1713	1.650013008084200e-03	9.999999999999991e+00	1.274925129719983e+00
2.300000e+07	  3	  3000	  2886	1.299874154662992e-03	9.999999999999991e+00	1.323834868638097e+00
2.310000e+07	  3	  3000	  2921	1.937961349342372e-03	9.999999999999991e+00	1.372918208328608e+00
2.320000e+07	  3	  3000	    57	1.234453939013346e-03	9.999999999999991e+00	1.421635088775371e+00
2.330000e+07	  3	  3000	  2076	1.484521085614059e-03	9.999999999999991e+00	1.470429102959605e+00
2.340000e+07	  3	  3000	  2646	1.681436617445072e-03	9.999999999999991e+00	1.519590077468843e+00
2.350000e+07	  3	  3000	  1684	1.436436077126498e-03	9.999999999999991e+00	1.566453482161411e+00
2.360000e+07	  3	  3000	  1696	1.717600560662771e-03	9.999999999999991e+00	1.615470632591777e+00
2.370000e+07	  3	  3000	  2427	1.801818231982616e-03	9.999999999999991e+00	1.664551220229982e+00
2.380000e+07	  3	  3000	   524	1.852448281267087e-03	9.999999999999991e+00	1.713654882706532e+00
2.390000e+07	  3	  3000	  1522	1.381866111275308e-03	9.999999999999991e+00	1.762529898424525e+00
2.400000e+07	  3	  3000	  2287	2.043618229772543e-03	9.999999999999991e+00	1.811602848604287e+00
