1.800000e+07	  3	  3000	   378	1.842623435301986e-03	7.498942093324552e+00	1.926327722255136e+00
1.900000e+07	  3	  3000	  1473	1.461562857060800e-03	7.498942093324552e+00	2.450115645586549e+00
2.000000e+07	  3	  3000	   670	1.539021547534318e-03	9.999999999999991e+00	4.722773512398223e-01
2.100000e+07	  3	  3000	  1384	1.208731357210274e-03	9.999999999999991e+00	9.965261996852454e-01
2.200000e+07	  3	  3000	  1765	1.714680378531864e-03	9.999999999999991e+00	1.520756996108507e+00
2.300000e+07	  3	  3000	  2692	1.894524428862134e-03	9.999999999999991e+00	2.044275997174043e+00
2.400000e+07	  3	  3000	  2250	1.295295494269775e-03	9.999999999999991e+00	2.568877461319065e+00
2.500000e+07	  3	  3000	  2683	1.789986937955576e-03	9.999999999999991e+00	3.090440373595731e+00
2.600000e+07	  3	  3000	  1619	2.066942081161096e-03	1.333521432163323e+01	2.795925331548364e-01
2.700000e+07	  3	  3000	   154	1.232581743255019e-03	1.333521432163323e+01	8.024019303345240e-01
2.800000e+07	  3	  3000	   578	2.208224447327200e-03	1.333521432163323e+01	1.326895422116987e+00
2.900000e+07	  3	  3000	   428	1.607264516727572e-03	1.333521432163323e+01	1.849476271846102e+00
3.000000e+07	  3	  3000	   801	1.676344514159842e-03	1.333521432163323e+01	2.373440406801758e+00
3.100000e+07	  3	  3000	  1741	1.267933559950905e-03	1.333521432163323e+01	2.898171595720798e+00
3.200000e+07	  3	  3000	  2546	1.698512657616362e-03	1.333521432163323e+01	3.421122507548356e+00
3.300000e+07	  3	  3000	  1334	1.895659529252532e-03	1.333521432163323e+01	3.946065445513336e+00
3.400000e+07	  3	  3000	  2649	2.038352549165396e-03	1.778279410038921e+01	2.041352535876360e-02
3.500000e+07	  3	  3000	  2769	1.383984421866929e-03	1.778279410038921e+01	5.459178176333462e-01
3.600000e+07	  3	  3000	   613	1.477188205150314e-03	1.778279410038921e+01	1.068670626142333e+00
3.700000e+07	  3	  3000	   886	1.978481249819586e-03	1.778279410038921e+01	1.594066452805683e+00
3.800000e+07	  3	  3000	   744	1.875512895688733e-03	1.778279410038921e+01	2.116383614145312e+00
3.900000e+07	  3	  3000	  1745	1.422506126140078e-03	1.778279410038921e+01	2.638925763714851e+00
4.000000e+07	  3	  3000	  2507	1.324918802474865e-03	1.778279410038921e+01	3.163187939684786e+00
4.100000e+07	  3	  3000	   960	2.166189856641011e-03	1.778279410038921e+01	3.686534741738484e+00
collision No.1	2.180032e+01[yr]	i=1, j=1909	r_ij=6.327642660216686e-05	radius[1]+radius[1909]=6.338481524341289e-05
dE_heat=-1.443648e-09	dE_grav=1.422331e-09	dE_c=2.803455e-17	v_imp=3.117781e-01
4.200000e+07	  3	  2999	   828	1.723211247199023e-03	1.778279410038921e+01	4.211044127968619e+00
4.300000e+07	  3	  2999	  1104	1.455033193760470e-03	1.778279410038921e+01	4.732978848280862e+00
4.400000e+07	  3	  2999	  1576	1.065274057819123e-03	1.778279410038921e+01	5.257840112439097e+00
4.500000e+07	  3	  2999	   508	2.207114370383911e-03	1.778279410038921e+01	5.780761262572387e+00
4.600000e+07	  3	  2999	   518	1.928097652660999e-03	2.371373705661653e+01	3.746747014191459e-01
4.700000e+07	  3	  2999	   873	2.036986418930044e-03	2.371373705661653e+01	8.961968402416081e-01
4.800000e+07	  3	  2999	   813	1.832746944529604e-03	2.371373705661653e+01	1.420244465062498e+00
4.900000e+07	  3	  2999	   378	1.903112682266838e-03	2.371373705661653e+01	1.944700309372459e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  2999	  2912	2.204523808729954e-03	2.371373705661653e+01	2.469014110972485e+00
5.100000e+07	  3	  2999	  2885	1.799564375539589e-03	2.371373705661653e+01	2.993822551233791e+00
5.200000e+07	  3	  2999	   328	1.885742036908492e-03	2.371373705661653e+01	3.516664072042299e+00
5.300000e+07	  3	  2999	  1341	1.739529945411550e-03	2.371373705661653e+01	4.041668438037160e+00
5.400000e+07	  3	  2999	  2761	1.427957504234039e-03	2.371373705661653e+01	4.565909916760427e+00
5.500000e+07	  3	  2999	  2422	1.861653622567257e-03	2.371373705661653e+01	5.089750806856913e+00
5.600000e+07	  3	  2999	  1482	1.303686862218631e-03	2.371373705661653e+01	5.614571687166213e+00
5.700000e+07	  3	  2999	  1672	1.554896707899727e-03	2.371373705661653e+01	6.139174327119178e+00
5.800000e+07	  3	  2999	   358	1.541810103112342e-03	2.371373705661653e+01	6.662973383112635e+00
5.900000e+07	  3	  2999	  1121	1.461785031537044e-03	2.371373705661653e+01	7.188323011142874e+00
6.000000e+07	  3	  2999	  2886	2.095976230786508e-03	2.371373705661653e+01	7.711290630563761e+00
6.100000e+07	  3	  2999	  1009	1.922109913126610e-03	3.162277660168376e+01	3.274272047587645e-01
6.200000e+07	  3	  2999	  1848	1.820260076445998e-03	3.162277660168376e+01	8.498151304551105e-01
6.300000e+07	  3	  2999	  2519	1.298385405341118e-03	3.162277660168376e+01	1.375342039093593e+00
6.400000e+07	  3	  2999	  1297	1.571136441024867e-03	3.162277660168376e+01	1.898866841568952e+00
6.500000e+07	  3	  2999	   219	1.591916447395400e-03	3.162277660168376e+01	2.424166158318106e+00
6.600000e+07	  3	  2999	   314	1.524876026327104e-03	3.162277660168376e+01	2.947694071364317e+00
6.700000e+07	  3	  2999	  2741	1.416277940816876e-03	3.162277660168376e+01	3.473080520423483e+00
6.800000e+07	  3	  2999	   974	1.697481834935801e-03	3.162277660168376e+01	3.996819405072982e+00
6.900000e+07	  3	  2999	   508	1.717645253233443e-03	3.162277660168376e+01	4.519708486001615e+00
7.000000e+07	  3	  2999	   341	1.266041732462698e-03	3.162277660168376e+01	5.044137813403193e+00
7.100000e+07	  3	  2999	  2828	1.365843129767315e-03	3.162277660168376e+01	5.567658115332099e+00
7.200000e+07	  3	  2999	  1031	1.442368278185358e-03	3.162277660168376e+01	6.092836724956085e+00
7.300000e+07	  3	  2999	  1839	1.317291643140719e-03	3.162277660168376e+01	6.616190574022330e+00
7.400000e+07	  3	  2999	  2150	2.128829055727184e-03	3.162277660168376e+01	7.141748070183321e+00
7.500000e+07	  3	  2999	  2442	1.710743674559798e-03	3.162277660168376e+01	7.664858228029670e+00
7.600000e+07	  3	  2999	   643	1.340325209259462e-03	3.162277660168376e+01	8.190628621276957e+00
7.700000e+07	  3	  2999	  1546	1.265228464410649e-03	3.162277660168376e+01	8.712872586530725e+00
7.800000e+07	  3	  2999	  1605	1.358222951276517e-03	3.162277660168376e+01	9.238788889812666e+00
7.900000e+07	  3	  2999	  1691	1.623850785928560e-03	3.162277660168376e+01	9.761593285549150e+00
8.000000e+07	  3	  2999	   189	1.539836731941536e-03	3.162277660168376e+01	1.028565972152501e+01
8.100000e+07	  3	  2999	  1319	1.688421255614327e-03	4.216965034285818e+01	2.623400275034311e-01
8.200000e+07	  3	  2999	  1948	1.361768157449938e-03	4.216965034285818e+01	7.861877473055581e-01
8.300000e+07	  3	  2999	  1580	1.856768102259385e-03	4.216965034285818e+01	1.309845268749494e+00
8.400000e+07	  3	  2999	  2413	1.785604914139476e-03	4.216965034285818e+01	1.834475247766756e+00
8.500000e+07	  3	  2999	   356	1.563177066001459e-03	4.216965034285818e+01	2.357861536457710e+00
8.600000e+07	  3	  2999	   856	1.583419135629276e-03	4.216965034285818e+01	2.882711538548770e+00
8.700000e+07	  3	  2999	   704	1.784252921783529e-03	4.216965034285818e+01	3.407121650725387e+00
8.800000e+07	  3	  2999	    12	1.210124401790677e-03	4.216965034285818e+01	3.931613813062332e+00
8.900000e+07	  3	  2999	  1758	1.828117603978320e-03	4.216965034285818e+01	4.455745088574657e+00
9.000000e+07	  3	  2999	   285	1.490265055189266e-03	4.216965034285818e+01	4.979068158000883e+00
9.100000e+07	  3	  2999	   676	1.173087372941184e-03	4.216965034285818e+01	5.504407378295435e+00
9.200000e+07	  3	  2999	  2853	2.079995913526644e-03	4.216965034285818e+01	6.027756535765243e+00
9.300000e+07	  3	  2999	  1260	1.930812723319262e-03	4.216965034285818e+01	6.553025433380806e+00
9.400000e+07	  3	  2999	   706	1.785252614856311e-03	4.216965034285818e+01	7.076943931929603e+00
9.500000e+07	  3	  2999	   735	2.208537047948062e-03	4.216965034285818e+01	7.600550142884096e+00
9.600000e+07	  3	  2999	  2033	1.832622697583295e-03	4.216965034285818e+01	8.124660849391969e+00
9.700000e+07	  3	  2999	  1498	1.410992726958153e-03	4.216965034285818e+01	8.647886043673303e+00
9.800000e+07	  3	  2999	    17	2.478540483595977e-03	4.216965034285818e+01	9.172158248489570e+00
9.900000e+07	  3	  2999	  1784	1.515213329574890e-03	4.216965034285818e+01	9.695949983405820e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  3	  2999	  2321	1.199435314579861e-03	4.216965034285818e+01	1.021980942912131e+01
1.010000e+08	  3	  2999	   946	1.660082821348342e-03	4.216965034285818e+01	1.074327499910733e+01
1.020000e+08	  3	  2999	  2610	1.484533083085752e-03	4.216965034285818e+01	1.126787224982627e+01
1.030000e+08	  3	  2999	   986	1.270387575149063e-03	4.216965034285818e+01	1.179178621902326e+01
1.040000e+08	  3	  2999	   573	1.508314815166282e-03	4.216965034285818e+01	1.231540336205610e+01
1.050000e+08	  3	  2999	   822	1.680813079857612e-03	4.216965034285818e+01	1.284024499184213e+01
1.060000e+08	  3	  2999	   564	1.443001822045040e-03	4.216965034285818e+01	1.336375582574934e+01
1.070000e+08	  3	  2999	  2158	9.839794509077873e-04	4.216965034285818e+01	1.388756541720907e+01
1.080000e+08	  3	  2999	   939	1.443046184985935e-03	5.623413251903484e+01	3.471788792191762e-01
1.090000e+08	  3	  2999	  1770	1.723992877215303e-03	5.623413251903484e+01	8.697773514446679e-01
1.100000e+08	  3	  2999	   336	1.500360685875423e-03	5.623413251903484e+01	1.395094070674776e+00
1.110000e+08	  3	  2999	  2142	1.261468961023594e-03	5.623413251903484e+01	1.917456761921576e+00
1.120000e+08	  3	  2999	  1956	1.124449214461738e-03	5.623413251903484e+01	2.441430179760133e+00
1.130000e+08	  3	  2999	  1343	1.538058628343470e-03	5.623413251903484e+01	2.965738899891576e+00
1.140000e+08	  3	  2999	   211	1.249755189273956e-03	5.623413251903484e+01	3.489142996503105e+00
1.150000e+08	  3	  2999	   262	1.178518532157932e-03	5.623413251903484e+01	4.014045686689085e+00
1.160000e+08	  3	  2999	  1761	1.707802602838159e-03	5.623413251903484e+01	4.538276467985778e+00
1.170000e+08	  3	  2999	  1446	1.605890141713354e-03	5.623413251903484e+01	5.062577211035241e+00
1.180000e+08	  3	  2999	   243	1.883371129867096e-03	5.623413251903484e+01	5.585721521589291e+00
1.190000e+08	  3	  2999	  2621	1.155392210043493e-03	5.623413251903484e+01	6.109409819459541e+00
1.200000e+08	  3	  2999	   881	1.539665423644482e-03	5.623413251903484e+01	6.632541531489366e+00
1.210000e+08	  3	  2999	   915	1.220364729158888e-03	5.623413251903484e+01	7.158395360855595e+00
1.220000e+08	  3	  2999	  1058	1.751165624791804e-03	5.623413251903484e+01	7.680966631383079e+00
1.230000e+08	  3	  2999	  2162	1.264413731535787e-03	5.623413251903484e+01	8.206710183515428e+00
1.240000e+08	  3	  2999	  1714	1.461243758229006e-03	5.623413251903484e+01	8.729279272737754e+00
1.250000e+08	  3	  2999	    89	2.302648034327247e-03	5.623413251903484e+01	9.254226166536611e+00
1.260000e+08	  3	  2999	   430	1.713003093206192e-03	5.623413251903484e+01	9.777603210496206e+00
1.270000e+08	  3	  2999	  1242	1.900312519849808e-03	5.623413251903484e+01	1.030135630496510e+01
1.280000e+08	  3	  2999	  2812	1.333986676251168e-03	5.623413251903484e+01	1.082534897958763e+01
1.290000e+08	  3	  2999	   932	1.149346046048090e-03	5.623413251903484e+01	1.134873080816671e+01
1.300000e+08	  3	  2999	  2689	1.327860330579721e-03	5.623413251903484e+01	1.187408269029986e+01
1.310000e+08	  3	  2999	   995	2.176490158363762e-03	5.623413251903484e+01	1.239650267613074e+01
1.320000e+08	  3	  2999	  2036	1.318418416235906e-03	5.623413251903484e+01	1.292117820188580e+01
1.330000e+08	  3	  2999	  2361	1.423832520636537e-03	5.623413251903484e+01	1.344336636678542e+01
1.340000e+08	  3	  2999	  2275	1.367807831240450e-03	5.623413251903484e+01	1.396820188101553e+01
1.350000e+08	  3	  2999	  1405	1.755951921550714e-03	5.623413251903484e+01	1.449150236887535e+01
1.360000e+08	  3	  2999	  2728	1.473281139112280e-03	5.623413251903484e+01	1.501540094197050e+01
1.370000e+08	  3	  2999	  2372	2.216335159083900e-03	5.623413251903484e+01	1.554086139610932e+01
1.380000e+08	  3	  2999	  2731	1.145880584230265e-03	5.623413251903484e+01	1.606324743007571e+01
1.390000e+08	  3	  2999	  2500	1.539958282268453e-03	5.623413251903484e+01	1.658771390987661e+01
1.400000e+08	  3	  2999	  1840	1.630868900421694e-03	5.623413251903484e+01	1.711146889657572e+01
1.410000e+08	  3	  2999	   611	1.250916709085220e-03	5.623413251903484e+01	1.763497886410369e+01
1.420000e+08	  3	  2999	   977	2.212912063830067e-03	5.623413251903484e+01	1.815719438314263e+01
1.430000e+08	  3	  2999	  2540	1.788330347463950e-03	5.623413251903484e+01	1.868107060115743e+01
1.440000e+08	  3	  2999	  1141	1.537885184644798e-03	7.498942093324548e+01	4.481508821637982e-01
1.450000e+08	  3	  2999	   690	1.811537925704137e-03	7.498942093324548e+01	9.697588461493974e-01
1.460000e+08	  3	  2999	  2151	2.147806611137594e-03	7.498942093324548e+01	1.494489763470807e+00
1.470000e+08	  3	  2999	    22	2.172609101468994e-03	7.498942093324548e+01	2.016685145522686e+00
1.480000e+08	  3	  2999	   320	1.237297836393343e-03	7.498942093324548e+01	2.542455512838853e+00
1.490000e+08	  3	  2999	  2333	1.245758236289477e-03	7.498942093324548e+01	3.065373169859983e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  3	  2999	  1805	1.800193428791758e-03	7.498942093324548e+01	3.590267162997153e+00
1.510000e+08	  3	  2999	  2648	1.378248703774417e-03	7.498942093324548e+01	4.112857979844298e+00
1.520000e+08	  3	  2999	  2274	2.122962740645977e-03	7.498942093324548e+01	4.637552568641086e+00
1.530000e+08	  3	  2999	  2458	1.559939130737550e-03	7.498942093324548e+01	5.161500895769995e+00
1.540000e+08	  3	  2999	  2619	1.267383859026105e-03	7.498942093324548e+01	5.685602205141047e+00
1.550000e+08	  3	  2999	  1511	1.290382241301002e-03	7.498942093324548e+01	6.209877076984024e+00
1.560000e+08	  3	  2999	  2889	1.428957987166132e-03	7.498942093324548e+01	6.733195877024778e+00
1.570000e+08	  3	  2999	  2545	1.694765377264573e-03	7.498942093324548e+01	7.257733584505618e+00
1.580000e+08	  3	  2999	  2780	1.342280924196427e-03	7.498942093324548e+01	7.780728135223113e+00
1.590000e+08	  3	  2999	  1673	1.480120463136892e-03	7.498942093324548e+01	8.304896483255057e+00
1.600000e+08	  3	  2999	   250	1.191246173628254e-03	7.498942093324548e+01	8.828089039215078e+00
1.610000e+08	  3	  2999	  2988	1.477946805196400e-03	7.498942093324548e+01	9.351941547347669e+00
1.620000e+08	  3	  2999	  2521	1.265100039633904e-03	7.498942093324548e+01	9.876440861083831e+00
1.630000e+08	  3	  2999	  1779	1.397520224609387e-03	7.498942093324548e+01	1.039852327522063e+01
1.640000e+08	  3	  2999	  2678	2.376279223523254e-03	7.498942093324548e+01	1.092413998531067e+01
1.650000e+08	  3	  2999	   318	1.380981432577406e-03	7.498942093324548e+01	1.144550861241554e+01
1.660000e+08	  3	  2999	  1472	1.695841211553354e-03	7.498942093324548e+01	1.196821199086372e+01
1.670000e+08	  3	  2999	  1983	1.458495241771171e-03	7.498942093324548e+01	1.248984992027555e+01
1.680000e+08	  3	  2999	  2182	1.617235973483997e-03	7.498942093324548e+01	1.301481149785106e+01
1.690000e+08	  3	  2999	   646	1.486424031522776e-03	7.498942093324548e+01	1.353862590356822e+01
1.700000e+08	  3	  2999	  1926	1.290464609107385e-03	7.498942093324548e+01	1.406181585882274e+01
1.710000e+08	  3	  2999	  1007	1.360137897365633e-03	7.498942093324548e+01	1.458716688696575e+01
collision No.2	8.985625e+01[yr]	i=2, j=1566	r_ij=6.331477404321277e-05	radius[2]+radius[1566]=6.338481524341289e-05
dE_heat=-1.467463e-09	dE_grav=1.421469e-09	dE_c=3.851814e-17	v_imp=3.143393e-01
1.720000e+08	  3	  2998	  1031	1.916335230689841e-03	7.498942093324548e+01	1.510808677279823e+01
1.730000e+08	  3	  2998	  1313	1.487176938862628e-03	7.498942093324548e+01	1.563385073655386e+01
1.740000e+08	  3	  2998	  2259	1.122086432129004e-03	7.498942093324548e+01	1.615729895201532e+01
1.750000e+08	  3	  2998	  2286	1.358131321213167e-03	7.498942093324548e+01	1.668144719023448e+01
1.760000e+08	  3	  2998	  1212	1.433971340341108e-03	7.498942093324548e+01	1.720569474304146e+01
1.770000e+08	  3	  2998	    29	1.327051433890017e-03	7.498942093324548e+01	1.772961761536681e+01
-----
real time > 14100 [s]
Timer expired. Ending this program.
-----
dt_[29]	= 8.338110e-03
E_error	= 6.319467427346879e-07
L_error	= -nan
dE_correct	= 1.363562071700156e-06
step	= 1.770000000000000e+08
dt_ene	= 1.000000e-01[yr]
geometric ratio	= (sqrt(sqrt(sqrt(10.0))))
-----
real time	= 14143.175531[s]
user time	= 41739.836000[s]
system time	= 635.444000[s]
Execution Time	(total	= 1.414318e+04 [s])
Corrector		= 6.722199e+03 [s]	47.53 [%]
Predictor		= 3.619681e+03 [s]	25.59 [%]
Iteration		= 2.879279e+03 [s]	20.36 [%]
Orbital_Elements	= 6.084432e+01 [s]	 0.43 [%]
Collision_Judgement	= 3.299532e+00 [s]	 0.02 [%]
Energy			= 4.400090e-01 [s]	 0.00 [%]
Fragmentation		= 0.000000e+00 [s]	 0.00 [%]
Others			= 8.574333e+02 [s]	 6.06 [%]
-----
myid = 0	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_nofrag_acc/rand01/tempread.dat' exists.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.770000e+08	  3	  2998	    29	1.327051433890017e-03	7.498942093324548e+01	1.772961761536681e+01
1.780000e+08	  3	  2998	  1754	1.602204570038247e-03	7.498942093324548e+01	1.825133299649412e+01
1.790000e+08	  3	  2998	  2142	1.763976308081356e-03	7.498942093324548e+01	1.877551765805314e+01
1.800000e+08	  3	  2998	  2827	1.558051593222382e-03	7.498942093324548e+01	1.929844536035888e+01
1.810000e+08	  3	  2998	  2105	1.835598100059355e-03	7.498942093324548e+01	1.982302569909767e+01
1.820000e+08	  3	  2998	  2525	1.149364914932613e-03	7.498942093324548e+01	2.034673591379374e+01
1.830000e+08	  3	  2998	  1422	1.656778581284907e-03	7.498942093324548e+01	2.087121430415848e+01
1.840000e+08	  3	  2998	   521	1.735326092169854e-03	7.498942093324548e+01	2.139490878434882e+01
1.850000e+08	  3	  2998	  1690	2.004688764948808e-03	7.498942093324548e+01	2.191847718523560e+01
1.860000e+08	  3	  2998	  2297	1.279406013658488e-03	7.498942093324548e+01	2.244262923049532e+01
1.870000e+08	  3	  2998	  2082	1.286228362319738e-03	7.498942093324548e+01	2.296650872459465e+01
1.880000e+08	  3	  2998	  2281	1.677584168654717e-03	7.498942093324548e+01	2.348933910810087e+01
1.890000e+08	  3	  2998	  2225	1.207443572477344e-03	7.498942093324548e+01	2.401481339411811e+01
1.900000e+08	  3	  2998	  2958	2.496280284262952e-03	7.498942093324548e+01	2.453706522055135e+01
1.910000e+08	  3	  2998	   847	1.397907798315473e-03	9.999999999999986e+01	4.967788430680001e-02
1.920000e+08	  3	  2998	  1624	2.148155110841099e-03	9.999999999999986e+01	5.728763995892172e-01
1.930000e+08	  3	  2998	  2367	1.545067528761927e-03	9.999999999999986e+01	1.095948928951799e+00
1.940000e+08	  3	  2998	  1555	1.454570811518234e-03	9.999999999999986e+01	1.619691890288711e+00
1.950000e+08	  3	  2998	  2541	1.623059069666252e-03	9.999999999999986e+01	2.144602099957768e+00
1.960000e+08	  3	  2998	   242	1.959751509703384e-03	9.999999999999986e+01	2.667303295244819e+00
1.970000e+08	  3	  2998	  1779	1.287747825598487e-03	9.999999999999986e+01	3.193534953507641e+00
1.980000e+08	  3	  2998	  2914	2.029214806733372e-03	9.999999999999986e+01	3.716054059475564e+00
1.990000e+08	  3	  2998	  1633	1.267175365011546e-03	9.999999999999986e+01	4.241551244299822e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  3	  2998	   492	1.574075868042595e-03	9.999999999999986e+01	4.764666101449093e+00
2.010000e+08	  3	  2998	  1238	1.487986937137417e-03	9.999999999999986e+01	5.288361661485169e+00
2.020000e+08	  3	  2998	  1878	1.323317677723382e-03	9.999999999999986e+01	5.812363224521244e+00
2.030000e+08	  3	  2998	   694	2.163919422496073e-03	9.999999999999986e+01	6.336158173279173e+00
2.040000e+08	  3	  2998	   405	1.372441306087461e-03	9.999999999999986e+01	6.860180536564328e+00
2.050000e+08	  3	  2998	  2066	1.360233503501740e-03	9.999999999999986e+01	7.384264493472757e+00
2.060000e+08	  3	  2998	  2214	1.325333405273174e-03	9.999999999999986e+01	7.907244590665521e+00
2.070000e+08	  3	  2998	   276	1.599693075907722e-03	9.999999999999986e+01	8.432565415763220e+00
2.080000e+08	  3	  2998	  1818	1.488786419785899e-03	9.999999999999986e+01	8.955420366234195e+00
2.090000e+08	  3	  2998	   146	1.281310902436181e-03	9.999999999999986e+01	9.480019371034498e+00
2.100000e+08	  3	  2998	  1046	1.434151298558705e-03	9.999999999999986e+01	1.000350909973500e+01
2.110000e+08	  3	  2998	  1855	1.725251487913868e-03	9.999999999999986e+01	1.052812582067671e+01
2.120000e+08	  3	  2998	   373	1.900323100373891e-03	9.999999999999986e+01	1.105094976590209e+01
2.130000e+08	  3	  2998	   942	1.450395753230372e-03	9.999999999999986e+01	1.157539491205379e+01
2.140000e+08	  3	  2998	  1702	1.401389508431600e-03	9.999999999999986e+01	1.209907463211240e+01
2.150000e+08	  3	  2998	  1433	1.651963749623617e-03	9.999999999999986e+01	1.262114732593609e+01
2.160000e+08	  3	  2998	  2307	1.599220339692486e-03	9.999999999999986e+01	1.314586059458712e+01
2.170000e+08	  3	  2998	  1395	1.954761389279426e-03	9.999999999999986e+01	1.366845344289717e+01
2.180000e+08	  3	  2998	   116	2.452645370723652e-03	9.999999999999986e+01	1.419345433478477e+01
2.190000e+08	  3	  2998	   264	1.625144925822429e-03	9.999999999999986e+01	1.471646407054137e+01
2.200000e+08	  3	  2998	  1510	1.602286149729127e-03	9.999999999999986e+01	1.524162388953807e+01
2.210000e+08	  3	  2998	  2280	1.568784202286687e-03	9.999999999999986e+01	1.576505605030916e+01
2.220000e+08	  3	  2998	  1626	2.499570336813202e-03	9.999999999999986e+01	1.628890943399514e+01
2.230000e+08	  3	  2998	  1523	1.744710076516197e-03	9.999999999999986e+01	1.681258245700123e+01
2.240000e+08	  3	  2998	   497	1.818645674704017e-03	9.999999999999986e+01	1.733661511027070e+01
2.250000e+08	  3	  2998	   889	1.697565903422545e-03	9.999999999999986e+01	1.786088876169823e+01
2.260000e+08	  3	  2998	  2393	1.926613742230587e-03	9.999999999999986e+01	1.838390023508793e+01
2.270000e+08	  3	  2998	  2614	1.298652948711411e-03	9.999999999999986e+01	1.890783392529389e+01
2.280000e+08	  3	  2998	   951	1.711161320562317e-03	9.999999999999986e+01	1.943138563114143e+01
2.290000e+08	  3	  2998	  1178	1.273875628560712e-03	9.999999999999986e+01	1.995466968481206e+01
2.300000e+08	  3	  2998	  1193	1.663002573433980e-03	9.999999999999986e+01	2.047951207072600e+01
2.310000e+08	  3	  2998	   734	2.014593525301195e-03	9.999999999999986e+01	2.100279078845607e+01
2.320000e+08	  3	  2998	   794	1.288493667259342e-03	9.999999999999986e+01	2.152734649122035e+01
2.330000e+08	  3	  2998	  2563	1.894715130421051e-03	9.999999999999986e+01	2.205074355065972e+01
