2.000000e+07	  3	  3000	   491	1.319463640465819e-03	9.999999999999991e+00	5.013750355030870e-01
2.100000e+07	  3	  3000	   815	1.310158383398756e-03	9.999999999999991e+00	1.025912025418364e+00
collision No.1	1.135312e+01[yr]	i=3, j=1820	r_ij=6.328103677639933e-05	radius[3]+radius[1820]=6.338481524341289e-05
2.200000e+07	  3	  3000	  1919	1.412839569343875e-03	9.999999999999991e+00	1.552567950563708e+00
2.300000e+07	  3	  3000	   182	1.615988853287110e-03	9.999999999999991e+00	2.078042851210903e+00
2.400000e+07	  3	  3000	  2494	2.137774699997189e-03	9.999999999999991e+00	2.604926453198922e+00
2.500000e+07	  3	  3000	   241	1.466085284540764e-03	9.999999999999991e+00	3.130008083542274e+00
2.600000e+07	  3	  3000	  1552	1.298443728054381e-03	1.333521432163323e+01	3.207012237908817e-01
2.700000e+07	  3	  3000	  2100	2.126794522111260e-03	1.333521432163323e+01	8.466166019524420e-01
2.800000e+07	  3	  3000	   312	1.281751083289726e-03	1.333521432163323e+01	1.372914786357843e+00
2.900000e+07	  3	  3000	  2993	1.776259211016757e-03	1.333521432163323e+01	1.899550089916988e+00
3.000000e+07	  3	  3000	   761	1.769556362432946e-03	1.333521432163323e+01	2.425461350817915e+00
3.100000e+07	  3	  3000	  1744	1.680838078417331e-03	1.333521432163323e+01	2.952156814159050e+00
3.200000e+07	  3	  3000	  1106	1.236467610068094e-03	1.333521432163323e+01	3.475714705591857e+00
3.300000e+07	  3	  3000	  2358	1.354962234677000e-03	1.333521432163323e+01	4.002486522887689e+00
3.400000e+07	  3	  3000	  2960	1.370447016849770e-03	1.778279410038921e+01	7.938413817232212e-02
3.500000e+07	  3	  3000	  1725	2.172200006410627e-03	1.778279410038921e+01	6.052949446654730e-01
3.600000e+07	  3	  3000	  2526	1.711972252274812e-03	1.778279410038921e+01	1.130855157676014e+00
3.700000e+07	  3	  3000	  2674	1.620429215916109e-03	1.778279410038921e+01	1.655881094210915e+00
3.800000e+07	  3	  3000	  1479	1.792624889771612e-03	1.778279410038921e+01	2.182371691929385e+00
3.900000e+07	  3	  3000	  2912	1.778453255832108e-03	1.778279410038921e+01	2.707772528802804e+00
4.000000e+07	  3	  3000	   672	1.692120178759358e-03	1.778279410038921e+01	3.235377698946886e+00
4.100000e+07	  3	  3000	  1590	1.399596583274647e-03	1.778279410038921e+01	3.758710552779188e+00
4.200000e+07	  3	  3000	   856	1.770629033423571e-03	1.778279410038921e+01	4.285983033715355e+00
4.300000e+07	  3	  3000	  1407	1.873154904979354e-03	1.778279410038921e+01	4.810941471314840e+00
4.400000e+07	  3	  3000	  2659	1.119596117181598e-03	1.778279410038921e+01	5.337144307878218e+00
4.500000e+07	  3	  3000	   418	1.359194127183670e-03	1.778279410038921e+01	5.862428118101821e+00
4.600000e+07	  3	  3000	   258	1.334882201299041e-03	2.371373705661653e+01	4.564728934443507e-01
4.700000e+07	  3	  3000	  2336	1.801613852444588e-03	2.371373705661653e+01	9.828329731661216e-01
4.800000e+07	  3	  3000	  1192	1.702883505155356e-03	2.371373705661653e+01	1.507940746849062e+00
4.900000e+07	  3	  3000	  1389	1.287757150329078e-03	2.371373705661653e+01	2.034524568594763e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  3000	  2145	1.252116004022039e-03	2.371373705661653e+01	2.559155949555229e+00
5.100000e+07	  3	  3000	  2274	1.295013340794230e-03	2.371373705661653e+01	3.085155082170175e+00
5.200000e+07	  3	  3000	  1757	1.536797754195430e-03	2.371373705661653e+01	3.610741890791723e+00
5.300000e+07	  3	  3000	  2368	1.335584377346949e-03	2.371373705661653e+01	4.136271890994982e+00
5.400000e+07	  3	  3000	  2982	1.174691920214432e-03	2.371373705661653e+01	4.663206619945805e+00
5.500000e+07	  3	  3000	  1107	1.471662571902768e-03	2.371373705661653e+01	5.188287878021386e+00
5.600000e+07	  3	  3000	   780	1.682214957112737e-03	2.371373705661653e+01	5.714799560801667e+00
5.700000e+07	  3	  3000	   983	1.712872152257412e-03	2.371373705661653e+01	6.240026400943967e+00
5.800000e+07	  3	  3000	  1693	1.255242180099155e-03	2.371373705661653e+01	6.764893882208621e+00
5.900000e+07	  3	  3000	   873	1.347853925809292e-03	2.371373705661653e+01	7.290316529877071e+00
6.000000e+07	  3	  3000	   337	1.627262759649347e-03	2.371373705661653e+01	7.816372644014689e+00
6.100000e+07	  3	  3000	  2921	1.341293852246643e-03	3.162277660168376e+01	4.317807272462384e-01
6.200000e+07	  3	  3000	  2217	2.168871341657704e-03	3.162277660168376e+01	9.584307163350897e-01
6.300000e+07	  3	  3000	  2118	1.907356282394341e-03	3.162277660168376e+01	1.483386953547868e+00
6.400000e+07	  3	  3000	   561	1.310943256253358e-03	3.162277660168376e+01	2.009544273671375e+00
6.500000e+07	  3	  3000	  2681	1.934678423422324e-03	3.162277660168376e+01	2.533983734919227e+00
6.600000e+07	  3	  3000	   143	1.627654216937377e-03	3.162277660168376e+01	3.059854317638570e+00
6.700000e+07	  3	  3000	  1777	1.221577068383753e-03	3.162277660168376e+01	3.582840107288237e+00
6.800000e+07	  3	  3000	  2044	1.376691540526237e-03	3.162277660168376e+01	4.109067260083314e+00
6.900000e+07	  3	  3000	     1	3.130385086088544e-06	3.162277660168376e+01	4.633858123006730e+00
7.000000e+07	  3	  3000	  2655	1.403836392990863e-03	3.162277660168376e+01	5.158999995918570e+00
7.100000e+07	  3	  3000	  2530	1.839941574680573e-03	3.162277660168376e+01	5.684777617531089e+00
7.200000e+07	  3	  3000	  2048	1.739946303963771e-03	3.162277660168376e+01	6.210908155279766e+00
7.300000e+07	  3	  3000	  2758	2.112869066543383e-03	3.162277660168376e+01	6.734607916599163e+00
7.400000e+07	  3	  3000	    14	1.881555489660471e-03	3.162277660168376e+01	7.261497787390828e+00
7.500000e+07	  3	  3000	  1836	1.572170864441249e-03	3.162277660168376e+01	7.783539072508240e+00
7.600000e+07	  3	  3000	   371	2.108922589756024e-03	3.162277660168376e+01	8.309758115274866e+00
7.700000e+07	  3	  3000	  1095	1.910665051319746e-03	3.162277660168376e+01	8.833662650218125e+00
7.800000e+07	  3	  3000	  2785	1.310299747219502e-03	3.162277660168376e+01	9.359859455012986e+00
7.900000e+07	  3	  3000	  1236	2.129690535015180e-03	3.162277660168376e+01	9.885294677489485e+00
8.000000e+07	  3	  3000	   102	1.870878559702686e-03	3.162277660168376e+01	1.041018245351442e+01
8.100000e+07	  3	  3000	  2026	1.833458919115539e-03	4.216965034285818e+01	3.885641999786595e-01
8.200000e+07	  3	  3000	  2207	1.420555552373998e-03	4.216965034285818e+01	9.140559860633661e-01
8.300000e+07	  3	  3000	  1287	1.485836520822104e-03	4.216965034285818e+01	1.439321526395884e+00
8.400000e+07	  3	  3000	  2909	1.321666337674494e-03	4.216965034285818e+01	1.964808806432593e+00
8.500000e+07	  3	  3000	   643	1.593633329827286e-03	4.216965034285818e+01	2.489426860638712e+00
8.600000e+07	  3	  3000	   269	1.473017967255279e-03	4.216965034285818e+01	3.016437575813384e+00
8.700000e+07	  3	  3000	   954	1.992482364709879e-03	4.216965034285818e+01	3.540171046020145e+00
8.800000e+07	  3	  3000	   237	1.516487209363261e-03	4.216965034285818e+01	4.066031860964883e+00
8.900000e+07	  3	  3000	   287	2.319044263549252e-03	4.216965034285818e+01	4.591194446334925e+00
9.000000e+07	  3	  3000	  2867	1.438165818110085e-03	4.216965034285818e+01	5.117031042256041e+00
9.100000e+07	  3	  3000	   785	1.993400801589641e-03	4.216965034285818e+01	5.641951445650388e+00
9.200000e+07	  3	  3000	  2140	1.158115105212847e-03	4.216965034285818e+01	6.168260688827225e+00
9.300000e+07	  3	  3000	   460	1.398612733594322e-03	4.216965034285818e+01	6.691135020163838e+00
9.400000e+07	  3	  3000	  2737	1.864996780796312e-03	4.216965034285818e+01	7.217731371438105e+00
9.500000e+07	  3	  3000	  1765	1.249858311003376e-03	4.216965034285818e+01	7.742312549149229e+00
9.600000e+07	  3	  3000	   564	1.092163461846530e-03	4.216965034285818e+01	8.267535149591986e+00
9.700000e+07	  3	  3000	  1432	1.396393972874245e-03	4.216965034285818e+01	8.792655781344438e+00
9.800000e+07	  3	  3000	  1886	1.906163903369382e-03	4.216965034285818e+01	9.316923971569629e+00
9.900000e+07	  3	  3000	   248	2.274197341285364e-03	4.216965034285818e+01	9.840369046281873e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  3	  3000	  1018	1.563091312315685e-03	4.216965034285818e+01	1.036674625200332e+01
1.010000e+08	  3	  3000	  2602	1.637533119218958e-03	4.216965034285818e+01	1.088955166215290e+01
1.020000e+08	  3	  3000	  2648	2.033071475132353e-03	4.216965034285818e+01	1.141562751011973e+01
1.030000e+08	  3	  3000	   997	1.317992816976828e-03	4.216965034285818e+01	1.194063693596510e+01
1.040000e+08	  3	  3000	  2678	2.081969332165556e-03	4.216965034285818e+01	1.246657244882681e+01
1.050000e+08	  3	  3000	  1827	1.345793176297666e-03	4.216965034285818e+01	1.299114685361866e+01
1.060000e+08	  3	  3000	  2159	1.792297704901157e-03	4.216965034285818e+01	1.351620453264389e+01
1.070000e+08	  3	  3000	  2074	1.656398220351087e-03	4.216965034285818e+01	1.404161832602658e+01
1.080000e+08	  3	  3000	   928	1.336342765336144e-03	5.623413251903484e+01	4.988510054553331e-01
1.090000e+08	  3	  3000	  2563	1.829246096370256e-03	5.623413251903484e+01	1.024024062345119e+00
1.100000e+08	  3	  3000	  1756	1.463791528244834e-03	5.623413251903484e+01	1.549753526469148e+00
1.110000e+08	  3	  3000	  2339	1.917942949818985e-03	5.623413251903484e+01	2.074691375060160e+00
1.120000e+08	  3	  3000	  2351	1.706911951784706e-03	5.623413251903484e+01	2.600029679620053e+00
1.130000e+08	  3	  3000	   719	1.444890149864705e-03	5.623413251903484e+01	3.124970417160635e+00
1.140000e+08	  3	  3000	  1280	2.097549319259257e-03	5.623413251903484e+01	3.649165341802899e+00
1.150000e+08	  3	  3000	  2347	1.450900801406719e-03	5.623413251903484e+01	4.174938168867179e+00
1.160000e+08	  3	  3000	  1503	1.430669965662787e-03	5.623413251903484e+01	4.698609142465778e+00
1.170000e+08	  3	  3000	  1901	1.860561409263146e-03	5.623413251903484e+01	5.223966642025135e+00
1.180000e+08	  3	  3000	  2930	1.604721316387249e-03	5.623413251903484e+01	5.748470122420008e+00
1.190000e+08	  3	  3000	  2037	1.310637276247474e-03	5.623413251903484e+01	6.270967996441667e+00
1.200000e+08	  3	  3000	  1567	1.374098004752667e-03	5.623413251903484e+01	6.795299551622856e+00
1.210000e+08	  3	  3000	   960	1.804505829469040e-03	5.623413251903484e+01	7.319237779217256e+00
1.220000e+08	  3	  3000	   684	1.334045346533605e-03	5.623413251903484e+01	7.843431334163237e+00
1.230000e+08	  3	  3000	  1214	1.228955552288862e-03	5.623413251903484e+01	8.367335446438144e+00
1.240000e+08	  3	  3000	  2760	1.689719859063280e-03	5.623413251903484e+01	8.893592881861652e+00
1.250000e+08	  3	  3000	  2965	1.263941233110887e-03	5.623413251903484e+01	9.417947030534009e+00
1.260000e+08	  3	  3000	   104	1.132927537121825e-03	5.623413251903484e+01	9.942473527277288e+00
1.270000e+08	  3	  3000	   135	1.383629979109355e-03	5.623413251903484e+01	1.046835696463044e+01
1.280000e+08	  3	  3000	   536	1.426710593372649e-03	5.623413251903484e+01	1.099144700332565e+01
1.290000e+08	  3	  3000	  1606	1.556038632559375e-03	5.623413251903484e+01	1.151815126873434e+01
1.300000e+08	  3	  3000	  1554	1.950559458620734e-03	5.623413251903484e+01	1.204075630253035e+01
1.310000e+08	  3	  3000	  2637	1.605097391069189e-03	5.623413251903484e+01	1.256732071718175e+01
1.320000e+08	  3	  3000	  1854	1.673559156705751e-03	5.623413251903484e+01	1.308952360326082e+01
1.330000e+08	  3	  3000	  1922	1.749768490615680e-03	5.623413251903484e+01	1.361511949214333e+01
1.340000e+08	  3	  3000	  2691	1.943173176422619e-03	5.623413251903484e+01	1.413904947037328e+01
1.350000e+08	  3	  3000	   484	1.228097771767955e-03	5.623413251903484e+01	1.466393578851599e+01
collision No.2	7.122150e+01[yr]	i=2, j=1474	r_ij=6.326005246985678e-05	radius[2]+radius[1474]=6.338481524341289e-05
1.360000e+08	  3	  3000	  1247	1.918069477167084e-03	5.623413251903484e+01	1.518898418165888e+01
1.370000e+08	  3	  3000	  2244	1.810815802611874e-03	5.623413251903484e+01	1.571323349736299e+01
1.380000e+08	  3	  3000	   195	1.206014483170276e-03	5.623413251903484e+01	1.623806873695924e+01
1.390000e+08	  3	  3000	  1071	1.453356299753010e-03	5.623413251903484e+01	1.676285413508755e+01
1.400000e+08	  3	  3000	  1424	2.005308429118791e-03	5.623413251903484e+01	1.728655314672997e+01
1.410000e+08	  3	  3000	  2923	1.509290217136163e-03	5.623413251903484e+01	1.781108053514134e+01
1.420000e+08	  3	  3000	  1298	2.053459099675462e-03	5.623413251903484e+01	1.833606438719672e+01
1.430000e+08	  3	  3000	  2693	1.195004089944240e-03	7.498942093324548e+01	1.053865729328016e-01
1.440000e+08	  3	  3000	   702	2.186536150030698e-03	7.498942093324548e+01	6.296960619451418e-01
1.450000e+08	  3	  3000	  1949	1.890012574754984e-03	7.498942093324548e+01	1.154784968484461e+00
1.460000e+08	  3	  3000	  1471	1.898045503826520e-03	7.498942093324548e+01	1.678959404198520e+00
1.470000e+08	  3	  3000	  2964	1.683114503415089e-03	7.498942093324548e+01	2.203680273264169e+00
1.480000e+08	  3	  3000	  2391	1.187918458400485e-03	7.498942093324548e+01	2.728531470184272e+00
1.490000e+08	  3	  3000	   300	1.857904572300359e-03	7.498942093324548e+01	3.252543547080887e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  3	  3000	  1286	1.831162906690997e-03	7.498942093324548e+01	3.776935989551464e+00
1.510000e+08	  3	  3000	  1635	1.178066409896483e-03	7.498942093324548e+01	4.301586294722370e+00
1.520000e+08	  3	  3000	   891	1.240410655556473e-03	7.498942093324548e+01	4.826191902469427e+00
1.530000e+08	  3	  3000	  1104	1.580198534645035e-03	7.498942093324548e+01	5.351066374785651e+00
1.540000e+08	  3	  3000	  2989	1.497131492550708e-03	7.498942093324548e+01	5.875700651478515e+00
1.550000e+08	  3	  3000	  1969	1.903917455499755e-03	7.498942093324548e+01	6.400589723397373e+00
1.560000e+08	  3	  3000	  2628	1.412978340054345e-03	7.498942093324548e+01	6.925377602522508e+00
1.570000e+08	  3	  3000	  2791	1.603150945370865e-03	7.498942093324548e+01	7.448667785090865e+00
1.580000e+08	  3	  3000	  1975	1.528247682381160e-03	7.498942093324548e+01	7.971994524464582e+00
1.590000e+08	  3	  3000	  2990	1.465334616662302e-03	7.498942093324548e+01	8.496081356819591e+00
1.600000e+08	  3	  3000	  2970	1.515150163348872e-03	7.498942093324548e+01	9.020991910906229e+00
-----
real time > 14100 [s]
Timer expired. Ending this program.
-----
dt_[2970]	= 9.519969e-03
E_error	= 7.192701445144779e-01
L_error	= 5.243528378532303e+12
dE_correct	= 0.000000000000000e+00
step	= 1.600000000000000e+08
dt_ene	= 1.000000e-01[yr]
geometric ratio	= (sqrt(sqrt(sqrt(10.0))))
-----
real time	= 14180.780603[s]
user time	= 41712.284000[s]
system time	= 789.692000[s]
Execution Time	(total	= 1.418078e+04 [s])
Corrector		= 6.112828e+03 [s]	43.11 [%]
Predictor		= 3.262044e+03 [s]	23.00 [%]
Iteration		= 2.538124e+03 [s]	17.90 [%]
Fragmentation		= 1.301420e+03 [s]	 9.18 [%]
Orbital_Elements	= 4.566851e+01 [s]	 0.32 [%]
Collision_Judgement	= 2.915286e+00 [s]	 0.02 [%]
Energy			= 1.035554e+00 [s]	 0.01 [%]
Others			= 9.167462e+02 [s]	 6.46 [%]
-----
myid = 2	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_noacc/rand03/tempread.dat' exists.
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_noacc/rand03/tempfragread.dat' exists.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.600000e+08	  3	  3000	  2970	1.515150163348872e-03	7.498942093324548e+01	9.020991910906229e+00
1.610000e+08	  3	  3000	   356	1.183195112744573e-03	7.498942093324548e+01	9.543074434396658e+00
1.620000e+08	  3	  3000	  2656	1.156256125695551e-03	7.498942093324548e+01	1.006943034288821e+01
1.630000e+08	  3	  3000	   174	1.634383493254475e-03	7.498942093324548e+01	1.059372607068922e+01
1.640000e+08	  3	  3000	  2050	1.920768282908398e-03	7.498942093324548e+01	1.111885694648331e+01
1.650000e+08	  3	  3000	   218	1.469096006800553e-03	7.498942093324548e+01	1.164302199829854e+01
1.660000e+08	  3	  3000	   358	1.551972564087650e-03	7.498942093324548e+01	1.216839890042498e+01
1.670000e+08	  3	  3000	   127	1.309284875375158e-03	7.498942093324548e+01	1.269249196944906e+01
1.680000e+08	  3	  3000	   871	1.089779239244073e-03	7.498942093324548e+01	1.321877461848484e+01
1.690000e+08	  3	  3000	   712	2.010910533929248e-03	7.498942093324548e+01	1.374212524391948e+01
1.700000e+08	  3	  3000	   224	1.856008118481526e-03	7.498942093324548e+01	1.426860018594309e+01
1.710000e+08	  3	  3000	   402	1.708682173668902e-03	7.498942093324548e+01	1.479213045241293e+01
1.720000e+08	  3	  3000	   945	1.632741718844008e-03	7.498942093324548e+01	1.531763005783206e+01
1.730000e+08	  3	  3000	  1600	1.230109999676344e-03	7.498942093324548e+01	1.584266395201369e+01
1.740000e+08	  3	  3000	  2842	1.476707962715798e-03	7.498942093324548e+01	1.636696919147322e+01
1.750000e+08	  3	  3000	  1179	1.691711551986030e-03	7.498942093324548e+01	1.689253735693823e+01
1.760000e+08	  3	  3000	   379	1.587182454370857e-03	7.498942093324548e+01	1.741472605937944e+01
1.770000e+08	  3	  3000	  1512	1.171008583307568e-03	7.498942093324548e+01	1.793931790020553e+01
collision No.3	9.305902e+01[yr]	i=1, j=1860	r_ij=5.781318627916981e-05	radius[1]+radius[1860]=5.786077749679242e-05
1.780000e+08	  3	  3000	  2284	1.436571295159558e-03	7.498942093324548e+01	1.846402729734230e+01
1.790000e+08	  3	  3000	  2238	1.692485890778794e-03	7.498942093324548e+01	1.898904245499212e+01
1.800000e+08	  3	  3000	  3000	1.537109498451765e-03	7.498942093324548e+01	1.951367343321636e+01
1.810000e+08	  3	  3000	  2098	1.442516052149518e-03	7.498942093324548e+01	2.003877015476241e+01
1.820000e+08	  3	  3000	  2980	1.870881410459061e-03	7.498942093324548e+01	2.056262471756009e+01
1.830000e+08	  3	  3000	  1904	1.293965820639336e-03	7.498942093324548e+01	2.108598837121289e+01
1.840000e+08	  3	  3000	  2916	1.429490083170230e-03	7.498942093324548e+01	2.161021366965765e+01
1.850000e+08	  3	  3000	   458	1.834407386583064e-03	7.498942093324548e+01	2.213366205940865e+01
1.860000e+08	  3	  3000	  1963	2.516280322624011e-03	7.498942093324548e+01	2.265916513356110e+01
1.870000e+08	  3	  3000	  1343	1.479321024857716e-03	7.498942093324548e+01	2.318227170021501e+01
1.880000e+08	  3	  3000	   999	1.384695507408216e-03	7.498942093324548e+01	2.370764208276125e+01
1.890000e+08	  3	  3000	  2937	2.469817324696423e-03	7.498942093324548e+01	2.422997795136613e+01
1.900000e+08	  3	  3000	   991	1.403161587482877e-03	7.498942093324548e+01	2.475488810997586e+01
1.910000e+08	  3	  3000	  1144	1.723675892847340e-03	9.999999999999986e+01	2.675109096946321e-01
1.920000e+08	  3	  3000	  1730	1.413053838067558e-03	9.999999999999986e+01	7.932379992925072e-01
1.930000e+08	  3	  3000	  1504	2.599129654558786e-03	9.999999999999986e+01	1.317677788567106e+00
1.940000e+08	  3	  3000	    23	1.246533758737247e-03	9.999999999999986e+01	1.843076409243964e+00
1.950000e+08	  3	  3000	  2535	1.756490132008540e-03	9.999999999999986e+01	2.366634603312779e+00
1.960000e+08	  3	  3000	  1041	1.490108216484717e-03	9.999999999999986e+01	2.891626421141719e+00
1.970000e+08	  3	  3000	  2988	1.937577365057156e-03	9.999999999999986e+01	3.415674669684267e+00
1.980000e+08	  3	  3000	  1684	1.470674990989606e-03	9.999999999999986e+01	3.941791005478486e+00
1.990000e+08	  3	  3000	  2402	1.575918591279051e-03	9.999999999999986e+01	4.465048292219499e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  3	  3000	  1884	1.165109600609213e-03	9.999999999999986e+01	4.991704000987834e+00
2.010000e+08	  3	  3000	  2200	1.341630595672324e-03	9.999999999999986e+01	5.515125324586103e+00
2.020000e+08	  3	  3000	  2668	1.861084266709942e-03	9.999999999999986e+01	6.040085467064034e+00
2.030000e+08	  3	  3000	  2323	1.196032776423705e-03	9.999999999999986e+01	6.565244529527502e+00
2.040000e+08	  3	  3000	  2649	1.989972140392049e-03	9.999999999999986e+01	7.089199510535521e+00
2.050000e+08	  3	  3000	  2167	1.645363818734872e-03	9.999999999999986e+01	7.615340046158769e+00
2.060000e+08	  3	  3000	    21	1.589387776260929e-03	9.999999999999986e+01	8.137861654089059e+00
2.070000e+08	  3	  3000	   734	2.092813949684370e-03	9.999999999999986e+01	8.662998524267797e+00
2.080000e+08	  3	  3000	  1692	1.101795812503575e-03	9.999999999999986e+01	9.187328754324176e+00
2.090000e+08	  3	  3000	   628	1.609638417309323e-03	9.999999999999986e+01	9.711644561433115e+00
2.100000e+08	  3	  3000	  2655	1.448023251990320e-03	9.999999999999986e+01	1.023703570423596e+01
2.110000e+08	  3	  3000	  1364	1.920421328016014e-03	9.999999999999986e+01	1.076164409790226e+01
2.120000e+08	  3	  3000	   868	2.349511630715330e-03	9.999999999999986e+01	1.128641393967157e+01
2.130000e+08	  3	  3000	  2867	1.683765668344202e-03	9.999999999999986e+01	1.181167865537606e+01
2.140000e+08	  3	  3000	  2721	1.805538014484001e-03	9.999999999999986e+01	1.233550786157297e+01
2.150000e+08	  3	  3000	    90	1.829028142676179e-03	9.999999999999986e+01	1.286184063663248e+01
2.160000e+08	  3	  3000	  2009	1.569756376658356e-03	9.999999999999986e+01	1.338522557802670e+01
2.170000e+08	  3	  3000	   926	2.448758336043073e-03	9.999999999999986e+01	1.391066469890937e+01
2.180000e+08	  3	  3000	  1530	1.652911708836393e-03	9.999999999999986e+01	1.443417416429164e+01
2.190000e+08	  3	  3000	   758	1.266540289087187e-03	9.999999999999986e+01	1.495748575361780e+01
2.200000e+08	  3	  3000	  2960	1.487326851870335e-03	9.999999999999986e+01	1.548301787247458e+01
2.210000e+08	  3	  3000	  1810	1.493778790791479e-03	9.999999999999986e+01	1.600696938765039e+01
2.220000e+08	  3	  3000	  2702	1.301909262645412e-03	9.999999999999986e+01	1.653232513380759e+01
2.230000e+08	  3	  3000	  1188	1.254694146927535e-03	9.999999999999986e+01	1.705706627414763e+01
2.240000e+08	  3	  3000	  1267	1.675595261606748e-03	9.999999999999986e+01	1.758079174055042e+01
2.250000e+08	  3	  3000	   197	1.491888158908094e-03	9.999999999999986e+01	1.810436292460057e+01
2.260000e+08	  3	  3000	  1787	1.616822784871613e-03	9.999999999999986e+01	1.862970581051163e+01
2.270000e+08	  3	  3000	  2393	1.717967479873725e-03	9.999999999999986e+01	1.915463238580148e+01
2.280000e+08	  3	  3000	  1356	1.347521999204063e-03	9.999999999999986e+01	1.967931478706069e+01
