4.800000e+07	  3	  3000	   228	1.307305826052460e-03	2.371373705661653e+01	1.548469736556246e+00
4.900000e+07	  3	  3000	   593	1.371552984379835e-03	2.371373705661653e+01	2.073511146789326e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  3000	  1130	1.269413195422447e-03	2.371373705661653e+01	2.602006256907662e+00
5.100000e+07	  3	  3000	  2213	1.649522269598576e-03	2.371373705661653e+01	3.126916685939264e+00
5.200000e+07	  3	  3000	  1260	1.708534448714118e-03	2.371373705661653e+01	3.654860177811852e+00
5.300000e+07	  3	  3000	  2937	2.294949129839500e-03	2.371373705661653e+01	4.180318503641761e+00
5.400000e+07	  3	  3000	  2503	1.909007986489661e-03	2.371373705661653e+01	4.707230931189645e+00
5.500000e+07	  3	  3000	   504	1.951010144156165e-03	2.371373705661653e+01	5.233311843433937e+00
5.600000e+07	  3	  3000	  1627	1.588578537248902e-03	2.371373705661653e+01	5.760071312114533e+00
5.700000e+07	  3	  3000	  2007	1.668035475855898e-03	2.371373705661653e+01	6.286784703467987e+00
5.800000e+07	  3	  3000	  2806	1.510916745215519e-03	2.371373705661653e+01	6.813717021941007e+00
5.900000e+07	  3	  3000	   169	2.282281500653167e-03	2.371373705661653e+01	7.340616526604840e+00
6.000000e+07	  3	  3000	  1384	1.920668519678758e-03	2.371373705661653e+01	7.866099204684520e+00
6.100000e+07	  3	  3000	   982	1.535370137394781e-03	3.162277660168376e+01	4.816779114552973e-01
6.200000e+07	  3	  3000	  1553	1.929610749968400e-03	3.162277660168376e+01	1.009122517174893e+00
6.300000e+07	  3	  3000	  1130	1.469624635094256e-03	3.162277660168376e+01	1.534732414600949e+00
6.400000e+07	  3	  3000	  2728	1.508364879894552e-03	3.162277660168376e+01	2.061208635414656e+00
6.500000e+07	  3	  3000	  1765	1.101088513915423e-03	3.162277660168376e+01	2.587668839878910e+00
6.600000e+07	  3	  3000	  2964	1.373894262285576e-03	3.162277660168376e+01	3.114982303940291e+00
6.700000e+07	  3	  3000	  2065	1.373010671376370e-03	3.162277660168376e+01	3.640315033967226e+00
6.800000e+07	  3	  3000	   686	1.493282383185930e-03	3.162277660168376e+01	4.167108678159201e+00
6.900000e+07	  3	  3000	  1467	1.125502185983564e-03	3.162277660168376e+01	4.693218163268787e+00
7.000000e+07	  3	  3000	  2246	1.458040554390742e-03	3.162277660168376e+01	5.220042812124664e+00
7.100000e+07	  3	  3000	  1777	1.401641798684522e-03	3.162277660168376e+01	5.747158691251841e+00
7.200000e+07	  3	  3000	  2713	1.602791663694011e-03	3.162277660168376e+01	6.273038267131970e+00
7.300000e+07	  3	  3000	  1310	1.602882884081939e-03	3.162277660168376e+01	6.800857704771559e+00
7.400000e+07	  3	  3000	   354	2.087145341173785e-03	3.162277660168376e+01	7.326711331071722e+00
7.500000e+07	  3	  3000	   788	1.247791931559200e-03	3.162277660168376e+01	7.853875147309902e+00
7.600000e+07	  3	  3000	  1020	1.276486978608829e-03	3.162277660168376e+01	8.380215579563309e+00
7.700000e+07	  3	  3000	  1361	1.216452255289245e-03	3.162277660168376e+01	8.906812268787778e+00
7.800000e+07	  3	  3000	  1405	1.283466295351148e-03	3.162277660168376e+01	9.434010292617762e+00
7.900000e+07	  3	  3000	  2485	1.666997689056018e-03	3.162277660168376e+01	9.960921908065123e+00
8.000000e+07	  3	  3000	   319	1.235178718007656e-03	3.162277660168376e+01	1.048663054537507e+01
8.100000e+07	  3	  3000	   123	1.370789327287090e-03	4.216965034285818e+01	4.658885876876978e-01
8.200000e+07	  3	  3000	  1950	1.239371407505689e-03	4.216965034285818e+01	9.922631025811929e-01
8.300000e+07	  3	  3000	  1653	1.767250150217856e-03	4.216965034285818e+01	1.518387450224217e+00
8.400000e+07	  3	  3000	  2008	1.585835733373127e-03	4.216965034285818e+01	2.043549913711228e+00
8.500000e+07	  3	  3000	  2529	1.652881912646878e-03	4.216965034285818e+01	2.569776706914245e+00
8.600000e+07	  3	  3000	  1571	1.210308243880253e-03	4.216965034285818e+01	3.096094182997578e+00
8.700000e+07	  3	  3000	   463	1.530225775439227e-03	4.216965034285818e+01	3.623784618702287e+00
8.800000e+07	  3	  3000	   432	1.484720037374383e-03	4.216965034285818e+01	4.148730926800218e+00
8.900000e+07	  3	  3000	  1710	1.525905217594478e-03	4.216965034285818e+01	4.675576153290660e+00
9.000000e+07	  3	  3000	  1440	1.443347238124017e-03	4.216965034285818e+01	5.202472395943020e+00
9.100000e+07	  3	  3000	  2471	1.107366576966841e-03	4.216965034285818e+01	5.727852766375213e+00
9.200000e+07	  3	  3000	  1989	1.649869179371167e-03	4.216965034285818e+01	6.254148061985308e+00
9.300000e+07	  3	  3000	  2043	1.591475102718702e-03	4.216965034285818e+01	6.780718194115863e+00
9.400000e+07	  3	  3000	  2175	2.516237144076731e-03	4.216965034285818e+01	7.306355713933647e+00
9.500000e+07	  3	  3000	  2095	1.711404877939262e-03	4.216965034285818e+01	7.833227490275247e+00
9.600000e+07	  3	  3000	   631	1.526301150183258e-03	4.216965034285818e+01	8.358952487204741e+00
9.700000e+07	  3	  3000	  2719	1.997000845943268e-03	4.216965034285818e+01	8.885174657666610e+00
9.800000e+07	  3	  3000	   502	1.459868789156365e-03	4.216965034285818e+01	9.411475121305216e+00
9.900000e+07	  3	  3000	  2827	1.590590974165770e-03	4.216965034285818e+01	9.935944440469427e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  3	  3000	  1616	1.579193735582270e-03	4.216965034285818e+01	1.046274622604489e+01
1.010000e+08	  3	  3000	   351	1.285512685804229e-03	4.216965034285818e+01	1.098894531221796e+01
1.020000e+08	  3	  3000	  1778	1.669289337500125e-03	4.216965034285818e+01	1.151531740914912e+01
1.030000e+08	  3	  3000	  2351	1.734211390179223e-03	4.216965034285818e+01	1.204139487951561e+01
1.040000e+08	  3	  3000	  1877	1.912798605035972e-03	4.216965034285818e+01	1.256813437774414e+01
1.050000e+08	  3	  3000	  1060	1.709372819813801e-03	4.216965034285818e+01	1.309410705255789e+01
1.060000e+08	  3	  3000	  1698	1.413027668747988e-03	4.216965034285818e+01	1.362088418826534e+01
1.070000e+08	  3	  3000	  2690	1.915660361595771e-03	5.623413251903484e+01	8.170328232620495e-02
1.080000e+08	  3	  3000	  1751	1.578536807659601e-03	5.623413251903484e+01	6.082252676312079e-01
1.090000e+08	  3	  3000	  2165	2.776126736716919e-03	5.623413251903484e+01	1.133892684961688e+00
1.100000e+08	  3	  3000	   378	1.469050727653376e-03	5.623413251903484e+01	1.660909836555116e+00
1.110000e+08	  3	  3000	  2234	2.024160203536153e-03	5.623413251903484e+01	2.187092592594964e+00
1.120000e+08	  3	  3000	  1648	1.749767391203586e-03	5.623413251903484e+01	2.714366398375665e+00
1.130000e+08	  3	  3000	  2209	1.200542269878845e-03	5.623413251903484e+01	3.239780005659813e+00
1.140000e+08	  3	  3000	  1059	1.292850432687965e-03	5.623413251903484e+01	3.767137482655127e+00
1.150000e+08	  3	  3000	  2346	1.381722700731348e-03	5.623413251903484e+01	4.292898661374315e+00
1.160000e+08	  3	  3000	    90	1.541649704096551e-03	5.623413251903484e+01	4.819599353683077e+00
1.170000e+08	  3	  3000	  2195	1.603932999432815e-03	5.623413251903484e+01	5.345653631218086e+00
1.180000e+08	  3	  3000	   937	1.612822528016227e-03	5.623413251903484e+01	5.871255233972080e+00
1.190000e+08	  3	  3000	  2750	1.729792699427260e-03	5.623413251903484e+01	6.398389796351732e+00
1.200000e+08	  3	  3000	    54	1.263091391177644e-03	5.623413251903484e+01	6.924521694219799e+00
1.210000e+08	  3	  3000	  1946	1.735716338406501e-03	5.623413251903484e+01	7.451819647810447e+00
1.220000e+08	  3	  3000	  1229	1.239995685148407e-03	5.623413251903484e+01	7.977594346711787e+00
1.230000e+08	  3	  3000	   672	1.316023185336625e-03	5.623413251903484e+01	8.504924510503839e+00
1.240000e+08	  3	  3000	  1399	9.974718461476149e-04	5.623413251903484e+01	9.028986393539823e+00
1.250000e+08	  3	  3000	  1878	1.683769607822093e-03	5.623413251903484e+01	9.556407674760424e+00
1.260000e+08	  3	  3000	   230	2.106349833721584e-03	5.623413251903484e+01	1.008083516282947e+01
1.270000e+08	  3	  3000	   571	1.549630159791113e-03	5.623413251903484e+01	1.060921639895072e+01
1.280000e+08	  3	  3000	  1633	1.891643692641957e-03	5.623413251903484e+01	1.113423586050285e+01
1.290000e+08	  3	  3000	   369	1.646824208454520e-03	5.623413251903484e+01	1.166034576866370e+01
1.300000e+08	  3	  3000	   167	1.833445750928541e-03	5.623413251903484e+01	1.218475977753941e+01
1.310000e+08	  3	  3000	  2665	1.627516501186648e-03	5.623413251903484e+01	1.271201706802715e+01
1.320000e+08	  3	  3000	   269	1.545192657396739e-03	5.623413251903484e+01	1.323694904544756e+01
1.330000e+08	  3	  3000	  2207	1.595805065487448e-03	5.623413251903484e+01	1.376227100395237e+01
1.340000e+08	  3	  3000	   118	1.329433445567597e-03	5.623413251903484e+01	1.428872140033752e+01
1.350000e+08	  3	  3000	  1226	1.619800966861816e-03	5.623413251903484e+01	1.481532815142141e+01
1.360000e+08	  3	  3000	   332	1.777130115775297e-03	5.623413251903484e+01	1.534178239317969e+01
1.370000e+08	  3	  3000	  2575	1.486326323669768e-03	5.623413251903484e+01	1.586879396217603e+01
1.380000e+08	  3	  3000	   966	1.380744392934049e-03	5.623413251903484e+01	1.639471465693293e+01
1.390000e+08	  3	  3000	   481	1.407431330638095e-03	5.623413251903484e+01	1.692172428228355e+01
1.400000e+08	  3	  3000	   624	1.910718464696960e-03	5.623413251903484e+01	1.744526447245345e+01
1.410000e+08	  3	  3000	  1069	1.401439125082849e-03	5.623413251903484e+01	1.797286682023186e+01
1.420000e+08	  3	  3000	  2826	1.486358926398404e-03	5.623413251903484e+01	1.849816880532144e+01
1.430000e+08	  3	  3000	    43	1.700890596726432e-03	7.498942093324548e+01	2.693597787841857e-01
1.440000e+08	  3	  3000	  2550	1.828751457244456e-03	7.498942093324548e+01	7.941415626578535e-01
1.450000e+08	  3	  3000	  2261	1.810790784904691e-03	7.498942093324548e+01	1.322572832040628e+00
1.460000e+08	  3	  3000	  1362	1.709180779056732e-03	7.498942093324548e+01	1.846865284007100e+00
1.470000e+08	  3	  3000	    80	1.276121500452393e-03	7.498942093324548e+01	2.374626685896344e+00
1.480000e+08	  3	  3000	   523	1.337552497259417e-03	7.498942093324548e+01	2.899547529469950e+00
1.490000e+08	  3	  3000	  2074	1.576252578989165e-03	7.498942093324548e+01	3.426982112485793e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  3	  3000	  1853	1.991717737349730e-03	7.498942093324548e+01	3.952300170388125e+00
1.510000e+08	  3	  3000	   670	1.246926106109725e-03	7.498942093324548e+01	4.479172052435471e+00
1.520000e+08	  3	  3000	   553	1.808902441913200e-03	7.498942093324548e+01	5.005292948340726e+00
1.530000e+08	  3	  3000	   629	1.382501935884023e-03	7.498942093324548e+01	5.530299523176406e+00
1.540000e+08	  3	  3000	  1229	1.219515211202249e-03	7.498942093324548e+01	6.057140995506293e+00
1.550000e+08	  3	  3000	   305	2.048668676014293e-03	7.498942093324548e+01	6.582867307075704e+00
1.560000e+08	  3	  3000	   345	1.247714507052330e-03	7.498942093324548e+01	7.109382140163284e+00
1.570000e+08	  3	  3000	  1600	1.697411278923895e-03	7.498942093324548e+01	7.633815605119082e+00
1.580000e+08	  3	  3000	  1130	2.288210348293845e-03	7.498942093324548e+01	8.162170441384012e+00
1.590000e+08	  3	  3000	   246	1.655201339657516e-03	7.498942093324548e+01	8.687424403971853e+00
1.600000e+08	  3	  3000	   166	1.517756275672579e-03	7.498942093324548e+01	9.213869244485533e+00
1.610000e+08	  3	  3000	  1262	1.473845198260738e-03	7.498942093324548e+01	9.739554719832981e+00
1.620000e+08	  3	  3000	  2825	1.501097254322025e-03	7.498942093324548e+01	1.026654565345247e+01
1.630000e+08	  3	  3000	  2201	1.202131908971763e-03	7.498942093324548e+01	1.079126099387886e+01
1.640000e+08	  3	  3000	  2028	1.269662408619234e-03	7.498942093324548e+01	1.131746786061134e+01
-----
real time > 14100 [s]
Timer expired. Ending this program.
-----
dt_[2028]	= 7.977524e-03
E_error	= 7.210555871341651e-01
L_error	= 5.199352234701848e+12
dE_correct	= 0.000000000000000e+00
step	= 1.640000000000000e+08
dt_ene	= 1.000000e-01[yr]
geometric ratio	= (sqrt(sqrt(sqrt(10.0))))
-----
real time	= 14184.209178[s]
user time	= 41681.488000[s]
system time	= 816.440000[s]
Execution Time	(total	= 1.418421e+04 [s])
Corrector		= 5.715274e+03 [s]	40.29 [%]
Predictor		= 3.404131e+03 [s]	24.00 [%]
Iteration		= 2.635863e+03 [s]	18.58 [%]
Fragmentation		= 1.369495e+03 [s]	 9.66 [%]
Orbital_Elements	= 6.121029e+01 [s]	 0.43 [%]
Collision_Judgement	= 2.874061e+00 [s]	 0.02 [%]
Energy			= 1.110390e+00 [s]	 0.01 [%]
Others			= 9.942515e+02 [s]	 7.01 [%]
-----
myid = 1	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_acc/rand02/tempread.dat' exists.
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_frag_acc/rand02/tempfragread.dat' exists.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.640000e+08	  3	  3000	  2028	1.269662408619234e-03	7.498942093324548e+01	1.131746786061134e+01
1.650000e+08	  3	  3000	  1797	1.214780073493731e-03	7.498942093324548e+01	1.184263875238751e+01
1.660000e+08	  3	  3000	  2078	1.824268030607390e-03	7.498942093324548e+01	1.236624796770791e+01
1.670000e+08	  3	  3000	    34	1.771949288882311e-03	7.498942093324548e+01	1.289438289153519e+01
1.680000e+08	  3	  3000	   417	1.446061013197214e-03	7.498942093324548e+01	1.341944710683368e+01
1.690000e+08	  3	  3000	  1522	1.434923374552626e-03	7.498942093324548e+01	1.394682778829394e+01
1.700000e+08	  3	  3000	   673	1.520524293756392e-03	7.498942093324548e+01	1.447203551581832e+01
1.710000e+08	  3	  3000	  1317	1.150673648878282e-03	7.498942093324548e+01	1.499831783230301e+01
1.720000e+08	  3	  3000	  1931	1.257871262238508e-03	7.498942093324548e+01	1.552524569189414e+01
1.730000e+08	  3	  3000	  1658	1.286272811661557e-03	7.498942093324548e+01	1.605009142461153e+01
1.740000e+08	  3	  3000	  2594	2.240294708357738e-03	7.498942093324548e+01	1.657636191456972e+01
1.750000e+08	  3	  3000	  1918	1.957062868045581e-03	7.498942093324548e+01	1.710160420513618e+01
1.760000e+08	  3	  3000	   672	1.834672233757903e-03	7.498942093324548e+01	1.762815853463564e+01
1.770000e+08	  3	  3000	  2953	1.683417930274592e-03	7.498942093324548e+01	1.815331538849223e+01
1.780000e+08	  3	  3000	   359	2.204608409554392e-03	7.498942093324548e+01	1.868049178990515e+01
1.790000e+08	  3	  3000	  2588	1.848578577072910e-03	7.498942093324548e+01	1.920565978415000e+01
1.800000e+08	  3	  3000	  2949	1.083591651510750e-03	7.498942093324548e+01	1.973339533901280e+01
1.810000e+08	  3	  3000	   978	1.816237197385060e-03	7.498942093324548e+01	2.025815245640788e+01
1.820000e+08	  3	  3000	  2535	1.973192121403166e-03	7.498942093324548e+01	2.078585846368738e+01
1.830000e+08	  3	  3000	  1063	1.528691668096724e-03	7.498942093324548e+01	2.131012724602068e+01
1.840000e+08	  3	  3000	  1984	1.749945407943836e-03	7.498942093324548e+01	2.183862411049907e+01
1.850000e+08	  3	  3000	   281	1.500936348491704e-03	7.498942093324548e+01	2.236341436666377e+01
1.860000e+08	  3	  3000	  2521	1.729307392362572e-03	7.498942093324548e+01	2.289108354498100e+01
1.870000e+08	  3	  3000	   184	2.145948950471129e-03	7.498942093324548e+01	2.341492811662579e+01
1.880000e+08	  3	  3000	  1458	1.510513471869962e-03	7.498942093324548e+01	2.394129870753054e+01
1.890000e+08	  3	  3000	  1391	2.050457022339824e-03	7.498942093324548e+01	2.446886335143289e+01
1.900000e+08	  3	  3000	   843	2.033558976695572e-03	7.498942093324548e+01	2.499432551061490e+01
1.910000e+08	  3	  3000	   501	1.871802864985194e-03	9.999999999999986e+01	5.106556962416767e-01
1.920000e+08	  3	  3000	  2368	1.457238711866490e-03	9.999999999999986e+01	1.034517326281381e+00
1.930000e+08	  3	  3000	  2284	1.724935291758886e-03	9.999999999999986e+01	1.561980351009255e+00
1.940000e+08	  3	  3000	  2701	1.418518542845244e-03	9.999999999999986e+01	2.085618063851900e+00
1.950000e+08	  3	  3000	  2631	1.533471791777328e-03	9.999999999999986e+01	2.613738816062372e+00
1.960000e+08	  3	  3000	   304	4.900155774237527e-04	9.999999999999986e+01	3.138708772823755e+00
1.970000e+08	  3	  3000	  2152	1.524934433001450e-03	9.999999999999986e+01	3.665274105143026e+00
1.980000e+08	  3	  3000	  2821	1.214504119518653e-03	9.999999999999986e+01	4.192656157595581e+00
1.990000e+08	  3	  3000	  2310	1.812713307115067e-03	9.999999999999986e+01	4.717519391973405e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  3	  3000	  1460	1.405600605114575e-03	9.999999999999986e+01	5.245408015841365e+00
2.010000e+08	  3	  3000	  2550	1.507000719886520e-03	9.999999999999986e+01	5.770254038262769e+00
2.020000e+08	  3	  3000	  1814	1.158555773111346e-03	9.999999999999986e+01	6.298244451488365e+00
2.030000e+08	  3	  3000	    57	1.215011595562083e-03	9.999999999999986e+01	6.823573705933874e+00
2.040000e+08	  3	  3000	  1361	1.177551746843204e-03	9.999999999999986e+01	7.350310331378519e+00
2.050000e+08	  3	  3000	  2226	1.511295500885660e-03	9.999999999999986e+01	7.875797180650023e+00
2.060000e+08	  3	  3000	  2950	1.071675399181983e-03	9.999999999999986e+01	8.403113233825792e+00
2.070000e+08	  3	  3000	  2098	1.479519325075883e-03	9.999999999999986e+01	8.929309572925922e+00
2.080000e+08	  3	  3000	  2328	1.549473138736070e-03	9.999999999999986e+01	9.455657565609554e+00
2.090000e+08	  3	  3000	   608	1.573691909462072e-03	9.999999999999986e+01	9.981504770709179e+00
2.100000e+08	  3	  3000	  1390	1.369174935793076e-03	9.999999999999986e+01	1.050819996587699e+01
2.110000e+08	  3	  3000	  1776	1.607586547573386e-03	9.999999999999986e+01	1.103503465074477e+01
2.120000e+08	  3	  3000	  1469	1.206888399487100e-03	9.999999999999986e+01	1.156064533999065e+01
2.130000e+08	  3	  3000	  2274	1.205728707892160e-03	9.999999999999986e+01	1.208779824726109e+01
2.140000e+08	  3	  3000	  2421	1.391651377028747e-03	9.999999999999986e+01	1.261312531278528e+01
2.150000e+08	  3	  3000	  2386	1.472884829560352e-03	9.999999999999986e+01	1.314046431331661e+01
2.160000e+08	  3	  3000	  1666	1.858363932787150e-03	9.999999999999986e+01	1.366580611779170e+01
2.170000e+08	  3	  3000	  1062	1.449536663345755e-03	9.999999999999986e+01	1.419284169184494e+01
2.180000e+08	  3	  3000	  1420	1.348715645048725e-03	9.999999999999986e+01	1.471759538318212e+01
2.190000e+08	  3	  3000	   115	1.767035804554497e-03	9.999999999999986e+01	1.524501011656112e+01
2.200000e+08	  3	  3000	  1953	1.222385424127702e-03	9.999999999999986e+01	1.577055742037765e+01
2.210000e+08	  3	  3000	  2677	1.231758491539825e-03	9.999999999999986e+01	1.629724833562692e+01
2.220000e+08	  3	  3000	  1808	1.610520917573744e-03	9.999999999999986e+01	1.682218204544592e+01
2.230000e+08	  3	  3000	   164	2.042121377092479e-03	9.999999999999986e+01	1.734868298784667e+01
2.240000e+08	  3	  3000	   313	1.567495871951052e-03	9.999999999999986e+01	1.787434648720032e+01
2.250000e+08	  3	  3000	  1414	1.251634215585675e-03	9.999999999999986e+01	1.839980245184866e+01
2.260000e+08	  3	  3000	  2387	1.220852907881376e-03	9.999999999999986e+01	1.892707371434688e+01
2.270000e+08	  3	  3000	  1220	1.181414626162002e-03	9.999999999999986e+01	1.945272044052835e+01
2.280000e+08	  3	  3000	  1012	1.577189620240846e-03	9.999999999999986e+01	1.997833014100772e+01
2.290000e+08	  3	  3000	  1836	1.756615763791580e-03	9.999999999999986e+01	2.050330881717302e+01
2.300000e+08	  3	  3000	  1527	1.326052346194757e-03	9.999999999999986e+01	2.102974145805080e+01
2.310000e+08	  3	  3000	  1845	1.246394333531478e-03	9.999999999999986e+01	2.155596232315211e+01
