OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-2_inc5E-3_frag_rand1/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-2_inc5E-3_frag_rand1/
N_tr	1000
N_p	1
RAND_SEED	1
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	0
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	0.01
PLANET_INC	0.005
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	0.01
INC_RMS	0.005
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	0
DT_ENE	(2.0*3.14159265358979323846*1.0E0)
-----
alpha=1.679440	s_1=3.716647	s_2=12.601774	s_3=2.859305
initial mass depletion timescale =	1.306925e+02 [yr]
2.300000e+07	  1	  1000	   698	1.535410689176920e-03	3.600000000000003e+01	2.802055260093303e-01
collision No.9	3.728141e+01[yr]	i=1, j=50	r_ij=6.319122940988020e-05	radius[1]+radius[50]=6.338481524341289e-05
2.400000e+07	  1	  1000	   720	1.758650749897274e-03	3.700000000000003e+01	8.459947033302748e-01
2.500000e+07	  1	  1000	   662	1.530489121406056e-03	3.900000000000003e+01	4.165458254836142e-01
2.600000e+07	  1	  1000	   867	1.458933204079984e-03	4.100000000000004e+01	4.595597753560004e-03
collision No.10	4.125714e+01[yr]	i=1, j=491	r_ij=6.334143366275702e-05	radius[1]+radius[491]=6.338481524341289e-05
2.700000e+07	  1	  1000	   488	1.472159831247700e-03	4.200000000000003e+01	5.786427350117220e-01
2.800000e+07	  1	  1000	   649	1.464730683453435e-03	4.400000000000002e+01	1.699737012609048e-01
2.900000e+07	  1	  1000	   943	1.751545695257967e-03	4.500000000000002e+01	7.542042583878198e-01
3.000000e+07	  1	  1000	   141	1.597101054462615e-03	4.700000000000001e+01	3.468489374593639e-01
3.100000e+07	  1	  1000	   778	1.383893288225896e-03	4.800000000000001e+01	9.387405987105699e-01
3.200000e+07	  1	  1000	   979	1.617175900883585e-03	5.000000000000000e+01	5.281917368615183e-01
collision No.11	5.192734e+01[yr]	i=1, j=257	r_ij=6.332931813151466e-05	radius[1]+radius[257]=6.338481524341289e-05
3.300000e+07	  1	  1000	   281	1.463534981972783e-03	5.200000000000000e+01	1.150839378813167e-01
3.400000e+07	  1	  1000	   935	1.405920377443868e-03	5.299999999999999e+01	6.990669969007278e-01
3.500000e+07	  1	  1000	   447	1.801831513996056e-03	5.499999999999999e+01	2.755969461243349e-01
3.600000e+07	  1	  1000	    56	1.677014727412130e-03	5.599999999999999e+01	8.488192893892567e-01
3.700000e+07	  1	  1000	   275	1.783919173973402e-03	5.799999999999998e+01	4.300152375149375e-01
3.800000e+07	  1	  1000	   669	1.635552334810525e-03	5.999999999999997e+01	2.234317941687966e-02
3.900000e+07	  1	  1000	   927	1.446117726150305e-03	6.099999999999996e+01	6.149780903154213e-01
collision No.12	6.319071e+01[yr]	i=1, j=432	r_ij=6.325622237990611e-05	radius[1]+radius[432]=6.338481524341289e-05
4.000000e+07	  1	  1000	   842	1.711512174425888e-03	6.299999999999996e+01	2.009846922381188e-01
4.100000e+07	  1	  1000	   291	1.359321130307235e-03	6.399999999999996e+01	7.863867084602415e-01
collision No.13	6.635743e+01[yr]	i=1, j=958	r_ij=6.319286879066653e-05	radius[1]+radius[958]=6.338481524341289e-05
4.200000e+07	  1	  1000	   334	1.692847045357161e-03	6.599999999999994e+01	3.659002056651297e-01
4.300000e+07	  1	  1000	   868	1.547567059988294e-03	6.699999999999994e+01	9.542845730823534e-01
collision No.14	6.817414e+01[yr]	i=1, j=881	r_ij=6.334530644623282e-05	radius[1]+radius[881]=6.338481524341289e-05
4.400000e+07	  1	  1000	   798	2.481550374838944e-04	6.899999999999994e+01	5.423384107463745e-01
4.500000e+07	  1	  1000	   835	1.661369279144727e-03	7.099999999999993e+01	1.337492122235791e-01
4.600000e+07	  1	  1000	   604	1.877583401092844e-03	7.199999999999993e+01	6.841002617519076e-01
collision No.15	7.281451e+01[yr]	i=1, j=529	r_ij=6.331649111734336e-05	radius[1]+radius[529]=6.338481524341289e-05
4.700000e+07	  1	  1000	   831	1.753179301575909e-03	7.399999999999993e+01	2.678300893711065e-01
4.800000e+07	  1	  1000	   210	1.466806129040172e-03	7.499999999999991e+01	8.549972306589729e-01
4.900000e+07	  1	  1000	   415	1.760526825104232e-03	7.699999999999991e+01	4.402151107694487e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  1	  1000	   742	1.238116678596362e-03	7.899999999999990e+01	3.236669162800594e-02
5.100000e+07	  1	  1000	   873	1.381310151365886e-03	7.999999999999990e+01	6.206437966128528e-01
5.200000e+07	  1	  1000	   139	1.570006157413334e-03	8.199999999999990e+01	2.122422716442217e-01
5.300000e+07	  1	  1000	   166	1.490797271136691e-03	8.299999999999990e+01	8.030817491021787e-01
5.400000e+07	  1	  1000	   904	1.649164781437363e-03	8.499999999999990e+01	3.947817419021878e-01
5.500000e+07	  1	  1000	     4	1.793922064663300e-03	8.599999999999989e+01	9.832921336540147e-01
5.600000e+07	  1	  1000	   576	1.658753405322630e-03	8.799999999999989e+01	5.682459663358255e-01
5.700000e+07	  1	  1000	   639	1.509373222457268e-03	8.999999999999987e+01	1.466031070477382e-01
collision No.16	9.058486e+01[yr]	i=1, j=970	r_ij=6.323645333996843e-05	radius[1]+radius[970]=6.338481524341289e-05
5.800000e+07	  1	  1000	    69	1.517242685096383e-03	9.099999999999987e+01	7.259866604877006e-01
5.900000e+07	  1	  1000	    82	1.634286720146101e-03	9.299999999999987e+01	3.105763987460419e-01
6.000000e+07	  1	  1000	   316	1.422895374182164e-03	9.399999999999986e+01	8.928573779266918e-01
6.100000e+07	  1	  1000	    36	1.754651693471368e-03	9.599999999999986e+01	4.828051245077584e-01
6.200000e+07	  1	  1000	   339	1.651943943246512e-03	9.799999999999984e+01	7.269381069223914e-02
6.300000e+07	  1	  1000	   459	1.434258628097026e-03	9.899999999999984e+01	6.555959138215739e-01
6.400000e+07	  1	  1000	   430	1.414623247844237e-03	1.009999999999998e+02	2.486884103339744e-01
6.500000e+07	  1	  1000	   210	1.385624496536255e-03	1.019999999999998e+02	8.351503921169288e-01
6.600000e+07	  1	  1000	    30	1.580315927681077e-03	1.039999999999998e+02	4.241704664261122e-01
6.700000e+07	  1	  1000	   530	1.680602569378760e-03	1.059999999999998e+02	1.016609718782347e-02
6.800000e+07	  1	  1000	   881	1.565236816716600e-03	1.069999999999998e+02	5.967295719128474e-01
6.900000e+07	  1	  1000	    13	1.629264253953253e-03	1.089999999999998e+02	1.902633710186107e-01
7.000000e+07	  1	  1000	   874	1.463848962848078e-03	1.099999999999998e+02	7.799690345090242e-01
7.100000e+07	  1	  1000	   326	1.325458695818653e-03	1.119999999999998e+02	3.700003841194679e-01
collision No.17	1.138619e+02[yr]	i=1, j=270	r_ij=6.328136488174407e-05	radius[1]+radius[270]=6.338481524341289e-05
7.200000e+07	  1	  1000	   323	1.207728624135446e-03	1.129999999999998e+02	9.547235673509337e-01
7.300000e+07	  1	  1000	   138	1.309315362760718e-03	1.149999999999998e+02	5.402244455768200e-01
7.400000e+07	  1	  1000	   614	1.568963750609221e-03	1.169999999999998e+02	1.331943706580519e-01
7.500000e+07	  1	  1000	   823	1.760228615993002e-03	1.179999999999998e+02	7.240690738550205e-01
7.600000e+07	  1	  1000	   663	1.512609774131794e-03	1.199999999999998e+02	3.163164142424317e-01
7.700000e+07	  1	  1000	   399	1.337429812976159e-03	1.209999999999998e+02	9.050214746749677e-01
7.800000e+07	  1	  1000	   684	1.442191580237712e-03	1.229999999999998e+02	4.954206061201274e-01
7.900000e+07	  1	  1000	   125	1.736623774377797e-03	1.249999999999998e+02	8.475111535138186e-02
8.000000e+07	  1	  1000	   812	1.527502971913228e-03	1.259999999999998e+02	6.756165427415030e-01
8.100000e+07	  1	  1000	   270	1.653686628219141e-03	1.279999999999997e+02	2.627970958635646e-01
8.200000e+07	  1	  1000	   202	1.682172676824123e-03	1.289999999999997e+02	8.507482197374377e-01
8.300000e+07	  1	  1000	   172	1.716947619621596e-03	1.309999999999997e+02	4.401284780138373e-01
8.400000e+07	  1	  1000	    74	1.386210190197800e-03	1.329999999999997e+02	2.249909084629621e-02
8.500000e+07	  1	  1000	     6	1.519321263510251e-03	1.339999999999997e+02	6.149051286365559e-01
8.600000e+07	  1	  1000	   545	1.418430952021194e-03	1.359999999999997e+02	2.006473151655284e-01
8.700000e+07	  1	  1000	   338	1.815473131617520e-03	1.369999999999997e+02	7.846887411340318e-01
8.800000e+07	  1	  1000	   127	1.672977760345991e-03	1.389999999999997e+02	3.741094864605180e-01
8.900000e+07	  1	  1000	     1	1.579385279872800e-03	1.399999999999997e+02	9.653485048670886e-01
9.000000e+07	  1	  1000	   255	1.564367875284176e-03	1.419999999999997e+02	5.396691750340999e-01
9.100000e+07	  1	  1000	   384	1.657118956680716e-03	1.439999999999997e+02	1.302477732971008e-01
9.200000e+07	  1	  1000	   667	1.437847715584720e-03	1.449999999999997e+02	7.092950881306156e-01
9.300000e+07	  1	  1000	   753	1.549039388554375e-03	1.469999999999997e+02	2.992602508165222e-01
collision No.18	1.481937e+02[yr]	i=1, j=796	r_ij=6.335527624955446e-05	radius[1]+radius[796]=6.338481524341289e-05
9.400000e+07	  1	  1000	   139	1.591113026722771e-03	1.479999999999997e+02	8.869757213254322e-01
9.500000e+07	  1	  1000	   952	1.507523690778017e-03	1.499999999999997e+02	4.679194070370526e-01
collision No.19	1.510980e+02[yr]	i=1, j=153	r_ij=6.337501499593769e-05	radius[1]+radius[153]=6.338481524341289e-05
9.600000e+07	  1	  1000	   621	1.588508609286281e-03	1.519999999999997e+02	4.817070607591201e-02
9.700000e+07	  1	  1000	   193	1.676097358009793e-03	1.529999999999997e+02	6.321601527544187e-01
9.800000e+07	  1	  1000	   619	1.573106378340336e-03	1.549999999999997e+02	2.218106006405144e-01
9.900000e+07	  1	  1000	  1000	1.544204313120975e-03	1.559999999999997e+02	8.126257632447232e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  1	  1000	   690	1.569363291519152e-03	1.579999999999997e+02	4.037177763448467e-01
1.010000e+08	  1	  1000	   350	1.386960239625100e-03	1.589999999999997e+02	9.885122428810413e-01
1.020000e+08	  1	  1000	   870	1.859971493003297e-03	1.609999999999996e+02	5.751278382605508e-01
1.030000e+08	  1	  1000	   349	1.567748881243900e-03	1.629999999999996e+02	1.631583473611603e-01
1.040000e+08	  1	  1000	   129	1.547910049104098e-03	1.639999999999996e+02	7.551736287107060e-01
1.050000e+08	  1	  1000	   932	1.772614801807500e-03	1.659999999999996e+02	3.437787570272261e-01
1.060000e+08	  1	  1000	   810	1.856472026767600e-03	1.669999999999996e+02	9.329450711510581e-01
1.070000e+08	  1	  1000	   762	1.541843865156456e-03	1.689999999999996e+02	5.174727639092959e-01
1.080000e+08	  1	  1000	    89	1.759526854861146e-03	1.709999999999996e+02	9.684176991449675e-02
1.090000e+08	  1	  1000	   330	1.396781979434407e-03	1.719999999999996e+02	6.676524196504291e-01
1.100000e+08	  1	  1000	     8	1.836509111408020e-03	1.739999999999996e+02	2.473861091482959e-01
1.110000e+08	  1	  1000	   154	1.573882615698746e-03	1.749999999999996e+02	8.278009365290048e-01
1.120000e+08	  1	  1000	    36	1.697428658859382e-03	1.769999999999996e+02	4.160826599557408e-01
1.130000e+08	  1	  1000	    93	1.731745859161913e-03	1.789999999999996e+02	1.140250977406869e-03
1.140000e+08	  1	  1000	    46	1.804902581431674e-03	1.799999999999996e+02	5.855352915027944e-01
1.150000e+08	  1	  1000	   367	1.566115037834602e-03	1.819999999999996e+02	1.683242902344493e-01
1.160000e+08	  1	  1000	   836	1.546493055186852e-03	1.829999999999996e+02	7.576990826966298e-01
collision No.20	1.851258e+02[yr]	i=1, j=668	r_ij=6.335366534042361e-05	radius[1]+radius[668]=6.338481524341289e-05
1.170000e+08	  1	  1000	   958	1.627198315369104e-03	1.849999999999995e+02	3.190237312308721e-01
1.180000e+08	  1	  1000	   863	1.681637995998228e-03	1.859999999999995e+02	9.047939219792626e-01
1.190000e+08	  1	  1000	   662	1.270153525013902e-03	1.879999999999995e+02	4.941241150034635e-01
1.200000e+08	  1	  1000	   788	1.285656713750011e-03	1.899999999999995e+02	7.823714516054898e-02
1.210000e+08	  1	  1000	   121	1.539069368210432e-03	1.909999999999995e+02	6.675450345369927e-01
1.220000e+08	  1	  1000	    14	1.490647731298421e-03	1.929999999999995e+02	2.551484838999118e-01
1.230000e+08	  1	  1000	   473	1.621649456892330e-03	1.939999999999995e+02	8.453900431719914e-01
1.240000e+08	  1	  1000	   393	1.735538745061771e-03	1.959999999999995e+02	4.287726414913586e-01
1.250000e+08	  1	  1000	   732	1.657768269290283e-03	1.969999999999995e+02	7.493532408230572e-01
1.260000e+08	  1	  1000	   192	1.612644107001698e-03	1.989999999999995e+02	8.780003893199656e-02
1.270000e+08	  1	  1000	   161	1.445733970038546e-03	1.999999999999995e+02	4.328332448804021e-01
1.280000e+08	  1	  1000	   562	1.489281773224566e-03	2.009999999999995e+02	7.114331357729362e-01
1.290000e+08	  1	  1000	    14	1.531168407736369e-03	2.029999999999995e+02	9.332368685474957e-02
1.300000e+08	  1	  1000	   607	1.715249438701247e-03	2.039999999999995e+02	3.895243434902047e-01
1.310000e+08	  1	  1000	   571	1.719966680250379e-03	2.049999999999995e+02	5.503673941183127e-01
1.320000e+08	  1	  1000	   929	1.661013273597143e-03	2.059999999999995e+02	7.704601076342017e-01
1.330000e+08	  1	  1000	   251	1.117015339714425e-05	2.069999999999995e+02	9.885544953206769e-01
1.340000e+08	  1	  1000	   251	1.002179283724864e-06	2.079999999999995e+02	7.033673798080926e-01
1.350000e+08	  1	  1000	   251	1.045879661253355e-06	2.089999999999995e+02	4.219452188895124e-01
1.360000e+08	  1	  1000	   808	1.671189149343216e-03	2.099999999999995e+02	1.515507802659951e-01
1.370000e+08	  1	  1000	   624	1.702866811576654e-03	2.099999999999995e+02	8.954234580563593e-01
1.380000e+08	  1	  1000	   687	1.515024884417130e-03	2.109999999999995e+02	6.801020816642094e-01
1.390000e+08	  1	  1000	   251	1.179438772610036e-06	2.119999999999995e+02	4.740691829889272e-01
1.400000e+08	  1	  1000	   251	1.419548259736708e-06	2.129999999999995e+02	2.885677894722579e-01
1.410000e+08	  1	  1000	     1	4.565147372524018e-06	2.139999999999995e+02	1.411302527177642e-01
1.420000e+08	  1	  1000	   251	3.310480598164968e-06	2.149999999999995e+02	5.491465327444576e-04
1.430000e+08	  1	  1000	   870	1.760374764765444e-03	2.149999999999995e+02	8.652934136967652e-01
1.440000e+08	  1	  1000	   251	2.664791210322628e-06	2.159999999999995e+02	7.481085502964832e-01
1.450000e+08	  1	  1000	   251	2.097179284375782e-06	2.169999999999995e+02	5.901385369136281e-01
1.460000e+08	  1	  1000	   590	1.611952370250847e-03	2.179999999999995e+02	4.156925342354160e-01
1.470000e+08	  1	  1000	     1	4.454883603924829e-06	2.189999999999994e+02	2.560859875983865e-01
1.480000e+08	  1	  1000	   845	1.627247445314688e-03	2.199999999999994e+02	1.340981218787497e-01
1.490000e+08	  1	  1000	   251	4.176948837143354e-06	2.209999999999994e+02	2.901473642691185e-02
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  1	  1000	   508	1.735707516047108e-03	2.209999999999994e+02	9.528318771130692e-01
1.510000e+08	  1	  1000	   824	1.424145295503381e-03	2.219999999999994e+02	8.580745276278595e-01
1.520000e+08	  1	  1000	     1	5.898640144254889e-06	2.229999999999994e+02	7.607759774771508e-01
1.530000e+08	  1	  1000	   387	1.532506985715451e-03	2.239999999999994e+02	7.302763992198805e-01
1.540000e+08	  1	  1000	     1	1.179517704105267e-05	2.249999999999994e+02	7.814949540523021e-01
collision No.21	2.262154e+02[yr]	i=1, j=50	r_ij=6.322643793422990e-05	radius[1]+radius[50]=6.338481524341289e-05
1.550000e+08	  1	  1000	   529	1.082192269667297e-03	2.259999999999994e+02	8.948997963329633e-01
1.560000e+08	  1	  1000	   920	1.384387948548349e-03	2.279999999999994e+02	2.934357556073192e-02
1.570000e+08	  1	  1000	   268	1.917877860625327e-03	2.289999999999994e+02	1.296588354349293e-01
1.580000e+08	  1	  1000	   251	3.518089348539218e-06	2.299999999999994e+02	2.752600829571298e-01
collision No.22	2.306259e+02[yr]	i=1, j=408	r_ij=6.334678539979219e-05	radius[1]+radius[408]=6.338481524341289e-05
1.590000e+08	  1	  1000	    88	1.797093247973718e-03	2.309999999999994e+02	3.668447123984671e-01
1.600000e+08	  1	  1000	   348	1.790182999729061e-03	2.319999999999994e+02	4.453866682671652e-01
1.610000e+08	  1	  1000	   787	1.646566564247879e-03	2.329999999999994e+02	6.866593655977715e-01
1.620000e+08	  1	  1000	   297	1.662428084616634e-03	2.339999999999994e+02	8.639744551086849e-01
1.630000e+08	  1	  1000	   126	1.234707422616541e-03	2.349999999999994e+02	9.198843423949369e-01
1.640000e+08	  1	  1000	   251	9.793428840352139e-06	2.369999999999994e+02	2.697627304028147e-01
1.650000e+08	  1	  1000	   393	1.789705050711140e-03	2.379999999999994e+02	7.601730247063012e-01
1.660000e+08	  1	  1000	   189	2.131500544499433e-03	2.399999999999994e+02	3.383657235117017e-01
1.670000e+08	  1	  1000	   304	1.500909055659968e-03	2.409999999999994e+02	9.261263576046450e-01
1.680000e+08	  1	  1000	   872	1.772830406584157e-03	2.429999999999994e+02	5.091070678235875e-01
1.690000e+08	  1	  1000	    79	1.434576826653592e-03	2.449999999999993e+02	9.566814960497198e-02
1.700000e+08	  1	  1000	   399	1.161621730679808e-03	2.459999999999993e+02	6.800865826276945e-01
1.710000e+08	  1	  1000	   312	1.726878351361207e-03	2.479999999999993e+02	2.665960087125513e-01
1.720000e+08	  1	  1000	   587	1.607017569303397e-03	2.489999999999993e+02	8.372024631444702e-01
1.730000e+08	  1	  1000	    27	1.422078668029574e-03	2.509999999999993e+02	4.260011443783965e-01
1.740000e+08	  1	  1000	   568	1.788993697440305e-03	2.529999999999993e+02	8.395165976344892e-03
1.750000e+08	  1	  1000	   924	1.621110185558166e-03	2.539999999999993e+02	5.966926418713588e-01
1.760000e+08	  1	  1000	   305	1.470989412931834e-03	2.559999999999993e+02	1.753321333893469e-01
1.770000e+08	  1	  1000	   675	1.483971864331735e-03	2.569999999999993e+02	7.642860963566914e-01
1.780000e+08	  1	  1000	   853	1.415693598612768e-03	2.589999999999993e+02	3.519741603997381e-01
1.790000e+08	  1	  1000	     1	1.592241552821378e-03	2.599999999999993e+02	9.396525494430094e-01
1.800000e+08	  1	  1000	   479	1.594710592880308e-03	2.619999999999993e+02	5.268530899421651e-01
1.810000e+08	  1	  1000	   796	1.552045321696506e-03	2.639999999999993e+02	1.044852545718345e-01
1.820000e+08	  1	  1000	   645	1.451316337828493e-03	2.649999999999993e+02	6.901456316985944e-01
1.830000e+08	  1	  1000	   829	1.918894631948021e-03	2.669999999999993e+02	2.664122605920298e-01
1.840000e+08	  1	  1000	   359	1.540269823583213e-03	2.679999999999993e+02	8.536697205403745e-01
1.850000e+08	  1	  1000	   940	1.610124283658716e-03	2.699999999999993e+02	4.388716584109958e-01
1.860000e+08	  1	  1000	   233	1.570472125043437e-03	2.719999999999993e+02	2.186979830560646e-02
1.870000e+08	  1	  1000	   196	1.771404581071371e-03	2.729999999999993e+02	6.086853929618514e-01
1.880000e+08	  1	  1000	   569	1.495100711463287e-03	2.749999999999993e+02	1.940044821205386e-01
1.890000e+08	  1	  1000	   419	1.824175794502737e-03	2.759999999999993e+02	7.782550810964317e-01
1.900000e+08	  1	  1000	   742	1.586363886781218e-03	2.779999999999993e+02	3.664665224763752e-01
1.910000e+08	  1	  1000	   305	1.316068992756368e-03	2.789999999999993e+02	9.520136262014414e-01
1.920000e+08	  1	  1000	   212	1.359729299562079e-03	2.809999999999993e+02	5.213481688330808e-01
collision No.23	2.828498e+02[yr]	i=1, j=773	r_ij=6.325948602875362e-05	radius[1]+radius[773]=6.338481524341289e-05
1.930000e+08	  1	  1000	   306	1.547410693692212e-03	2.829999999999992e+02	1.011971271174471e-01
1.940000e+08	  1	  1000	   224	1.647113978539370e-03	2.839999999999992e+02	6.855789572844668e-01
1.950000e+08	  1	  1000	   119	1.740477213566109e-03	2.859999999999992e+02	2.716765621835758e-01
1.960000e+08	  1	  1000	   220	1.591446044515519e-03	2.869999999999992e+02	8.562363750466105e-01
1.970000e+08	  1	  1000	   650	1.809486792164699e-03	2.889999999999992e+02	4.405890105439411e-01
1.980000e+08	  1	  1000	   128	1.250132631570683e-03	2.909999999999992e+02	2.888939456019003e-02
1.990000e+08	  1	  1000	   799	1.635383960047587e-03	2.919999999999992e+02	6.200548626276718e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  1	  1000	   453	1.249248968346101e-03	2.939999999999992e+02	2.059524444388973e-01
2.010000e+08	  1	  1000	   154	1.784569744483779e-03	2.949999999999992e+02	7.966694127214817e-01
2.020000e+08	  1	  1000	   178	1.610014962309161e-03	2.969999999999992e+02	3.861510883183762e-01
2.030000e+08	  1	  1000	   375	1.818928393659210e-03	2.979999999999992e+02	9.672534680097566e-01
2.040000e+08	  1	  1000	   947	1.507933364469883e-03	2.999999999999991e+02	5.565659039011734e-01
