OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-2_inc5E-3_frag_rand1/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-2_inc5E-3_frag_rand1/
N_tr	3000
N_p	3
RAND_SEED	1
STEP_INTERVAL	1.0E6
BREAK_TIME	14000.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	0
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	0.01
PLANET_INC	0.005
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	0.01
INC_RMS	0.005
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-15
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	0
DT_ENE	(2.0*3.14159265358979323846*1.0E0)
-----
alpha=1.679440	s_1=3.716647	s_2=12.601774	s_3=2.859305
initial mass depletion timescale =	1.335678e+02 [yr]
collision No.6	1.370769e+01[yr]	i=3, j=2686	r_ij=6.330915107659858e-05	radius[3]+radius[2686]=6.338481524341289e-05
2.700000e+07	  3	  3000	  2434	1.415197769317093e-03	1.400000000000000e+01	1.840765788741983e-01
2.800000e+07	  3	  3000	  2256	2.081141154778964e-03	1.400000000000000e+01	7.021470752936925e-01
2.900000e+07	  3	  3000	  1100	1.521366026622661e-03	1.500000000000000e+01	2.182610258117195e-01
3.000000e+07	  3	  3000	  1597	1.459808691255916e-03	1.500000000000000e+01	7.447881868954317e-01
3.100000e+07	  3	  3000	   347	1.448032411336916e-03	1.600000000000000e+01	2.732830032676440e-01
3.200000e+07	  3	  3000	   917	1.746749250600750e-03	1.600000000000000e+01	7.986975152472187e-01
3.300000e+07	  3	  3000	  1299	1.757507831238271e-03	1.700000000000001e+01	3.260704928271417e-01
3.400000e+07	  3	  3000	   152	1.697771558153274e-03	1.700000000000001e+01	8.488909843434143e-01
3.500000e+07	  3	  3000	   913	1.425236835089709e-03	1.800000000000001e+01	3.746314284250283e-01
3.600000e+07	  3	  3000	  2266	1.518640385869575e-03	1.800000000000001e+01	8.991063310489161e-01
3.700000e+07	  3	  3000	  1638	1.906097138122569e-03	1.900000000000001e+01	4.206844555640488e-01
3.800000e+07	  3	  3000	    85	1.446920301239569e-03	1.900000000000001e+01	9.438755921704091e-01
3.900000e+07	  3	  3000	  2376	1.323352613132738e-03	2.000000000000001e+01	4.630812222141715e-01
4.000000e+07	  3	  3000	  2221	1.264384564585166e-03	2.000000000000001e+01	9.876653783510458e-01
4.100000e+07	  3	  3000	   904	1.966666924165757e-03	2.100000000000001e+01	5.138979156253838e-01
4.200000e+07	  3	  3000	  2384	1.781824190551724e-03	2.200000000000001e+01	3.854043174547547e-02
4.300000e+07	  3	  3000	   933	1.701255755409040e-03	2.200000000000001e+01	5.596069886496710e-01
4.400000e+07	  3	  3000	   143	1.386653987042935e-03	2.300000000000001e+01	7.788320753195910e-02
4.500000e+07	  3	  3000	   547	1.610846705327530e-03	2.300000000000001e+01	6.004742033702873e-01
collision No.7	2.384611e+01[yr]	i=1, j=2443	r_ij=6.332591033512062e-05	radius[1]+radius[2443]=6.338481524341289e-05
4.600000e+07	  3	  3000	  1051	1.195864883478672e-03	2.400000000000001e+01	1.246126831142998e-01
collision No.8	2.415983e+01[yr]	i=3, j=1403	r_ij=6.334015970526860e-05	radius[3]+radius[1403]=6.338481524341289e-05
4.700000e+07	  3	  3000	  2820	2.080930951791403e-03	2.400000000000001e+01	6.518629738027568e-01
4.800000e+07	  3	  3000	  1734	1.466658240626030e-03	2.500000000000001e+01	1.807708216104593e-01
4.900000e+07	  3	  3000	   313	1.497596799099856e-03	2.500000000000001e+01	7.029776752610211e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  3000	   230	1.663058402751358e-03	2.600000000000002e+01	2.254356841399824e-01
5.100000e+07	  3	  3000	  1378	1.820096381451990e-03	2.600000000000002e+01	7.503067690356577e-01
5.200000e+07	  3	  3000	  1989	1.756287100312030e-03	2.700000000000002e+01	2.745155026292411e-01
5.300000e+07	  3	  3000	  1833	1.284286493813178e-03	2.700000000000002e+01	8.004021281756553e-01
5.400000e+07	  3	  3000	   299	1.436017499438764e-03	2.800000000000002e+01	3.292170146569434e-01
5.500000e+07	  3	  3000	   901	1.211500291174319e-03	2.800000000000002e+01	8.519479032512576e-01
collision No.9	2.916899e+01[yr]	i=2, j=1528	r_ij=6.329267443155068e-05	radius[2]+radius[1528]=6.338481524341289e-05
5.600000e+07	  3	  3000	  1918	1.785749118856724e-03	2.900000000000002e+01	3.750189371106608e-01
collision No.10	2.975360e+01[yr]	i=1, j=1722	r_ij=6.331387653459905e-05	radius[1]+radius[1722]=6.338481524341289e-05
5.700000e+07	  3	  3000	  1968	1.220155467586636e-03	2.900000000000002e+01	8.997651783346752e-01
5.800000e+07	  3	  3000	   537	2.068973356439461e-03	3.000000000000002e+01	4.253823346861429e-01
5.900000e+07	  3	  3000	   754	1.595008066263086e-03	3.000000000000002e+01	9.489451676139208e-01
6.000000e+07	  3	  3000	    75	3.981755453372769e-06	3.100000000000002e+01	4.628627300782042e-01
6.100000e+07	  3	  3000	   207	1.863907250469252e-03	3.100000000000002e+01	9.813261827456449e-01
6.200000e+07	  3	  3000	  2851	1.877539123558710e-03	3.200000000000002e+01	5.069211104345794e-01
6.300000e+07	  3	  3000	  1324	1.903047091664139e-03	3.300000000000002e+01	3.107059802650441e-02
6.400000e+07	  3	  3000	   586	1.223034503076495e-03	3.300000000000002e+01	5.550059220586632e-01
collision No.11	3.362663e+01[yr]	i=1, j=1223	r_ij=6.325381543778701e-05	radius[1]+radius[1223]=6.338481524341289e-05
6.500000e+07	  3	  3000	  1154	1.585522026517478e-03	3.400000000000003e+01	7.684571433088150e-02
collision No.12	3.414480e+01[yr]	i=2, j=461	r_ij=6.329634549366647e-05	radius[2]+radius[461]=6.338481524341289e-05
6.600000e+07	  3	  3000	  2326	1.243873459364244e-03	3.400000000000003e+01	5.954452225054476e-01
6.700000e+07	  3	  3000	  1350	1.327412745834063e-03	3.500000000000003e+01	1.121212409946206e-01
collision No.13	3.533181e+01[yr]	i=3, j=459	r_ij=6.324518298449038e-05	radius[3]+radius[459]=6.338481524341289e-05
6.800000e+07	  3	  3000	  2008	1.486777479496778e-03	3.500000000000003e+01	6.290643558602793e-01
6.900000e+07	  3	  3000	   315	1.556918577754870e-03	3.600000000000003e+01	1.480572290848503e-01
7.000000e+07	  3	  3000	   302	1.930913810581242e-03	3.600000000000003e+01	6.713232905598029e-01
7.100000e+07	  3	  3000	  2576	1.330305943841083e-03	3.700000000000003e+01	1.898494378065664e-01
7.200000e+07	  3	  3000	  2929	1.728805101405702e-03	3.700000000000003e+01	6.960120119240786e-01
collision No.14	3.773162e+01[yr]	i=1, j=1345	r_ij=6.333615720046505e-05	radius[1]+radius[1345]=6.338481524341289e-05
7.300000e+07	  3	  3000	  1993	1.492791440884394e-03	3.800000000000003e+01	2.038247671091128e-01
7.400000e+07	  3	  3000	   717	1.996612567704495e-03	3.800000000000003e+01	7.161443362386364e-01
collision No.15	3.898095e+01[yr]	i=1, j=1288	r_ij=6.335728874188375e-05	radius[1]+radius[1288]=6.338481524341289e-05
collision No.16	3.913332e+01[yr]	i=1, j=2760	r_ij=6.334447976610518e-05	radius[1]+radius[2760]=6.338481524341289e-05
7.500000e+07	  3	  3000	   391	1.285373653104440e-03	3.900000000000003e+01	2.296555937689139e-01
7.600000e+07	  3	  3000	  1029	1.455716619126432e-03	3.900000000000003e+01	7.566964098093321e-01
7.700000e+07	  3	  3000	   672	1.781132476260663e-03	4.000000000000004e+01	2.799763406724233e-01
7.800000e+07	  3	  3000	   645	2.202594775963722e-03	4.000000000000004e+01	8.015814352921511e-01
7.900000e+07	  3	  3000	  2605	1.760027998246485e-03	4.100000000000004e+01	3.242148448260990e-01
8.000000e+07	  3	  3000	  2802	1.703313671096874e-03	4.100000000000004e+01	8.490996763591709e-01
8.100000e+07	  3	  3000	  1701	1.462703732521061e-03	4.200000000000003e+01	3.756531730222706e-01
8.200000e+07	  3	  3000	  1229	1.832331267255755e-03	4.200000000000003e+01	9.005533619180254e-01
8.300000e+07	  3	  3000	  1355	1.352481267225884e-03	4.300000000000003e+01	4.254756312154659e-01
8.400000e+07	  3	  3000	  2295	1.709417897993405e-03	4.300000000000003e+01	9.526774926528019e-01
collision No.17	4.445680e+01[yr]	i=1, j=2793	r_ij=6.320309374944753e-05	radius[1]+radius[2793]=6.338481524341289e-05
8.500000e+07	  3	  3000	  1573	1.280345892705939e-03	4.400000000000002e+01	4.748004943890045e-01
8.600000e+07	  3	  3000	  2798	8.188162981286581e-04	4.500000000000002e+01	4.393029249883354e-04
8.700000e+07	  3	  3000	  1219	1.556194886236263e-03	4.500000000000002e+01	5.250283019215901e-01
8.800000e+07	  3	  3000	   269	1.923603485326642e-03	4.600000000000001e+01	4.964984256800776e-02
collision No.18	4.637456e+01[yr]	i=2, j=984	r_ij=6.330434681605461e-05	radius[2]+radius[984]=6.338481524341289e-05
8.900000e+07	  3	  3000	  2499	1.419115939787647e-03	4.600000000000001e+01	5.744089173046352e-01
9.000000e+07	  3	  3000	   152	1.657537155411624e-03	4.700000000000001e+01	1.003719085066472e-01
9.100000e+07	  3	  3000	  1411	2.075797806941341e-03	4.700000000000001e+01	6.240605471045102e-01
collision No.19	4.784720e+01[yr]	i=3, j=2140	r_ij=6.335831244249119e-05	radius[3]+radius[2140]=6.338481524341289e-05
9.200000e+07	  3	  3000	   872	1.877169560847694e-03	4.800000000000001e+01	1.477167825157086e-01
9.300000e+07	  3	  3000	  2538	1.282282254818925e-03	4.800000000000001e+01	6.764135810404251e-01
collision No.20	4.874821e+01[yr]	i=3, j=845	r_ij=6.321181010712539e-05	radius[3]+radius[845]=6.338481524341289e-05
9.400000e+07	  3	  3000	  2438	1.435969418994893e-03	4.900000000000001e+01	2.007649089503553e-01
9.500000e+07	  3	  3000	  2798	1.373897956783120e-03	4.900000000000001e+01	7.284751851124546e-01
9.600000e+07	  3	  3000	  2044	1.264505383014243e-03	5.000000000000000e+01	2.513244869436198e-01
collision No.21	5.049062e+01[yr]	i=1, j=187	r_ij=6.329744546946577e-05	radius[1]+radius[187]=6.338481524341289e-05
9.700000e+07	  3	  3000	  1090	1.835487955079572e-03	5.000000000000000e+01	7.698953290939708e-01
9.800000e+07	  3	  3000	  1571	1.293909121510878e-03	5.100000000000000e+01	2.936229566049293e-01
9.900000e+07	  3	  3000	  1968	1.270667418253195e-03	5.100000000000000e+01	8.128113272463316e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  3	  3000	  2236	1.306310827070676e-03	5.200000000000000e+01	3.309672624349678e-01
1.010000e+08	  3	  3000	  2727	1.205888915055302e-03	5.200000000000000e+01	8.418361499017062e-01
1.020000e+08	  3	  3000	   621	1.220780176059881e-03	5.299999999999999e+01	3.435644476870476e-01
1.030000e+08	  3	  3000	  2561	1.614428982617451e-03	5.299999999999999e+01	8.501306726706104e-01
collision No.22	5.416060e+01[yr]	i=2, j=1437	r_ij=6.319697160088657e-05	radius[2]+radius[1437]=6.338481524341289e-05
1.040000e+08	  3	  3000	  1259	1.992047599999297e-03	5.399999999999999e+01	3.616118238723801e-01
1.050000e+08	  3	  3000	  2614	1.390008723248178e-03	5.399999999999999e+01	8.786601314561755e-01
1.060000e+08	  3	  3000	  2585	2.077869827290774e-03	5.499999999999999e+01	3.962812856267046e-01
1.070000e+08	  3	  3000	  2398	1.976204781745352e-03	5.499999999999999e+01	9.167878697855245e-01
collision No.23	5.613055e+01[yr]	i=3, j=1682	r_ij=6.336666132212289e-05	radius[3]+radius[1682]=6.338481524341289e-05
1.080000e+08	  3	  3000	   275	1.877895977349147e-03	5.599999999999999e+01	4.350216033682785e-01
1.090000e+08	  3	  3000	  1933	1.421024543854784e-03	5.599999999999999e+01	9.518329572052183e-01
1.100000e+08	  3	  3000	    74	1.129962248645449e-03	5.699999999999998e+01	4.750780364587427e-01
1.110000e+08	  3	  3000	  1249	1.317952114419038e-03	5.699999999999998e+01	9.997837691835901e-01
1.120000e+08	  3	  3000	   604	1.475736687197705e-03	5.799999999999998e+01	5.210503941384077e-01
1.130000e+08	  3	  3000	  1635	1.912641243221959e-03	5.899999999999997e+01	4.051984532517269e-02
1.140000e+08	  3	  3000	   383	1.764547948054482e-03	5.899999999999997e+01	5.603315515969370e-01
1.150000e+08	  3	  3000	  1454	1.143007713560298e-03	5.999999999999997e+01	8.155411526060499e-02
collision No.24	6.042474e+01[yr]	i=3, j=2130	r_ij=6.331966189755304e-05	radius[3]+radius[2130]=6.338481524341289e-05
1.160000e+08	  3	  3000	  1178	1.984580571497300e-03	5.999999999999997e+01	6.038863877391487e-01
1.170000e+08	  3	  3000	  2488	1.670823321770582e-03	6.099999999999996e+01	1.237294479125436e-01
1.180000e+08	  3	  3000	   124	1.389447456570088e-03	6.099999999999996e+01	6.491877750841178e-01
collision No.25	6.190304e+01[yr]	i=2, j=1358	r_ij=6.321592867526704e-05	radius[2]+radius[1358]=6.338481524341289e-05
1.190000e+08	  3	  3000	  2426	1.849596054556154e-03	6.199999999999996e+01	1.727542930172613e-01
1.200000e+08	  3	  3000	   562	1.634933974830507e-03	6.199999999999996e+01	7.021427653581735e-01
1.210000e+08	  3	  3000	   218	1.388366150076501e-03	6.299999999999996e+01	2.297753893004935e-01
1.220000e+08	  3	  3000	    50	1.503497648522074e-03	6.299999999999996e+01	7.581511013189671e-01
1.230000e+08	  3	  3000	   325	1.255221803154086e-03	6.399999999999996e+01	2.813126548181842e-01
1.240000e+08	  3	  3000	  1010	1.630922795709130e-03	6.399999999999996e+01	8.061439052311631e-01
1.250000e+08	  3	  3000	   452	1.239361929125099e-03	6.499999999999996e+01	3.316248305759309e-01
1.260000e+08	  3	  3000	  2978	1.937362602106431e-03	6.499999999999996e+01	8.555792179284486e-01
collision No.26	6.623115e+01[yr]	i=2, j=2639	r_ij=6.337596201856077e-05	radius[2]+radius[2639]=6.338481524341289e-05
1.270000e+08	  3	  3000	  2352	1.498762785175949e-03	6.599999999999994e+01	3.775854267664784e-01
1.280000e+08	  3	  3000	  2808	1.920159120919027e-03	6.599999999999994e+01	9.026282110317289e-01
1.290000e+08	  3	  3000	   801	1.619540600875224e-03	6.699999999999994e+01	4.279486493322117e-01
1.300000e+08	  3	  3000	   991	1.642855409293726e-03	6.699999999999994e+01	9.561640133289486e-01
collision No.27	6.840641e+01[yr]	i=2, j=1237	r_ij=6.331309090757992e-05	radius[2]+radius[1237]=6.338481524341289e-05
1.310000e+08	  3	  3000	   911	2.018280194909830e-03	6.799999999999994e+01	4.836855754027137e-01
1.320000e+08	  3	  3000	   963	1.577994099797884e-03	6.899999999999994e+01	1.134391290681314e-02
1.330000e+08	  3	  3000	  2152	1.540621711560553e-03	6.899999999999994e+01	5.413281472076720e-01
1.340000e+08	  3	  3000	   107	1.498209912502507e-03	6.999999999999993e+01	6.523261118442246e-02
collision No.28	7.047716e+01[yr]	i=2, j=2783	r_ij=6.333029028642961e-05	radius[2]+radius[2783]=6.338481524341289e-05
1.350000e+08	  3	  3000	    74	1.145231936740422e-03	6.999999999999993e+01	5.811501619201773e-01
1.360000e+08	  3	  3000	   745	1.422211048665280e-05	7.099999999999993e+01	1.067094627354817e-01
1.370000e+08	  3	  3000	    67	1.304845434496064e-03	7.099999999999993e+01	6.327171303311093e-01
1.380000e+08	  3	  3000	   549	1.591912969414202e-03	7.199999999999993e+01	1.569474648032170e-01
1.390000e+08	  3	  3000	  1441	1.441341736422195e-03	7.199999999999993e+01	6.858813033437362e-01
1.400000e+08	  3	  3000	  1080	1.662828101893407e-03	7.299999999999993e+01	2.121287932047036e-01
1.410000e+08	  3	  3000	  2316	1.512915828199280e-03	7.299999999999993e+01	7.400823493177165e-01
1.420000e+08	  3	  3000	  1557	2.070973575240209e-03	7.399999999999993e+01	2.673116952234370e-01
1.430000e+08	  3	  3000	  1456	1.437994621122197e-03	7.399999999999993e+01	7.954357675492307e-01
1.440000e+08	  3	  3000	    51	1.669783869622768e-03	7.499999999999991e+01	3.228853348528035e-01
1.450000e+08	  3	  3000	   780	1.975095812060315e-03	7.499999999999991e+01	8.520927875013844e-01
collision No.29	7.635386e+01[yr]	i=3, j=1824	r_ij=6.322427242848544e-05	radius[3]+radius[1824]=6.338481524341289e-05
1.460000e+08	  3	  3000	  2019	1.386040474773734e-03	7.599999999999991e+01	3.788449913320867e-01
1.470000e+08	  3	  3000	   820	1.687796673240421e-03	7.599999999999991e+01	9.052217745836645e-01
collision No.30	7.737777e+01[yr]	i=3, j=855	r_ij=6.328760966173763e-05	radius[3]+radius[855]=6.338481524341289e-05
1.480000e+08	  3	  3000	  2535	1.434327599655071e-03	7.699999999999991e+01	4.288083076678119e-01
1.490000e+08	  3	  3000	  2544	1.739785235684883e-03	7.699999999999991e+01	9.490457718166164e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  3	  3000	  2288	1.850239113383924e-03	7.799999999999991e+01	4.757614311731929e-01
1.510000e+08	  3	  3000	   611	2.050113901222817e-03	7.799999999999991e+01	9.999169830569310e-01
1.520000e+08	  3	  3000	  2650	1.420248306782540e-03	7.899999999999990e+01	5.264806688381127e-01
collision No.31	8.000266e+01[yr]	i=2, j=562	r_ij=6.336412013005681e-05	radius[2]+radius[562]=6.338481524341289e-05
1.530000e+08	  3	  3000	  2146	1.522627602261012e-03	7.999999999999990e+01	5.119469296831580e-02
1.540000e+08	  3	  3000	  1591	1.914653949048365e-03	7.999999999999990e+01	5.774882191590942e-01
1.550000e+08	  3	  3000	  1542	1.256360874498179e-03	8.099999999999990e+01	1.062024890068216e-01
1.560000e+08	  3	  3000	  2598	2.063958283969018e-03	8.099999999999990e+01	6.353994032357045e-01
1.570000e+08	  3	  3000	   323	2.009241385265351e-03	8.199999999999990e+01	1.623841641539245e-01
1.580000e+08	  3	  3000	  1600	1.376206513999506e-03	8.199999999999990e+01	6.905718838729372e-01
collision No.32	8.317734e+01[yr]	i=1, j=2492	r_ij=6.330283041984091e-05	radius[1]+radius[2492]=6.338481524341289e-05
1.590000e+08	  3	  3000	    25	1.862011722857414e-03	8.299999999999990e+01	2.172431227415505e-01
1.600000e+08	  3	  3000	  2983	1.695285984457905e-03	8.299999999999990e+01	7.443385880085855e-01
1.610000e+08	  3	  3000	   424	1.598704541723646e-03	8.399999999999990e+01	2.718181563400469e-01
1.620000e+08	  3	  3000	  2667	1.345935137704928e-03	8.399999999999990e+01	7.975559705748830e-01
1.630000e+08	  3	  3000	   511	1.568458688169171e-03	8.499999999999990e+01	3.226456597019111e-01
1.640000e+08	  3	  3000	  1307	1.137736597448417e-03	8.499999999999990e+01	8.499262299147555e-01
1.650000e+08	  3	  3000	  1825	1.106706889067727e-03	8.599999999999989e+01	3.779778694716738e-01
1.660000e+08	  3	  3000	  2529	2.074256378906585e-03	8.599999999999989e+01	9.060133618641560e-01
1.670000e+08	  3	  3000	  2759	1.514276564549137e-03	8.699999999999989e+01	4.333046508447042e-01
1.680000e+08	  3	  3000	   231	1.330004857164245e-03	8.699999999999989e+01	9.570532772599590e-01
1.690000e+08	  3	  3000	   299	1.216229867078818e-03	8.799999999999989e+01	4.655127275718284e-01
1.700000e+08	  3	  3000	  1648	1.400308621954256e-03	8.799999999999989e+01	9.762090427796761e-01
1.710000e+08	  3	  3000	  1806	1.540088596846177e-03	8.899999999999989e+01	4.908988697801515e-01
collision No.33	8.992251e+01[yr]	i=2, j=1319	r_ij=6.333536903619687e-05	radius[2]+radius[1319]=6.338481524341289e-05
1.720000e+08	  3	  3000	  1299	1.951723520487668e-03	8.999999999999987e+01	6.926332631277119e-03
1.730000e+08	  3	  3000	  2029	1.760365719625097e-03	8.999999999999987e+01	5.311210028755401e-01
-----
real time > 14000 [s]
Timer expired. Ending this program.
-----
dt_[2029]	= 1.106070e-02
E_error	= -8.536577527114574e-03
L_error	= -5.126089491906925e-03
dE_correct	= 0.000000000000000e+00
step	= 1.730000000000000e+08
dt_ene	= 1.000000e+00[yr]
-----
real time	= 14075.427980[s]
user time	= 41414.980000[s]
system time	= 702.352000[s]
Execution Time	(total	= 1.407543e+04 [s])
Corrector		= 4.251546e+03 [s]	30.21 [%]
Predictor		= 3.902688e+03 [s]	27.73 [%]
Fragmentation		= 2.833349e+03 [s]	20.13 [%]
Iteration		= 2.172989e+03 [s]	15.44 [%]
Orbital_Elements	= 1.395731e+02 [s]	 0.99 [%]
Collision_Judgement	= 7.741841e+00 [s]	 0.06 [%]
Energy			= 3.741350e-01 [s]	 0.00 [%]
Others			= 7.671666e+02 [s]	 5.45 [%]
-----
Application 277724 resources: utime ~41415s, stime ~703s, Rss ~8548, inblocks ~8, outblocks ~2326960
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3yr_dt1yr_Mtot3E-5_ecc1E-2_inc5E-3_frag_rand1/tempread.dat' exists.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.730000e+08	  3	  3000	  2029	1.760365719625097e-03	8.999999999999987e+01	5.311210028755401e-01
1.740000e+08	  3	  3000	  2301	2.150386524185644e-03	9.099999999999987e+01	5.633567502075781e-02
1.750000e+08	  3	  3000	  2654	1.175953765128574e-03	9.099999999999987e+01	5.855927162963243e-01
1.760000e+08	  3	  3000	   723	1.403235641868798e-03	9.199999999999987e+01	1.105446144480714e-01
