2.500000e+06	  3	  2999	  1923	1.916606556058281e-03	9.999999999999994e-01	3.157958847840828e-01
2.600000e+06	  3	  2999	   330	1.648095760712167e-03	1.333521432163323e+00	3.460355935259971e-02
2.700000e+06	  3	  2999	  1288	1.356490132430351e-03	1.333521432163323e+00	8.773833063151469e-02
2.800000e+06	  3	  2999	  2539	1.693060622789234e-03	1.333521432163323e+00	1.408581124696391e-01
2.900000e+06	  3	  2999	  1539	1.390582890117065e-03	1.333521432163323e+00	1.940029929505935e-01
3.000000e+06	  3	  2999	  1554	1.864654524904885e-03	1.333521432163323e+00	2.468364360886812e-01
3.100000e+06	  3	  2999	  2291	1.335536800848446e-03	1.333521432163323e+00	2.996815016010155e-01
3.200000e+06	  3	  2999	   428	2.003815253931800e-03	1.333521432163323e+00	3.527369847291442e-01
3.300000e+06	  3	  2999	    78	1.425817579489999e-03	1.333521432163323e+00	4.057570634687064e-01
3.400000e+06	  3	  2999	   600	1.814622173015194e-03	1.778279410038922e+00	1.327910825154254e-02
3.500000e+06	  3	  2999	  1057	1.403062351419894e-03	1.778279410038922e+00	6.642352309922486e-02
3.600000e+06	  3	  2999	   432	1.285771282344887e-03	1.778279410038922e+00	1.189640065128538e-01
3.700000e+06	  3	  2999	  2397	1.865159004955986e-03	1.778279410038922e+00	1.719409385647538e-01
3.800000e+06	  3	  2999	   653	1.515100314549948e-03	1.778279410038922e+00	2.225628883450456e-01
3.900000e+06	  3	  2999	  2596	1.406218144843545e-03	1.778279410038922e+00	2.752633396829536e-01
4.000000e+06	  3	  2999	  2400	1.415993972156341e-03	1.778279410038922e+00	3.270219926460018e-01
4.100000e+06	  3	  2999	  1592	1.639859342691165e-03	1.778279410038922e+00	3.801690055735409e-01
4.200000e+06	  3	  2999	  1042	1.714047609913620e-03	1.778279410038922e+00	4.332082529058979e-01
4.300000e+06	  3	  2999	  2146	1.841095635096353e-03	1.778279410038922e+00	4.859717381320279e-01
4.400000e+06	  3	  2999	  2231	1.383897992704947e-03	1.778279410038922e+00	5.391393257250319e-01
4.500000e+06	  3	  2999	   378	1.389186347036237e-03	1.778279410038922e+00	5.921963992417073e-01
4.600000e+06	  3	  2999	  1593	1.460699884162225e-03	2.371373705661654e+00	5.116632754119247e-02
4.700000e+06	  3	  2999	  1022	1.505449177512868e-03	2.371373705661654e+00	1.019175332796661e-01
4.800000e+06	  3	  2999	   790	1.334832656699368e-03	2.371373705661654e+00	1.542845746080494e-01
4.900000e+06	  3	  2999	  1080	1.517866802644500e-03	2.371373705661654e+00	2.074226565447485e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+06	  3	  2999	  1608	1.896050797896310e-03	2.371373705661654e+00	2.605646964638842e-01
5.100000e+06	  3	  2999	   385	1.749699225519793e-03	2.371373705661654e+00	3.137301935484202e-01
5.200000e+06	  3	  2999	  2144	1.639481616862170e-03	2.371373705661654e+00	3.661180245353286e-01
5.300000e+06	  3	  2999	  2724	1.946267612288771e-03	2.371373705661654e+00	4.185279890973508e-01
5.400000e+06	  3	  2999	   644	1.235429335227664e-03	2.371373705661654e+00	4.716865710837834e-01
5.500000e+06	  3	  2999	   785	1.914347328216253e-03	2.371373705661654e+00	5.248848157716288e-01
5.600000e+06	  3	  2999	  1854	1.389944328929481e-03	2.371373705661654e+00	5.779695945587368e-01
5.700000e+06	  3	  2999	  2345	1.724601005842795e-03	2.371373705661654e+00	6.293737365439315e-01
5.800000e+06	  3	  2999	  1166	1.481332786552006e-03	2.371373705661654e+00	6.823606193412228e-01
5.900000e+06	  3	  2999	  2438	1.612866357717582e-03	2.371373705661654e+00	7.353008467054749e-01
6.000000e+06	  3	  2999	   682	1.950170875809304e-03	2.371373705661654e+00	7.883844868857134e-01
6.100000e+06	  3	  2999	  1342	1.606307329641821e-03	3.162277660168377e+00	4.932830748925732e-02
6.200000e+06	  3	  2999	   159	1.371104608354368e-03	3.162277660168377e+00	1.023191506383748e-01
6.300000e+06	  3	  2999	  1848	1.852459164446277e-03	3.162277660168377e+00	1.554327444619286e-01
6.400000e+06	  3	  2999	   394	1.523350972360147e-03	3.162277660168377e+00	2.085801363031039e-01
6.500000e+06	  3	  2999	  1321	1.647024978419105e-03	3.162277660168377e+00	2.611049416952319e-01
6.600000e+06	  3	  2999	  1888	1.475024837263868e-03	3.162277660168377e+00	3.136485656308717e-01
6.700000e+06	  3	  2999	  2952	2.227198078368212e-04	3.162277660168377e+00	3.653977031890871e-01
6.800000e+06	  3	  2999	   209	1.515435788387992e-03	3.162277660168377e+00	4.177828830645406e-01
6.900000e+06	  3	  2999	   322	1.486504138102528e-03	3.162277660168377e+00	4.705385117934404e-01
7.000000e+06	  3	  2999	  1120	1.367072282354863e-03	3.162277660168377e+00	5.236875902958498e-01
collision No.2	3.728968e+00[yr]	i=3, j=2217	r_ij=6.324646516387774e-05	radius[3]+radius[2217]=6.338481524341289e-05
dE_heat=-1.402104e-09	dE_grav=1.408915e-09	dE_c=-3.474283e-17	v_imp=3.087767e-01
7.100000e+06	  3	  2998	  1823	1.974906282177701e-03	3.162277660168377e+00	5.765062702566820e-01
7.200000e+06	  3	  2998	  1962	1.569739577354157e-03	3.162277660168377e+00	6.289743070584400e-01
7.300000e+06	  3	  2998	  2412	1.238971523282247e-03	3.162277660168377e+00	6.820660820621464e-01
7.400000e+06	  3	  2998	  1880	1.555072481328214e-03	3.162277660168377e+00	7.350774847294058e-01
7.500000e+06	  3	  2998	  1146	1.738023615459533e-03	3.162277660168377e+00	7.880439116908268e-01
7.600000e+06	  3	  2998	   197	1.878805992128357e-03	3.162277660168377e+00	8.410668052645612e-01
7.700000e+06	  3	  2998	  1866	1.582712923267027e-03	3.162277660168377e+00	8.939826992616100e-01
7.800000e+06	  3	  2998	  2872	1.886730952274897e-03	3.162277660168377e+00	9.456958885649595e-01
7.900000e+06	  3	  2998	  1512	1.426961075994699e-03	3.162277660168377e+00	9.970823990276946e-01
8.000000e+06	  3	  2998	  2843	1.714719580026448e-03	3.162277660168377e+00	1.049714334729780e+00
8.100000e+06	  3	  2998	  1643	1.612862475417801e-03	4.216965034285820e+00	4.649668824570453e-02
8.200000e+06	  3	  2998	  2441	2.047828962376390e-03	4.216965034285820e+00	9.950076879474960e-02
8.300000e+06	  3	  2998	  2586	1.709467342229585e-03	4.216965034285820e+00	1.520913743211458e-01
8.400000e+06	  3	  2998	  2647	1.367378809017689e-03	4.216965034285820e+00	2.051414497014770e-01
8.500000e+06	  3	  2998	  1044	1.317911445872614e-03	4.216965034285820e+00	2.562556744310472e-01
8.600000e+06	  3	  2998	   442	1.803287709373641e-03	4.216965034285820e+00	3.092992543862951e-01
8.700000e+06	  3	  2998	   429	1.436161900965220e-03	4.216965034285820e+00	3.617526770883842e-01
8.800000e+06	  3	  2998	  1022	1.580766526016431e-03	4.216965034285820e+00	4.147632056919447e-01
8.900000e+06	  3	  2998	  2804	1.583255950537562e-03	4.216965034285820e+00	4.674654294986740e-01
9.000000e+06	  3	  2998	   291	1.664759962805043e-03	4.216965034285820e+00	5.201130199248224e-01
9.100000e+06	  3	  2998	  1082	1.755622081335327e-03	4.216965034285820e+00	5.724410378651967e-01
9.200000e+06	  3	  2998	   906	1.537564260564860e-03	4.216965034285820e+00	6.254007757786603e-01
9.300000e+06	  3	  2998	  2627	1.558267124693180e-03	4.216965034285820e+00	6.779175976834158e-01
9.400000e+06	  3	  2998	  1779	1.477307885789249e-03	4.216965034285820e+00	7.282631081492760e-01
9.500000e+06	  3	  2998	   847	1.596827141632939e-03	4.216965034285820e+00	7.807007419508561e-01
9.600000e+06	  3	  2998	   599	1.493793284405872e-03	4.216965034285820e+00	8.337048897101826e-01
collision No.3	5.098671e+00[yr]	i=3, j=223	r_ij=6.348430967662637e-05	radius[3]+radius[223]=6.355636101142064e-05
dE_heat=-1.400846e-09	dE_grav=1.403499e-09	dE_c=4.285809e-17	v_imp=3.101477e-01
9.700000e+06	  3	  2997	   723	2.092962958160522e-03	4.216965034285820e+00	8.858388363310898e-01
9.800000e+06	  3	  2997	  1111	1.955899645395541e-03	4.216965034285820e+00	9.385198516669473e-01
9.900000e+06	  3	  2997	   425	1.329177257648057e-03	4.216965034285820e+00	9.909461429248110e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+07	  3	  2997	  2487	1.344891243810467e-03	4.216965034285820e+00	1.044012935904422e+00
1.010000e+07	  3	  2997	   473	1.702541378581355e-03	4.216965034285820e+00	1.096643030040652e+00
1.020000e+07	  3	  2997	  1338	1.875042885275453e-03	4.216965034285820e+00	1.148720158419039e+00
1.030000e+07	  3	  2997	   584	1.442371536491994e-03	4.216965034285820e+00	1.201201755754957e+00
1.040000e+07	  3	  2997	   146	1.667866536565431e-03	4.216965034285820e+00	1.254199870880677e+00
1.050000e+07	  3	  2997	  1859	2.034869174954576e-03	4.216965034285820e+00	1.306801896682710e+00
1.060000e+07	  3	  2997	  2574	1.892386480060299e-03	4.216965034285820e+00	1.358870943834144e+00
1.070000e+07	  3	  2997	  1366	1.619664184508736e-03	5.623413251903486e+00	3.294152666956412e-03
1.080000e+07	  3	  2997	   604	1.373932238969556e-03	5.623413251903486e+00	5.641236335400013e-02
1.090000e+07	  3	  2997	  2216	2.131158219188029e-03	5.623413251903486e+00	1.095710931024214e-01
1.100000e+07	  3	  2997	  2964	1.600286822083018e-03	5.623413251903486e+00	1.627347742266443e-01
1.110000e+07	  3	  2997	  2720	1.576370831227711e-03	5.623413251903486e+00	2.159277219131543e-01
1.120000e+07	  3	  2997	    50	1.317034986144291e-03	5.623413251903486e+00	2.691035592554281e-01
1.130000e+07	  3	  2997	  2749	1.484819107030664e-03	5.623413251903486e+00	3.221682659698358e-01
1.140000e+07	  3	  2997	  2151	1.591262664013928e-03	5.623413251903486e+00	3.738179631013228e-01
1.150000e+07	  3	  2997	  2055	1.391712675142399e-03	5.623413251903486e+00	4.269781435630989e-01
1.160000e+07	  3	  2997	   509	1.810008522606981e-03	5.623413251903486e+00	4.801849278448322e-01
1.170000e+07	  3	  2997	   281	1.768914997666253e-03	5.623413251903486e+00	5.333837689101364e-01
1.180000e+07	  3	  2997	  2596	1.377048050725954e-03	5.623413251903486e+00	5.865610839861006e-01
1.190000e+07	  3	  2997	  2163	1.618810035256752e-03	5.623413251903486e+00	6.397481640112226e-01
1.200000e+07	  3	  2997	  2903	1.439293962675316e-03	5.623413251903486e+00	6.929134680135178e-01
1.210000e+07	  3	  2997	  2397	1.860792978527524e-03	5.623413251903486e+00	7.460398327840745e-01
1.220000e+07	  3	  2997	   180	1.409104242257360e-03	5.623413251903486e+00	7.990995753371213e-01
1.230000e+07	  3	  2997	   787	1.347781027893293e-03	5.623413251903486e+00	8.515078167175878e-01
1.240000e+07	  3	  2997	  1005	7.766466958641272e-06	5.623413251903486e+00	9.040956354880370e-01
1.250000e+07	  3	  2997	  1513	1.177768584634014e-03	5.623413251903486e+00	9.566977249266840e-01
1.260000e+07	  3	  2997	  1997	1.898241864594165e-03	5.623413251903486e+00	1.009824458510038e+00
1.270000e+07	  3	  2997	  1723	1.421334377071285e-03	5.623413251903486e+00	1.061145082391362e+00
1.280000e+07	  3	  2997	  1517	2.110452411629763e-03	5.623413251903486e+00	1.114225606575282e+00
1.290000e+07	  3	  2997	  2300	1.256599746943372e-03	5.623413251903486e+00	1.167415427570025e+00
1.300000e+07	  3	  2997	  1307	1.463100120145100e-03	5.623413251903486e+00	1.220610296051972e+00
1.310000e+07	  3	  2997	   148	1.920562650744773e-03	5.623413251903486e+00	1.273856695252221e+00
1.320000e+07	  3	  2997	  2230	1.634713730701939e-03	5.623413251903486e+00	1.327106063447470e+00
1.330000e+07	  3	  2997	  1438	1.554378489316558e-03	5.623413251903486e+00	1.380369747392310e+00
1.340000e+07	  3	  2997	   371	1.511908612245645e-03	5.623413251903486e+00	1.433602596405116e+00
1.350000e+07	  3	  2997	   427	1.313834694277492e-03	5.623413251903486e+00	1.485175392136608e+00
1.360000e+07	  3	  2997	  2430	1.964618010083714e-03	5.623413251903486e+00	1.538115890085143e+00
1.370000e+07	  3	  2997	   369	1.792606242611709e-03	5.623413251903486e+00	1.589564694526677e+00
1.380000e+07	  3	  2997	  1715	1.318046369917214e-03	5.623413251903486e+00	1.642681339841716e+00
1.390000e+07	  3	  2997	  1637	1.287857811836578e-03	5.623413251903486e+00	1.693942711392921e+00
1.400000e+07	  3	  2997	  1931	1.650808334776964e-03	5.623413251903486e+00	1.746487049062645e+00
1.410000e+07	  3	  2997	   924	1.744608202096341e-03	5.623413251903486e+00	1.799083034338567e+00
1.420000e+07	  3	  2997	  1261	1.710271997117268e-03	5.623413251903486e+00	1.852106456543439e+00
1.430000e+07	  3	  2997	   682	1.905108742612323e-03	7.498942093324552e+00	2.840269843971888e-02
1.440000e+07	  3	  2997	  2546	2.074485637201688e-03	7.498942093324552e+00	8.136589621432715e-02
1.450000e+07	  3	  2997	  2899	2.054491742730068e-03	7.498942093324552e+00	1.344041004610327e-01
1.460000e+07	  3	  2997	  2506	1.805528948745218e-03	7.498942093324552e+00	1.870045630982047e-01
1.470000e+07	  3	  2997	   500	2.006508639942191e-03	7.498942093324552e+00	2.400881691769275e-01
1.480000e+07	  3	  2997	  1256	2.121324640057092e-03	7.498942093324552e+00	2.932428265678245e-01
1.490000e+07	  3	  2997	  1993	6.916933360474028e-06	7.498942093324552e+00	3.454482763764824e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+07	  3	  2997	   793	1.878472272120075e-03	7.498942093324552e+00	3.982249660191237e-01
1.510000e+07	  3	  2997	  2551	1.648125908934632e-03	7.498942093324552e+00	4.514527960846472e-01
1.520000e+07	  3	  2997	  1585	1.433603692034764e-03	7.498942093324552e+00	5.047222195002745e-01
1.530000e+07	  3	  2997	   699	1.544988255555124e-03	7.498942093324552e+00	5.579871133054671e-01
1.540000e+07	  3	  2997	  1277	1.304938341982753e-03	7.498942093324552e+00	6.107790992277826e-01
1.550000e+07	  3	  2997	  2148	2.009377235094175e-03	7.498942093324552e+00	6.639705389302211e-01
1.560000e+07	  3	  2997	   128	2.066589384371478e-03	7.498942093324552e+00	7.171829650841038e-01
1.570000e+07	  3	  2997	   483	1.658164534220684e-03	7.498942093324552e+00	7.704031432048272e-01
1.580000e+07	  3	  2997	  2820	1.635290477317497e-03	7.498942093324552e+00	8.235835374191102e-01
1.590000e+07	  3	  2997	  2637	1.864483280529946e-03	7.498942093324552e+00	8.767099646561675e-01
1.600000e+07	  3	  2997	   351	1.533106558690879e-03	7.498942093324552e+00	9.275932738042838e-01
1.610000e+07	  3	  2997	  2377	1.727451204518013e-03	7.498942093324552e+00	9.804050226640076e-01
1.620000e+07	  3	  2997	   991	1.695510791937927e-03	7.498942093324552e+00	1.033489587118291e+00
1.630000e+07	  3	  2997	   830	1.678948862123119e-03	7.498942093324552e+00	1.086581785898982e+00
1.640000e+07	  3	  2997	  2553	1.858712010856795e-03	7.498942093324552e+00	1.139714695518746e+00
1.650000e+07	  3	  2997	  2194	1.456319132570326e-03	7.498942093324552e+00	1.192797154528100e+00
1.660000e+07	  3	  2997	  1397	1.209672231810288e-03	7.498942093324552e+00	1.245093036388451e+00
1.670000e+07	  3	  2997	   533	1.284068538594188e-03	7.498942093324552e+00	1.298303248088809e+00
1.680000e+07	  3	  2997	  1948	1.912493038368219e-03	7.498942093324552e+00	1.351554595823805e+00
1.690000e+07	  3	  2997	  1887	1.505444312316062e-03	7.498942093324552e+00	1.404134636733405e+00
1.700000e+07	  3	  2997	   249	1.811460128594269e-03	7.498942093324552e+00	1.457044152031994e+00
1.710000e+07	  3	  2997	   632	1.465764275919307e-03	7.498942093324552e+00	1.510261997544372e+00
1.720000e+07	  3	  2997	  2763	1.506628989233259e-03	7.498942093324552e+00	1.562957883120614e+00
1.730000e+07	  3	  2997	     1	7.929365729219716e-04	7.498942093324552e+00	1.614206585323568e+00
1.740000e+07	  3	  2997	  1126	2.083332729485428e-03	7.498942093324552e+00	1.667010337867666e+00
1.750000e+07	  3	  2997	  1398	1.512957354534375e-03	7.498942093324552e+00	1.720146420493154e+00
1.760000e+07	  3	  2997	  2724	1.972573177602824e-03	7.498942093324552e+00	1.773263520567751e+00
1.770000e+07	  3	  2997	  1069	1.435106436463439e-03	7.498942093324552e+00	1.826028772035412e+00
1.780000e+07	  3	  2997	  2514	1.562141653278911e-03	7.498942093324552e+00	1.878739299069250e+00
1.790000e+07	  3	  2997	  2107	1.413329172595549e-03	7.498942093324552e+00	1.931386460348346e+00
1.800000e+07	  3	  2997	  2762	1.868490467193991e-03	7.498942093324552e+00	1.982597653448660e+00
1.810000e+07	  3	  2997	  1578	1.649324524792315e-03	7.498942093324552e+00	2.035696047087602e+00
1.820000e+07	  3	  2997	   756	1.758988960543605e-03	7.498942093324552e+00	2.088620342847067e+00
1.830000e+07	  3	  2997	  1428	1.659263156185563e-03	7.498942093324552e+00	2.141748345480606e+00
1.840000e+07	  3	  2997	  1814	1.300295229359845e-03	7.498942093324552e+00	2.194283905949751e+00
1.850000e+07	  3	  2997	  2975	1.266856686721379e-03	7.498942093324552e+00	2.246598874878261e+00
1.860000e+07	  3	  2997	   138	1.626240058944373e-03	7.498942093324552e+00	2.299196563811690e+00
1.870000e+07	  3	  2997	   597	1.299260685378598e-03	7.498942093324552e+00	2.352326520039241e+00
1.880000e+07	  3	  2997	  1700	1.339141232319902e-03	7.498942093324552e+00	2.404339401705437e+00
1.890000e+07	  3	  2997	  2370	2.055086035544653e-03	7.498942093324552e+00	2.456635699516809e+00
1.900000e+07	  3	  2997	   639	1.710814478322167e-03	9.999999999999991e+00	7.716948314056355e-03
1.910000e+07	  3	  2997	   742	2.095910564340127e-03	9.999999999999991e+00	6.088156861980926e-02
1.920000e+07	  3	  2997	  1014	1.232911449645146e-03	9.999999999999991e+00	1.139942849578245e-01
1.930000e+07	  3	  2997	  1340	1.423386415427495e-03	9.999999999999991e+00	1.662797655390210e-01
1.940000e+07	  3	  2997	  2708	1.767521642061150e-03	9.999999999999991e+00	2.194197989445879e-01
1.950000e+07	  3	  2997	   772	1.252252340816407e-03	9.999999999999991e+00	2.725817402657409e-01
1.960000e+07	  3	  2997	   487	2.093939800505448e-03	9.999999999999991e+00	3.257283251667490e-01
1.970000e+07	  3	  2997	  1187	1.956694670694597e-03	9.999999999999991e+00	3.783285302234131e-01
1.980000e+07	  3	  2997	   769	2.045734704548550e-03	9.999999999999991e+00	4.293137358409192e-01
1.990000e+07	  3	  2997	  2624	1.972502107594329e-03	9.999999999999991e+00	4.821955069919295e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+07	  3	  2997	  2108	1.373778130173446e-03	9.999999999999991e+00	5.329042622462565e-01
2.010000e+07	  3	  2997	  1013	1.674155013161671e-03	9.999999999999991e+00	5.860150571746700e-01
2.020000e+07	  3	  2997	  1749	1.370183937347515e-03	9.999999999999991e+00	6.391150317281996e-01
2.030000e+07	  3	  2997	  2887	2.097475810040030e-03	9.999999999999991e+00	6.911394995404982e-01
2.040000e+07	  3	  2997	   877	1.455817192180727e-03	9.999999999999991e+00	7.435150975128194e-01
2.050000e+07	  3	  2997	  1834	1.173571876109889e-03	9.999999999999991e+00	7.961445782331995e-01
2.060000e+07	  3	  2997	  2496	1.419391955229632e-03	9.999999999999991e+00	8.491989630714022e-01
2.070000e+07	  3	  2997	   810	1.691743491771730e-03	9.999999999999991e+00	9.023698167478538e-01
2.080000e+07	  3	  2997	  1072	1.700625193572715e-03	9.999999999999991e+00	9.553601063536603e-01
2.090000e+07	  3	  2997	  2767	2.756590941990233e-06	9.999999999999991e+00	1.006667586931859e+00
2.100000e+07	  3	  2997	  2628	1.782808795846155e-03	9.999999999999991e+00	1.058985857446942e+00
2.110000e+07	  3	  2997	  2567	1.321585650721829e-03	9.999999999999991e+00	1.111047418097785e+00
2.120000e+07	  3	  2997	  1893	1.632406908354684e-03	9.999999999999991e+00	1.163206325777746e+00
2.130000e+07	  3	  2997	  1808	1.232451603702104e-03	9.999999999999991e+00	1.215453587528901e+00
2.140000e+07	  3	  2997	  2675	1.751994865723721e-03	9.999999999999991e+00	1.264853964677350e+00
2.150000e+07	  3	  2997	  2971	1.374733833032662e-03	9.999999999999991e+00	1.316549822797042e+00
2.160000e+07	  3	  2997	  2987	1.242074707885618e-03	9.999999999999991e+00	1.369266727497401e+00
2.170000e+07	  3	  2997	  2655	1.416957184199049e-04	9.999999999999991e+00	1.420688398148551e+00
2.180000e+07	  3	  2997	  1180	1.385807419339957e-03	9.999999999999991e+00	1.473179243946368e+00
2.190000e+07	  3	  2997	   162	1.648324705192810e-03	9.999999999999991e+00	1.525946876533437e+00
2.200000e+07	  3	  2997	  1744	1.374974842081850e-03	9.999999999999991e+00	1.577355976763613e+00
2.210000e+07	  3	  2997	  1303	1.401162969429281e-03	9.999999999999991e+00	1.629312778153031e+00
2.220000e+07	  3	  2997	  1809	1.731781047752286e-03	9.999999999999991e+00	1.682077598378498e+00
2.230000e+07	  3	  2997	  2986	1.350468276645632e-03	9.999999999999991e+00	1.733475760712374e+00
2.240000e+07	  3	  2997	  1711	2.018038408882592e-03	9.999999999999991e+00	1.783974903405037e+00
2.250000e+07	  3	  2997	  1660	1.549937473129780e-03	9.999999999999991e+00	1.836395232957998e+00
2.260000e+07	  3	  2997	  1521	2.084331381116666e-03	9.999999999999991e+00	1.886887001016594e+00
2.270000e+07	  3	  2997	   545	5.695780135155204e-04	9.999999999999991e+00	1.939363038764437e+00
2.280000e+07	  3	  2997	  2431	1.356515996373706e-03	9.999999999999991e+00	1.992107023875954e+00
2.290000e+07	  3	  2997	   685	1.246470108340838e-03	9.999999999999991e+00	2.044703155962913e+00
2.300000e+07	  3	  2997	  1246	1.910667467787571e-03	9.999999999999991e+00	2.096510674263748e+00
2.310000e+07	  3	  2997	   237	1.318320007625204e-03	9.999999999999991e+00	2.149545825032599e+00
2.320000e+07	  3	  2997	   594	1.230808286376931e-03	9.999999999999991e+00	2.200887481242542e+00
2.330000e+07	  3	  2997	  2925	1.473026527255480e-03	9.999999999999991e+00	2.253585687050991e+00
2.340000e+07	  3	  2997	  2999	1.975515330438814e-03	9.999999999999991e+00	2.306129807099570e+00
2.350000e+07	  3	  2997	  1012	1.624110873209152e-03	9.999999999999991e+00	2.359161633533048e+00
2.360000e+07	  3	  2997	  1584	1.924362246867042e-03	9.999999999999991e+00	2.411476226064035e+00
2.370000e+07	  3	  2997	   952	1.704133895760483e-03	9.999999999999991e+00	2.463572748935908e+00
2.380000e+07	  3	  2997	  1316	1.733502249192972e-03	9.999999999999991e+00	2.516379505068087e+00
2.390000e+07	  3	  2997	   622	1.789401850178354e-03	9.999999999999991e+00	2.569473951182475e+00
