myid = 37	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand38/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.200000e+07	  1	  1000	    51	1.471111805178810e-03	1.778279410038921e+01	1.094457383626340e+00
collision No.4	1.905449e+01[yr]	i=1, j=785	r_ij=6.330957292069729e-05	radius[1]+radius[785]=6.338481524341289e-05
collision No.5	2.034983e+01[yr]	i=1, j=11	r_ij=6.321966388227949e-05	radius[1]+radius[11]=6.338481524341289e-05
1.300000e+07	  1	  1000	   790	1.514894162994630e-03	1.778279410038921e+01	2.660617479478976e+00
1.400000e+07	  1	  1000	    78	1.545241257517865e-03	1.778279410038921e+01	4.224639695593410e+00
1.500000e+07	  1	  1000	   477	1.688731876579257e-03	1.778279410038921e+01	5.800954460454323e+00
1.600000e+07	  1	  1000	   685	1.607220452392101e-03	2.371373705661653e+01	1.441397808350531e+00
1.700000e+07	  1	  1000	   919	1.686267948002914e-03	2.371373705661653e+01	3.009439546690639e+00
1.800000e+07	  1	  1000	   264	1.608367466850974e-03	2.371373705661653e+01	4.591624876029628e+00
1.900000e+07	  1	  1000	   284	1.705875796246533e-03	2.371373705661653e+01	6.167064754701928e+00
2.000000e+07	  1	  1000	   674	1.632533256453224e-03	2.371373705661653e+01	7.741684755067717e+00
2.100000e+07	  1	  1000	   886	1.478921505468650e-03	3.162277660168376e+01	1.414019589103566e+00
2.200000e+07	  1	  1000	   470	1.347372559542018e-03	3.162277660168376e+01	2.985428034760468e+00
2.300000e+07	  1	  1000	   208	1.639863800821095e-03	3.162277660168376e+01	4.529379974720599e+00
2.400000e+07	  1	  1000	   564	1.557515643988960e-03	3.162277660168376e+01	6.105278535835500e+00
2.500000e+07	  1	  1000	   861	1.620674467277755e-03	3.162277660168376e+01	7.686479896793867e+00
2.600000e+07	  1	  1000	   879	1.462692865527704e-03	3.162277660168376e+01	9.252874337378442e+00
2.700000e+07	  1	  1000	   677	1.697682596449064e-03	4.216965034285818e+01	2.766843975017284e-01
2.800000e+07	  1	  1000	    53	1.439195133223036e-03	4.216965034285818e+01	1.859510122827343e+00
2.900000e+07	  1	  1000	   761	1.181393578740744e-03	4.216965034285818e+01	3.431603487478846e+00
3.000000e+07	  1	  1000	    74	1.754480394595019e-03	4.216965034285818e+01	4.997316497746930e+00
3.100000e+07	  1	  1000	   471	1.730684163002473e-03	4.216965034285818e+01	6.567904208849949e+00
3.200000e+07	  1	  1000	   347	1.414406592584537e-03	4.216965034285818e+01	8.151002528515376e+00
3.300000e+07	  1	  1000	   719	1.570988531650665e-03	4.216965034285818e+01	9.717721642610087e+00
3.400000e+07	  1	  1000	   933	1.571087969668252e-03	4.216965034285818e+01	1.129461389588718e+01
3.500000e+07	  1	  1000	   569	1.643909664388966e-03	4.216965034285818e+01	1.287476622404740e+01
3.600000e+07	  1	  1000	   153	1.762306066168084e-03	5.623413251903484e+01	3.874660436111230e-01
3.700000e+07	  1	  1000	   731	1.721499711386936e-03	5.623413251903484e+01	1.975852755519474e+00
collision No.6	5.963104e+01[yr]	i=1, j=876	r_ij=6.333872517508485e-05	radius[1]+radius[876]=6.338481524341289e-05
3.800000e+07	  1	  1000	     7	1.459389658241489e-03	5.623413251903484e+01	3.559393801157260e+00
3.900000e+07	  1	  1000	   684	1.641570851278946e-03	5.623413251903484e+01	5.143441955128010e+00
4.000000e+07	  1	  1000	   982	1.796143321862518e-03	5.623413251903484e+01	6.721136121839567e+00
collision No.7	6.338889e+01[yr]	i=1, j=58	r_ij=6.326963509949071e-05	radius[1]+radius[58]=6.338481524341289e-05
4.100000e+07	  1	  1000	   759	1.541378801598482e-03	5.623413251903484e+01	8.298458389288097e+00
4.200000e+07	  1	  1000	   670	1.700464934574047e-03	5.623413251903484e+01	9.878800945866738e+00
4.300000e+07	  1	  1000	   147	1.572350786275142e-03	5.623413251903484e+01	1.145847126847818e+01
4.400000e+07	  1	  1000	   605	1.432817025115361e-03	5.623413251903484e+01	1.303650070453592e+01
4.500000e+07	  1	  1000	   873	1.685639010421295e-03	5.623413251903484e+01	1.462073039346135e+01
4.600000e+07	  1	  1000	   922	1.686198542039610e-03	5.623413251903484e+01	1.620701226857485e+01
4.700000e+07	  1	  1000	   288	1.559308992043656e-03	5.623413251903484e+01	1.778916681457522e+01
collision No.8	7.436640e+01[yr]	i=1, j=65	r_ij=6.324758637551005e-05	radius[1]+radius[65]=6.338481524341289e-05
4.800000e+07	  1	  1000	   332	1.801572635989794e-03	7.498942093324548e+01	5.973659475830142e-01
4.900000e+07	  1	  1000	    97	1.515543303958853e-03	7.498942093324548e+01	2.162691475945548e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  1	  1000	   152	1.679621690354649e-03	7.498942093324548e+01	3.737828787008220e+00
collision No.9	7.973751e+01[yr]	i=1, j=935	r_ij=6.333955469191168e-05	radius[1]+radius[935]=6.338481524341289e-05
5.100000e+07	  1	  1000	   749	1.633692151326146e-03	7.498942093324548e+01	5.313890912303035e+00
5.200000e+07	  1	  1000	   160	1.464247817792357e-03	7.498942093324548e+01	6.892609145880743e+00
5.300000e+07	  1	  1000	   704	1.558825270467761e-03	7.498942093324548e+01	8.463786058169898e+00
5.400000e+07	  1	  1000	   841	1.743026263683924e-03	7.498942093324548e+01	1.004891846316836e+01
5.500000e+07	  1	  1000	   514	1.723334933355529e-03	7.498942093324548e+01	1.161879893578302e+01
5.600000e+07	  1	  1000	   345	1.446041016945457e-03	7.498942093324548e+01	1.319754037155076e+01
5.700000e+07	  1	  1000	   746	1.666059130082156e-03	7.498942093324548e+01	1.477191572154772e+01
collision No.10	9.021287e+01[yr]	i=1, j=275	r_ij=6.335461380200093e-05	radius[1]+radius[275]=6.338481524341289e-05
5.800000e+07	  1	  1000	    94	1.567878728297435e-03	7.498942093324548e+01	1.635354625101091e+01
5.900000e+07	  1	  1000	   567	1.647183442655333e-03	7.498942093324548e+01	1.793410200265807e+01
6.000000e+07	  1	  1000	   257	1.347794488549273e-03	7.498942093324548e+01	1.951320286020522e+01
6.100000e+07	  1	  1000	   862	1.558852611456498e-03	7.498942093324548e+01	2.109919011940275e+01
6.200000e+07	  1	  1000	    85	1.707291697801396e-03	7.498942093324548e+01	2.268116456725625e+01
6.300000e+07	  1	  1000	    20	1.596613219662713e-03	7.498942093324548e+01	2.424258614239718e+01
6.400000e+07	  1	  1000	    56	1.648124723792940e-03	9.999999999999986e+01	8.169040235639187e-01
6.500000e+07	  1	  1000	    81	1.560618945598567e-03	9.999999999999986e+01	2.378733217439663e+00
6.600000e+07	  1	  1000	   577	1.912042843891524e-03	9.999999999999986e+01	3.958403888058608e+00
collision No.11	1.045515e+02[yr]	i=1, j=675	r_ij=6.337525256806742e-05	radius[1]+radius[675]=6.338481524341289e-05
6.700000e+07	  1	  1000	   246	1.467927654009994e-03	9.999999999999986e+01	5.532670378057624e+00
6.800000e+07	  1	  1000	   685	1.552078200102536e-03	9.999999999999986e+01	7.106232024870216e+00
6.900000e+07	  1	  1000	   796	1.608803842887065e-03	9.999999999999986e+01	8.689195014044286e+00
7.000000e+07	  1	  1000	   382	1.655466137202824e-03	9.999999999999986e+01	1.026492410579915e+01
7.100000e+07	  1	  1000	   684	1.751404028427702e-03	9.999999999999986e+01	1.183953995582562e+01
7.200000e+07	  1	  1000	   312	1.341790393822004e-03	9.999999999999986e+01	1.341588557924840e+01
7.300000e+07	  1	  1000	    64	1.454130347628183e-03	9.999999999999986e+01	1.499271685002825e+01
7.400000e+07	  1	  1000	   220	1.481521508513037e-03	9.999999999999986e+01	1.657199499332548e+01
7.500000e+07	  1	  1000	   768	1.775587197447818e-03	9.999999999999986e+01	1.815259650520555e+01
7.600000e+07	  1	  1000	    15	1.755689452542663e-03	9.999999999999986e+01	1.973281223644615e+01
7.700000e+07	  1	  1000	   624	1.733779531257403e-03	9.999999999999986e+01	2.131463360945251e+01
7.800000e+07	  1	  1000	   988	1.423173131522704e-03	9.999999999999986e+01	2.289083714992455e+01
7.900000e+07	  1	  1000	    10	1.679711440584351e-03	9.999999999999986e+01	2.447408638368765e+01
8.000000e+07	  1	  1000	   718	1.498455870845993e-03	9.999999999999986e+01	2.605451283175387e+01
8.100000e+07	  1	  1000	   364	1.668879850081527e-03	9.999999999999986e+01	2.763268356843690e+01
8.200000e+07	  1	  1000	    94	1.582874252252085e-03	9.999999999999986e+01	2.921030281974938e+01
8.300000e+07	  1	  1000	    62	1.719765121007196e-03	9.999999999999986e+01	3.077783124087361e+01
collision No.12	1.310021e+02[yr]	i=1, j=607	r_ij=6.323671837050460e-05	radius[1]+radius[607]=6.338481524341289e-05
8.400000e+07	  1	  1000	   535	1.723156308425325e-03	9.999999999999986e+01	3.235350100910260e+01
8.500000e+07	  1	  1000	   571	1.424587880158157e-03	1.333521432163322e+02	5.748492725608224e-01
8.600000e+07	  1	  1000	   935	1.655466176662806e-03	1.333521432163322e+02	2.137374361505860e+00
8.700000e+07	  1	  1000	   475	1.542547737508773e-03	1.333521432163322e+02	3.712286219223135e+00
8.800000e+07	  1	  1000	   481	1.678044370417133e-03	1.333521432163322e+02	5.294882703159777e+00
8.900000e+07	  1	  1000	   351	1.437078576297885e-03	1.333521432163322e+02	6.870245318072836e+00
9.000000e+07	  1	  1000	   512	1.699392312959648e-03	1.333521432163322e+02	8.452247485520163e+00
9.100000e+07	  1	  1000	   501	1.780841446337665e-03	1.333521432163322e+02	1.002286904032019e+01
9.200000e+07	  1	  1000	   180	1.531372801854420e-03	1.333521432163322e+02	1.159860167470908e+01
9.300000e+07	  1	  1000	   593	1.441275170197035e-03	1.333521432163322e+02	1.317942035388673e+01
9.400000e+07	  1	  1000	   807	1.577994235390733e-03	1.333521432163322e+02	1.475745061183657e+01
collision No.13	1.491290e+02[yr]	i=1, j=31	r_ij=6.325038464347872e-05	radius[1]+radius[31]=6.338481524341289e-05
9.500000e+07	  1	  1000	   486	1.416011941404699e-03	1.333521432163322e+02	1.633605064755668e+01
9.600000e+07	  1	  1000	   128	1.636850406952086e-03	1.333521432163322e+02	1.791698803076075e+01
9.700000e+07	  1	  1000	   474	1.681628065115377e-03	1.333521432163322e+02	1.949630710094039e+01
9.800000e+07	  1	  1000	   729	1.604927438799102e-03	1.333521432163322e+02	2.107763330107965e+01
9.900000e+07	  1	  1000	   788	1.429601431402357e-03	1.333521432163322e+02	2.266034698280798e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  1	  1000	   624	1.690998351937980e-03	1.333521432163322e+02	2.423707617117082e+01
collision No.14	1.579176e+02[yr]	i=1, j=840	r_ij=6.334546079967450e-05	radius[1]+radius[840]=6.338481524341289e-05
1.010000e+08	  1	  1000	   732	1.441017744391136e-03	1.333521432163322e+02	2.581380279664908e+01
collision No.15	1.599882e+02[yr]	i=1, j=584	r_ij=6.329827437714216e-05	radius[1]+radius[584]=6.338481524341289e-05
1.020000e+08	  1	  1000	    19	1.509027021440790e-03	1.333521432163322e+02	2.739286255138497e+01
1.030000e+08	  1	  1000	   292	1.574877820789711e-03	1.333521432163322e+02	2.897157193151416e+01
1.040000e+08	  1	  1000	   947	1.589936247090396e-03	1.333521432163322e+02	3.054691785735951e+01
1.050000e+08	  1	  1000	   631	1.563616658256760e-03	1.333521432163322e+02	3.212743235869688e+01
1.060000e+08	  1	  1000	   822	1.723290329614673e-03	1.333521432163322e+02	3.370590636937902e+01
1.070000e+08	  1	  1000	   110	1.544985613616332e-03	1.333521432163322e+02	3.528684226084039e+01
collision No.16	1.697754e+02[yr]	i=1, j=381	r_ij=6.322975806345603e-05	radius[1]+radius[381]=6.338481524341289e-05
1.080000e+08	  1	  1000	   191	1.693652264023652e-03	1.333521432163322e+02	3.686304985280143e+01
1.090000e+08	  1	  1000	   576	1.619744112323297e-03	1.333521432163322e+02	3.843650195739473e+01
1.100000e+08	  1	  1000	  1000	2.225390260585707e-04	1.333521432163322e+02	4.001595133952275e+01
1.110000e+08	  1	  1000	   775	1.663095382249932e-03	1.333521432163322e+02	4.158430290239752e+01
1.120000e+08	  1	  1000	   618	1.348888591843724e-03	1.333521432163322e+02	4.316594717673138e+01
1.130000e+08	  1	  1000	   670	1.289726197168327e-03	1.778279410038920e+02	2.670519662775342e-01
1.140000e+08	  1	  1000	     9	1.526916273551377e-03	1.778279410038920e+02	1.838448859537140e+00
1.150000e+08	  1	  1000	   955	1.589691212722207e-03	1.778279410038920e+02	3.409192576309847e+00
1.160000e+08	  1	  1000	   828	2.067359417042440e-03	1.778279410038920e+02	4.981046644749931e+00
1.170000e+08	  1	  1000	   228	1.669539215215951e-03	1.778279410038920e+02	6.554916211276625e+00
1.180000e+08	  1	  1000	   928	1.623754938431821e-03	1.778279410038920e+02	8.137683977552943e+00
1.190000e+08	  1	  1000	   479	1.659835245977670e-03	1.778279410038920e+02	9.718040075956820e+00
1.200000e+08	  1	  1000	   490	1.535704092257439e-03	1.778279410038920e+02	1.129736797750960e+01
1.210000e+08	  1	  1000	   679	1.631984927251021e-03	1.778279410038920e+02	1.287393509390698e+01
1.220000e+08	  1	  1000	   558	1.369340957532330e-03	1.778279410038920e+02	1.444351407606789e+01
1.230000e+08	  1	  1000	   906	1.805290169640124e-03	1.778279410038920e+02	1.602556966176275e+01
1.240000e+08	  1	  1000	   196	1.452420460688809e-03	1.778279410038920e+02	1.760877172284397e+01
1.250000e+08	  1	  1000	   373	1.370417310291587e-03	1.778279410038920e+02	1.918681355590020e+01
collision No.17	1.976462e+02[yr]	i=1, j=628	r_ij=6.336246896238270e-05	radius[1]+radius[628]=6.338481524341289e-05
1.260000e+08	  1	  1000	   732	1.535741292558900e-03	1.778279410038920e+02	2.075518497432635e+01
1.270000e+08	  1	  1000	   640	1.423481263440413e-03	1.778279410038920e+02	2.232472168386862e+01
1.280000e+08	  1	  1000	   440	1.543431190031471e-03	1.778279410038920e+02	2.390094656912222e+01
1.290000e+08	  1	  1000	   720	1.649535179193433e-03	1.778279410038920e+02	2.548045978182938e+01
1.300000e+08	  1	  1000	    55	1.189842560841279e-03	1.778279410038920e+02	2.705922259827077e+01
1.310000e+08	  1	  1000	   195	1.554669030972317e-03	1.778279410038920e+02	2.863282508980219e+01
1.320000e+08	  1	  1000	   813	1.331618971665822e-03	1.778279410038920e+02	3.021129047756752e+01
1.330000e+08	  1	  1000	   185	1.616595595884699e-03	1.778279410038920e+02	3.179065993504873e+01
1.340000e+08	  1	  1000	   491	1.959418749691935e-03	1.778279410038920e+02	3.336895873432481e+01
1.350000e+08	  1	  1000	   103	1.538814512858651e-03	1.778279410038920e+02	3.494687733495455e+01
1.360000e+08	  1	  1000	   493	1.542495314344451e-03	1.778279410038920e+02	3.651298395347860e+01
1.370000e+08	  1	  1000	   664	1.717566960960958e-03	1.778279410038920e+02	3.808724971091987e+01
1.380000e+08	  1	  1000	   535	1.614505338071947e-03	1.778279410038920e+02	3.965507768147825e+01
1.390000e+08	  1	  1000	   598	1.581651680651105e-03	1.778279410038920e+02	4.122855149638586e+01
1.400000e+08	  1	  1000	   814	1.727513591239141e-03	1.778279410038920e+02	4.280710350354454e+01
1.410000e+08	  1	  1000	   952	1.498242393603835e-03	1.778279410038920e+02	4.439000890574795e+01
1.420000e+08	  1	  1000	   591	1.748908612811143e-03	1.778279410038920e+02	4.596714004075817e+01
1.430000e+08	  1	  1000	   441	1.489206894598821e-03	1.778279410038920e+02	4.754973588669273e+01
1.440000e+08	  1	  1000	   614	1.652707638492449e-03	1.778279410038920e+02	4.911872148519512e+01
1.450000e+08	  1	  1000	   765	1.720192719228525e-03	1.778279410038920e+02	5.070118139635257e+01
1.460000e+08	  1	  1000	   658	1.630425509909827e-03	1.778279410038920e+02	5.228247864173429e+01
1.470000e+08	  1	  1000	   296	1.455376184262612e-03	1.778279410038920e+02	5.386392917015533e+01
1.480000e+08	  1	  1000	   942	1.721809318444584e-03	1.778279410038920e+02	5.544476797698574e+01
1.490000e+08	  1	  1000	   306	1.415807265366114e-03	1.778279410038920e+02	5.702591826858620e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  1	  1000	   758	1.447418376422378e-03	1.778279410038920e+02	5.859349976249517e+01
1.510000e+08	  1	  1000	   545	1.756297649561723e-03	2.371373705661651e+02	8.459504108287311e-01
collision No.18	2.382661e+02[yr]	i=1, j=732	r_ij=6.323675811602627e-05	radius[1]+radius[732]=6.338481524341289e-05
1.520000e+08	  1	  1000	   927	1.616527631056173e-03	2.371373705661651e+02	2.427474042076960e+00
1.530000e+08	  1	  1000	    77	1.638434840965078e-03	2.371373705661651e+02	3.996135072886267e+00
1.540000e+08	  1	  1000	   151	1.555857980000941e-03	2.371373705661651e+02	5.575325978365445e+00
1.550000e+08	  1	  1000	   375	1.585560891691035e-03	2.371373705661651e+02	7.151417845821192e+00
1.560000e+08	  1	  1000	   889	1.596220164194730e-03	2.371373705661651e+02	8.727913564979740e+00
1.570000e+08	  1	  1000	   858	1.518861907692997e-03	2.371373705661651e+02	1.030093434096764e+01
1.580000e+08	  1	  1000	   499	1.495109247851335e-03	2.371373705661651e+02	1.187512862014737e+01
1.590000e+08	  1	  1000	   108	1.407673187506114e-03	2.371373705661651e+02	1.344470245985239e+01
1.600000e+08	  1	  1000	    54	1.488823494074910e-03	2.371373705661651e+02	1.502798920958955e+01
1.610000e+08	  1	  1000	   250	1.265174080154918e-03	2.371373705661651e+02	1.658735610057496e+01
1.620000e+08	  1	  1000	   346	1.577823657860387e-03	2.371373705661651e+02	1.815704511175249e+01
1.630000e+08	  1	  1000	   311	2.155029483164223e-03	2.371373705661651e+02	1.973813450258143e+01
1.640000e+08	  1	  1000	   743	1.778893510955552e-03	2.371373705661651e+02	2.131669147354789e+01
1.650000e+08	  1	  1000	   761	1.673798661995711e-03	2.371373705661651e+02	2.289743139490430e+01
collision No.19	2.600814e+02[yr]	i=1, j=9	r_ij=6.332890378824741e-05	radius[1]+radius[9]=6.338481524341289e-05
1.660000e+08	  1	  1000	   351	1.397989439462655e-03	2.371373705661651e+02	2.447143250176349e+01
1.670000e+08	  1	  1000	   763	1.498855642415298e-03	2.371373705661651e+02	2.605313195346761e+01
1.680000e+08	  1	  1000	   502	1.521802563141757e-03	2.371373705661651e+02	2.763582347112583e+01
1.690000e+08	  1	  1000	   128	1.645235748734402e-03	2.371373705661651e+02	2.921563163953542e+01
collision No.20	2.666665e+02[yr]	i=1, j=596	r_ij=6.338363858464904e-05	radius[1]+radius[596]=6.338481524341289e-05
1.700000e+08	  1	  1000	   701	1.507074012784148e-03	2.371373705661651e+02	3.079558776663119e+01
1.710000e+08	  1	  1000	   857	1.881105900215710e-03	2.371373705661651e+02	3.236977748176942e+01
1.720000e+08	  1	  1000	   207	1.450306142858545e-03	2.371373705661651e+02	3.394897476253490e+01
1.730000e+08	  1	  1000	   676	1.471352207457803e-03	2.371373705661651e+02	3.552792180370086e+01
1.740000e+08	  1	  1000	   397	1.812867592623276e-03	2.371373705661651e+02	3.710670886534518e+01
1.750000e+08	  1	  1000	   807	1.475196234833529e-03	2.371373705661651e+02	3.868838085210055e+01
1.760000e+08	  1	  1000	   659	1.678996250580946e-03	2.371373705661651e+02	4.027226683807899e+01
1.770000e+08	  1	  1000	   296	1.487006761863739e-03	2.371373705661651e+02	4.185791049581546e+01
1.780000e+08	  1	  1000	    12	1.853145245353038e-03	2.371373705661651e+02	4.344085491360990e+01
1.790000e+08	  1	  1000	   717	1.548163671814229e-03	2.371373705661651e+02	4.502309033996207e+01
1.800000e+08	  1	  1000	    38	1.300892866893096e-03	2.371373705661651e+02	4.660344467883802e+01
1.810000e+08	  1	  1000	   640	1.509794826527328e-03	2.371373705661651e+02	4.818181703316795e+01
1.820000e+08	  1	  1000	    99	1.514699570365259e-03	2.371373705661651e+02	4.976686429721348e+01
1.830000e+08	  1	  1000	   820	1.758440807270101e-03	2.371373705661651e+02	5.134753250876312e+01
collision No.21	2.890445e+02[yr]	i=1, j=581	r_ij=6.335550526068597e-05	radius[1]+radius[581]=6.338481524341289e-05
1.840000e+08	  1	  1000	   877	1.565307038358514e-03	2.371373705661651e+02	5.292432993747637e+01
1.850000e+08	  1	  1000	   349	1.728711971696544e-03	2.371373705661651e+02	5.451113831997411e+01
1.860000e+08	  1	  1000	   658	1.443864201836978e-03	2.371373705661651e+02	5.608396965963059e+01
1.870000e+08	  1	  1000	   137	1.413145619384972e-03	2.371373705661651e+02	5.766379730625322e+01
1.880000e+08	  1	  1000	   562	1.849038112156342e-03	2.371373705661651e+02	5.924883797907475e+01
1.890000e+08	  1	  1000	   331	1.422070824448531e-03	2.371373705661651e+02	6.083363080246513e+01
1.900000e+08	  1	  1000	   572	1.495444845488029e-03	2.371373705661651e+02	6.241170905465150e+01
1.910000e+08	  1	  1000	   136	1.383869437230269e-03	2.371373705661651e+02	6.399329658060073e+01
collision No.22	3.018492e+02[yr]	i=1, j=883	r_ij=6.327965779590127e-05	radius[1]+radius[883]=6.338481524341289e-05
1.920000e+08	  1	  1000	   406	1.648864797818217e-03	2.371373705661651e+02	6.556837850060541e+01
1.930000e+08	  1	  1000	   286	1.450017335824875e-03	2.371373705661651e+02	6.714701071446788e+01
1.940000e+08	  1	  1000	   409	1.614003706646918e-03	2.371373705661651e+02	6.873383908482458e+01
1.950000e+08	  1	  1000	   272	1.485458237064251e-03	2.371373705661651e+02	7.031337927313709e+01
1.960000e+08	  1	  1000	   826	1.579894532953117e-03	2.371373705661651e+02	7.189366626783114e+01
1.970000e+08	  1	  1000	   558	1.317146682963137e-03	2.371373705661651e+02	7.346774435374495e+01
1.980000e+08	  1	  1000	   191	1.264224084587616e-03	2.371373705661651e+02	7.504819779050869e+01
1.990000e+08	  1	  1000	   811	1.720965597335859e-03	2.371373705661651e+02	7.663298295703902e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  1	  1000	   208	1.559262459092091e-03	2.371373705661651e+02	7.821934329210066e+01
2.010000e+08	  1	  1000	   374	1.853822571181175e-03	3.162277660168374e+02	7.136428903033708e-01
2.020000e+08	  1	  1000	   127	1.576098506373819e-03	3.162277660168374e+02	2.287180294330144e+00
2.030000e+08	  1	  1000	   970	1.594158603230260e-03	3.162277660168374e+02	3.866218285143068e+00
2.040000e+08	  1	  1000	   612	1.716275974190352e-03	3.162277660168374e+02	5.443787534931635e+00
2.050000e+08	  1	  1000	   445	1.896306660665827e-03	3.162277660168374e+02	7.035993597852337e+00
2.060000e+08	  1	  1000	   968	1.638901694194010e-03	3.162277660168374e+02	8.617366285607682e+00
collision No.23	3.257442e+02[yr]	i=1, j=917	r_ij=6.329686119895962e-05	radius[1]+radius[917]=6.338481524341289e-05
2.070000e+08	  1	  1000	   190	1.939388778790442e-03	3.162277660168374e+02	1.020552826882208e+01
2.080000e+08	  1	  1000	   654	1.822265963417739e-03	3.162277660168374e+02	1.178907934517233e+01
2.090000e+08	  1	  1000	   321	1.462057580134746e-03	3.162277660168374e+02	1.337435933776645e+01
