3.000000e+06	  3	  2999	  2190	1.282206815021789e-03	1.333521432163323e+00	1.658473574489691e-01
3.100000e+06	  3	  2999	  2201	1.403315055093610e-03	1.333521432163323e+00	2.135583029762024e-01
3.200000e+06	  3	  2999	  1010	1.884664360709631e-03	1.333521432163323e+00	2.616053799122365e-01
3.300000e+06	  3	  2999	  2214	1.195600803173795e-03	1.333521432163323e+00	3.097012361001356e-01
3.400000e+06	  3	  2999	  2373	2.033220017555892e-03	1.333521432163323e+00	3.573020688383504e-01
3.500000e+06	  3	  2999	  2298	2.103385930972329e-03	1.333521432163323e+00	4.059419422235810e-01
3.600000e+06	  3	  2999	  2445	1.563622776595832e-03	1.778279410038922e+00	6.506017788584144e-03
3.700000e+06	  3	  2999	  2649	1.582368969846081e-03	1.778279410038922e+00	4.519908123773811e-02
3.800000e+06	  3	  2999	   772	2.530145360594532e-06	1.778279410038922e+00	8.270481855191393e-02
3.900000e+06	  3	  2999	  2103	1.949637813797857e-03	1.778279410038922e+00	1.213961151920684e-01
4.000000e+06	  3	  2999	  1269	1.711774692309818e-03	1.778279410038922e+00	1.599004677748047e-01
4.100000e+06	  3	  2999	   209	1.200484068508117e-03	1.778279410038922e+00	1.993024442866828e-01
4.200000e+06	  3	  2999	  2228	1.290273406838791e-03	1.778279410038922e+00	2.382899075215828e-01
4.300000e+06	  3	  2999	   772	5.546327236406964e-06	1.778279410038922e+00	2.780688778616053e-01
4.400000e+06	  3	  2999	   180	1.683716749273245e-03	1.778279410038922e+00	3.163647335953759e-01
4.500000e+06	  3	  2999	   262	1.503439837121066e-03	1.778279410038922e+00	3.561557812684146e-01
collision No.2	2.135158e+00[yr]	i=2, j=772	r_ij=6.338227017952602e-05	radius[2]+radius[772]=6.338481524341289e-05
dE_heat=-1.312384e-09	dE_grav=1.405896e-09	dE_c=-1.022798e-17	v_imp=2.987342e-01
4.600000e+06	  3	  2998	  2934	1.524679100932095e-03	1.778279410038922e+00	4.057130637171839e-01
4.700000e+06	  3	  2998	  1632	1.886875783430302e-03	1.778279410038922e+00	4.576151648843557e-01
4.800000e+06	  3	  2998	   162	2.082777597774756e-03	1.778279410038922e+00	5.095298975844557e-01
4.900000e+06	  3	  2998	   450	1.314765222988960e-03	1.778279410038922e+00	5.613864301624092e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+06	  3	  2998	   645	1.487307149117421e-03	2.371373705661654e+00	1.919556479083719e-02
collision No.3	2.428050e+00[yr]	i=3, j=903	r_ij=6.331927116378319e-05	radius[3]+radius[903]=6.338481524341289e-05
dE_heat=-1.412867e-09	dE_grav=1.421368e-09	dE_c=-2.734448e-17	v_imp=3.084364e-01
5.100000e+06	  3	  2997	  1727	1.567867365637149e-03	2.371373705661654e+00	7.078517838557780e-02
5.200000e+06	  3	  2997	  1378	1.462632168463346e-03	2.371373705661654e+00	1.223763474737458e-01
5.300000e+06	  3	  2997	  1984	1.724194921148974e-03	2.371373705661654e+00	1.736714671097033e-01
5.400000e+06	  3	  2997	   500	1.907844913831938e-03	2.371373705661654e+00	2.256375385088759e-01
5.500000e+06	  3	  2997	  1193	1.529393447902476e-03	2.371373705661654e+00	2.774470384363538e-01
5.600000e+06	  3	  2997	  1492	1.513133586529487e-03	2.371373705661654e+00	3.270434086369055e-01
5.700000e+06	  3	  2997	  2275	1.335774542614402e-03	2.371373705661654e+00	3.754223206411400e-01
5.800000e+06	  3	  2997	  2001	1.320109565909321e-03	2.371373705661654e+00	4.265489066523416e-01
5.900000e+06	  3	  2997	  2901	1.205060304655619e-03	2.371373705661654e+00	4.778382389557022e-01
6.000000e+06	  3	  2997	  1613	1.942830201782441e-03	2.371373705661654e+00	5.278985472529679e-01
6.100000e+06	  3	  2997	  2668	1.524577054570307e-03	2.371373705661654e+00	5.794644314049461e-01
6.200000e+06	  3	  2997	  1465	1.775664236691838e-03	2.371373705661654e+00	6.313975137219063e-01
6.300000e+06	  3	  2997	  2070	1.795631327016346e-03	2.371373705661654e+00	6.831218231732932e-01
6.400000e+06	  3	  2997	  2594	1.200597931373546e-03	2.371373705661654e+00	7.331883526620557e-01
6.500000e+06	  3	  2997	  2653	1.866102762825216e-03	2.371373705661654e+00	7.844843752288247e-01
6.600000e+06	  3	  2997	  2284	1.363054067956305e-03	3.162277660168377e+00	4.586853938927841e-02
6.700000e+06	  3	  2997	  1132	1.296243868140400e-03	3.162277660168377e+00	9.747747345277653e-02
6.800000e+06	  3	  2997	  2658	1.440372151126999e-03	3.162277660168377e+00	1.506309848585587e-01
6.900000e+06	  3	  2997	  2757	1.631952957834716e-03	3.162277660168377e+00	2.035964833643689e-01
7.000000e+06	  3	  2997	  1471	1.953308352571052e-03	3.162277660168377e+00	2.567722400019622e-01
7.100000e+06	  3	  2997	  2921	1.843432263972342e-03	3.162277660168377e+00	3.098782395445819e-01
7.200000e+06	  3	  2997	  2912	1.383752945457797e-03	3.162277660168377e+00	3.628731163192054e-01
7.300000e+06	  3	  2997	  1953	1.433163799580569e-03	3.162277660168377e+00	4.157288670752155e-01
7.400000e+06	  3	  2997	  2952	1.582797543449197e-03	3.162277660168377e+00	4.680874213039524e-01
7.500000e+06	  3	  2997	  2961	1.571972575202477e-03	3.162277660168377e+00	5.201727027709928e-01
7.600000e+06	  3	  2997	  2774	1.688774196379693e-03	3.162277660168377e+00	5.713336210010546e-01
7.700000e+06	  3	  2997	  2421	1.885702757387462e-03	3.162277660168377e+00	6.243534218643545e-01
7.800000e+06	  3	  2997	  2645	1.686502739222109e-03	3.162277660168377e+00	6.773786464899725e-01
collision No.4	3.881689e+00[yr]	i=1, j=859	r_ij=6.336742282185357e-05	radius[1]+radius[859]=6.355636101142064e-05
dE_heat=-1.401977e-09	dE_grav=1.406088e-09	dE_c=-7.010718e-17	v_imp=3.102729e-01
7.900000e+06	  3	  2996	   106	1.652795956489021e-03	3.162277660168377e+00	7.293433523381320e-01
8.000000e+06	  3	  2996	  1707	1.339345024821563e-03	3.162277660168377e+00	7.822071380111161e-01
8.100000e+06	  3	  2996	  2418	1.338889672204432e-03	3.162277660168377e+00	8.351737511473013e-01
8.200000e+06	  3	  2996	  1424	1.676797063523193e-03	3.162277660168377e+00	8.883011585499648e-01
8.300000e+06	  3	  2996	   155	1.392117385235011e-03	3.162277660168377e+00	9.396674141388771e-01
8.400000e+06	  3	  2996	  1968	1.532615343329315e-03	3.162277660168377e+00	9.924389259264923e-01
8.500000e+06	  3	  2996	  2079	1.868964626420935e-03	3.162277660168377e+00	1.045066566325625e+00
8.600000e+06	  3	  2996	  2940	1.713590073018963e-03	4.216965034285820e+00	4.109058603831593e-02
8.700000e+06	  3	  2996	   872	1.844176727669733e-03	4.216965034285820e+00	9.426950436970581e-02
8.800000e+06	  3	  2996	  1385	1.371798508118780e-03	4.216965034285820e+00	1.476294543271638e-01
8.900000e+06	  3	  2996	  1402	1.543549723283924e-03	4.216965034285820e+00	2.006303443224059e-01
9.000000e+06	  3	  2996	  2375	1.238749868649409e-03	4.216965034285820e+00	2.532272836406192e-01
9.100000e+06	  3	  2996	   302	1.603193646089687e-03	4.216965034285820e+00	3.051305483148330e-01
9.200000e+06	  3	  2996	  2288	1.437176690056980e-03	4.216965034285820e+00	3.583681490867612e-01
9.300000e+06	  3	  2996	  2896	1.269991002788047e-03	4.216965034285820e+00	4.100507436863846e-01
9.400000e+06	  3	  2996	  2178	1.293719608059206e-03	4.216965034285820e+00	4.621168708618769e-01
9.500000e+06	  3	  2996	   813	1.673399315707167e-03	4.216965034285820e+00	5.153154291186164e-01
9.600000e+06	  3	  2996	   436	1.549521119341065e-03	4.216965034285820e+00	5.682493132512404e-01
9.700000e+06	  3	  2996	  1965	1.612799590677252e-03	4.216965034285820e+00	6.212754992693310e-01
9.800000e+06	  3	  2996	   386	1.348025636363470e-03	4.216965034285820e+00	6.744380456873470e-01
9.900000e+06	  3	  2996	    14	1.659740580859023e-03	4.216965034285820e+00	7.257528566443096e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+07	  3	  2996	  2445	1.564389964046433e-03	4.216965034285820e+00	7.781068221682441e-01
1.010000e+07	  3	  2996	  2291	1.759712323567168e-03	4.216965034285820e+00	8.306529819576294e-01
1.020000e+07	  3	  2996	  2940	1.647294356328510e-03	4.216965034285820e+00	8.839644420328425e-01
1.030000e+07	  3	  2996	  1354	1.921936851261348e-03	4.216965034285820e+00	9.371853435928641e-01
1.040000e+07	  3	  2996	  2551	1.316791857180093e-03	4.216965034285820e+00	9.892534833975707e-01
1.050000e+07	  3	  2996	  2098	1.264890723815009e-03	4.216965034285820e+00	1.042649072385144e+00
1.060000e+07	  3	  2996	  1324	1.875071227544311e-03	4.216965034285820e+00	1.095957069050163e+00
1.070000e+07	  3	  2996	  1559	2.002431505172541e-03	4.216965034285820e+00	1.148913967378669e+00
1.080000e+07	  3	  2996	  2962	1.934553041780239e-03	4.216965034285820e+00	1.202288570447621e+00
1.090000e+07	  3	  2996	  1947	1.374856678275572e-03	4.216965034285820e+00	1.255714024904285e+00
1.100000e+07	  3	  2996	  2761	1.622106260646712e-03	4.216965034285820e+00	1.309124091788342e+00
1.110000e+07	  3	  2996	  1947	1.430558856236730e-03	4.216965034285820e+00	1.362521954382640e+00
1.120000e+07	  3	  2996	  1904	1.761358343716422e-03	5.623413251903486e+00	8.520081352234931e-03
1.130000e+07	  3	  2996	   153	1.971510204624928e-03	5.623413251903486e+00	6.182391188685880e-02
1.140000e+07	  3	  2996	  1135	1.887158980241371e-03	5.623413251903486e+00	1.150383258006449e-01
1.150000e+07	  3	  2996	   717	1.531106492602388e-03	5.623413251903486e+00	1.683241514625701e-01
1.160000e+07	  3	  2996	  2172	1.537393761323123e-03	5.623413251903486e+00	2.216476457825231e-01
1.170000e+07	  3	  2996	  2469	2.032491885420267e-03	5.623413251903486e+00	2.747363708916830e-01
1.180000e+07	  3	  2996	  1643	1.483771476503627e-03	5.623413251903486e+00	3.279876573877695e-01
1.190000e+07	  3	  2996	  1622	1.653921048344918e-03	5.623413251903486e+00	3.813307409892266e-01
1.200000e+07	  3	  2996	  2660	1.631026810193201e-03	5.623413251903486e+00	4.346830340977736e-01
1.210000e+07	  3	  2996	   979	1.589254017075537e-03	5.623413251903486e+00	4.871048184117956e-01
1.220000e+07	  3	  2996	  1788	2.051326789936501e-03	5.623413251903486e+00	5.403199381667634e-01
1.230000e+07	  3	  2996	  2801	1.520636953683302e-03	5.623413251903486e+00	5.915618938481230e-01
1.240000e+07	  3	  2996	  1747	1.338249166887162e-03	5.623413251903486e+00	6.436007720381330e-01
1.250000e+07	  3	  2996	  2511	1.271418030689353e-03	5.623413251903486e+00	6.969285875559935e-01
1.260000e+07	  3	  2996	   623	1.776016609548215e-03	5.623413251903486e+00	7.503133251581043e-01
1.270000e+07	  3	  2996	  1572	1.846654411450852e-03	5.623413251903486e+00	8.037523279880828e-01
1.280000e+07	  3	  2996	  1693	2.051879222100774e-03	5.623413251903486e+00	8.571711775982749e-01
1.290000e+07	  3	  2996	   663	1.828162505158975e-03	5.623413251903486e+00	9.105639430305146e-01
1.300000e+07	  3	  2996	  2532	1.491295722545851e-03	5.623413251903486e+00	9.639578406628189e-01
1.310000e+07	  3	  2996	  2335	1.710300543459385e-03	5.623413251903486e+00	1.017270455860477e+00
1.320000e+07	  3	  2996	  1800	1.329047207189077e-03	5.623413251903486e+00	1.070136228231065e+00
1.330000e+07	  3	  2996	  1720	2.019888245081341e-03	5.623413251903486e+00	1.123363400277565e+00
1.340000e+07	  3	  2996	  1125	1.340023330554437e-03	5.623413251903486e+00	1.176329683171925e+00
1.350000e+07	  3	  2996	  1121	1.661704320829018e-03	5.623413251903486e+00	1.229071609453615e+00
1.360000e+07	  3	  2996	  2780	1.322328534305686e-03	5.623413251903486e+00	1.280760828460788e+00
1.370000e+07	  3	  2996	  1966	1.628069251092083e-03	5.623413251903486e+00	1.334040754488093e+00
1.380000e+07	  3	  2996	  2452	1.798028001803019e-03	5.623413251903486e+00	1.387376762430313e+00
1.390000e+07	  3	  2996	  1147	1.562674785106090e-03	5.623413251903486e+00	1.440766374520114e+00
1.400000e+07	  3	  2996	   144	1.561421612221780e-03	5.623413251903486e+00	1.494181751804250e+00
1.410000e+07	  3	  2996	  1862	1.426594510830383e-03	5.623413251903486e+00	1.547611676849557e+00
1.420000e+07	  3	  2996	   823	2.022805223298219e-03	5.623413251903486e+00	1.601045424911121e+00
1.430000e+07	  3	  2996	    24	1.999188097396164e-03	5.623413251903486e+00	1.654502782961302e+00
1.440000e+07	  3	  2996	  2167	1.534977127775136e-03	5.623413251903486e+00	1.707919467493777e+00
1.450000e+07	  3	  2996	   234	1.716242351127214e-03	5.623413251903486e+00	1.761325078457799e+00
1.460000e+07	  3	  2996	  2343	1.339425544465876e-03	5.623413251903486e+00	1.814435268381365e+00
1.470000e+07	  3	  2996	   297	2.018956724645967e-03	5.623413251903486e+00	1.866962768439808e+00
1.480000e+07	  3	  2996	  1740	1.630537689879874e-03	7.498942093324552e+00	4.255625367814849e-02
1.490000e+07	  3	  2996	  1812	1.468403172331197e-03	7.498942093324552e+00	9.475104859660166e-02
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+07	  3	  2996	   283	1.235634708161167e-03	7.498942093324552e+00	1.478620693460530e-01
1.510000e+07	  3	  2996	  2731	1.324689787394714e-03	7.498942093324552e+00	2.011226282810681e-01
1.520000e+07	  3	  2996	   765	1.713697806476877e-03	7.498942093324552e+00	2.544354721184612e-01
1.530000e+07	  3	  2996	  1351	1.276351000604058e-03	7.498942093324552e+00	3.074131358774518e-01
1.540000e+07	  3	  2996	   523	1.896538779863902e-03	7.498942093324552e+00	3.606675969704250e-01
1.550000e+07	  3	  2996	  1268	1.993584410956518e-03	7.498942093324552e+00	4.136539430421964e-01
1.560000e+07	  3	  2996	  2376	1.706183518345587e-03	7.498942093324552e+00	4.668039555259512e-01
1.570000e+07	  3	  2996	  2180	1.638085279672968e-03	7.498942093324552e+00	5.201134000468357e-01
1.580000e+07	  3	  2996	  1409	2.156938743390209e-03	7.498942093324552e+00	5.734123616165795e-01
1.590000e+07	  3	  2996	  2836	1.513503119866237e-03	7.498942093324552e+00	6.264469374677950e-01
1.600000e+07	  3	  2996	  1134	1.380573047583143e-03	7.498942093324552e+00	6.798607534521165e-01
1.610000e+07	  3	  2996	   212	1.686464019846864e-03	7.498942093324552e+00	7.332480698801449e-01
1.620000e+07	  3	  2996	  1066	1.490474684591091e-03	7.498942093324552e+00	7.860988368327469e-01
1.630000e+07	  3	  2996	  1872	1.454315003718460e-03	7.498942093324552e+00	8.378409964405240e-01
1.640000e+07	  3	  2996	  2336	1.363546329078102e-03	7.498942093324552e+00	8.901257844796289e-01
1.650000e+07	  3	  2996	   834	1.384173855830736e-03	7.498942093324552e+00	9.434701793840351e-01
1.660000e+07	  3	  2996	  2289	1.891200466994799e-03	7.498942093324552e+00	9.964914566056545e-01
1.670000e+07	  3	  2996	  1117	2.024275458306106e-03	7.498942093324552e+00	1.049371945630637e+00
1.680000e+07	  3	  2996	  1344	1.975570106104801e-03	7.498942093324552e+00	1.101895560962676e+00
1.690000e+07	  3	  2996	   999	1.679951926215846e-03	7.498942093324552e+00	1.155097877558772e+00
1.700000e+07	  3	  2996	   561	1.690787837360744e-03	7.498942093324552e+00	1.206869323646658e+00
1.710000e+07	  3	  2996	  1962	1.848617661894624e-03	7.498942093324552e+00	1.260106518788470e+00
1.720000e+07	  3	  2996	  2137	1.651757300323919e-03	7.498942093324552e+00	1.313319533044105e+00
1.730000e+07	  3	  2996	  2616	1.293421082690446e-03	7.498942093324552e+00	1.366695742663818e+00
1.740000e+07	  3	  2996	  2741	1.423505908241090e-03	7.498942093324552e+00	1.419982761019176e+00
1.750000e+07	  3	  2996	  2908	1.972993622104310e-03	7.498942093324552e+00	1.471750360825907e+00
1.760000e+07	  3	  2996	  2460	1.858576727632952e-05	7.498942093324552e+00	1.524662911635490e+00
1.770000e+07	  3	  2996	  2441	1.294778298596336e-03	7.498942093324552e+00	1.577580435860871e+00
1.780000e+07	  3	  2996	  1858	1.756974964940980e-03	7.498942093324552e+00	1.629922495192627e+00
1.790000e+07	  3	  2996	    25	1.825947199505149e-03	7.498942093324552e+00	1.683080224892545e+00
1.800000e+07	  3	  2996	  2666	1.592274510330014e-03	7.498942093324552e+00	1.736446159349960e+00
1.810000e+07	  3	  2996	  1726	1.174155071390740e-03	7.498942093324552e+00	1.789790065593883e+00
1.820000e+07	  3	  2996	  1154	9.684545974272778e-07	7.498942093324552e+00	1.842207317744264e+00
1.830000e+07	  3	  2996	   988	1.932564806617617e-03	7.498942093324552e+00	1.893903707706940e+00
1.840000e+07	  3	  2996	  2192	1.562175218851132e-03	7.498942093324552e+00	1.947158027628994e+00
1.850000e+07	  3	  2996	  1691	1.819234368707480e-03	7.498942093324552e+00	2.000442019830055e+00
1.860000e+07	  3	  2996	  2536	1.690959305758915e-03	7.498942093324552e+00	2.053576098310027e+00
1.870000e+07	  3	  2996	  1635	1.508657602885830e-03	7.498942093324552e+00	2.106130082001557e+00
1.880000e+07	  3	  2996	   266	1.805096613807068e-03	7.498942093324552e+00	2.159462941440342e+00
1.890000e+07	  3	  2996	  2267	1.376930567416134e-03	7.498942093324552e+00	2.212871229362205e+00
1.900000e+07	  3	  2996	  1452	1.540465776649831e-03	7.498942093324552e+00	2.266253608584690e+00
1.910000e+07	  3	  2996	  2596	1.489870007802515e-03	7.498942093324552e+00	2.319578212008707e+00
1.920000e+07	  3	  2996	   592	1.542073527035787e-03	7.498942093324552e+00	2.370685620586607e+00
1.930000e+07	  3	  2996	  1102	1.430776306009462e-03	7.498942093324552e+00	2.423656087794551e+00
1.940000e+07	  3	  2996	  2789	1.325271646805050e-03	7.498942093324552e+00	2.477054107957492e+00
1.950000e+07	  3	  2996	    45	1.629363867537019e-03	9.999999999999991e+00	2.854318386180612e-02
1.960000e+07	  3	  2996	    29	1.751655505222434e-03	9.999999999999991e+00	8.106975880060502e-02
1.970000e+07	  3	  2996	   484	1.897747379755034e-03	9.999999999999991e+00	1.342196495846892e-01
1.980000e+07	  3	  2996	  2659	1.502434003466399e-03	9.999999999999991e+00	1.875430406342377e-01
1.990000e+07	  3	  2996	  2443	2.020880505888121e-03	9.999999999999991e+00	2.408212583533658e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+07	  3	  2996	  1445	1.982851423503224e-03	9.999999999999991e+00	2.941400788210601e-01
2.010000e+07	  3	  2996	   277	1.563814451803281e-03	9.999999999999991e+00	3.473578141354874e-01
2.020000e+07	  3	  2996	  2791	1.673857436437099e-03	9.999999999999991e+00	3.993911411512571e-01
2.030000e+07	  3	  2996	   897	2.076267002915386e-03	9.999999999999991e+00	4.523708342892593e-01
2.040000e+07	  3	  2996	   694	1.369099934301757e-03	9.999999999999991e+00	5.052215784527492e-01
2.050000e+07	  3	  2996	  1259	2.035214694377596e-03	9.999999999999991e+00	5.581655699073822e-01
2.060000e+07	  3	  2996	    79	1.602949596240691e-03	9.999999999999991e+00	6.114706657731385e-01
2.070000e+07	  3	  2996	  1759	1.235529213559965e-03	9.999999999999991e+00	6.647613639782328e-01
2.080000e+07	  3	  2996	  2450	2.002753051386310e-03	9.999999999999991e+00	7.181010457989591e-01
2.090000e+07	  3	  2996	  2886	1.299625251139644e-03	9.999999999999991e+00	7.714852445129998e-01
2.100000e+07	  3	  2996	   742	1.727533970110888e-03	9.999999999999991e+00	8.248295150910284e-01
2.110000e+07	  3	  2996	  2902	1.725180973117106e-03	9.999999999999991e+00	8.777477444224417e-01
2.120000e+07	  3	  2996	  1707	1.329510148818506e-03	9.999999999999991e+00	9.296615060085555e-01
2.130000e+07	  3	  2996	   523	1.853255272653326e-03	9.999999999999991e+00	9.829557918486633e-01
2.140000e+07	  3	  2996	  1586	1.272330659456601e-03	9.999999999999991e+00	1.035563380731890e+00
2.150000e+07	  3	  2996	  1620	2.077385163198657e-03	9.999999999999991e+00	1.088168003377238e+00
2.160000e+07	  3	  2996	  2523	1.573686473410064e-03	9.999999999999991e+00	1.140046790525499e+00
2.170000e+07	  3	  2996	   586	1.700171417669134e-03	9.999999999999991e+00	1.193202685390538e+00
2.180000e+07	  3	  2996	  1300	1.230071590180494e-03	9.999999999999991e+00	1.246433858325883e+00
2.190000e+07	  3	  2996	   684	1.213846745049908e-03	9.999999999999991e+00	1.299752159916297e+00
2.200000e+07	  3	  2996	  1283	1.984350914704476e-03	9.999999999999991e+00	1.352891715496147e+00
2.210000e+07	  3	  2996	   392	1.660254532327654e-03	9.999999999999991e+00	1.402294088256735e+00
2.220000e+07	  3	  2996	  2907	1.238054950498630e-03	9.999999999999991e+00	1.455455988977902e+00
2.230000e+07	  3	  2996	  1726	1.264100056431157e-03	9.999999999999991e+00	1.508430878942895e+00
2.240000e+07	  3	  2996	  1575	1.550475641920789e-03	9.999999999999991e+00	1.561593536850291e+00
2.250000e+07	  3	  2996	  2524	1.588604321777139e-03	9.999999999999991e+00	1.614788157231333e+00
2.260000e+07	  3	  2996	  2872	1.983962079639339e-03	9.999999999999991e+00	1.667819722554282e+00
2.270000e+07	  3	  2996	   255	1.498223961846258e-03	9.999999999999991e+00	1.720017544767996e+00
2.280000e+07	  3	  2996	  2074	1.472207805075102e-03	9.999999999999991e+00	1.773135206246289e+00
collision No.5	1.177639e+01[yr]	i=1, j=2782	r_ij=6.369401184971247e-05	radius[1]+radius[2782]=6.372510720862034e-05
dE_heat=-1.250874e-09	dE_grav=1.253484e-09	dE_c=-7.900382e-17	v_imp=3.109249e-01
2.290000e+07	  3	  2995	   295	1.493107195921756e-03	9.999999999999991e+00	1.826412975536945e+00
2.300000e+07	  3	  2995	  2322	1.202061053003167e-03	9.999999999999991e+00	1.879824256191821e+00
2.310000e+07	  3	  2995	  2229	1.479217244317992e-03	9.999999999999991e+00	1.933221438548966e+00
2.320000e+07	  3	  2995	  1814	1.515904793821819e-03	9.999999999999991e+00	1.985561328870934e+00
2.330000e+07	  3	  2995	  1798	1.967458573407198e-03	9.999999999999991e+00	2.038790693652625e+00
2.340000e+07	  3	  2995	  2673	1.377396311086135e-03	9.999999999999991e+00	2.092183178558356e+00
