9.400000e+06	  3	  3000	  1078	1.322883513706419e-03	4.216965034285820e+00	7.360933037319841e-01
9.500000e+06	  3	  3000	  1007	1.773791227260010e-03	4.216965034285820e+00	7.887506636065108e-01
9.600000e+06	  3	  3000	  1865	1.383574487774148e-03	4.216965034285820e+00	8.414234732030276e-01
9.700000e+06	  3	  3000	  1414	1.222410510085133e-03	4.216965034285820e+00	8.945340532211509e-01
9.800000e+06	  3	  3000	  1184	1.918155687908929e-03	4.216965034285820e+00	9.477254971000572e-01
9.900000e+06	  3	  3000	   148	1.663309593462699e-03	4.216965034285820e+00	1.000866995730635e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+07	  3	  3000	   658	1.686725387554549e-03	4.216965034285820e+00	1.053788059544323e+00
1.010000e+07	  3	  3000	  2127	1.325340783516138e-03	4.216965034285820e+00	1.106559630104760e+00
1.020000e+07	  3	  3000	  1062	1.375538799530619e-03	4.216965034285820e+00	1.159198340451067e+00
1.030000e+07	  3	  3000	  2447	1.608783965313018e-03	4.216965034285820e+00	1.209909499450153e+00
1.040000e+07	  3	  3000	   694	1.435948758982174e-03	4.216965034285820e+00	1.262737395653619e+00
1.050000e+07	  3	  3000	  2061	1.598134394637316e-03	4.216965034285820e+00	1.313650678387797e+00
1.060000e+07	  3	  3000	  2670	1.755401675630478e-03	4.216965034285820e+00	1.366638653787637e+00
1.070000e+07	  3	  3000	  2996	1.319821680219632e-03	5.623413251903486e+00	1.096900618093939e-02
1.080000e+07	  3	  3000	  2051	1.673849613655931e-03	5.623413251903486e+00	6.369222610484968e-02
1.090000e+07	  3	  3000	   165	1.657896509031802e-03	5.623413251903486e+00	1.165734404470450e-01
1.100000e+07	  3	  3000	   120	1.945833791538861e-03	5.623413251903486e+00	1.689798121028069e-01
1.110000e+07	  3	  3000	  2394	1.601812390184750e-03	5.623413251903486e+00	2.215973719312472e-01
1.120000e+07	  3	  3000	  2120	1.366523522146729e-03	5.623413251903486e+00	2.746555389136955e-01
1.130000e+07	  3	  3000	  2933	1.321057008607125e-03	5.623413251903486e+00	3.277451572141352e-01
1.140000e+07	  3	  3000	  1703	1.881509239833355e-03	5.623413251903486e+00	3.807966274675826e-01
1.150000e+07	  3	  3000	   718	1.658388239476307e-03	5.623413251903486e+00	4.338258139849184e-01
1.160000e+07	  3	  3000	  1250	1.963379372912354e-03	5.623413251903486e+00	4.869083726316565e-01
1.170000e+07	  3	  3000	  1792	1.474727868890511e-03	5.623413251903486e+00	5.400729850320641e-01
1.180000e+07	  3	  3000	   371	1.438871914465603e-03	5.623413251903486e+00	5.932614704003353e-01
1.190000e+07	  3	  3000	  2808	1.960115444404171e-03	5.623413251903486e+00	6.462422930723452e-01
1.200000e+07	  3	  3000	  1961	1.408122935506829e-03	5.623413251903486e+00	6.990087719783624e-01
1.210000e+07	  3	  3000	  1069	1.574543399848914e-03	5.623413251903486e+00	7.520959983606860e-01
1.220000e+07	  3	  3000	  2279	1.745976582843480e-03	5.623413251903486e+00	8.050239376757325e-01
1.230000e+07	  3	  3000	  2497	2.013415290014328e-03	5.623413251903486e+00	8.580506831937357e-01
1.240000e+07	  3	  3000	  1134	1.701101369888734e-03	5.623413251903486e+00	9.110783975282830e-01
1.250000e+07	  3	  3000	  2856	1.904683407383178e-03	5.623413251903486e+00	9.639943611249930e-01
1.260000e+07	  3	  3000	   954	1.844355869522894e-03	5.623413251903486e+00	1.016782823917745e+00
1.270000e+07	  3	  3000	  2788	1.700955203832237e-03	5.623413251903486e+00	1.069758299213318e+00
1.280000e+07	  3	  3000	   641	1.932232649148544e-03	5.623413251903486e+00	1.122160342278775e+00
1.290000e+07	  3	  3000	   866	1.813830966234628e-03	5.623413251903486e+00	1.174587446876611e+00
1.300000e+07	  3	  3000	  1443	1.615387159210123e-03	5.623413251903486e+00	1.227285314485282e+00
1.310000e+07	  3	  3000	   672	1.378944831685918e-03	5.623413251903486e+00	1.280250629613385e+00
1.320000e+07	  3	  3000	   219	1.362109583362868e-03	5.623413251903486e+00	1.331543985048808e+00
1.330000e+07	  3	  3000	   438	1.178106130964046e-03	5.623413251903486e+00	1.384223980637552e+00
1.340000e+07	  3	  3000	  2747	1.871079118410343e-03	5.623413251903486e+00	1.435412505537849e+00
1.350000e+07	  3	  3000	   777	4.168237603353887e-04	5.623413251903486e+00	1.488558792563612e+00
1.360000e+07	  3	  3000	  2842	1.522536089871594e-03	5.623413251903486e+00	1.541658973105366e+00
1.370000e+07	  3	  3000	   281	1.557306148623041e-03	5.623413251903486e+00	1.594705270835499e+00
1.380000e+07	  3	  3000	  1858	1.292827137232320e-03	5.623413251903486e+00	1.646989576897611e+00
1.390000e+07	  3	  3000	  1167	1.719352142502883e-03	5.623413251903486e+00	1.700152430756330e+00
1.400000e+07	  3	  3000	   767	1.275103274081172e-03	5.623413251903486e+00	1.753095637554802e+00
1.410000e+07	  3	  3000	  2670	1.632949442507675e-03	5.623413251903486e+00	1.805317342087365e+00
1.420000e+07	  3	  3000	  2572	1.230246217104990e-03	5.623413251903486e+00	1.858320315097082e+00
1.430000e+07	  3	  3000	   357	1.544428668528244e-03	7.498942093324552e+00	3.453920367854755e-02
1.440000e+07	  3	  3000	  1673	1.282518590412722e-03	7.498942093324552e+00	8.749165115058374e-02
1.450000e+07	  3	  3000	  1395	1.308648080594987e-03	7.498942093324552e+00	1.403462114960839e-01
1.460000e+07	  3	  3000	   278	1.878865884311910e-03	7.498942093324552e+00	1.932402415450087e-01
1.470000e+07	  3	  3000	  2750	1.591846820206422e-03	7.498942093324552e+00	2.461354349929584e-01
1.480000e+07	  3	  3000	  2513	1.577793749696058e-03	7.498942093324552e+00	2.991818091422357e-01
1.490000e+07	  3	  3000	    65	2.109848712224652e-03	7.498942093324552e+00	3.521744271970937e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+07	  3	  3000	   328	1.681528544516409e-03	7.498942093324552e+00	4.051391319279776e-01
1.510000e+07	  3	  3000	  1475	1.901808604079451e-03	7.498942093324552e+00	4.580256846228032e-01
1.520000e+07	  3	  3000	   595	1.506861014871154e-03	7.498942093324552e+00	5.097011629989114e-01
1.530000e+07	  3	  3000	  2236	1.367313169355355e-03	7.498942093324552e+00	5.628558738745896e-01
1.540000e+07	  3	  3000	  1101	1.733690249529061e-03	7.498942093324552e+00	6.159941992151633e-01
1.550000e+07	  3	  3000	  1559	2.152575393885743e-03	7.498942093324552e+00	6.691387061932119e-01
1.560000e+07	  3	  3000	  1248	1.424573704105273e-03	7.498942093324552e+00	7.222425479220901e-01
1.570000e+07	  3	  3000	  2953	2.151584109094292e-03	7.498942093324552e+00	7.753048323274255e-01
1.580000e+07	  3	  3000	  1901	1.292680792070325e-03	7.498942093324552e+00	8.281767781586876e-01
1.590000e+07	  3	  3000	  1525	1.323503581374239e-03	7.498942093324552e+00	8.807593300387760e-01
1.600000e+07	  3	  3000	  2683	1.395812101983052e-03	7.498942093324552e+00	9.337944461007270e-01
1.610000e+07	  3	  3000	  2746	1.468972621247467e-03	7.498942093324552e+00	9.868603858700312e-01
1.620000e+07	  3	  3000	   398	1.874242568490759e-03	7.498942093324552e+00	1.039959290079538e+00
1.630000e+07	  3	  3000	   128	1.870055595733962e-03	7.498942093324552e+00	1.093024849341485e+00
1.640000e+07	  3	  3000	  2618	1.240518205283680e-03	7.498942093324552e+00	1.145883558023420e+00
1.650000e+07	  3	  3000	   812	1.852413874945954e-03	7.498942093324552e+00	1.198896754744722e+00
1.660000e+07	  3	  3000	   792	2.041538516359890e-03	7.498942093324552e+00	1.252031473066268e+00
1.670000e+07	  3	  3000	  2831	1.656519806152683e-03	7.498942093324552e+00	1.305197702329621e+00
1.680000e+07	  3	  3000	   192	1.529934200827987e-03	7.498942093324552e+00	1.357626333663886e+00
1.690000e+07	  3	  3000	  2455	1.596072697101703e-03	7.498942093324552e+00	1.410749057180539e+00
1.700000e+07	  3	  3000	  1447	1.215443094631218e-03	7.498942093324552e+00	1.463864319214511e+00
1.710000e+07	  3	  3000	  1063	1.636906999846109e-03	7.498942093324552e+00	1.516579313470394e+00
1.720000e+07	  3	  3000	  2452	1.942783659753850e-03	7.498942093324552e+00	1.569539259316001e+00
1.730000e+07	  3	  3000	  1130	1.660932815602141e-03	7.498942093324552e+00	1.621656068754232e+00
1.740000e+07	  3	  3000	  1137	1.257023828225397e-03	7.498942093324552e+00	1.674625201695551e+00
1.750000e+07	  3	  3000	   931	1.406015815996713e-03	7.498942093324552e+00	1.726232217623440e+00
1.760000e+07	  3	  3000	  2992	1.514046267796866e-03	7.498942093324552e+00	1.778549475299063e+00
1.770000e+07	  3	  3000	  1708	1.265887386911253e-03	7.498942093324552e+00	1.830907333027313e+00
1.780000e+07	  3	  3000	  2432	2.206859544366079e-03	7.498942093324552e+00	1.883846039092438e+00
1.790000e+07	  3	  3000	   450	1.590226123141398e-03	7.498942093324552e+00	1.936838931403165e+00
1.800000e+07	  3	  3000	   675	1.550249418441564e-03	7.498942093324552e+00	1.989909685112897e+00
1.810000e+07	  3	  3000	    49	1.615658641766936e-03	7.498942093324552e+00	2.042889040060149e+00
1.820000e+07	  3	  3000	   296	1.646161358933234e-03	7.498942093324552e+00	2.094755641812764e+00
collision No.3	9.594218e+00[yr]	i=2, j=2527	r_ij=6.338218340046908e-05	radius[2]+radius[2527]=6.338481524341289e-05
1.830000e+07	  3	  3000	  2516	1.887656340087446e-03	7.498942093324552e+00	2.147997252960189e+00
1.840000e+07	  3	  3000	  1835	1.875560993562242e-03	7.498942093324552e+00	2.200772489843028e+00
1.850000e+07	  3	  3000	  2625	1.737332781126559e-03	7.498942093324552e+00	2.253960036746112e+00
1.860000e+07	  3	  3000	  1129	1.665819923421566e-03	7.498942093324552e+00	2.306970030955744e+00
1.870000e+07	  3	  3000	   486	1.221428793077803e-03	7.498942093324552e+00	2.359802073097951e+00
1.880000e+07	  3	  3000	  2528	1.361923337116613e-03	7.498942093324552e+00	2.412848328814756e+00
1.890000e+07	  3	  3000	   649	2.049147754753947e-03	7.498942093324552e+00	2.465089974498768e+00
1.900000e+07	  3	  3000	  2819	1.561357003359837e-03	9.999999999999991e+00	1.637671775060019e-02
1.910000e+07	  3	  3000	  1313	1.893612274356521e-03	9.999999999999991e+00	6.857764530299415e-02
1.920000e+07	  3	  3000	  2108	1.624897975795792e-03	9.999999999999991e+00	1.213241090889556e-01
1.930000e+07	  3	  3000	  1045	1.208391104307919e-03	9.999999999999991e+00	1.723375100432411e-01
1.940000e+07	  3	  3000	  1328	1.546440645438002e-03	9.999999999999991e+00	2.244080826654991e-01
1.950000e+07	  3	  3000	  2567	1.512510187771533e-03	9.999999999999991e+00	2.772481898853096e-01
1.960000e+07	  3	  3000	  2416	1.410839381165562e-03	9.999999999999991e+00	3.297103478779371e-01
1.970000e+07	  3	  3000	    51	1.785764425094497e-03	9.999999999999991e+00	3.809463320882056e-01
1.980000e+07	  3	  3000	  2443	1.609587761779344e-03	9.999999999999991e+00	4.336626713689001e-01
1.990000e+07	  3	  3000	  1353	1.398037407019600e-03	9.999999999999991e+00	4.858923309560655e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+07	  3	  3000	   417	1.706030410427928e-03	9.999999999999991e+00	5.387736616782471e-01
2.010000e+07	  3	  3000	  1738	2.050702196989414e-03	9.999999999999991e+00	5.918404261675506e-01
2.020000e+07	  3	  3000	   391	1.235879326578794e-03	9.999999999999991e+00	6.448988168737392e-01
2.030000e+07	  3	  3000	  2238	1.890310201523704e-03	9.999999999999991e+00	6.966483909317069e-01
2.040000e+07	  3	  3000	   136	1.511467048820648e-03	9.999999999999991e+00	7.486861004605447e-01
2.050000e+07	  3	  3000	   302	1.535879433651849e-03	9.999999999999991e+00	8.005752796308947e-01
2.060000e+07	  3	  3000	  2539	1.301118045650143e-03	9.999999999999991e+00	8.537196574269150e-01
2.070000e+07	  3	  3000	  2732	1.582290369981667e-03	9.999999999999991e+00	9.049257753681560e-01
2.080000e+07	  3	  3000	  1511	1.519503728384117e-03	9.999999999999991e+00	9.575411933979961e-01
2.090000e+07	  3	  3000	   527	1.916703589425876e-03	9.999999999999991e+00	1.010301870624638e+00
2.100000e+07	  3	  3000	  2867	1.347450252078358e-03	9.999999999999991e+00	1.060636170571583e+00
2.110000e+07	  3	  3000	   564	1.990335640078912e-03	9.999999999999991e+00	1.112320186067363e+00
2.120000e+07	  3	  3000	  2094	1.248211976551745e-03	9.999999999999991e+00	1.164277708862820e+00
2.130000e+07	  3	  3000	  2218	1.575859993203900e-03	9.999999999999991e+00	1.217335783809898e+00
2.140000e+07	  3	  3000	  2532	1.897526559827928e-03	9.999999999999991e+00	1.270389057663322e+00
2.150000e+07	  3	  3000	   735	1.958805540742805e-03	9.999999999999991e+00	1.323214450247104e+00
2.160000e+07	  3	  3000	  2503	1.960695388337595e-03	9.999999999999991e+00	1.375717362253263e+00
2.170000e+07	  3	  3000	  2725	1.840257264983511e-03	9.999999999999991e+00	1.428692117579896e+00
2.180000e+07	  3	  3000	   331	1.845203036764915e-03	9.999999999999991e+00	1.479615918654445e+00
2.190000e+07	  3	  3000	  2354	1.573320152089660e-03	9.999999999999991e+00	1.532134627107776e+00
2.200000e+07	  3	  3000	  1115	1.910651912981342e-03	9.999999999999991e+00	1.585184467952556e+00
2.210000e+07	  3	  3000	  2299	1.549891494244834e-03	9.999999999999991e+00	1.638200617716992e+00
2.220000e+07	  3	  3000	  1440	1.891081058532926e-03	9.999999999999991e+00	1.690045787052868e+00
2.230000e+07	  3	  3000	  2955	1.240142484777135e-03	9.999999999999991e+00	1.742660646636762e+00
2.240000e+07	  3	  3000	  1961	1.256870876936104e-03	9.999999999999991e+00	1.795584741959056e+00
collision No.4	1.181185e+01[yr]	i=1, j=1014	r_ij=6.324441163056738e-05	radius[1]+radius[1014]=6.338481524341289e-05
2.250000e+07	  3	  3000	     9	1.828639134190194e-03	9.999999999999991e+00	1.848363351199189e+00
2.260000e+07	  3	  3000	   838	1.629784887124858e-03	9.999999999999991e+00	1.901527144770942e+00
2.270000e+07	  3	  3000	  1217	1.703025550909366e-03	9.999999999999991e+00	1.954693850267437e+00
2.280000e+07	  3	  3000	  1646	1.295308874725937e-03	9.999999999999991e+00	2.007817481936525e+00
2.290000e+07	  3	  3000	   250	1.782897981024436e-03	9.999999999999991e+00	2.060859952242541e+00
2.300000e+07	  3	  3000	  2162	1.377373431909227e-03	9.999999999999991e+00	2.113835028114461e+00
2.310000e+07	  3	  3000	  2569	1.210898378344368e-03	9.999999999999991e+00	2.166656254626925e+00
2.320000e+07	  3	  3000	  2373	1.239758860949318e-03	9.999999999999991e+00	2.218346800910942e+00
2.330000e+07	  3	  3000	  1652	1.467568588649662e-03	9.999999999999991e+00	2.270663870058337e+00
2.340000e+07	  3	  3000	  1129	1.494976234877436e-03	9.999999999999991e+00	2.323096816924897e+00
2.350000e+07	  3	  3000	  2921	1.257336574258261e-03	9.999999999999991e+00	2.376052217098122e+00
2.360000e+07	  3	  3000	   285	2.103759193465481e-03	9.999999999999991e+00	2.429079108896574e+00
2.370000e+07	  3	  3000	  1007	1.880232565627186e-03	9.999999999999991e+00	2.482126468499117e+00
2.380000e+07	  3	  3000	  1587	1.501576859643601e-03	9.999999999999991e+00	2.535151233381562e+00
2.390000e+07	  3	  3000	  2178	1.679087346767714e-03	9.999999999999991e+00	2.586429313831852e+00
2.400000e+07	  3	  3000	   681	1.459648430501393e-03	9.999999999999991e+00	2.639415413972831e+00
2.410000e+07	  3	  3000	  1980	1.254112889098810e-03	9.999999999999991e+00	2.691942036306603e+00
2.420000e+07	  3	  3000	  1594	1.226656870327613e-03	9.999999999999991e+00	2.744995715390604e+00
2.430000e+07	  3	  3000	  1885	1.554807751380526e-03	9.999999999999991e+00	2.798008104479286e+00
collision No.5	1.284494e+01[yr]	i=1, j=1627	r_ij=6.325277779755015e-05	radius[1]+radius[1627]=6.338481524341289e-05
2.440000e+07	  3	  3000	  1131	1.812379211796262e-03	9.999999999999991e+00	2.850415100311364e+00
