myid = 8	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand09/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
collision No.7	1.915196e+01[yr]	i=1, j=13	r_ij=6.337997824018869e-05	radius[1]+radius[13]=6.338481524341289e-05
1.300000e+07	  1	  1000	   632	1.437009539445923e-03	1.778279410038921e+01	2.494364564931614e+00
1.400000e+07	  1	  1000	   604	6.203658529315763e-07	1.778279410038921e+01	4.056312589891401e+00
collision No.8	2.201537e+01[yr]	i=1, j=604	r_ij=6.337466276751870e-05	radius[1]+radius[604]=6.338481524341289e-05
1.500000e+07	  1	  1000	   824	1.428375163493004e-03	1.778279410038921e+01	5.609855600404372e+00
1.600000e+07	  1	  1000	   891	1.496076631164043e-03	2.371373705661653e+01	1.251390075545019e+00
1.700000e+07	  1	  1000	   355	1.565351464994434e-03	2.371373705661653e+01	2.817218923324712e+00
1.800000e+07	  1	  1000	    34	1.655500490791013e-03	2.371373705661653e+01	4.375617273402956e+00
collision No.9	2.918116e+01[yr]	i=1, j=425	r_ij=6.330461255132360e-05	radius[1]+radius[425]=6.338481524341289e-05
1.900000e+07	  1	  1000	    99	1.581814645181046e-03	2.371373705661653e+01	5.931019312785987e+00
2.000000e+07	  1	  1000	   927	1.620145262091793e-03	2.371373705661653e+01	7.492717969161857e+00
2.100000e+07	  1	  1000	   553	1.692639017381397e-03	3.162277660168376e+01	1.138729601566785e+00
2.200000e+07	  1	  1000	   437	1.456086203087655e-03	3.162277660168376e+01	2.664528638129324e+00
collision No.10	3.540417e+01[yr]	i=1, j=198	r_ij=6.322644119303006e-05	radius[1]+radius[198]=6.338481524341289e-05
collision No.11	3.569723e+01[yr]	i=1, j=537	r_ij=6.336758742144848e-05	radius[1]+radius[537]=6.338481524341289e-05
2.300000e+07	  1	  1000	    78	1.834541307614992e-05	3.162277660168376e+01	4.213288930759818e+00
collision No.12	3.698985e+01[yr]	i=1, j=858	r_ij=6.324571583799317e-05	radius[1]+radius[858]=6.338481524341289e-05
2.400000e+07	  1	  1000	   374	1.771757470952250e-03	3.162277660168376e+01	5.754272365602211e+00
collision No.13	3.820888e+01[yr]	i=1, j=486	r_ij=6.333023217449089e-05	radius[1]+radius[486]=6.338481524341289e-05
2.500000e+07	  1	  1000	   266	1.673359526477815e-03	3.162277660168376e+01	7.315032767013726e+00
2.600000e+07	  1	  1000	   601	1.584503567430536e-03	3.162277660168376e+01	8.889011405595713e+00
collision No.14	4.068986e+01[yr]	i=1, j=260	r_ij=6.338437383905360e-05	radius[1]+radius[260]=6.338481524341289e-05
2.700000e+07	  1	  1000	   682	1.544908965196306e-03	3.162277660168376e+01	1.043194295956596e+01
2.800000e+07	  1	  1000	   760	1.505422145369614e-03	4.216965034285818e+01	1.465388502905947e+00
2.900000e+07	  1	  1000	   323	1.620439062946330e-03	4.216965034285818e+01	3.036429730793471e+00
3.000000e+07	  1	  1000	   742	1.638330828374019e-03	4.216965034285818e+01	4.613750462333996e+00
3.100000e+07	  1	  1000	   137	1.650518864846398e-03	4.216965034285818e+01	6.189789038606005e+00
3.200000e+07	  1	  1000	   989	1.783078644352394e-03	4.216965034285818e+01	7.757251039610211e+00
3.300000e+07	  1	  1000	   242	1.573668062476174e-03	4.216965034285818e+01	9.313179419172737e+00
3.400000e+07	  1	  1000	   250	1.543938158687766e-03	4.216965034285818e+01	1.087008372440594e+01
3.500000e+07	  1	  1000	   102	1.532767610114292e-03	4.216965034285818e+01	1.242542872530625e+01
collision No.15	5.566547e+01[yr]	i=1, j=911	r_ij=6.326163173223139e-05	radius[1]+radius[911]=6.338481524341289e-05
3.600000e+07	  1	  1000	   939	1.355931667126969e-03	4.216965034285818e+01	1.396938220393448e+01
3.700000e+07	  1	  1000	   714	1.791937375260873e-03	5.623413251903484e+01	1.473545466136769e+00
3.800000e+07	  1	  1000	   844	1.635912902055891e-03	5.623413251903484e+01	3.056001540981620e+00
3.900000e+07	  1	  1000	   976	1.562942030389009e-03	5.623413251903484e+01	4.612908042605368e+00
4.000000e+07	  1	  1000	   565	1.597378092548488e-03	5.623413251903484e+01	6.170927306097858e+00
4.100000e+07	  1	  1000	    32	1.653093866514580e-03	5.623413251903484e+01	7.729794437459972e+00
4.200000e+07	  1	  1000	   627	1.676531364564377e-03	5.623413251903484e+01	9.294800968152572e+00
collision No.16	6.627281e+01[yr]	i=1, j=163	r_ij=6.321082776030225e-05	radius[1]+radius[163]=6.338481524341289e-05
4.300000e+07	  1	  1000	   265	1.426652180721639e-03	5.623413251903484e+01	1.087956905544802e+01
4.400000e+07	  1	  1000	   927	1.690956594734001e-03	5.623413251903484e+01	1.246258889637729e+01
4.500000e+07	  1	  1000	   903	1.487674759336622e-03	5.623413251903484e+01	1.402013619311043e+01
collision No.17	7.054573e+01[yr]	i=1, j=39	r_ij=6.338009278590959e-05	radius[1]+radius[39]=6.338481524341289e-05
4.600000e+07	  1	  1000	   920	1.812832233999372e-03	5.623413251903484e+01	1.559766221350779e+01
4.700000e+07	  1	  1000	   273	1.534235201554878e-03	5.623413251903484e+01	1.718241959377902e+01
4.800000e+07	  1	  1000	   978	1.099585668522913e-06	5.623413251903484e+01	1.874670474423097e+01
collision No.18	7.498108e+01[yr]	i=1, j=978	r_ij=6.335042700712108e-05	radius[1]+radius[978]=6.338481524341289e-05
4.900000e+07	  1	  1000	   905	1.625622925799951e-03	7.498942093324548e+01	1.562598151855181e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  1	  1000	   681	1.625620253807612e-03	7.498942093324548e+01	3.138565069555124e+00
5.100000e+07	  1	  1000	   335	1.589531158170693e-03	7.498942093324548e+01	4.722488063756828e+00
5.200000e+07	  1	  1000	   404	1.838430867548970e-03	7.498942093324548e+01	6.300153787991125e+00
5.300000e+07	  1	  1000	   395	1.587051180495383e-03	7.498942093324548e+01	7.873186064851704e+00
5.400000e+07	  1	  1000	   443	1.753471418940502e-03	7.498942093324548e+01	9.441965930957236e+00
5.500000e+07	  1	  1000	    76	1.478546347830268e-03	7.498942093324548e+01	1.101480088411113e+01
5.600000e+07	  1	  1000	   870	1.614109406498934e-03	7.498942093324548e+01	1.258468814296534e+01
5.700000e+07	  1	  1000	   612	1.534498169298292e-03	7.498942093324548e+01	1.416892524645308e+01
5.800000e+07	  1	  1000	   417	1.607507840393513e-03	7.498942093324548e+01	1.574909329715090e+01
5.900000e+07	  1	  1000	   495	1.071326276262864e-06	7.498942093324548e+01	1.731659281980567e+01
6.000000e+07	  1	  1000	   285	1.490317549355345e-03	7.498942093324548e+01	1.887558686523962e+01
6.100000e+07	  1	  1000	   652	1.538213767275848e-03	7.498942093324548e+01	2.043754226575158e+01
6.200000e+07	  1	  1000	   417	1.675084009746214e-03	7.498942093324548e+01	2.197968349771490e+01
6.300000e+07	  1	  1000	    82	1.513757812313088e-03	7.498942093324548e+01	2.352393361602496e+01
6.400000e+07	  1	  1000	   402	1.397011023790086e-03	9.999999999999986e+01	6.264444280206710e-02
6.500000e+07	  1	  1000	   202	1.664807003875310e-03	9.999999999999986e+01	1.618173123601673e+00
6.600000e+07	  1	  1000	    28	1.411979828697617e-03	9.999999999999986e+01	3.178263074312984e+00
6.700000e+07	  1	  1000	   358	1.612312430996824e-03	9.999999999999986e+01	4.729583487709905e+00
6.800000e+07	  1	  1000	   167	1.583741277912435e-03	9.999999999999986e+01	6.282976122712997e+00
6.900000e+07	  1	  1000	   878	1.677079242344260e-03	9.999999999999986e+01	7.830591144280831e+00
7.000000e+07	  1	  1000	   412	1.480413629914399e-03	9.999999999999986e+01	9.346538044995192e+00
7.100000e+07	  1	  1000	   251	1.592654949175573e-03	9.999999999999986e+01	1.086841388803001e+01
7.200000e+07	  1	  1000	   464	1.467350266999000e-03	9.999999999999986e+01	1.240718784422622e+01
7.300000e+07	  1	  1000	   241	1.764283801686535e-03	9.999999999999986e+01	1.394563021595932e+01
7.400000e+07	  1	  1000	   746	1.465152843723909e-03	9.999999999999986e+01	1.548540572071083e+01
7.500000e+07	  1	  1000	   952	1.674764806987411e-03	9.999999999999986e+01	1.702998896420431e+01
7.600000e+07	  1	  1000	   214	1.816092173730497e-03	9.999999999999986e+01	1.856054366250951e+01
7.700000e+07	  1	  1000	   397	1.512006081619543e-03	9.999999999999986e+01	2.010190295860022e+01
collision No.19	1.204030e+02[yr]	i=1, j=90	r_ij=6.323617336713258e-05	radius[1]+radius[90]=6.338481524341289e-05
7.800000e+07	  1	  1000	    14	1.539172371454668e-03	9.999999999999986e+01	2.163906563771065e+01
7.900000e+07	  1	  1000	   913	1.753170973946627e-03	9.999999999999986e+01	2.318165437373025e+01
8.000000e+07	  1	  1000	   775	1.600125385847683e-03	9.999999999999986e+01	2.472236248891273e+01
8.100000e+07	  1	  1000	   469	1.515316863099568e-03	9.999999999999986e+01	2.624872323493051e+01
8.200000e+07	  1	  1000	   278	1.124783962827607e-03	9.999999999999986e+01	2.779934756625775e+01
8.300000e+07	  1	  1000	   675	1.658303084165363e-03	9.999999999999986e+01	2.936165659132855e+01
8.400000e+07	  1	  1000	   658	1.455783472797607e-03	9.999999999999986e+01	3.091940057983435e+01
collision No.20	1.321046e+02[yr]	i=1, j=391	r_ij=6.319520145828849e-05	radius[1]+radius[391]=6.338481524341289e-05
8.500000e+07	  1	  1000	   656	1.489307208572193e-03	9.999999999999986e+01	3.248297162262603e+01
8.600000e+07	  1	  1000	   824	1.549835100197872e-03	1.333521432163322e+02	6.811998232328490e-01
8.700000e+07	  1	  1000	   556	1.584965335709353e-03	1.333521432163322e+02	2.206630086085709e+00
8.800000e+07	  1	  1000	   428	1.645320027581354e-03	1.333521432163322e+02	3.734633647180534e+00
8.900000e+07	  1	  1000	   473	1.558772867122078e-03	1.333521432163322e+02	5.265291616030361e+00
9.000000e+07	  1	  1000	   159	1.629231757750738e-03	1.333521432163322e+02	6.798831953940833e+00
9.100000e+07	  1	  1000	   885	1.946125448509608e-03	1.333521432163322e+02	8.331054914473494e+00
9.200000e+07	  1	  1000	   796	1.702116486989300e-03	1.333521432163322e+02	9.855036657201417e+00
9.300000e+07	  1	  1000	   608	5.294339634976537e-05	1.333521432163322e+02	1.136891157694942e+01
9.400000e+07	  1	  1000	    53	1.396249951544295e-03	1.333521432163322e+02	1.288886384774568e+01
9.500000e+07	  1	  1000	    52	1.463533476786046e-03	1.333521432163322e+02	1.439745212897873e+01
9.600000e+07	  1	  1000	     1	1.901140496230763e-05	1.333521432163322e+02	1.589830171271828e+01
collision No.21	1.494663e+02[yr]	i=1, j=913	r_ij=6.321471594542891e-05	radius[1]+radius[913]=6.338481524341289e-05
9.700000e+07	  1	  1000	   564	1.768645819927883e-03	1.333521432163322e+02	1.740559524756813e+01
collision No.22	1.509292e+02[yr]	i=1, j=79	r_ij=6.333990363710946e-05	radius[1]+radius[79]=6.338481524341289e-05
9.800000e+07	  1	  1000	   890	1.509522515631497e-03	1.333521432163322e+02	1.889379755610786e+01
9.900000e+07	  1	  1000	    66	1.521870497106034e-03	1.333521432163322e+02	2.039059769545635e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  1	  1000	   671	1.621151042797832e-03	1.333521432163322e+02	2.189361107651172e+01
1.010000e+08	  1	  1000	   752	1.486640879584006e-03	1.333521432163322e+02	2.340183569940312e+01
1.020000e+08	  1	  1000	   943	1.769205644387003e-03	1.333521432163322e+02	2.491105307221537e+01
1.030000e+08	  1	  1000	   340	1.627393098087466e-03	1.333521432163322e+02	2.641928959054189e+01
1.040000e+08	  1	  1000	   787	1.582223431104427e-03	1.333521432163322e+02	2.792421219340532e+01
1.050000e+08	  1	  1000	   576	1.823685882161710e-03	1.333521432163322e+02	2.942764396312708e+01
1.060000e+08	  1	  1000	   388	1.599413527143297e-03	1.333521432163322e+02	3.093827473550203e+01
1.070000e+08	  1	  1000	   185	1.479866481455757e-03	1.333521432163322e+02	3.245000249860730e+01
1.080000e+08	  1	  1000	   104	1.606615823481815e-03	1.333521432163322e+02	3.395534958613607e+01
1.090000e+08	  1	  1000	   854	1.545054187030446e-03	1.333521432163322e+02	3.546378310727668e+01
1.100000e+08	  1	  1000	   722	1.540242548221240e-03	1.333521432163322e+02	3.697433406773020e+01
1.110000e+08	  1	  1000	   608	1.285904538317381e-05	1.333521432163322e+02	3.848380969697341e+01
1.120000e+08	  1	  1000	   889	1.622050364183695e-03	1.333521432163322e+02	3.999679151270551e+01
1.130000e+08	  1	  1000	   165	1.498040298053948e-03	1.333521432163322e+02	4.151520039745034e+01
1.140000e+08	  1	  1000	   475	1.586218880963968e-03	1.333521432163322e+02	4.302197589452657e+01
1.150000e+08	  1	  1000	   162	1.559907142439560e-03	1.778279410038920e+02	6.101512543193811e-02
1.160000e+08	  1	  1000	   742	1.850847355278791e-03	1.778279410038920e+02	1.597888129203496e+00
1.170000e+08	  1	  1000	   795	1.805532273545420e-03	1.778279410038920e+02	3.138289282087739e+00
1.180000e+08	  1	  1000	   375	2.065164829605694e-03	1.778279410038920e+02	4.674642829413231e+00
1.190000e+08	  1	  1000	   804	1.174896566365456e-03	1.778279410038920e+02	6.205659482016006e+00
1.200000e+08	  1	  1000	   189	1.452579454778297e-03	1.778279410038920e+02	7.740865444502725e+00
1.210000e+08	  1	  1000	   679	1.500798349121715e-03	1.778279410038920e+02	9.265674401002279e+00
1.220000e+08	  1	  1000	   669	1.405431013468053e-03	1.778279410038920e+02	1.080467570755743e+01
1.230000e+08	  1	  1000	    35	1.649304883710594e-03	1.778279410038920e+02	1.234408875698592e+01
1.240000e+08	  1	  1000	   625	1.691472066873029e-03	1.778279410038920e+02	1.388209093464315e+01
1.250000e+08	  1	  1000	   359	1.624459518390594e-03	1.778279410038920e+02	1.541921738514054e+01
1.260000e+08	  1	  1000	    26	1.938855052208594e-03	1.778279410038920e+02	1.695122509603929e+01
1.270000e+08	  1	  1000	   644	1.223517217135430e-03	1.778279410038920e+02	1.848605528412492e+01
1.280000e+08	  1	  1000	   608	3.618821170693385e-05	1.778279410038920e+02	2.001736545607254e+01
1.290000e+08	  1	  1000	   424	1.553825295522890e-03	1.778279410038920e+02	2.153715358877784e+01
1.300000e+08	  1	  1000	   608	5.802479278571794e-06	1.778279410038920e+02	2.304904007690532e+01
1.310000e+08	  1	  1000	   333	1.521751689148083e-03	1.778279410038920e+02	2.456503829881641e+01
1.320000e+08	  1	  1000	   150	1.522573282522922e-03	1.778279410038920e+02	2.607377548856926e+01
1.330000e+08	  1	  1000	   332	1.661043695266783e-03	1.778279410038920e+02	2.758596762525326e+01
1.340000e+08	  1	  1000	   242	1.778835990636328e-03	1.778279410038920e+02	2.909890758555406e+01
1.350000e+08	  1	  1000	   303	1.645073760920701e-03	1.778279410038920e+02	3.061696125407940e+01
1.360000e+08	  1	  1000	   350	1.900731317734808e-03	1.778279410038920e+02	3.213398711467345e+01
1.370000e+08	  1	  1000	   273	1.706380264183668e-03	1.778279410038920e+02	3.365128925644909e+01
1.380000e+08	  1	  1000	   308	1.510821059945740e-03	1.778279410038920e+02	3.515784706961139e+01
collision No.23	2.131485e+02[yr]	i=1, j=81	r_ij=6.327620043192054e-05	radius[1]+radius[81]=6.338481524341289e-05
1.390000e+08	  1	  1000	   298	1.595488319664069e-03	1.778279410038920e+02	3.662781964127165e+01
1.400000e+08	  1	  1000	    24	1.147798948005093e-03	1.778279410038920e+02	3.811265401395158e+01
1.410000e+08	  1	  1000	   940	1.546818536136929e-03	1.778279410038920e+02	3.958001657334203e+01
1.420000e+08	  1	  1000	   178	1.410730509415302e-03	1.778279410038920e+02	4.106500725444970e+01
1.430000e+08	  1	  1000	   163	1.570178390330067e-03	1.778279410038920e+02	4.256020550625199e+01
1.440000e+08	  1	  1000	   460	1.667708690036694e-03	1.778279410038920e+02	4.406182687116331e+01
1.450000e+08	  1	  1000	   896	1.444333830568435e-03	1.778279410038920e+02	4.555129933993020e+01
1.460000e+08	  1	  1000	    89	1.672216454686556e-03	1.778279410038920e+02	4.703971724981243e+01
collision No.24	2.251842e+02[yr]	i=1, j=455	r_ij=6.333437910053241e-05	radius[1]+radius[455]=6.338481524341289e-05
1.470000e+08	  1	  1000	   846	1.532093705730435e-03	1.778279410038920e+02	4.850732378566156e+01
1.480000e+08	  1	  1000	   837	1.498941796211813e-03	1.778279410038920e+02	4.996136106323750e+01
1.490000e+08	  1	  1000	    16	1.463244274013923e-03	1.778279410038920e+02	5.142155425904007e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  1	  1000	   535	1.546325251511039e-03	1.778279410038920e+02	5.288786354564597e+01
1.510000e+08	  1	  1000	   288	1.351931897373368e-03	1.778279410038920e+02	5.433591990913701e+01
1.520000e+08	  1	  1000	   323	1.514683456395978e-03	1.778279410038920e+02	5.578008599836773e+01
1.530000e+08	  1	  1000	   237	1.718749505626204e-03	1.778279410038920e+02	5.724618631123847e+01
1.540000e+08	  1	  1000	     1	3.648944043444676e-06	1.778279410038920e+02	5.871031812016830e+01
collision No.25	2.371578e+02[yr]	i=1, j=608	r_ij=6.335763770672623e-05	radius[1]+radius[608]=6.338481524341289e-05
1.550000e+08	  1	  1000	   119	1.847711446455737e-03	2.371373705661651e+02	9.276327389668910e-01
1.560000e+08	  1	  1000	   219	1.381871972256081e-03	2.371373705661651e+02	2.506999800445055e+00
collision No.26	2.399887e+02[yr]	i=1, j=108	r_ij=6.337383912018355e-05	radius[1]+radius[108]=6.338481524341289e-05
1.570000e+08	  1	  1000	   360	2.026127515892000e-03	2.371373705661651e+02	4.087958500205950e+00
1.580000e+08	  1	  1000	   121	1.984460645304055e-03	2.371373705661651e+02	5.666961684176393e+00
1.590000e+08	  1	  1000	   467	1.591271140603667e-03	2.371373705661651e+02	7.243771138489947e+00
1.600000e+08	  1	  1000	   463	1.339103303408928e-03	2.371373705661651e+02	8.828381059176980e+00
1.610000e+08	  1	  1000	   923	1.476801201351107e-03	2.371373705661651e+02	1.040822975839086e+01
1.620000e+08	  1	  1000	   698	1.665665060506213e-03	2.371373705661651e+02	1.198539059746555e+01
1.630000e+08	  1	  1000	   250	1.455804511791438e-03	2.371373705661651e+02	1.356963970590370e+01
1.640000e+08	  1	  1000	   668	1.531910057681519e-03	2.371373705661651e+02	1.515011555607260e+01
1.650000e+08	  1	  1000	   656	1.466287426750363e-03	2.371373705661651e+02	1.672945627917203e+01
1.660000e+08	  1	  1000	   926	1.934956483410175e-03	2.371373705661651e+02	1.831014833024220e+01
1.670000e+08	  1	  1000	   720	1.654216299946101e-03	2.371373705661651e+02	1.989349957148368e+01
1.680000e+08	  1	  1000	   667	1.172385879448190e-03	2.371373705661651e+02	2.147823666807761e+01
1.690000e+08	  1	  1000	   218	1.500053401010341e-03	2.371373705661651e+02	2.306169316954944e+01
1.700000e+08	  1	  1000	    18	1.520594596501910e-03	2.371373705661651e+02	2.464265550721433e+01
1.710000e+08	  1	  1000	   338	1.614104497523335e-03	2.371373705661651e+02	2.622521968701174e+01
1.720000e+08	  1	  1000	   413	1.370048641154776e-03	2.371373705661651e+02	2.780033977033582e+01
1.730000e+08	  1	  1000	   410	1.559022678509456e-03	2.371373705661651e+02	2.937482482152755e+01
collision No.27	2.675232e+02[yr]	i=1, j=515	r_ij=6.334927526557671e-05	radius[1]+radius[515]=6.338481524341289e-05
1.740000e+08	  1	  1000	   340	1.675531934645957e-03	2.371373705661651e+02	3.095376354626615e+01
1.750000e+08	  1	  1000	   105	1.538897041582163e-03	2.371373705661651e+02	3.252917412325820e+01
1.760000e+08	  1	  1000	   640	1.513900049750923e-03	2.371373705661651e+02	3.411298556653136e+01
1.770000e+08	  1	  1000	     7	1.400767707591756e-03	2.371373705661651e+02	3.568946030346827e+01
1.780000e+08	  1	  1000	   725	1.640194748789342e-03	2.371373705661651e+02	3.727205824402895e+01
1.790000e+08	  1	  1000	   892	1.479420497012585e-03	2.371373705661651e+02	3.885605410557060e+01
1.800000e+08	  1	  1000	   934	1.579242317649551e-03	2.371373705661651e+02	4.042367839629154e+01
collision No.28	2.789733e+02[yr]	i=1, j=70	r_ij=6.320187713102446e-05	radius[1]+radius[70]=6.338481524341289e-05
1.810000e+08	  1	  1000	   701	1.421283698682942e-03	2.371373705661651e+02	4.199593993774414e+01
1.820000e+08	  1	  1000	   577	1.137657035580107e-03	2.371373705661651e+02	4.357900901514635e+01
1.830000e+08	  1	  1000	    85	1.267494194192717e-03	2.371373705661651e+02	4.516259188103523e+01
1.840000e+08	  1	  1000	   734	1.718846887089114e-03	2.371373705661651e+02	4.674073500892272e+01
1.850000e+08	  1	  1000	   246	1.682162841115455e-03	2.371373705661651e+02	4.832360520892583e+01
1.860000e+08	  1	  1000	   885	2.003903417176592e-03	2.371373705661651e+02	4.990697821721836e+01
1.870000e+08	  1	  1000	   779	1.510817199181020e-03	2.371373705661651e+02	5.148931618293652e+01
1.880000e+08	  1	  1000	   336	1.957917475565908e-03	2.371373705661651e+02	5.306831822038139e+01
1.890000e+08	  1	  1000	   988	1.529061527605505e-03	2.371373705661651e+02	5.465258716053940e+01
1.900000e+08	  1	  1000	    80	1.726938933267573e-03	2.371373705661651e+02	5.623359070022572e+01
1.910000e+08	  1	  1000	   670	1.375834409001455e-03	2.371373705661651e+02	5.780497670691680e+01
1.920000e+08	  1	  1000	   567	1.526212210079455e-03	2.371373705661651e+02	5.939070445089588e+01
1.930000e+08	  1	  1000	   874	1.435592721644768e-03	2.371373705661651e+02	6.096862780465488e+01
1.940000e+08	  1	  1000	    86	1.510506804519287e-03	2.371373705661651e+02	6.255159880396843e+01
1.950000e+08	  1	  1000	   823	2.811228758213218e-03	2.371373705661651e+02	6.413626656613494e+01
1.960000e+08	  1	  1000	   462	1.424385589040168e-03	2.371373705661651e+02	6.571905795120219e+01
collision No.29	3.037318e+02[yr]	i=1, j=946	r_ij=6.335616903576833e-05	radius[1]+radius[946]=6.338481524341289e-05
1.970000e+08	  1	  1000	   637	1.883957451557188e-03	2.371373705661651e+02	6.730008730300801e+01
1.980000e+08	  1	  1000	    54	1.697597192468811e-03	2.371373705661651e+02	6.887446655678124e+01
1.990000e+08	  1	  1000	   700	1.746158724040014e-03	2.371373705661651e+02	7.044838827304491e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  1	  1000	   268	1.472457411621582e-03	2.371373705661651e+02	7.203110173238839e+01
2.010000e+08	  1	  1000	   629	1.765512836949130e-03	2.371373705661651e+02	7.361505393813016e+01
