2.800000e+06	  3	  3000	  1518	1.724663286523584e-03	1.333521432163323e+00	1.350187851275995e-01
2.900000e+06	  3	  3000	  1793	1.374601487910083e-03	1.333521432163323e+00	1.878523777693114e-01
3.000000e+06	  3	  3000	   544	1.753391433490645e-03	1.333521432163323e+00	2.399420848774059e-01
3.100000e+06	  3	  3000	   870	1.505356061553759e-03	1.333521432163323e+00	2.920538730389153e-01
3.200000e+06	  3	  3000	  1346	1.421119378280218e-03	1.333521432163323e+00	3.442595166187273e-01
3.300000e+06	  3	  3000	  1003	1.514401586167567e-03	1.333521432163323e+00	3.969489540913139e-01
3.400000e+06	  3	  3000	   868	1.774995767489474e-03	1.778279410038922e+00	3.775014777614937e-03
3.500000e+06	  3	  3000	  1898	1.250923585235534e-03	1.778279410038922e+00	5.485028102812386e-02
3.600000e+06	  3	  3000	  1728	1.219639131003389e-03	1.778279410038922e+00	1.074597112532736e-01
3.700000e+06	  3	  3000	  1558	1.226600869311387e-03	1.778279410038922e+00	1.600921325556340e-01
3.800000e+06	  3	  3000	  2496	1.414606803260586e-03	1.778279410038922e+00	2.125361952813640e-01
3.900000e+06	  3	  3000	  2832	1.228962492878061e-03	1.778279410038922e+00	2.650601178423904e-01
4.000000e+06	  3	  3000	  2800	1.328749809843677e-03	1.778279410038922e+00	3.167056806166439e-01
4.100000e+06	  3	  3000	   156	1.777437197981109e-03	1.778279410038922e+00	3.690862142254098e-01
4.200000e+06	  3	  3000	   434	1.612528828941754e-03	1.778279410038922e+00	4.215694362221999e-01
4.300000e+06	  3	  3000	  1221	1.298913103519419e-03	1.778279410038922e+00	4.736211574016911e-01
4.400000e+06	  3	  3000	  2967	1.277165167589810e-03	1.778279410038922e+00	5.259163585924528e-01
4.500000e+06	  3	  3000	  1999	1.905542860143856e-03	1.778279410038922e+00	5.782350222749665e-01
4.600000e+06	  3	  3000	  2280	1.355190345474783e-03	2.371373705661654e+00	3.568643620429872e-02
4.700000e+06	  3	  3000	  2040	1.643034447978178e-03	2.371373705661654e+00	8.653482331456602e-02
4.800000e+06	  3	  3000	   461	1.385200010088848e-03	2.371373705661654e+00	1.393520223488378e-01
4.900000e+06	  3	  3000	   122	1.362246938248502e-03	2.371373705661654e+00	1.918576530081220e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+06	  3	  3000	  1403	1.789910524775384e-03	2.371373705661654e+00	2.447479812914874e-01
5.100000e+06	  3	  3000	  2360	1.300383660637345e-03	2.371373705661654e+00	2.971985168383962e-01
5.200000e+06	  3	  3000	  1616	1.985633293663916e-03	2.371373705661654e+00	3.501033557198763e-01
5.300000e+06	  3	  3000	   733	1.832539553986572e-03	2.371373705661654e+00	4.025276765717156e-01
5.400000e+06	  3	  3000	  2191	1.850747015504323e-03	2.371373705661654e+00	4.553738366484124e-01
5.500000e+06	  3	  3000	  1603	1.341446642275704e-03	2.371373705661654e+00	5.068307884888474e-01
5.600000e+06	  3	  3000	  2319	1.660163885578849e-03	2.371373705661654e+00	5.596259113460008e-01
5.700000e+06	  3	  3000	  1686	1.630504518603546e-03	2.371373705661654e+00	6.120026212668601e-01
5.800000e+06	  3	  3000	  1540	1.797341316330419e-03	2.371373705661654e+00	6.648636517732756e-01
5.900000e+06	  3	  3000	  1563	1.662978168910633e-03	2.371373705661654e+00	7.170748347698013e-01
6.000000e+06	  3	  3000	  1991	2.029279150835125e-03	2.371373705661654e+00	7.690999081838079e-01
6.100000e+06	  3	  3000	   330	1.895024138525580e-03	3.162277660168377e+00	2.802406878438094e-02
6.200000e+06	  3	  3000	  1616	2.095304280891296e-03	3.162277660168377e+00	7.867819415260319e-02
6.300000e+06	  3	  3000	  2858	1.290536385137724e-03	3.162277660168377e+00	1.305255896255079e-01
collision No.2	3.318412e+00[yr]	i=1, j=175	r_ij=6.326720976972124e-05	radius[1]+radius[175]=6.338481524341289e-05
6.400000e+06	  3	  3000	  2914	1.223044926102506e-03	3.162277660168377e+00	1.819549242410750e-01
6.500000e+06	  3	  3000	  2314	3.316818417382364e-06	3.162277660168377e+00	2.329422033016831e-01
6.600000e+06	  3	  3000	   230	1.965630345450495e-03	3.162277660168377e+00	2.851151702460206e-01
6.700000e+06	  3	  3000	   428	1.262326061994670e-03	3.162277660168377e+00	3.363375709040676e-01
collision No.3	3.501704e+00[yr]	i=1, j=2482	r_ij=6.331801760108214e-05	radius[1]+radius[2482]=6.338481524341289e-05
6.800000e+06	  3	  3000	   388	1.901460537520221e-03	3.162277660168377e+00	3.887305379859123e-01
6.900000e+06	  3	  3000	  2314	5.178155381751258e-06	3.162277660168377e+00	4.408045457554435e-01
7.000000e+06	  3	  3000	   199	1.673366985008615e-03	3.162277660168377e+00	4.933778226104033e-01
7.100000e+06	  3	  3000	  2403	1.592258336071908e-03	3.162277660168377e+00	5.455856818963053e-01
7.200000e+06	  3	  3000	   801	1.954261518372601e-03	3.162277660168377e+00	5.968693215268230e-01
7.300000e+06	  3	  3000	   500	1.459817568368103e-03	3.162277660168377e+00	6.496517265298243e-01
7.400000e+06	  3	  3000	  1416	1.345445918991670e-03	3.162277660168377e+00	7.004918450057337e-01
7.500000e+06	  3	  3000	  2641	1.798192311810075e-03	3.162277660168377e+00	7.530980721474512e-01
collision No.4	3.928581e+00[yr]	i=3, j=2314	r_ij=6.337443670008699e-05	radius[3]+radius[2314]=6.338481524341289e-05
7.600000e+06	  3	  3000	  2305	1.195737884972826e-03	3.162277660168377e+00	8.057024872338471e-01
7.700000e+06	  3	  3000	  2373	1.612760688487500e-03	3.162277660168377e+00	8.585839860598007e-01
7.800000e+06	  3	  3000	   497	1.497734589485021e-03	3.162277660168377e+00	9.114645721875235e-01
7.900000e+06	  3	  3000	  2876	1.707755401545781e-03	3.162277660168377e+00	9.643706144015011e-01
8.000000e+06	  3	  3000	  1163	1.776384141060947e-03	3.162277660168377e+00	1.017218081821015e+00
8.100000e+06	  3	  3000	  1786	1.532667234257014e-03	4.216965034285820e+00	1.438368952055249e-02
8.200000e+06	  3	  3000	   308	1.813250451272127e-03	4.216965034285820e+00	6.690737922828084e-02
8.300000e+06	  3	  3000	   811	1.343509392847066e-03	4.216965034285820e+00	1.198066301187863e-01
8.400000e+06	  3	  3000	  2244	1.318332220923179e-03	4.216965034285820e+00	1.727784555416418e-01
8.500000e+06	  3	  3000	  1282	1.250010863194472e-03	4.216965034285820e+00	2.239197071868582e-01
8.600000e+06	  3	  3000	  1861	1.325537031991779e-03	4.216965034285820e+00	2.768413528966128e-01
8.700000e+06	  3	  3000	  1817	1.701856435233508e-03	4.216965034285820e+00	3.291618575240439e-01
8.800000e+06	  3	  3000	  1853	1.431653292326813e-03	4.216965034285820e+00	3.817977848078985e-01
8.900000e+06	  3	  3000	  1444	1.812830035140271e-03	4.216965034285820e+00	4.347337811590304e-01
9.000000e+06	  3	  3000	  2445	1.790192533533074e-03	4.216965034285820e+00	4.876559112943335e-01
9.100000e+06	  3	  3000	   604	1.247443471702417e-03	4.216965034285820e+00	5.403864101858495e-01
9.200000e+06	  3	  3000	    30	1.277126714283681e-03	4.216965034285820e+00	5.932193300201150e-01
9.300000e+06	  3	  3000	  1680	1.426074237419691e-03	4.216965034285820e+00	6.460761693125211e-01
9.400000e+06	  3	  3000	   598	1.970154536178132e-03	4.216965034285820e+00	6.986534087843992e-01
9.500000e+06	  3	  3000	  1566	1.476343510151381e-03	4.216965034285820e+00	7.512571368884196e-01
9.600000e+06	  3	  3000	  2176	1.284379632284436e-03	4.216965034285820e+00	8.036210557960282e-01
9.700000e+06	  3	  3000	  1512	1.393744362697213e-03	4.216965034285820e+00	8.564334421847645e-01
9.800000e+06	  3	  3000	  1214	1.725429530696786e-03	4.216965034285820e+00	9.090192043897884e-01
9.900000e+06	  3	  3000	  1134	1.436996717538492e-03	4.216965034285820e+00	9.615699510837705e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+07	  3	  3000	  1726	1.397652701178857e-03	4.216965034285820e+00	1.014557874505804e+00
1.010000e+07	  3	  3000	  1976	1.344478098512885e-03	4.216965034285820e+00	1.067547770953312e+00
1.020000e+07	  3	  3000	  1701	1.662882661170333e-03	4.216965034285820e+00	1.120461257872793e+00
1.030000e+07	  3	  3000	  2694	1.335271476193905e-03	4.216965034285820e+00	1.172622033229184e+00
1.040000e+07	  3	  3000	  2197	1.398354830141484e-03	4.216965034285820e+00	1.225186230870042e+00
1.050000e+07	  3	  3000	  1679	1.356280007754176e-03	4.216965034285820e+00	1.278036802984724e+00
1.060000e+07	  3	  3000	  2350	2.046110613957162e-03	4.216965034285820e+00	1.330597593438915e+00
1.070000e+07	  3	  3000	  2281	1.597878773542806e-03	4.216965034285820e+00	1.383331743049504e+00
1.080000e+07	  3	  3000	   216	1.514603222156856e-03	5.623413251903486e+00	2.793710429911673e-02
1.090000e+07	  3	  3000	  1272	1.400148466900592e-03	5.623413251903486e+00	8.006966770208349e-02
1.100000e+07	  3	  3000	  2836	1.490293226384355e-03	5.623413251903486e+00	1.311984763802072e-01
1.110000e+07	  3	  3000	  2831	1.220100728910264e-03	5.623413251903486e+00	1.829792653199274e-01
1.120000e+07	  3	  3000	   313	2.113526897610440e-03	5.623413251903486e+00	2.357460875142043e-01
1.130000e+07	  3	  3000	   856	2.048843638672043e-03	5.623413251903486e+00	2.887316622090490e-01
1.140000e+07	  3	  3000	  1482	1.324424547858570e-03	5.623413251903486e+00	3.417307700374035e-01
1.150000e+07	  3	  3000	  2158	1.928031176507691e-03	5.623413251903486e+00	3.944299081456559e-01
1.160000e+07	  3	  3000	  1738	1.373805462559002e-03	5.623413251903486e+00	4.474086973517991e-01
1.170000e+07	  3	  3000	   428	1.304552829352443e-03	5.623413251903486e+00	5.003959146886194e-01
1.180000e+07	  3	  3000	  2836	1.476370676657180e-03	5.623413251903486e+00	5.533320691368404e-01
1.190000e+07	  3	  3000	   231	1.832683039908086e-03	5.623413251903486e+00	6.062702438286881e-01
1.200000e+07	  3	  3000	  2952	1.365675542695339e-03	5.623413251903486e+00	6.592436058068563e-01
1.210000e+07	  3	  3000	  1418	1.857491642436908e-03	5.623413251903486e+00	7.121427119264635e-01
1.220000e+07	  3	  3000	  1565	1.516637858371725e-03	5.623413251903486e+00	7.650351143213052e-01
1.230000e+07	  3	  3000	   612	1.724414959203130e-03	5.623413251903486e+00	8.169241717454697e-01
1.240000e+07	  3	  3000	  2501	2.064713079412277e-03	5.623413251903486e+00	8.695784750631220e-01
1.250000e+07	  3	  3000	  2355	1.803189614078375e-03	5.623413251903486e+00	9.221644666390932e-01
1.260000e+07	  3	  3000	  2871	1.364383654604359e-03	5.623413251903486e+00	9.741654527639912e-01
1.270000e+07	  3	  3000	  2136	1.479925496056511e-03	5.623413251903486e+00	1.024838421481300e+00
1.280000e+07	  3	  3000	   936	1.683934325677901e-03	5.623413251903486e+00	1.077721005345210e+00
1.290000e+07	  3	  3000	  1512	1.392979648419077e-03	5.623413251903486e+00	1.130458320973517e+00
1.300000e+07	  3	  3000	   605	1.491664147569748e-03	5.623413251903486e+00	1.183132760566421e+00
1.310000e+07	  3	  3000	  1157	1.460588862658926e-03	5.623413251903486e+00	1.236101746560230e+00
1.320000e+07	  3	  3000	   970	1.932026320321400e-03	5.623413251903486e+00	1.288664751333315e+00
1.330000e+07	  3	  3000	   713	1.406176648909215e-03	5.623413251903486e+00	1.341399629494524e+00
1.340000e+07	  3	  3000	  2952	1.420481151863211e-03	5.623413251903486e+00	1.393726869870470e+00
1.350000e+07	  3	  3000	   444	1.359891863182305e-03	5.623413251903486e+00	1.445335569450600e+00
1.360000e+07	  3	  3000	  2670	1.293402893653193e-03	5.623413251903486e+00	1.497910645605040e+00
1.370000e+07	  3	  3000	  2860	1.588670340675852e-03	5.623413251903486e+00	1.550745638158236e+00
1.380000e+07	  3	  3000	  2131	1.459648758951001e-03	5.623413251903486e+00	1.602937413139530e+00
1.390000e+07	  3	  3000	  2451	1.927597257168740e-03	5.623413251903486e+00	1.655475220740591e+00
1.400000e+07	  3	  3000	   184	1.257517707950912e-03	5.623413251903486e+00	1.708175128947764e+00
1.410000e+07	  3	  3000	  1540	1.788611572209584e-03	5.623413251903486e+00	1.761095051410806e+00
1.420000e+07	  3	  3000	  2193	2.003733798633556e-03	5.623413251903486e+00	1.813886695341207e+00
1.430000e+07	  3	  3000	  1884	1.673413980912982e-03	5.623413251903486e+00	1.866276081942789e+00
1.440000e+07	  3	  3000	   975	1.557442531656465e-03	7.498942093324552e+00	4.292737619877005e-02
1.450000e+07	  3	  3000	  2184	1.367665677678261e-03	7.498942093324552e+00	9.588742905300454e-02
1.460000e+07	  3	  3000	   142	1.339909664559400e-03	7.498942093324552e+00	1.488636204193977e-01
1.470000e+07	  3	  3000	   831	1.295121304976645e-03	7.498942093324552e+00	2.018210885646199e-01
1.480000e+07	  3	  3000	  1382	1.911742863920519e-03	7.498942093324552e+00	2.547381745812352e-01
1.490000e+07	  3	  3000	  1644	2.094931151911949e-03	7.498942093324552e+00	3.074385726114480e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+07	  3	  3000	  2219	1.680480022145789e-03	7.498942093324552e+00	3.602006890829966e-01
1.510000e+07	  3	  3000	  1093	1.877642563593094e-03	7.498942093324552e+00	4.131014752996447e-01
1.520000e+07	  3	  3000	  2197	1.422835987763051e-03	7.498942093324552e+00	4.660499950011893e-01
1.530000e+07	  3	  3000	  2408	1.524265088343122e-03	7.498942093324552e+00	5.190435303956922e-01
1.540000e+07	  3	  3000	  1208	1.187488680302506e-03	7.498942093324552e+00	5.720102589117396e-01
1.550000e+07	  3	  3000	  2355	1.926607331118668e-03	7.498942093324552e+00	6.249787890225184e-01
1.560000e+07	  3	  3000	  3000	1.250744779805506e-03	7.498942093324552e+00	6.778787371180279e-01
1.570000e+07	  3	  3000	  1283	1.603827774550156e-03	7.498942093324552e+00	7.307440301832049e-01
1.580000e+07	  3	  3000	  2816	1.969354438892462e-03	7.498942093324552e+00	7.836820943699826e-01
1.590000e+07	  3	  3000	  2154	1.422602962402601e-03	7.498942093324552e+00	8.366730966966379e-01
1.600000e+07	  3	  3000	   224	1.477143876814337e-03	7.498942093324552e+00	8.894871347042234e-01
1.610000e+07	  3	  3000	  1620	1.484949318351892e-03	7.498942093324552e+00	9.422571229129862e-01
1.620000e+07	  3	  3000	  1680	1.494312092853698e-03	7.498942093324552e+00	9.951598780729218e-01
1.630000e+07	  3	  3000	  2807	1.617276802712489e-03	7.498942093324552e+00	1.048086625100648e+00
1.640000e+07	  3	  3000	  2985	1.707279088908412e-03	7.498942093324552e+00	1.101023607932956e+00
1.650000e+07	  3	  3000	   503	1.473417568995705e-03	7.498942093324552e+00	1.153921451062270e+00
1.660000e+07	  3	  3000	   333	1.560469047237734e-03	7.498942093324552e+00	1.206851360497277e+00
1.670000e+07	  3	  3000	    26	1.318988208730599e-03	7.498942093324552e+00	1.259792539526777e+00
1.680000e+07	  3	  3000	  2096	1.253791090590792e-03	7.498942093324552e+00	1.312609989775842e+00
collision No.5	8.836074e+00[yr]	i=3, j=1194	r_ij=6.335157529906416e-05	radius[3]+radius[1194]=6.338481524341289e-05
1.690000e+07	  3	  3000	   379	1.839141931496079e-03	7.498942093324552e+00	1.364765681677820e+00
collision No.6	8.882662e+00[yr]	i=2, j=1399	r_ij=6.330401845005395e-05	radius[2]+radius[1399]=6.338481524341289e-05
1.700000e+07	  3	  3000	  2218	1.933297180534942e-03	7.498942093324552e+00	1.416453877481424e+00
1.710000e+07	  3	  3000	  2826	1.884097182499898e-03	7.498942093324552e+00	1.466916524151830e+00
1.720000e+07	  3	  3000	  2165	1.508394618745198e-03	7.498942093324552e+00	1.519138723220043e+00
1.730000e+07	  3	  3000	  1389	1.964138581827126e-03	7.498942093324552e+00	1.571391163261814e+00
1.740000e+07	  3	  3000	   922	1.190783772209145e-03	7.498942093324552e+00	1.624144203843247e+00
1.750000e+07	  3	  3000	  2947	1.888688719192300e-03	7.498942093324552e+00	1.676978997912269e+00
1.760000e+07	  3	  3000	  2380	1.553410469135290e-03	7.498942093324552e+00	1.727687093488523e+00
1.770000e+07	  3	  3000	  1938	1.448527372581220e-03	7.498942093324552e+00	1.780635018920484e+00
1.780000e+07	  3	  3000	  2650	1.149839797276103e-03	7.498942093324552e+00	1.833563839040082e+00
1.790000e+07	  3	  3000	   445	1.347042065824774e-03	7.498942093324552e+00	1.886482336202836e+00
1.800000e+07	  3	  3000	   132	1.827449970135198e-03	7.498942093324552e+00	1.939381297454112e+00
1.810000e+07	  3	  3000	  2243	2.064608324228323e-03	7.498942093324552e+00	1.992282515107313e+00
1.820000e+07	  3	  3000	  2360	1.283385168370216e-03	7.498942093324552e+00	2.045212736836650e+00
1.830000e+07	  3	  3000	  2826	2.030115450843064e-03	7.498942093324552e+00	2.098197116874925e+00
1.840000e+07	  3	  3000	  2279	2.108840215546415e-03	7.498942093324552e+00	2.151178978796251e+00
1.850000e+07	  3	  3000	  1383	1.258306720097864e-03	7.498942093324552e+00	2.204176670144034e+00
1.860000e+07	  3	  3000	   513	1.560787257122826e-03	7.498942093324552e+00	2.256727601269723e+00
1.870000e+07	  3	  3000	   482	1.421108897137725e-03	7.498942093324552e+00	2.309598726955417e+00
1.880000e+07	  3	  3000	  1478	1.968997099025834e-03	7.498942093324552e+00	2.362548970692141e+00
1.890000e+07	  3	  3000	  2027	1.903844398130357e-03	7.498942093324552e+00	2.412882124906930e+00
1.900000e+07	  3	  3000	  1900	1.300633883075320e-03	7.498942093324552e+00	2.465421754372899e+00
1.910000e+07	  3	  3000	  2614	1.490077931192354e-03	9.999999999999991e+00	1.626922938179667e-02
1.920000e+07	  3	  3000	  1507	1.655442028068366e-03	9.999999999999991e+00	6.912806647387056e-02
1.930000e+07	  3	  3000	   140	1.713688017375064e-03	9.999999999999991e+00	1.204166152571507e-01
1.940000e+07	  3	  3000	  2469	1.733725588281567e-03	9.999999999999991e+00	1.732638955372935e-01
1.950000e+07	  3	  3000	  2910	1.565800086149883e-03	9.999999999999991e+00	2.260319923428714e-01
1.960000e+07	  3	  3000	  1854	1.348499523934961e-03	9.999999999999991e+00	2.788107541566849e-01
1.970000e+07	  3	  3000	  2400	1.437663906661433e-03	9.999999999999991e+00	3.315465386250512e-01
1.980000e+07	  3	  3000	  2533	1.796577175960234e-03	9.999999999999991e+00	3.836661339922701e-01
1.990000e+07	  3	  3000	  2918	1.217433418765639e-03	9.999999999999991e+00	4.361121591645747e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+07	  3	  3000	  1828	2.748490202092589e-03	9.999999999999991e+00	4.881915477209517e-01
2.010000e+07	  3	  3000	   303	1.982002906145870e-03	9.999999999999991e+00	5.405495312658621e-01
2.020000e+07	  3	  3000	   691	1.351496511646866e-03	9.999999999999991e+00	5.934277782737868e-01
2.030000e+07	  3	  3000	  2183	1.923154786940424e-03	9.999999999999991e+00	6.460156041052836e-01
2.040000e+07	  3	  3000	  2450	1.480869965459028e-03	9.999999999999991e+00	6.984302727657998e-01
2.050000e+07	  3	  3000	  2738	1.908228850017487e-03	9.999999999999991e+00	7.511829589124227e-01
2.060000e+07	  3	  3000	  2142	1.675385064022852e-03	9.999999999999991e+00	8.036387288973071e-01
2.070000e+07	  3	  3000	   774	1.745298562896004e-03	9.999999999999991e+00	8.557911280321321e-01
2.080000e+07	  3	  3000	  2567	1.550247622592737e-03	9.999999999999991e+00	9.086718894716356e-01
2.090000e+07	  3	  3000	   198	2.010761072081335e-03	9.999999999999991e+00	9.615424442663636e-01
2.100000e+07	  3	  3000	  2603	1.504955734722917e-03	9.999999999999991e+00	1.014410769238634e+00
2.110000e+07	  3	  3000	   532	1.606995865882465e-03	9.999999999999991e+00	1.065331083898533e+00
2.120000e+07	  3	  3000	  1605	1.368915585038625e-03	9.999999999999991e+00	1.117674348342658e+00
2.130000e+07	  3	  3000	  1688	1.186801351177089e-03	9.999999999999991e+00	1.168262565359947e+00
2.140000e+07	  3	  3000	   903	1.923624679467996e-03	9.999999999999991e+00	1.219901455292355e+00
2.150000e+07	  3	  3000	  1645	1.914032125260951e-03	9.999999999999991e+00	1.272234558563480e+00
2.160000e+07	  3	  3000	   246	1.560798123551613e-03	9.999999999999991e+00	1.324577175065745e+00
2.170000e+07	  3	  3000	  1697	1.853832960532326e-03	9.999999999999991e+00	1.377197668442870e+00
2.180000e+07	  3	  3000	  1534	1.450827458803378e-03	9.999999999999991e+00	1.428143678390215e+00
2.190000e+07	  3	  3000	   598	1.833312203423673e-03	9.999999999999991e+00	1.480418393458993e+00
2.200000e+07	  3	  3000	  1781	1.154664084783170e-03	9.999999999999991e+00	1.532105704005883e+00
2.210000e+07	  3	  3000	  2562	1.216452025026533e-03	9.999999999999991e+00	1.584948525214576e+00
2.220000e+07	  3	  3000	   915	1.897483478991329e-03	9.999999999999991e+00	1.637457669130614e+00
2.230000e+07	  3	  3000	  2143	1.952992765836095e-03	9.999999999999991e+00	1.689213546745358e+00
2.240000e+07	  3	  3000	  1857	1.696172491191664e-03	9.999999999999991e+00	1.740877572872922e+00
2.250000e+07	  3	  3000	  2128	1.514294450036942e-03	9.999999999999991e+00	1.793646129990916e+00
2.260000e+07	  3	  3000	   769	1.354626202016894e-03	9.999999999999991e+00	1.846550728437471e+00
2.270000e+07	  3	  3000	  1443	1.575498093903614e-03	9.999999999999991e+00	1.899054580980916e+00
2.280000e+07	  3	  3000	  1204	3.070325094240230e-06	9.999999999999991e+00	1.950972645139744e+00
2.290000e+07	  3	  3000	  1585	1.996266540963989e-03	9.999999999999991e+00	2.003306643234544e+00
2.300000e+07	  3	  3000	  1865	1.362063441673878e-03	9.999999999999991e+00	2.055933054159383e+00
2.310000e+07	  3	  3000	   820	1.546158416452710e-03	9.999999999999991e+00	2.108986386987429e+00
2.320000e+07	  3	  3000	   766	1.227391568739732e-03	9.999999999999991e+00	2.162052359749326e+00
2.330000e+07	  3	  3000	  2479	1.282686391591141e-03	9.999999999999991e+00	2.213293225091608e+00
2.340000e+07	  3	  3000	  1721	1.353502373204864e-03	9.999999999999991e+00	2.266278531456495e+00
2.350000e+07	  3	  3000	  1579	1.274498631202219e-03	9.999999999999991e+00	2.319253338234474e+00
2.360000e+07	  3	  3000	   152	1.872066702763453e-03	9.999999999999991e+00	2.370899304856061e+00
2.370000e+07	  3	  3000	  2129	1.360186519529071e-03	9.999999999999991e+00	2.423741366758074e+00
2.380000e+07	  3	  3000	   631	1.835447025740196e-03	9.999999999999991e+00	2.476588007023571e+00
2.390000e+07	  3	  3000	  1355	1.669605251097835e-03	9.999999999999991e+00	2.529320832576361e+00
2.400000e+07	  3	  3000	   839	1.952870400213417e-03	9.999999999999991e+00	2.582051592545427e+00
2.410000e+07	  3	  3000	   961	1.443629040059111e-03	9.999999999999991e+00	2.633978607807334e+00
2.420000e+07	  3	  3000	  1888	1.315380209630063e-03	9.999999999999991e+00	2.686799391037793e+00
