3.600000e+06	  3	  2999	  1884	1.510757165142142e-03	1.778279410038922e+00	1.185541257159873e-01
3.700000e+06	  3	  2999	   691	1.959987671241192e-03	1.778279410038922e+00	1.714351162357451e-01
3.800000e+06	  3	  2999	  2183	1.216036471640619e-03	1.778279410038922e+00	2.239454157621972e-01
3.900000e+06	  3	  2999	  1387	1.916387336264442e-03	1.778279410038922e+00	2.768411693920347e-01
4.000000e+06	  3	  2999	  2948	1.709344641916360e-03	1.778279410038922e+00	3.286282960281897e-01
4.100000e+06	  3	  2999	  2600	1.911836212802973e-03	1.778279410038922e+00	3.811258339856688e-01
4.200000e+06	  3	  2999	  1703	1.700024365491344e-03	1.778279410038922e+00	4.338691027144434e-01
4.300000e+06	  3	  2999	  1664	1.379941494641857e-03	1.778279410038922e+00	4.861584074467660e-01
4.400000e+06	  3	  2999	   574	1.290365028915131e-03	1.778279410038922e+00	5.391368506650838e-01
4.500000e+06	  3	  2999	  1490	1.321820693888184e-03	1.778279410038922e+00	5.916403269549093e-01
4.600000e+06	  3	  2999	  1152	1.593330686295876e-03	2.371373705661654e+00	5.024002814794181e-02
4.700000e+06	  3	  2999	    61	1.711037396870500e-03	2.371373705661654e+00	1.011771526658460e-01
4.800000e+06	  3	  2999	  2913	1.643098927898323e-03	2.371373705661654e+00	1.542513603565083e-01
4.900000e+06	  3	  2999	   113	1.527714257394155e-03	2.371373705661654e+00	2.054379426457578e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+06	  3	  2999	  1936	1.640738360366073e-03	2.371373705661654e+00	2.560617951346430e-01
5.100000e+06	  3	  2999	   946	1.455132836969236e-03	2.371373705661654e+00	3.069479147998911e-01
5.200000e+06	  3	  2999	   760	1.224815429728837e-03	2.371373705661654e+00	3.599446595911004e-01
5.300000e+06	  3	  2999	  2092	1.982467144692872e-03	2.371373705661654e+00	4.097363838026950e-01
5.400000e+06	  3	  2999	  2060	1.672811010913229e-03	2.371373705661654e+00	4.627931601591806e-01
5.500000e+06	  3	  2999	   269	1.263401787993675e-03	2.371373705661654e+00	5.143113535279579e-01
5.600000e+06	  3	  2999	   796	1.938311025900944e-03	2.371373705661654e+00	5.674069783191533e-01
5.700000e+06	  3	  2999	  2706	1.449092508450240e-03	2.371373705661654e+00	6.186664353944535e-01
5.800000e+06	  3	  2999	  2932	1.261667805845233e-03	2.371373705661654e+00	6.712985781670299e-01
5.900000e+06	  3	  2999	  2527	1.309956154298782e-03	2.371373705661654e+00	7.222437424532858e-01
6.000000e+06	  3	  2999	   867	1.712586041294846e-06	2.371373705661654e+00	7.743557919849468e-01
6.100000e+06	  3	  2999	   337	1.769605313318965e-03	3.162277660168377e+00	3.375476257294212e-02
6.200000e+06	  3	  2999	  2905	1.670250736832243e-03	3.162277660168377e+00	8.484776405950774e-02
6.300000e+06	  3	  2999	  2621	1.618478885176459e-03	3.162277660168377e+00	1.370137969729764e-01
6.400000e+06	  3	  2999	  2947	1.757583858850071e-03	3.162277660168377e+00	1.884069434501496e-01
6.500000e+06	  3	  2999	   867	7.629499451696673e-06	3.162277660168377e+00	2.403036197020067e-01
6.600000e+06	  3	  2999	  2288	1.341206254362286e-03	3.162277660168377e+00	2.924902766954092e-01
6.700000e+06	  3	  2999	   734	1.890786735167608e-03	3.162277660168377e+00	3.443111325765009e-01
6.800000e+06	  3	  2999	  1906	1.343694158221401e-03	3.162277660168377e+00	3.964121386631569e-01
6.900000e+06	  3	  2999	  1036	1.510447260671976e-03	3.162277660168377e+00	4.488305106428725e-01
collision No.2	3.644009e+00[yr]	i=2, j=218	r_ij=6.334803914675484e-05	radius[2]+radius[218]=6.338481524341289e-05
dE_heat=-1.361640e-09	dE_grav=1.365287e-09	dE_c=4.118629e-17	v_imp=3.088198e-01
7.000000e+06	  3	  2998	  2817	1.919275587283388e-03	3.162277660168377e+00	4.990019769235839e-01
7.100000e+06	  3	  2998	  1243	1.277675925502390e-03	3.162277660168377e+00	5.519197259410822e-01
7.200000e+06	  3	  2998	  1003	1.358118438387580e-03	3.162277660168377e+00	6.032081634613994e-01
7.300000e+06	  3	  2998	   272	1.374567165178621e-03	3.162277660168377e+00	6.545138792388457e-01
7.400000e+06	  3	  2998	    24	1.672570805057437e-03	3.162277660168377e+00	7.070809755976081e-01
7.500000e+06	  3	  2998	  2237	1.856971277064383e-03	3.162277660168377e+00	7.585754965798338e-01
7.600000e+06	  3	  2998	  1202	1.286767300452374e-03	3.162277660168377e+00	8.115503602357571e-01
7.700000e+06	  3	  2998	  2449	1.412312160395298e-03	3.162277660168377e+00	8.633967632257450e-01
7.800000e+06	  3	  2998	  2931	1.633224114345032e-03	3.162277660168377e+00	9.147994600990521e-01
7.900000e+06	  3	  2998	   808	1.757572987396635e-03	3.162277660168377e+00	9.677404386830988e-01
8.000000e+06	  3	  2998	   662	1.267263092397210e-03	3.162277660168377e+00	1.016257864674881e+00
8.100000e+06	  3	  2998	  1790	1.593211753949855e-03	4.216965034285820e+00	1.352879106512975e-02
8.200000e+06	  3	  2998	  2570	1.251433632839776e-03	4.216965034285820e+00	6.403967024067173e-02
8.300000e+06	  3	  2998	  2210	1.620755986285008e-03	4.216965034285820e+00	1.151405780453496e-01
8.400000e+06	  3	  2998	  2770	2.065948223916218e-03	4.216965034285820e+00	1.672192038266365e-01
8.500000e+06	  3	  2998	   206	1.851956956547310e-03	4.216965034285820e+00	2.188905192270723e-01
8.600000e+06	  3	  2998	   151	1.451505774991059e-03	4.216965034285820e+00	2.719035573863885e-01
8.700000e+06	  3	  2998	  1008	1.904790874922579e-03	4.216965034285820e+00	3.238698198890724e-01
8.800000e+06	  3	  2998	  2308	1.604965621084948e-03	4.216965034285820e+00	3.755540912649366e-01
8.900000e+06	  3	  2998	   776	1.433483949893831e-03	4.216965034285820e+00	4.276383276900166e-01
9.000000e+06	  3	  2998	  1904	1.450535757442107e-03	4.216965034285820e+00	4.776666462570857e-01
9.100000e+06	  3	  2998	   137	1.488080543050816e-03	4.216965034285820e+00	5.305463564376154e-01
9.200000e+06	  3	  2998	  2850	1.411902098882503e-03	4.216965034285820e+00	5.813924294779778e-01
9.300000e+06	  3	  2998	   392	1.813643826772446e-03	4.216965034285820e+00	6.342890358844884e-01
9.400000e+06	  3	  2998	   279	1.673822926078669e-03	4.216965034285820e+00	6.859404995086268e-01
9.500000e+06	  3	  2998	  1669	1.877489600168946e-03	4.216965034285820e+00	7.389837555433411e-01
9.600000e+06	  3	  2998	  2494	1.592890699477848e-03	4.216965034285820e+00	7.908826964774858e-01
9.700000e+06	  3	  2998	  1859	1.620887618428865e-03	4.216965034285820e+00	8.420797692796175e-01
9.800000e+06	  3	  2998	   383	1.303276419987004e-03	4.216965034285820e+00	8.949979269850692e-01
9.900000e+06	  3	  2998	  1771	1.383691677102488e-03	4.216965034285820e+00	9.465005519442221e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+07	  3	  2998	  2789	1.614805936546873e-03	4.216965034285820e+00	9.996154820288552e-01
1.010000e+07	  3	  2998	  2698	2.148822570236048e-03	4.216965034285820e+00	1.050930620989771e+00
1.020000e+07	  3	  2998	   571	1.461139236716990e-03	4.216965034285820e+00	1.102013208728887e+00
1.030000e+07	  3	  2998	  2755	1.223199543237589e-03	4.216965034285820e+00	1.153543903561875e+00
1.040000e+07	  3	  2998	   640	1.422415034628452e-03	4.216965034285820e+00	1.206204433196924e+00
1.050000e+07	  3	  2998	  2328	1.551329616615916e-03	4.216965034285820e+00	1.258183622895175e+00
1.060000e+07	  3	  2998	  2586	1.758859284639061e-03	4.216965034285820e+00	1.310615926493025e+00
1.070000e+07	  3	  2998	  1086	1.784644493643468e-03	4.216965034285820e+00	1.362286220055824e+00
1.080000e+07	  3	  2998	  2931	1.518132490906611e-03	5.623413251903486e+00	7.988526833075878e-03
1.090000e+07	  3	  2998	   483	1.601940404098939e-03	5.623413251903486e+00	5.919812267024695e-02
1.100000e+07	  3	  2998	  2746	1.454511037629906e-03	5.623413251903486e+00	1.113487668071673e-01
1.110000e+07	  3	  2998	  2425	1.221072696887695e-03	5.623413251903486e+00	1.623613676969136e-01
1.120000e+07	  3	  2998	     2	3.588674150415230e-05	5.623413251903486e+00	2.127144044132655e-01
1.130000e+07	  3	  2998	   173	1.863844310660986e-03	5.623413251903486e+00	2.645391790502736e-01
1.140000e+07	  3	  2998	   696	1.244151719437975e-03	5.623413251903486e+00	3.152343545322204e-01
1.150000e+07	  3	  2998	  2020	1.436476619888066e-03	5.623413251903486e+00	3.677709792433612e-01
1.160000e+07	  3	  2998	  2323	1.258956666421045e-03	5.623413251903486e+00	4.187744634497639e-01
1.170000e+07	  3	  2998	   797	1.937107379381956e-03	5.623413251903486e+00	4.696428553874477e-01
1.180000e+07	  3	  2998	  1951	1.639710031081536e-03	5.623413251903486e+00	5.227145649646483e-01
1.190000e+07	  3	  2998	   675	1.483734170964243e-03	5.623413251903486e+00	5.738530499519776e-01
1.200000e+07	  3	  2998	  2377	1.339466931754978e-03	5.623413251903486e+00	6.250452135572139e-01
1.210000e+07	  3	  2998	  2034	1.958624365669312e-03	5.623413251903486e+00	6.767991787774874e-01
1.220000e+07	  3	  2998	   906	2.067767126402391e-03	5.623413251903486e+00	7.275050922421408e-01
1.230000e+07	  3	  2998	  1212	1.755933711395696e-03	5.623413251903486e+00	7.803056719994511e-01
1.240000e+07	  3	  2998	  1694	1.813196531642608e-03	5.623413251903486e+00	8.321601638794226e-01
1.250000e+07	  3	  2998	   869	1.995740583231428e-03	5.623413251903486e+00	8.842459952026941e-01
1.260000e+07	  3	  2998	  1282	1.262291286873158e-03	5.623413251903486e+00	9.360896608012983e-01
1.270000e+07	  3	  2998	   589	1.327640058295354e-03	5.623413251903486e+00	9.875397433733270e-01
1.280000e+07	  3	  2998	   191	1.847097147323246e-03	5.623413251903486e+00	1.040349375725760e+00
1.290000e+07	  3	  2998	   554	1.799882820323264e-03	5.623413251903486e+00	1.091161983334057e+00
collision No.3	6.750699e+00[yr]	i=2, j=867	r_ij=6.345009334804194e-05	radius[2]+radius[867]=6.355133191584820e-05
dE_heat=-1.306488e-09	dE_grav=1.322491e-09	dE_c=-4.404043e-17	v_imp=3.085103e-01
1.300000e+07	  3	  2997	  1396	1.811099470392456e-03	5.623413251903486e+00	1.143626309235436e+00
1.310000e+07	  3	  2997	  2581	1.826235121101192e-03	5.623413251903486e+00	1.196585495413518e+00
1.320000e+07	  3	  2997	   246	1.858871463505253e-03	5.623413251903486e+00	1.249571029603491e+00
1.330000e+07	  3	  2997	  1762	1.755141166560713e-03	5.623413251903486e+00	1.301687086966073e+00
1.340000e+07	  3	  2997	  1740	1.377231547493683e-03	5.623413251903486e+00	1.353612238596894e+00
1.350000e+07	  3	  2997	  2617	1.452283955684383e-03	5.623413251903486e+00	1.405897271665088e+00
1.360000e+07	  3	  2997	  2089	1.314130067595839e-03	5.623413251903486e+00	1.458880996887677e+00
1.370000e+07	  3	  2997	  2763	1.410958465466415e-03	5.623413251903486e+00	1.511215754687064e+00
1.380000e+07	  3	  2997	   902	1.856829884304126e-03	5.623413251903486e+00	1.564199495067404e+00
1.390000e+07	  3	  2997	  2708	1.981100126349972e-03	5.623413251903486e+00	1.616433066748786e+00
1.400000e+07	  3	  2997	  2467	1.243291438556839e-03	5.623413251903486e+00	1.669673810259277e+00
1.410000e+07	  3	  2997	  2468	1.260647064420005e-03	5.623413251903486e+00	1.722954825782841e+00
1.420000e+07	  3	  2997	  2843	1.280134400867468e-03	5.623413251903486e+00	1.776257147740676e+00
1.430000e+07	  3	  2997	   621	1.406415583927447e-03	5.623413251903486e+00	1.829545108500269e+00
1.440000e+07	  3	  2997	  2931	1.537469541271267e-03	7.498942093324552e+00	6.363000410558169e-03
1.450000e+07	  3	  2997	  1536	1.808994203699971e-03	7.498942093324552e+00	5.960964860301254e-02
1.460000e+07	  3	  2997	  1816	1.774659167315768e-03	7.498942093324552e+00	1.128146715141285e-01
1.470000e+07	  3	  2997	  1395	1.665558418858754e-03	7.498942093324552e+00	1.656410468910044e-01
1.480000e+07	  3	  2997	   250	1.893092506070765e-03	7.498942093324552e+00	2.186563858797550e-01
1.490000e+07	  3	  2997	  2397	1.852499845238888e-03	7.498942093324552e+00	2.707554945580302e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+07	  3	  2997	  1783	1.732811412202649e-03	7.498942093324552e+00	3.237341030102558e-01
1.510000e+07	  3	  2997	  2611	1.878821682724806e-03	7.498942093324552e+00	3.765776719824085e-01
1.520000e+07	  3	  2997	    18	1.276531223172624e-03	7.498942093324552e+00	4.270007614545862e-01
1.530000e+07	  3	  2997	  2622	1.324408856624340e-03	7.498942093324552e+00	4.784159881286529e-01
1.540000e+07	  3	  2997	   978	1.509740393440639e-03	7.498942093324552e+00	5.305087176686903e-01
1.550000e+07	  3	  2997	  1014	1.495519704940489e-03	7.498942093324552e+00	5.836077161700901e-01
1.560000e+07	  3	  2997	  2661	1.613643370625875e-03	7.498942093324552e+00	6.367760979989709e-01
1.570000e+07	  3	  2997	  1555	1.339164420397015e-03	7.498942093324552e+00	6.898909600019341e-01
1.580000e+07	  3	  2997	   422	1.761292781376329e-03	7.498942093324552e+00	7.429391138198995e-01
1.590000e+07	  3	  2997	  1169	1.914838381575213e-03	7.498942093324552e+00	7.960592892202890e-01
1.600000e+07	  3	  2997	  2529	1.647670269855315e-03	7.498942093324552e+00	8.492184034204623e-01
1.610000e+07	  3	  2997	  2537	1.768534555284486e-03	7.498942093324552e+00	9.024276715859524e-01
1.620000e+07	  3	  2997	  2854	1.431020448011777e-03	7.498942093324552e+00	9.552802314819900e-01
1.630000e+07	  3	  2997	  1339	1.934927820832505e-03	7.498942093324552e+00	1.007748028245651e+00
1.640000e+07	  3	  2997	  1993	1.862031679976365e-03	7.498942093324552e+00	1.060894877681735e+00
1.650000e+07	  3	  2997	    28	1.640013753771435e-03	7.498942093324552e+00	1.114076669900465e+00
1.660000e+07	  3	  2997	   674	1.402167490843693e-03	7.498942093324552e+00	1.167257842551566e+00
1.670000e+07	  3	  2997	  1919	1.523216593733766e-03	7.498942093324552e+00	1.220302982782566e+00
1.680000e+07	  3	  2997	  2294	1.859646779895949e-03	7.498942093324552e+00	1.272118053353116e+00
1.690000e+07	  3	  2997	  2403	1.771854574938461e-03	7.498942093324552e+00	1.322884837326883e+00
1.700000e+07	  3	  2997	  1197	2.095322372883435e-03	7.498942093324552e+00	1.375956701617808e+00
1.710000e+07	  3	  2997	  2452	1.602246249852714e-03	7.498942093324552e+00	1.429055436355193e+00
1.720000e+07	  3	  2997	  2648	1.375843450209115e-03	7.498942093324552e+00	1.482052305010575e+00
1.730000e+07	  3	  2997	  2646	2.085377713439416e-03	7.498942093324552e+00	1.533671926068586e+00
1.740000e+07	  3	  2997	   314	1.852419384014939e-03	7.498942093324552e+00	1.586537968046515e+00
1.750000e+07	  3	  2997	   199	1.182731554174023e-03	7.498942093324552e+00	1.637243729565696e+00
1.760000e+07	  3	  2997	  1410	1.282004891146259e-03	7.498942093324552e+00	1.689935035067398e+00
1.770000e+07	  3	  2997	   654	1.489091051630356e-03	7.498942093324552e+00	1.743099447599021e+00
1.780000e+07	  3	  2997	   567	1.556129568263975e-03	7.498942093324552e+00	1.795590705681067e+00
1.790000e+07	  3	  2997	   811	1.250364103338756e-03	7.498942093324552e+00	1.848427610681657e+00
1.800000e+07	  3	  2997	  1689	1.312440473283260e-03	7.498942093324552e+00	1.901591155038211e+00
1.810000e+07	  3	  2997	  1480	1.210832296163850e-03	7.498942093324552e+00	1.953637110895816e+00
collision No.4	9.453270e+00[yr]	i=1, j=1966	r_ij=6.355505034510692e-05	radius[1]+radius[1966]=6.355807079488190e-05
dE_heat=-1.286694e-09	dE_grav=1.294792e-09	dE_c=1.191108e-16	v_imp=3.091979e-01
1.820000e+07	  3	  2996	   250	1.809074562103297e-03	7.498942093324552e+00	2.006202627556092e+00
1.830000e+07	  3	  2996	   710	1.804162104315635e-03	7.498942093324552e+00	2.059011619213381e+00
1.840000e+07	  3	  2996	   344	1.815564086844014e-03	7.498942093324552e+00	2.111481010106347e+00
1.850000e+07	  3	  2996	   285	1.824286976144850e-03	7.498942093324552e+00	2.164629199353210e+00
1.860000e+07	  3	  2996	   152	1.627304550837753e-03	7.498942093324552e+00	2.217098563169294e+00
1.870000e+07	  3	  2996	  2319	1.553937333979516e-03	7.498942093324552e+00	2.269969456741555e+00
1.880000e+07	  3	  2996	  1828	1.192868297382923e-03	7.498942093324552e+00	2.323052338109002e+00
1.890000e+07	  3	  2996	  1315	1.335109598227485e-03	7.498942093324552e+00	2.376195491598700e+00
1.900000e+07	  3	  2996	   125	1.890684152625065e-03	7.498942093324552e+00	2.427580541851399e+00
1.910000e+07	  3	  2996	  2534	1.373567061989503e-03	7.498942093324552e+00	2.480433092390932e+00
1.920000e+07	  3	  2996	  2051	1.272240757373466e-03	9.999999999999991e+00	3.098788633590084e-02
1.930000e+07	  3	  2996	  2221	1.853194670394831e-03	9.999999999999991e+00	8.393799022422903e-02
1.940000e+07	  3	  2996	  2964	1.274989354358637e-03	9.999999999999991e+00	1.364264926026975e-01
1.950000e+07	  3	  2996	  1947	1.370771700068213e-03	9.999999999999991e+00	1.884478182803257e-01
1.960000e+07	  3	  2996	   706	1.466565816642837e-03	9.999999999999991e+00	2.399485143258632e-01
1.970000e+07	  3	  2996	     2	1.609516141121951e-03	9.999999999999991e+00	2.925482401327404e-01
1.980000e+07	  3	  2996	  2358	1.999862755057648e-03	9.999999999999991e+00	3.447090287367244e-01
1.990000e+07	  3	  2996	   772	1.738926629791305e-03	9.999999999999991e+00	3.972753522241916e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+07	  3	  2996	  1854	1.759873977753336e-03	9.999999999999991e+00	4.499745165940827e-01
2.010000e+07	  3	  2996	  1111	1.732918074455395e-03	9.999999999999991e+00	5.027594939958856e-01
2.020000e+07	  3	  2996	  1114	1.793031414235386e-03	9.999999999999991e+00	5.546071079046646e-01
2.030000e+07	  3	  2996	  2079	1.253054353153476e-03	9.999999999999991e+00	6.057960435669695e-01
2.040000e+07	  3	  2996	  1338	1.830713908044986e-03	9.999999999999991e+00	6.580482830864106e-01
2.050000e+07	  3	  2996	  2555	1.383988384947000e-03	9.999999999999991e+00	7.104059511845309e-01
2.060000e+07	  3	  2996	   671	1.366070904661814e-03	9.999999999999991e+00	7.618257879339376e-01
2.070000e+07	  3	  2996	  1604	2.032849956084683e-03	9.999999999999991e+00	8.128547007136309e-01
2.080000e+07	  3	  2996	   779	1.389195763595618e-03	9.999999999999991e+00	8.657253285885398e-01
2.090000e+07	  3	  2996	   859	1.745584966096874e-03	9.999999999999991e+00	9.163347309220180e-01
2.100000e+07	  3	  2996	   372	1.841458673714772e-03	9.999999999999991e+00	9.677113547543946e-01
2.110000e+07	  3	  2996	  2244	1.823627257250276e-03	9.999999999999991e+00	1.019460945166753e+00
2.120000e+07	  3	  2996	   746	1.295357068865337e-03	9.999999999999991e+00	1.072095731736161e+00
2.130000e+07	  3	  2996	   850	1.216640035357782e-03	9.999999999999991e+00	1.123438844274487e+00
collision No.5	1.116407e+01[yr]	i=1, j=2861	r_ij=6.362291865898948e-05	radius[1]+radius[2861]=6.371393324337093e-05
dE_heat=-1.289529e-09	dE_grav=1.305004e-09	dE_c=1.550073e-16	v_imp=3.095262e-01
2.140000e+07	  3	  2995	  1465	1.540891560670287e-03	9.999999999999991e+00	1.174849745785780e+00
2.150000e+07	  3	  2995	  1198	1.839033285145373e-03	9.999999999999991e+00	1.227795225784997e+00
2.160000e+07	  3	  2995	  1579	2.057231498857237e-03	9.999999999999991e+00	1.280945487316391e+00
2.170000e+07	  3	  2995	  1206	1.291968964678543e-03	9.999999999999991e+00	1.332396240608309e+00
2.180000e+07	  3	  2995	  1362	1.744656095015244e-05	9.999999999999991e+00	1.384998034139841e+00
2.190000e+07	  3	  2995	  1025	1.619021996511913e-03	9.999999999999991e+00	1.437630093860380e+00
2.200000e+07	  3	  2995	  2406	1.487211297034034e-03	9.999999999999991e+00	1.490518884582192e+00
2.210000e+07	  3	  2995	   345	2.125447672211289e-03	9.999999999999991e+00	1.541421249954419e+00
2.220000e+07	  3	  2995	   260	1.068536532371358e-03	9.999999999999991e+00	1.594265571967209e+00
2.230000e+07	  3	  2995	   597	1.352310424418261e-03	9.999999999999991e+00	1.647363247164959e+00
2.240000e+07	  3	  2995	  2312	1.593679410410909e-03	9.999999999999991e+00	1.699485973645507e+00
2.250000e+07	  3	  2995	  2067	1.517908049658724e-03	9.999999999999991e+00	1.752182045026422e+00
2.260000e+07	  3	  2995	  2997	1.663107527661578e-03	9.999999999999991e+00	1.805062448570016e+00
2.270000e+07	  3	  2995	   660	1.186824656371837e-03	9.999999999999991e+00	1.857024090772594e+00
2.280000e+07	  3	  2995	  2652	1.206285115908716e-03	9.999999999999991e+00	1.909399882983646e+00
2.290000e+07	  3	  2995	  2215	1.773182965618773e-03	9.999999999999991e+00	1.962471358873209e+00
2.300000e+07	  3	  2995	  1658	2.106729023915136e-03	9.999999999999991e+00	2.014363891046072e+00
2.310000e+07	  3	  2995	  2623	2.944724886869751e-05	9.999999999999991e+00	2.065214329437051e+00
2.320000e+07	  3	  2995	   349	1.768909210821254e-03	9.999999999999991e+00	2.117443498266021e+00
2.330000e+07	  3	  2995	   556	1.464545309295853e-03	9.999999999999991e+00	2.170678176805775e+00
2.340000e+07	  3	  2995	   230	1.538460734394647e-03	9.999999999999991e+00	2.223957472504265e+00
